cell_id,Larus canus,Larus canus canus,Larus canus heinei,Larus canus kamtschatschensis
832eacfffffffff,1.0,0.0,0.0,0.0
83301efffffffff,2.0,0.0,2.0,0.0
833099fffffffff,2.0,0.0,0.0,0.0
83309bfffffffff,4.0,0.0,0.0,0.0
83318dfffffffff,3.0,0.0,0.0,0.0
833441fffffffff,3.0,0.0,0.0,0.0
833469fffffffff,4.0,2.0,0.0,0.0
83351bfffffffff,91.0,11.0,0.0,0.0
8335a8fffffffff,5.0,2.0,0.0,0.0
8335a9fffffffff,2.0,0.0,0.0,0.0
833824fffffffff,6.0,0.0,0.0,0.0
833825fffffffff,4.0,0.0,0.0,0.0
833900fffffffff,42.0,0.0,0.0,0.0
833901fffffffff,12.0,0.0,0.0,0.0
833903fffffffff,23.0,0.0,0.0,0.0
833905fffffffff,1.0,0.0,0.0,0.0
833906fffffffff,7.0,0.0,0.0,0.0
833908fffffffff,2.0,0.0,0.0,0.0
833910fffffffff,25.0,0.0,0.0,0.0
833911fffffffff,7.0,0.0,0.0,0.0
833915fffffffff,4.0,0.0,0.0,0.0
833918fffffffff,1.0,0.0,0.0,0.0
833919fffffffff,31.0,0.0,0.0,0.0
83391afffffffff,10.0,0.0,0.0,0.0
83391cfffffffff,5.0,0.0,0.0,0.0
83391efffffffff,63.0,1.0,0.0,0.0
833920fffffffff,31.0,0.0,0.0,0.0
833922fffffffff,63.0,2.0,0.0,0.0
833925fffffffff,16.0,0.0,0.0,0.0
833928fffffffff,2.0,0.0,0.0,0.0
83392afffffffff,41.0,0.0,0.0,0.0
83392bfffffffff,15.0,0.0,0.0,0.0
83392cfffffffff,3.0,0.0,0.0,0.0
83392dfffffffff,23.0,0.0,0.0,0.0
83392efffffffff,22.0,0.0,0.0,0.0
833931fffffffff,22.0,0.0,0.0,0.0
833933fffffffff,78.0,0.0,0.0,0.0
833946fffffffff,4.0,0.0,0.0,0.0
833954fffffffff,28.0,0.0,0.0,0.0
833970fffffffff,17.0,0.0,0.0,0.0
833971fffffffff,9.0,0.0,0.0,0.0
833972fffffffff,5.0,0.0,0.0,0.0
833974fffffffff,84.0,0.0,0.0,0.0
833975fffffffff,9.0,0.0,0.0,0.0
833976fffffffff,13.0,0.0,0.0,0.0
8339abfffffffff,4.0,4.0,0.0,0.0
833e68fffffffff,13.0,2.0,0.0,0.0
833f2dfffffffff,1.0,0.0,0.0,0.0
833f6efffffffff,5.0,0.0,0.0,0.0
8340e2fffffffff,6.0,0.0,6.0,0.0
834109fffffffff,1.0,0.0,0.0,1.0
8341b5fffffffff,3.0,0.0,0.0,0.0
8342c2fffffffff,1.0,0.0,0.0,0.0
8342c4fffffffff,1.0,0.0,0.0,0.0
8343a0fffffffff,1.0,0.0,0.0,0.0
8343a8fffffffff,2.0,0.0,2.0,0.0
8343acfffffffff,1.0,0.0,1.0,0.0
8347a3fffffffff,6.0,0.0,0.0,2.0
834b84fffffffff,1.0,0.0,0.0,0.0
834ba1fffffffff,6.0,0.0,0.0,0.0
834ba3fffffffff,1.0,0.0,0.0,0.0
834bb5fffffffff,9.0,0.0,0.0,2.0
836006fffffffff,3.0,0.0,0.0,0.0
8360a9fffffffff,2.0,0.0,0.0,0.0
83658bfffffffff,21.0,0.0,4.0,0.0
8365b5fffffffff,1.0,0.0,0.0,1.0
836941fffffffff,11.0,0.0,0.0,6.0
83c9b1fffffffff,1.0,0.0,0.0,0.0
