cell_id,Grallaria guatimalensis,Grallaria guatimalensis [guatimalensis Group],Grallaria guatimalensis princeps/chocoensis,Grallaria guatimalensis aripoensis,Grallaria guatimalensis roraimae,Grallaria guatimalensis regulus/carmelitae,Grallaria guatimalensis sororia
844520dffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8445225ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8445243ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8445247ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
844525bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8445263ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
844526bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8445343ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8445351ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
845f487ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4abffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845f711ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
845f759ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
845f75dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84660cbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84660d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84660d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466139ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466195ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
8466199ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84661b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84661b3ffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
84661b9ffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0
84661bbffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0
84661cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466203ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466211ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466213ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466217ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
846622bffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
846623dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466299ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846629dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84662d3ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466a57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b41ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b45ffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b4dffffffff,286.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b51ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b55ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b5bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c0dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c27ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c29ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c49ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c4dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c67ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d03ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d0bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d13ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d1bffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d31ffffffff,739.0,0.0,0.0,0.0,0.0,23.0,0.0
8466d35ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d37ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d39ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d3dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d81ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466da7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dadffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dc3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de1ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466debffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e0bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e2dffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e51ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e59ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e65ffffffff,330.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e67ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e6dffffffff,1457.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f0bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f15ffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f19ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f1bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f1dffffffff,909.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f53ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f57ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f59ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f5bffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84675ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846792dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84679a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
846d05bffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
846d21bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
846d21dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
846d239ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
846d23bffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
846d23dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
846d283ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
846d287ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
846d291ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846d295ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2d1ffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2d7ffffffff,313.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846d2ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
846d645ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
846d64dffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
846d651ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
846d653ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
846d659ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846d681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846d691ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
846d693ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69dffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0
846d741ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
846d749ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848b205ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848b211ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848b213ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2c5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2cdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848b2ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b617ffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
848b61bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848b639ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
