cell_id,Myrmecocichla arnotti,Myrmecocichla arnotti harterti,Myrmecocichla arnotti arnotti,Myrmecocichla arnotti collaris
846ada9ffffffff,1.0,0.0,0.0,1.0
846adc1ffffffff,8.0,0.0,0.0,8.0
846adc3ffffffff,19.0,0.0,0.0,18.0
846adc9ffffffff,9.0,0.0,0.0,0.0
847a641ffffffff,2.0,0.0,0.0,0.0
84962e5ffffffff,1.0,0.0,1.0,0.0
8496b63ffffffff,5.0,0.0,5.0,0.0
8496b6dffffffff,1.0,0.0,0.0,0.0
84972cbffffffff,1.0,0.0,0.0,0.0
84972e3ffffffff,2.0,0.0,0.0,0.0
84bcf29ffffffff,11.0,0.0,0.0,0.0
