cell_id,Acanthis flammea,Acanthis flammea flammea,Acanthis flammea rostrata/islandica,Acanthis flammea cabaret,Acanthis flammea exilipes,Acanthis flammea hornemanni,Acanthis flammea flammea/rostrata/islandica,Acanthis flammea [flammea Group/cabaret],Acanthis flammea hornemanni/exilipes,Acanthis flammea [flammea Group/hornemanni/exilipes],Acanthis flammea [flammea Group x hornemanni/exilipes]
840120dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8401247ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
840125dffffffff,9.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8401261ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0
8401265ffffffff,14.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0
8401269ffffffff,9.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
840126bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
840126dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0
840130bffffffff,157.0,3.0,0.0,1.0,5.0,0.0,111.0,0.0,29.0,8.0,0.0
8401319ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,2.0,0.0
840131dffffffff,20.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,7.0,4.0,0.0
8401343ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840134bffffffff,20.0,3.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0
8401351ffffffff,136.0,0.0,0.0,2.0,12.0,0.0,94.0,0.0,22.0,6.0,0.0
8401353ffffffff,114.0,2.0,0.0,0.0,1.0,0.0,70.0,1.0,34.0,2.0,0.0
8401355ffffffff,113.0,0.0,0.0,0.0,4.0,0.0,52.0,0.0,48.0,6.0,0.0
8401357ffffffff,40.0,1.0,0.0,0.0,2.0,0.0,18.0,0.0,15.0,4.0,0.0
8401359ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0
840135bffffffff,54.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,8.0,2.0,0.0
840135dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
840136dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8402417ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
84024c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
84024cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
84025cbffffffff,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0
8402cadffffffff,73.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,26.0,34.0,0.0
8402d85ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8402dc5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84041abffffffff,104.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0
8404cddffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0
840588dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
84058c7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
84058cbffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
8406565ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
8406897ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
840689bffffffff,17.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0
8406c95ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8406c9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8406d11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8406d13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8406d1dffffffff,37.0,0.0,10.0,0.0,0.0,0.0,23.0,0.0,4.0,0.0,0.0
8406d53ffffffff,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d57ffffffff,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406d5bffffffff,16.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
8406d69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8407411ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
8407417ffffffff,62.0,0.0,2.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0
8407419ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
840741dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
8407425ffffffff,28.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
8407427ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
840742dffffffff,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8407431ffffffff,382.0,0.0,16.0,0.0,0.0,0.0,364.0,0.0,0.0,2.0,0.0
8407433ffffffff,166.0,0.0,6.0,0.0,0.0,0.0,158.0,0.0,0.0,2.0,0.0
