cell_id,Vireo griseus,Vireo griseus [griseus Group],Vireo griseus perquisitor
832834fffffffff,22.0,0.0,0.0
832835fffffffff,2.0,0.0,0.0
832836fffffffff,2.0,0.0,0.0
832894fffffffff,7.0,0.0,0.0
8328ddfffffffff,3.0,3.0,0.0
832912fffffffff,10.0,0.0,0.0
83291afffffffff,10.0,0.0,0.0
832981fffffffff,9.0,0.0,0.0
832986fffffffff,29.0,0.0,0.0
83298cfffffffff,12.0,0.0,0.0
8329a0fffffffff,5.0,0.0,0.0
8329a1fffffffff,15.0,0.0,0.0
8329a3fffffffff,7.0,0.0,0.0
8329a4fffffffff,97.0,4.0,0.0
8329a5fffffffff,43.0,0.0,0.0
8329aafffffffff,3.0,0.0,0.0
8329acfffffffff,53.0,3.0,0.0
8329adfffffffff,3.0,0.0,0.0
8329b2fffffffff,15.0,0.0,0.0
832a06fffffffff,60.0,0.0,0.0
832a10fffffffff,235.0,10.0,0.0
832a12fffffffff,235.0,0.0,0.0
832a13fffffffff,131.0,0.0,0.0
832a14fffffffff,43.0,1.0,0.0
832a15fffffffff,26.0,0.0,0.0
832a16fffffffff,26.0,0.0,0.0
832a30fffffffff,157.0,0.0,0.0
832a31fffffffff,105.0,0.0,0.0
832a32fffffffff,26.0,0.0,0.0
832a33fffffffff,89.0,0.0,0.0
832a34fffffffff,169.0,0.0,0.0
832a36fffffffff,16.0,1.0,0.0
832a4cfffffffff,3.0,1.0,0.0
832a80fffffffff,15.0,0.0,0.0
832a82fffffffff,6.0,0.0,0.0
832a84fffffffff,27.0,0.0,0.0
832a85fffffffff,3.0,0.0,0.0
832a86fffffffff,14.0,0.0,0.0
832a88fffffffff,3.0,0.0,0.0
832a89fffffffff,101.0,0.0,0.0
832a8afffffffff,9.0,0.0,0.0
832a8bfffffffff,9.0,0.0,0.0
832a8cfffffffff,12.0,0.0,0.0
832a8dfffffffff,25.0,0.0,0.0
832a8efffffffff,1.0,0.0,0.0
832a90fffffffff,3.0,0.0,0.0
832a93fffffffff,3.0,0.0,0.0
832a95fffffffff,10.0,0.0,0.0
832a98fffffffff,3.0,0.0,0.0
832a9afffffffff,9.0,0.0,0.0
832a9bfffffffff,2.0,0.0,0.0
832aa0fffffffff,13.0,0.0,0.0
832aa1fffffffff,45.0,0.0,0.0
832aa2fffffffff,8.0,0.0,0.0
832aa3fffffffff,40.0,0.0,0.0
832aa4fffffffff,60.0,3.0,0.0
832aa6fffffffff,25.0,3.0,0.0
832aa8fffffffff,85.0,7.0,0.0
832aa9fffffffff,100.0,2.0,0.0
832aaafffffffff,61.0,0.0,0.0
832aabfffffffff,25.0,2.0,0.0
832aacfffffffff,220.0,0.0,0.0
832aadfffffffff,173.0,14.0,0.0
832aaefffffffff,57.0,6.0,0.0
832ab0fffffffff,72.0,5.0,0.0
832ab1fffffffff,1.0,0.0,0.0
832ab2fffffffff,254.0,35.0,0.0
832ab3fffffffff,6.0,0.0,0.0
832ab4fffffffff,36.0,0.0,0.0
832ab5fffffffff,39.0,2.0,0.0
832ab6fffffffff,24.0,0.0,0.0
832ac6fffffffff,11.0,0.0,0.0
832ad0fffffffff,2.0,0.0,0.0
832ad2fffffffff,3.0,0.0,0.0
832ad3fffffffff,3.0,0.0,0.0
832ad4fffffffff,7.0,0.0,0.0
832ad5fffffffff,39.0,0.0,0.0
832ad6fffffffff,17.0,0.0,0.0
832af0fffffffff,16.0,0.0,0.0
832af1fffffffff,1.0,0.0,0.0
832af2fffffffff,30.0,0.0,0.0
832af3fffffffff,45.0,2.0,0.0
832af6fffffffff,47.0,0.0,0.0
832b00fffffffff,2.0,0.0,0.0
832b01fffffffff,5.0,0.0,0.0
832b03fffffffff,2.0,0.0,0.0
832b05fffffffff,2.0,0.0,0.0
832b0afffffffff,65.0,0.0,0.0
832b0cfffffffff,30.0,0.0,0.0
832b0efffffffff,12.0,0.0,0.0
832b16fffffffff,2.0,0.0,0.0
832b18fffffffff,22.0,0.0,0.0
832b19fffffffff,16.0,0.0,0.0
832b1afffffffff,2.0,0.0,0.0
832b1bfffffffff,6.0,0.0,0.0
832b1cfffffffff,7.0,0.0,0.0
832b1dfffffffff,15.0,0.0,0.0
832b25fffffffff,3.0,0.0,0.0
832b30fffffffff,2.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0
832b36fffffffff,2.0,0.0,0.0
832b81fffffffff,25.0,0.0,0.0
832b83fffffffff,5.0,0.0,0.0
832b89fffffffff,14.0,0.0,0.0
832b8afffffffff,2.0,0.0,0.0
832b8cfffffffff,13.0,0.0,0.0
832b8dfffffffff,2.0,0.0,0.0
832b98fffffffff,15.0,0.0,0.0
832b99fffffffff,15.0,0.0,0.0
832b9afffffffff,3.0,0.0,0.0
832b9bfffffffff,168.0,0.0,0.0
832b9dfffffffff,11.0,0.0,0.0
832b9efffffffff,4.0,0.0,0.0
832ba8fffffffff,1.0,0.0,0.0
832baafffffffff,143.0,0.0,0.0
832bacfffffffff,78.0,0.0,0.0
832baefffffffff,1.0,0.0,0.0
8335a8fffffffff,5.0,0.0,0.0
834412fffffffff,17.0,3.0,0.0
834413fffffffff,21.0,0.0,0.0
834414fffffffff,1.0,0.0,0.0
83441afffffffff,43.0,21.0,0.0
83441efffffffff,22.0,0.0,0.0
834424fffffffff,2.0,0.0,0.0
834440fffffffff,15.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0
834442fffffffff,9.0,0.0,0.0
834443fffffffff,3.0,0.0,0.0
834444fffffffff,9.0,0.0,0.0
834445fffffffff,25.0,0.0,0.0
834446fffffffff,30.0,0.0,0.0
834448fffffffff,9.0,0.0,0.0
834449fffffffff,10.0,0.0,0.0
83444afffffffff,2.0,0.0,0.0
83444bfffffffff,2.0,0.0,0.0
83444cfffffffff,13.0,0.0,0.0
83444dfffffffff,2.0,0.0,0.0
83444efffffffff,2.0,0.0,0.0
834450fffffffff,14.0,0.0,0.0
834452fffffffff,2.0,0.0,0.0
834455fffffffff,133.0,0.0,0.0
834456fffffffff,16.0,0.0,0.0
834459fffffffff,4.0,0.0,0.0
83445afffffffff,18.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0
83446afffffffff,1.0,0.0,0.0
83446cfffffffff,25.0,0.0,0.0
83446dfffffffff,19.0,0.0,0.0
83446efffffffff,16.0,0.0,0.0
834473fffffffff,29.0,0.0,0.0
834484fffffffff,3.0,0.0,0.0
834485fffffffff,4.0,0.0,0.0
834486fffffffff,3.0,0.0,0.0
8344a1fffffffff,3.0,3.0,0.0
8344a2fffffffff,2.0,0.0,0.0
8344a3fffffffff,12.0,0.0,0.0
8344a5fffffffff,12.0,8.0,0.0
8344a8fffffffff,5.0,4.0,0.0
8344a9fffffffff,16.0,0.0,0.0
8344abfffffffff,3.0,2.0,0.0
8344acfffffffff,8.0,0.0,0.0
8344adfffffffff,12.0,3.0,0.0
8344b0fffffffff,5.0,0.0,0.0
8344b2fffffffff,2.0,0.0,0.0
8344b5fffffffff,2.0,0.0,0.0
8344b6fffffffff,7.0,0.0,0.0
8344c0fffffffff,17.0,0.0,0.0
8344c1fffffffff,68.0,0.0,0.0
8344c2fffffffff,6.0,0.0,0.0
8344c3fffffffff,33.0,0.0,0.0
8344c5fffffffff,5.0,0.0,0.0
8344c8fffffffff,42.0,0.0,0.0
8344c9fffffffff,31.0,0.0,0.0
8344cafffffffff,2.0,0.0,0.0
8344cbfffffffff,18.0,0.0,0.0
8344ccfffffffff,11.0,0.0,0.0
8344cdfffffffff,14.0,0.0,0.0
8344d0fffffffff,125.0,0.0,0.0
8344d1fffffffff,65.0,0.0,0.0
8344d2fffffffff,4.0,0.0,0.0
8344d3fffffffff,11.0,0.0,0.0
8344d5fffffffff,29.0,0.0,0.0
8344dafffffffff,6.0,0.0,0.0
8344dbfffffffff,5.0,0.0,0.0
8344dcfffffffff,12.0,0.0,0.0
8344ddfffffffff,21.0,0.0,0.0
8344defffffffff,18.0,0.0,0.0
8344e0fffffffff,3.0,0.0,0.0
8344e2fffffffff,4.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0
8344e8fffffffff,14.0,0.0,0.0
8344e9fffffffff,5.0,0.0,0.0
8344eafffffffff,7.0,0.0,0.0
8344ebfffffffff,3.0,0.0,0.0
8344ecfffffffff,9.0,0.0,0.0
8344edfffffffff,17.0,0.0,0.0
8344eefffffffff,14.0,0.0,0.0
8344f0fffffffff,3.0,2.0,0.0
8344f3fffffffff,4.0,2.0,0.0
8344f4fffffffff,58.0,4.0,0.0
8344f5fffffffff,6.0,2.0,0.0
8344f6fffffffff,2.0,2.0,0.0
834501fffffffff,5.0,5.0,0.0
834505fffffffff,4.0,0.0,0.0
834508fffffffff,90.0,82.0,0.0
834509fffffffff,334.0,327.0,0.0
83450afffffffff,112.0,105.0,0.0
83450bfffffffff,66.0,65.0,0.0
83450cfffffffff,11.0,4.0,0.0
83450dfffffffff,213.0,204.0,0.0
83450efffffffff,58.0,58.0,0.0
834522fffffffff,2.0,0.0,0.0
834525fffffffff,27.0,0.0,0.0
834526fffffffff,2.0,0.0,0.0
834528fffffffff,37.0,0.0,0.0
83452afffffffff,27.0,22.0,0.0
83452bfffffffff,1.0,0.0,0.0
83452efffffffff,26.0,0.0,0.0
834535fffffffff,2.0,0.0,0.0
834564fffffffff,2.0,0.0,0.0
834572fffffffff,68.0,65.0,0.0
834574fffffffff,2.0,0.0,0.0
834584fffffffff,2.0,0.0,0.0
83459dfffffffff,2.0,0.0,0.0
8345a3fffffffff,39.0,0.0,0.0
834801fffffffff,1.0,0.0,0.0
83480afffffffff,3.0,3.0,0.0
83485bfffffffff,1.0,0.0,0.0
834873fffffffff,1.0,0.0,0.0
834880fffffffff,1.0,0.0,0.0
834883fffffffff,2.0,0.0,0.0
834884fffffffff,1.0,0.0,0.0
834885fffffffff,2.0,0.0,0.0
834888fffffffff,13.0,0.0,0.0
83488afffffffff,9.0,0.0,0.0
83488cfffffffff,1.0,0.0,0.0
83488dfffffffff,4.0,0.0,0.0
834890fffffffff,13.0,0.0,0.0
834891fffffffff,1.0,0.0,0.0
834892fffffffff,12.0,0.0,0.0
834893fffffffff,7.0,0.0,0.0
834895fffffffff,2.0,0.0,0.0
834898fffffffff,4.0,0.0,0.0
834899fffffffff,6.0,0.0,0.0
83489afffffffff,41.0,0.0,0.0
83489bfffffffff,4.0,0.0,0.0
83489cfffffffff,31.0,0.0,0.0
83489efffffffff,22.0,0.0,0.0
8348a2fffffffff,20.0,0.0,0.0
8348abfffffffff,14.0,0.0,0.0
8348b1fffffffff,3.0,0.0,0.0
8348b2fffffffff,1.0,0.0,0.0
8348b3fffffffff,11.0,6.0,0.0
8348c3fffffffff,11.0,0.0,0.0
8348c5fffffffff,3.0,1.0,0.0
8348c9fffffffff,6.0,0.0,0.0
8348cdfffffffff,1.0,1.0,0.0
8348cefffffffff,2.0,0.0,0.0
8348d0fffffffff,2.0,0.0,0.0
8348d3fffffffff,24.0,0.0,0.0
8348d4fffffffff,23.0,0.0,0.0
8348d8fffffffff,35.0,0.0,0.0
8348dafffffffff,4.0,0.0,0.0
8348dbfffffffff,1.0,0.0,0.0
8348dcfffffffff,1.0,0.0,0.0
8348e3fffffffff,1.0,0.0,0.0
8348e8fffffffff,6.0,0.0,0.0
8348ecfffffffff,99.0,0.0,0.0
8348eefffffffff,9.0,0.0,0.0
8348f2fffffffff,1.0,0.0,0.0
834980fffffffff,1.0,0.0,0.0
834990fffffffff,31.0,2.0,12.0
834992fffffffff,5.0,0.0,5.0
834993fffffffff,2.0,0.0,2.0
834995fffffffff,8.0,2.0,0.0
834996fffffffff,49.0,2.0,0.0
834998fffffffff,3.0,0.0,0.0
83499cfffffffff,20.0,0.0,0.0
8349b3fffffffff,1.0,0.0,0.0
834c81fffffffff,3.0,0.0,0.0
834c94fffffffff,2.0,0.0,0.0
834caafffffffff,2.0,0.0,0.0
834cabfffffffff,1.0,0.0,0.0
834cc4fffffffff,5.0,0.0,0.0
834cc5fffffffff,12.0,0.0,0.0
834cc6fffffffff,13.0,0.0,0.0
834cd0fffffffff,2.0,0.0,0.0
835e5cfffffffff,1.0,0.0,0.0
835e5dfffffffff,3.0,0.0,0.0
8366a5fffffffff,8.0,0.0,0.0
8366a6fffffffff,14.0,0.0,0.0
8366b4fffffffff,9.0,0.0,0.0
836732fffffffff,2.0,0.0,0.0
836736fffffffff,6.0,0.0,0.0
836755fffffffff,5.0,0.0,0.0
836783fffffffff,3.0,0.0,0.0
836796fffffffff,2.0,0.0,0.0
83679afffffffff,4.0,0.0,0.0
83679bfffffffff,4.0,0.0,0.0
836d06fffffffff,8.0,0.0,0.0
836d15fffffffff,22.0,7.0,0.0
836d20fffffffff,2.0,0.0,0.0
836d23fffffffff,11.0,0.0,0.0
836d25fffffffff,3.0,3.0,0.0
836d29fffffffff,3.0,0.0,0.0
836d2afffffffff,5.0,0.0,0.0
836d2cfffffffff,6.0,6.0,0.0
836d30fffffffff,2.0,0.0,0.0
836d31fffffffff,1.0,0.0,0.0
836d32fffffffff,4.0,0.0,0.0
836d33fffffffff,6.0,0.0,0.0
836d34fffffffff,13.0,6.0,0.0
836d35fffffffff,7.0,7.0,0.0
836d60fffffffff,2.0,0.0,0.0
836d64fffffffff,28.0,0.0,0.0
836d69fffffffff,26.0,2.0,0.0
836d74fffffffff,1.0,0.0,0.0
