cell_id,Empidonax traillii,Empidonax traillii traillii,Empidonax traillii brewsteri/adastus,Empidonax traillii extimus
82444ffffffffff,49.0,0.0,0.0,0.0
82446ffffffffff,243.0,0.0,0.0,0.0
8244cffffffffff,162.0,1.0,0.0,0.0
8244dffffffffff,982.0,51.0,0.0,0.0
824527fffffffff,592.0,0.0,0.0,0.0
82452ffffffffff,43.0,0.0,0.0,0.0
824537fffffffff,76.0,0.0,0.0,0.0
82480ffffffffff,18.0,0.0,0.0,0.0
824817fffffffff,5.0,0.0,0.0,0.0
824837fffffffff,981.0,0.0,0.0,0.0
824847fffffffff,42.0,0.0,0.0,0.0
82484ffffffffff,21.0,0.0,0.0,0.0
824857fffffffff,15.0,0.0,0.0,0.0
82485ffffffffff,384.0,0.0,0.0,0.0
824887fffffffff,17.0,0.0,0.0,0.0
82488ffffffffff,122.0,0.0,0.0,0.0
824897fffffffff,154.0,0.0,0.0,0.0
82489ffffffffff,400.0,0.0,0.0,0.0
8248a7fffffffff,9.0,0.0,0.0,0.0
8248affffffffff,62.0,0.0,0.0,0.0
8248b7fffffffff,150.0,0.0,0.0,0.0
8248c7fffffffff,655.0,0.0,0.0,0.0
8248cffffffffff,306.0,0.0,0.0,0.0
8248d7fffffffff,574.0,0.0,0.0,0.0
8248dffffffffff,1168.0,0.0,0.0,0.0
8248e7fffffffff,42.0,0.0,0.0,0.0
8248effffffffff,1842.0,0.0,0.0,0.0
8248f7fffffffff,171.0,0.0,0.0,0.0
824987fffffffff,16.0,0.0,0.0,0.0
82498ffffffffff,6.0,0.0,0.0,0.0
824997fffffffff,106.0,0.0,0.0,0.0
82499ffffffffff,4.0,0.0,0.0,0.0
8249a7fffffffff,14.0,0.0,0.0,0.0
8249affffffffff,133.0,0.0,0.0,0.0
8249b7fffffffff,20.0,0.0,0.0,0.0
826607fffffffff,57.0,0.0,0.0,0.0
82660ffffffffff,307.0,0.0,0.0,0.0
826617fffffffff,93.0,0.0,0.0,0.0
82661ffffffffff,68.0,0.0,0.0,0.0
826627fffffffff,73.0,0.0,0.0,0.0
82662ffffffffff,12.0,0.0,0.0,0.0
826637fffffffff,6.0,0.0,0.0,0.0
826647fffffffff,5.0,0.0,0.0,0.0
8266a7fffffffff,231.0,0.0,0.0,0.0
8266b7fffffffff,391.0,0.0,0.0,0.0
8266c7fffffffff,29.0,0.0,0.0,0.0
8266dffffffffff,123.0,0.0,0.0,0.0
8266e7fffffffff,179.0,0.0,0.0,0.0
8266effffffffff,8.0,0.0,0.0,0.0
8266f7fffffffff,62.0,0.0,0.0,0.0
826747fffffffff,2.0,0.0,0.0,0.0
826757fffffffff,60.0,0.0,0.0,0.0
826797fffffffff,22.0,0.0,0.0,0.0
82679ffffffffff,99.0,0.0,0.0,0.0
826d07fffffffff,216.0,0.0,0.0,0.0
826d17fffffffff,173.0,0.0,0.0,0.0
826d27fffffffff,32.0,0.0,0.0,0.0
826d2ffffffffff,359.0,0.0,0.0,0.0
826d37fffffffff,346.0,0.0,0.0,0.0
826d67fffffffff,692.0,0.0,0.0,0.0
826d6ffffffffff,724.0,0.0,0.0,0.0
826d77fffffffff,99.0,0.0,0.0,0.0
