cell_id,Anser anser,Anser anser anser,Anser anser rubrirostris
820157fffffffff,3.0,0.0,0.0
820747fffffffff,6.0,2.0,0.0
82075ffffffffff,2.0,0.0,0.0
820777fffffffff,12.0,12.0,0.0
820817fffffffff,6.0,0.0,0.0
82089ffffffffff,5.0,0.0,0.0
820997fffffffff,1.0,0.0,0.0
82099ffffffffff,4.0,2.0,0.0
820c77fffffffff,4.0,0.0,0.0
82118ffffffffff,2.0,0.0,2.0
8212dffffffffff,2.0,0.0,0.0
821597fffffffff,17.0,0.0,13.0
82182ffffffffff,12.0,3.0,0.0
821847fffffffff,2.0,0.0,0.0
82184ffffffffff,157.0,6.0,0.0
82185ffffffffff,8.0,0.0,0.0
821867fffffffff,2.0,0.0,0.0
82186ffffffffff,2.0,0.0,0.0
821877fffffffff,8.0,2.0,0.0
82192ffffffffff,2.0,0.0,0.0
821947fffffffff,40.0,12.0,0.0
82194ffffffffff,21.0,5.0,2.0
821957fffffffff,15.0,1.0,0.0
82195ffffffffff,73.0,6.0,0.0
82196ffffffffff,9.0,0.0,0.0
821977fffffffff,2.0,0.0,0.0
821aa7fffffffff,23.0,0.0,0.0
821b9ffffffffff,8.0,0.0,0.0
821e07fffffffff,56.0,6.0,0.0
821e0ffffffffff,62.0,0.0,0.0
821e17fffffffff,23.0,1.0,0.0
821e1ffffffffff,21.0,0.0,0.0
821e27fffffffff,3.0,0.0,0.0
821e2ffffffffff,7.0,0.0,0.0
821e37fffffffff,28.0,0.0,0.0
821e57fffffffff,12.0,0.0,0.0
821e5ffffffffff,15.0,2.0,1.0
821e6ffffffffff,1.0,0.0,0.0
821e87fffffffff,2.0,2.0,0.0
821e8ffffffffff,2.0,0.0,0.0
821ea7fffffffff,59.0,0.0,1.0
821eaffffffffff,8.0,0.0,0.0
821eb7fffffffff,4.0,0.0,0.0
821ec7fffffffff,1.0,0.0,0.0
821ecffffffffff,3.0,0.0,2.0
821edffffffffff,6.0,0.0,0.0
821ee7fffffffff,22.0,0.0,0.0
821eeffffffffff,6.0,3.0,0.0
821f07fffffffff,43.0,42.0,0.0
821f17fffffffff,10.0,4.0,0.0
821f1ffffffffff,14.0,0.0,0.0
821f2ffffffffff,216.0,38.0,0.0
821f37fffffffff,5.0,0.0,0.0
821f47fffffffff,12.0,0.0,0.0
821f4ffffffffff,1.0,0.0,0.0
821f5ffffffffff,6.0,0.0,0.0
821f77fffffffff,64.0,0.0,0.0
821f87fffffffff,32.0,0.0,0.0
821f8ffffffffff,42.0,3.0,0.0
821f97fffffffff,11.0,1.0,0.0
821f9ffffffffff,4.0,0.0,0.0
821fa7fffffffff,6.0,0.0,0.0
821faffffffffff,58.0,29.0,0.0
821fb7fffffffff,8.0,0.0,0.0
82204ffffffffff,2.0,0.0,0.0
82209ffffffffff,7.0,0.0,0.0
8220e7fffffffff,2.0,0.0,0.0
8220f7fffffffff,3.0,0.0,0.0
822157fffffffff,7.0,0.0,0.0
82219ffffffffff,2.0,0.0,0.0
82242ffffffffff,2.0,0.0,2.0
822437fffffffff,3.0,0.0,0.0
82248ffffffffff,2.0,0.0,0.0
822517fffffffff,35.0,0.0,14.0
822607fffffffff,7.0,0.0,0.0
82260ffffffffff,9.0,0.0,0.0
82261ffffffffff,7.0,0.0,0.0
82262ffffffffff,12.0,0.0,0.0
822647fffffffff,26.0,0.0,0.0
82264ffffffffff,24.0,0.0,0.0
822657fffffffff,10.0,0.0,0.0
82265ffffffffff,9.0,0.0,0.0
822667fffffffff,190.0,0.0,0.0
82266ffffffffff,20.0,0.0,0.0
822677fffffffff,15.0,0.0,0.0
822687fffffffff,2.0,0.0,0.0
82268ffffffffff,49.0,0.0,0.0
822697fffffffff,9.0,0.0,0.0
82269ffffffffff,1.0,0.0,0.0
8226a7fffffffff,3.0,0.0,0.0
8226c7fffffffff,8.0,0.0,0.0
8226cffffffffff,47.0,0.0,0.0
8226d7fffffffff,6.0,0.0,0.0
8226dffffffffff,42.0,0.0,0.0
8226e7fffffffff,13.0,0.0,0.0
8226effffffffff,6.0,0.0,0.0
822747fffffffff,2.0,0.0,0.0
82274ffffffffff,434.0,0.0,0.0
82275ffffffffff,27.0,0.0,0.0
82276ffffffffff,9.0,0.0,0.0
822797fffffffff,3.0,0.0,0.0
822807fffffffff,15.0,0.0,0.0
822817fffffffff,14.0,0.0,0.0
