cell_id,Haemorhous purpureus,Haemorhous purpureus purpureus,Haemorhous purpureus californicus
832a1afffffffff,2.0,0.0,0.0
832a30fffffffff,461.0,264.0,0.0
832a31fffffffff,141.0,43.0,0.0
832a32fffffffff,124.0,41.0,0.0
832a33fffffffff,518.0,58.0,0.0
832a34fffffffff,60.0,13.0,0.0
832a36fffffffff,32.0,8.0,0.0
832a4cfffffffff,1.0,0.0,0.0
832a80fffffffff,4.0,0.0,0.0
832a81fffffffff,65.0,4.0,0.0
832a82fffffffff,3.0,0.0,0.0
832a84fffffffff,4.0,2.0,0.0
832a85fffffffff,175.0,10.0,0.0
832a86fffffffff,11.0,0.0,0.0
832a88fffffffff,9.0,0.0,0.0
832a89fffffffff,25.0,1.0,0.0
832a8afffffffff,23.0,0.0,0.0
832a8bfffffffff,72.0,3.0,0.0
832a8cfffffffff,143.0,8.0,0.0
832a8dfffffffff,9.0,0.0,0.0
832a8efffffffff,29.0,1.0,0.0
832a90fffffffff,19.0,0.0,0.0
832a91fffffffff,72.0,0.0,0.0
832a92fffffffff,11.0,0.0,0.0
832a93fffffffff,68.0,0.0,0.0
832a94fffffffff,24.0,0.0,0.0
832a95fffffffff,159.0,0.0,0.0
832a99fffffffff,2.0,0.0,0.0
832a9afffffffff,64.0,0.0,0.0
832a9efffffffff,11.0,0.0,0.0
832aa0fffffffff,2.0,0.0,0.0
832aa1fffffffff,143.0,37.0,0.0
832aa2fffffffff,7.0,1.0,0.0
832aa3fffffffff,72.0,7.0,0.0
832aa4fffffffff,75.0,43.0,0.0
832aa5fffffffff,18.0,10.0,0.0
832aa6fffffffff,21.0,5.0,0.0
832aa8fffffffff,863.0,90.0,0.0
832aa9fffffffff,216.0,10.0,0.0
832aaafffffffff,192.0,8.0,0.0
832aabfffffffff,49.0,0.0,0.0
832aacfffffffff,1000.0,99.0,0.0
832aadfffffffff,135.0,24.0,0.0
832aaefffffffff,241.0,12.0,0.0
832ab0fffffffff,30.0,0.0,0.0
832ab1fffffffff,13.0,0.0,0.0
832ab2fffffffff,119.0,7.0,0.0
832ab3fffffffff,63.0,9.0,0.0
832ab4fffffffff,155.0,7.0,0.0
832ab5fffffffff,103.0,77.0,0.0
832ab6fffffffff,37.0,0.0,0.0
832ad0fffffffff,5.0,3.0,0.0
832ad2fffffffff,12.0,0.0,0.0
832ad3fffffffff,64.0,6.0,0.0
832ad4fffffffff,4.0,0.0,0.0
832ad5fffffffff,70.0,2.0,0.0
832ad6fffffffff,18.0,6.0,0.0
832af0fffffffff,55.0,9.0,0.0
832af1fffffffff,2.0,0.0,0.0
832af2fffffffff,17.0,0.0,0.0
832af3fffffffff,6.0,0.0,0.0
832af6fffffffff,194.0,27.0,0.0
832b00fffffffff,6.0,0.0,0.0
832b01fffffffff,2.0,0.0,0.0
832b02fffffffff,4.0,2.0,0.0
832b03fffffffff,8.0,3.0,0.0
832b0afffffffff,7.0,0.0,0.0
832b0cfffffffff,7.0,1.0,0.0
832b0efffffffff,5.0,0.0,0.0
832b12fffffffff,4.0,0.0,0.0
832b16fffffffff,25.0,1.0,0.0
832b18fffffffff,24.0,12.0,0.0
832b1afffffffff,9.0,7.0,0.0
832b1bfffffffff,15.0,15.0,0.0
832b1cfffffffff,2.0,0.0,0.0
832b1dfffffffff,3.0,0.0,0.0
832b25fffffffff,4.0,0.0,0.0
832b28fffffffff,3.0,0.0,0.0
832b2afffffffff,4.0,0.0,0.0
832b2efffffffff,5.0,2.0,0.0
832b30fffffffff,4.0,0.0,0.0
832b32fffffffff,2.0,0.0,0.0
832b33fffffffff,4.0,0.0,0.0
832b36fffffffff,4.0,0.0,0.0
832b80fffffffff,14.0,14.0,0.0
832b81fffffffff,23.0,3.0,0.0
832b82fffffffff,3.0,0.0,0.0
832b83fffffffff,46.0,9.0,0.0
832b84fffffffff,7.0,0.0,0.0
832b85fffffffff,9.0,0.0,0.0
832b88fffffffff,208.0,12.0,0.0
832b89fffffffff,72.0,13.0,0.0
832b8afffffffff,10.0,4.0,0.0
832b8bfffffffff,14.0,4.0,0.0
832b8cfffffffff,1.0,0.0,0.0
832b8dfffffffff,39.0,2.0,0.0
832b8efffffffff,128.0,3.0,0.0
832b90fffffffff,3.0,3.0,0.0
832b91fffffffff,2.0,0.0,0.0
832b93fffffffff,2.0,0.0,0.0
832b94fffffffff,5.0,0.0,0.0
832b96fffffffff,11.0,6.0,0.0
832b98fffffffff,189.0,16.0,0.0
832b99fffffffff,36.0,18.0,0.0
832b9afffffffff,41.0,0.0,0.0
832b9bfffffffff,212.0,13.0,0.0
832b9cfffffffff,107.0,19.0,0.0
832b9dfffffffff,292.0,19.0,0.0
832b9efffffffff,11.0,0.0,0.0
832ba0fffffffff,5.0,0.0,0.0
832ba5fffffffff,29.0,0.0,0.0
832ba8fffffffff,477.0,342.0,0.0
832ba9fffffffff,32.0,14.0,0.0
832baafffffffff,1201.0,1.0,0.0
832babfffffffff,84.0,21.0,0.0
832bacfffffffff,20.0,3.0,0.0
832badfffffffff,4.0,0.0,0.0
832baefffffffff,4.0,2.0,0.0
832bb2fffffffff,7.0,0.0,0.0
832bb3fffffffff,22.0,0.0,0.0
832bb6fffffffff,6.0,0.0,0.0
83441afffffffff,54.0,0.0,0.0
834440fffffffff,211.0,2.0,0.0
834442fffffffff,38.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0
834444fffffffff,20.0,0.0,0.0
834445fffffffff,42.0,0.0,0.0
834446fffffffff,119.0,0.0,0.0
834448fffffffff,6.0,0.0,0.0
834449fffffffff,2.0,0.0,0.0
83444bfffffffff,6.0,0.0,0.0
83444cfffffffff,12.0,0.0,0.0
83444dfffffffff,47.0,0.0,0.0
83444efffffffff,7.0,0.0,0.0
834450fffffffff,19.0,3.0,0.0
834452fffffffff,65.0,0.0,0.0
834455fffffffff,37.0,0.0,0.0
834456fffffffff,2.0,0.0,0.0
834459fffffffff,2.0,0.0,0.0
83445afffffffff,3.0,0.0,0.0
83445bfffffffff,8.0,0.0,0.0
834463fffffffff,5.0,0.0,0.0
834468fffffffff,56.0,0.0,0.0
834469fffffffff,5.0,0.0,0.0
83446afffffffff,14.0,0.0,0.0
83446bfffffffff,55.0,0.0,0.0
83446cfffffffff,258.0,0.0,0.0
83446dfffffffff,264.0,11.0,0.0
83446efffffffff,48.0,2.0,0.0
834471fffffffff,2.0,0.0,0.0
834473fffffffff,36.0,0.0,0.0
8344a9fffffffff,10.0,0.0,0.0
8344abfffffffff,15.0,0.0,0.0
8344c0fffffffff,2.0,0.0,0.0
8344c1fffffffff,31.0,2.0,0.0
8344c2fffffffff,18.0,0.0,0.0
8344c3fffffffff,6.0,0.0,0.0
8344c5fffffffff,10.0,3.0,0.0
8344c8fffffffff,4.0,0.0,0.0
8344c9fffffffff,20.0,0.0,0.0
8344cafffffffff,17.0,2.0,0.0
8344cbfffffffff,13.0,2.0,0.0
8344ccfffffffff,9.0,0.0,0.0
8344cdfffffffff,50.0,1.0,0.0
8344cefffffffff,4.0,0.0,0.0
8344d0fffffffff,565.0,12.0,0.0
8344d1fffffffff,282.0,2.0,0.0
8344d2fffffffff,11.0,0.0,0.0
8344d3fffffffff,40.0,0.0,0.0
8344d5fffffffff,55.0,0.0,0.0
8344d8fffffffff,7.0,0.0,0.0
8344d9fffffffff,26.0,6.0,0.0
8344dafffffffff,13.0,0.0,0.0
8344dbfffffffff,52.0,3.0,0.0
8344dcfffffffff,22.0,0.0,0.0
8344ddfffffffff,86.0,2.0,0.0
8344defffffffff,48.0,0.0,0.0
8344e0fffffffff,27.0,0.0,0.0
8344e1fffffffff,2.0,0.0,0.0
8344e2fffffffff,56.0,0.0,0.0
8344e4fffffffff,1.0,0.0,0.0
8344e5fffffffff,18.0,0.0,0.0
8344e6fffffffff,20.0,0.0,0.0
8344e8fffffffff,3.0,0.0,0.0
8344eafffffffff,4.0,0.0,0.0
8344ecfffffffff,1.0,0.0,0.0
8344edfffffffff,2.0,0.0,0.0
8344eefffffffff,4.0,0.0,0.0
8344f0fffffffff,56.0,4.0,0.0
8344f3fffffffff,91.0,5.0,0.0
8344f4fffffffff,112.0,2.0,0.0
8344f5fffffffff,67.0,2.0,0.0
8344f6fffffffff,2.0,0.0,0.0
834842fffffffff,4.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0
83484afffffffff,3.0,0.0,0.0
834859fffffffff,7.0,0.0,0.0
83485bfffffffff,5.0,0.0,0.0
83485dfffffffff,10.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0
83488dfffffffff,2.0,2.0,0.0
83488efffffffff,1.0,0.0,0.0
834892fffffffff,19.0,0.0,0.0
834893fffffffff,41.0,0.0,0.0
834898fffffffff,20.0,0.0,0.0
83489afffffffff,35.0,0.0,0.0
83489bfffffffff,5.0,0.0,0.0
83489cfffffffff,13.0,0.0,0.0
83489dfffffffff,4.0,0.0,0.0
83489efffffffff,58.0,3.0,0.0
8348c0fffffffff,8.0,4.0,0.0
8348c5fffffffff,4.0,0.0,0.0
8348c6fffffffff,1.0,0.0,0.0
8348ccfffffffff,3.0,3.0,0.0
8348cdfffffffff,4.0,2.0,2.0
8348d0fffffffff,1.0,0.0,0.0
8348d3fffffffff,4.0,2.0,0.0
8348e9fffffffff,13.0,0.0,6.0
8348ebfffffffff,12.0,0.0,2.0
8348ecfffffffff,10.0,0.0,2.0
8348eefffffffff,38.0,0.0,3.0
