cell_id,Sialia sialis,Sialia sialis sialis/bermudensis,Sialia sialis [guatemalae Group]
832701fffffffff,4.0,0.0,0.0
832702fffffffff,311.0,0.0,0.0
832703fffffffff,150.0,0.0,0.0
832705fffffffff,2.0,0.0,0.0
832706fffffffff,2.0,0.0,0.0
832708fffffffff,75.0,0.0,0.0
832709fffffffff,276.0,0.0,0.0
83270afffffffff,129.0,0.0,0.0
83270bfffffffff,104.0,0.0,0.0
83270cfffffffff,4.0,0.0,0.0
83270dfffffffff,6.0,0.0,0.0
83270efffffffff,255.0,0.0,0.0
832710fffffffff,28.0,0.0,0.0
832711fffffffff,146.0,0.0,0.0
832712fffffffff,37.0,0.0,0.0
832713fffffffff,261.0,0.0,0.0
832715fffffffff,15.0,0.0,0.0
832716fffffffff,3.0,0.0,0.0
832718fffffffff,71.0,0.0,0.0
832719fffffffff,235.0,0.0,0.0
83271afffffffff,108.0,0.0,0.0
83271bfffffffff,79.0,0.0,0.0
83271cfffffffff,118.0,0.0,0.0
83271dfffffffff,237.0,0.0,0.0
83271efffffffff,59.0,0.0,0.0
83272bfffffffff,2.0,0.0,0.0
83272cfffffffff,2.0,0.0,0.0
832740fffffffff,731.0,0.0,0.0
832741fffffffff,1169.0,0.0,0.0
832742fffffffff,303.0,0.0,0.0
832743fffffffff,519.0,0.0,0.0
832744fffffffff,198.0,0.0,0.0
832745fffffffff,469.0,0.0,0.0
832746fffffffff,513.0,0.0,0.0
832748fffffffff,8072.0,0.0,0.0
832749fffffffff,9709.0,0.0,0.0
83274afffffffff,534.0,0.0,0.0
83274bfffffffff,5160.0,2.0,0.0
83274cfffffffff,1121.0,0.0,0.0
83274dfffffffff,8365.0,0.0,0.0
83274efffffffff,1994.0,0.0,0.0
832750fffffffff,173.0,0.0,0.0
832751fffffffff,406.0,0.0,0.0
832752fffffffff,3055.0,0.0,0.0
832753fffffffff,693.0,0.0,0.0
832754fffffffff,454.0,0.0,0.0
832755fffffffff,285.0,0.0,0.0
832756fffffffff,973.0,0.0,0.0
832758fffffffff,5480.0,0.0,0.0
832759fffffffff,15867.0,0.0,0.0
83275afffffffff,990.0,0.0,0.0
83275bfffffffff,2116.0,0.0,0.0
83275cfffffffff,1535.0,0.0,0.0
83275dfffffffff,4435.0,0.0,0.0
83275efffffffff,809.0,0.0,0.0
832760fffffffff,4.0,0.0,0.0
832761fffffffff,21.0,0.0,0.0
832763fffffffff,1010.0,0.0,0.0
832764fffffffff,1.0,0.0,0.0
832765fffffffff,9.0,0.0,0.0
832766fffffffff,13.0,0.0,0.0
832768fffffffff,124.0,0.0,0.0
832769fffffffff,360.0,0.0,0.0
83276afffffffff,1245.0,0.0,0.0
83276bfffffffff,1238.0,0.0,0.0
83276cfffffffff,70.0,0.0,0.0
83276dfffffffff,710.0,0.0,0.0
83276efffffffff,160.0,0.0,0.0
832770fffffffff,109.0,0.0,0.0
832771fffffffff,116.0,0.0,0.0
832772fffffffff,47.0,0.0,0.0
832773fffffffff,42.0,0.0,0.0
832774fffffffff,32.0,0.0,0.0
832775fffffffff,17.0,0.0,0.0
832780fffffffff,14.0,0.0,0.0
832781fffffffff,12.0,0.0,0.0
832785fffffffff,3.0,0.0,0.0
832788fffffffff,34.0,0.0,0.0
83278afffffffff,2.0,0.0,0.0
83278bfffffffff,41.0,0.0,0.0
83278cfffffffff,94.0,0.0,0.0
83278dfffffffff,12.0,0.0,0.0
83278efffffffff,5.0,0.0,0.0
832795fffffffff,2.0,0.0,0.0
83279cfffffffff,2.0,0.0,0.0
83279dfffffffff,8.0,0.0,0.0
8327a0fffffffff,12.0,0.0,0.0
8327a1fffffffff,2.0,0.0,0.0
8327a8fffffffff,34.0,0.0,0.0
8327a9fffffffff,95.0,0.0,0.0
8327aafffffffff,89.0,0.0,0.0
8327abfffffffff,26.0,0.0,0.0
8327acfffffffff,87.0,0.0,0.0
8327adfffffffff,170.0,0.0,0.0
832a06fffffffff,138.0,0.0,0.0
832a10fffffffff,8351.0,5.0,0.0
832a12fffffffff,9319.0,0.0,0.0
832a13fffffffff,11708.0,0.0,0.0
832a14fffffffff,22278.0,4.0,0.0
832a15fffffffff,4210.0,0.0,0.0
832a16fffffffff,6850.0,3.0,0.0
832a1afffffffff,20.0,0.0,0.0
832a30fffffffff,16931.0,0.0,0.0
832a31fffffffff,7542.0,0.0,0.0
832a32fffffffff,11556.0,0.0,0.0
832a33fffffffff,12368.0,64.0,0.0
832a34fffffffff,10120.0,0.0,0.0
832a36fffffffff,5293.0,0.0,0.0
832a4cfffffffff,1754.0,0.0,0.0
832a80fffffffff,1243.0,59.0,0.0
832a81fffffffff,2969.0,35.0,0.0
832a82fffffffff,2649.0,10.0,0.0
832a83fffffffff,191.0,10.0,0.0
832a84fffffffff,9381.0,44.0,0.0
832a85fffffffff,3914.0,139.0,0.0
832a86fffffffff,2955.0,5.0,0.0
832a88fffffffff,4517.0,0.0,0.0
832a89fffffffff,10119.0,58.0,0.0
832a8afffffffff,8204.0,0.0,0.0
832a8bfffffffff,22525.0,798.0,0.0
832a8cfffffffff,15460.0,0.0,0.0
832a8dfffffffff,6425.0,0.0,0.0
832a8efffffffff,5129.0,22.0,0.0
832a90fffffffff,3494.0,4.0,0.0
832a91fffffffff,2277.0,0.0,0.0
832a92fffffffff,2229.0,52.0,0.0
832a93fffffffff,5996.0,179.0,0.0
832a94fffffffff,7189.0,0.0,0.0
832a95fffffffff,13675.0,38.0,0.0
832a96fffffffff,1380.0,0.0,0.0
832a98fffffffff,228.0,0.0,0.0
832a99fffffffff,3410.0,5.0,0.0
832a9afffffffff,1053.0,0.0,0.0
832a9bfffffffff,2839.0,0.0,0.0
832a9cfffffffff,806.0,10.0,0.0
832a9dfffffffff,568.0,41.0,0.0
832a9efffffffff,1079.0,0.0,0.0
832aa0fffffffff,2788.0,0.0,0.0
832aa1fffffffff,11159.0,0.0,0.0
832aa2fffffffff,1093.0,0.0,0.0
832aa3fffffffff,9943.0,2.0,0.0
832aa4fffffffff,13513.0,0.0,0.0
832aa5fffffffff,1905.0,5.0,0.0
832aa6fffffffff,1868.0,50.0,0.0
832aa8fffffffff,53197.0,1922.0,0.0
832aa9fffffffff,12309.0,929.0,0.0
832aaafffffffff,32524.0,658.0,0.0
832aabfffffffff,7821.0,52.0,0.0
832aacfffffffff,34058.0,162.0,0.0
832aadfffffffff,14604.0,29.0,0.0
832aaefffffffff,16579.0,219.0,0.0
832ab0fffffffff,2824.0,0.0,0.0
832ab1fffffffff,6929.0,0.0,0.0
832ab2fffffffff,11734.0,4.0,0.0
832ab3fffffffff,12883.0,0.0,0.0
832ab4fffffffff,3219.0,17.0,0.0
832ab5fffffffff,2387.0,4.0,0.0
832ab6fffffffff,1903.0,0.0,0.0
832ac6fffffffff,7.0,0.0,0.0
832ad0fffffffff,1392.0,0.0,0.0
832ad1fffffffff,681.0,0.0,0.0
832ad2fffffffff,792.0,10.0,0.0
832ad3fffffffff,3567.0,0.0,0.0
832ad4fffffffff,1386.0,0.0,0.0
832ad5fffffffff,2523.0,0.0,0.0
832ad6fffffffff,15062.0,241.0,0.0
832af0fffffffff,3076.0,0.0,0.0
832af1fffffffff,269.0,0.0,0.0
832af2fffffffff,1445.0,0.0,0.0
832af3fffffffff,1861.0,0.0,0.0
832af4fffffffff,5.0,0.0,0.0
832af6fffffffff,20602.0,0.0,0.0
832b00fffffffff,67.0,0.0,0.0
832b01fffffffff,3.0,0.0,0.0
832b02fffffffff,84.0,0.0,0.0
832b03fffffffff,93.0,0.0,0.0
832b05fffffffff,6.0,0.0,0.0
832b06fffffffff,58.0,0.0,0.0
832b0afffffffff,5.0,0.0,0.0
832b10fffffffff,18.0,0.0,0.0
832b11fffffffff,30.0,0.0,0.0
832b12fffffffff,863.0,0.0,0.0
832b13fffffffff,39.0,0.0,0.0
832b14fffffffff,18.0,0.0,0.0
832b15fffffffff,13.0,0.0,0.0
832b16fffffffff,1010.0,0.0,0.0
832b18fffffffff,594.0,0.0,0.0
832b19fffffffff,9.0,0.0,0.0
832b1afffffffff,2211.0,0.0,0.0
832b1bfffffffff,24.0,0.0,0.0
832b1cfffffffff,48.0,0.0,0.0
832b1dfffffffff,10.0,0.0,0.0
832b1efffffffff,41.0,0.0,0.0
832b2afffffffff,2.0,0.0,0.0
832b30fffffffff,69.0,0.0,0.0
832b31fffffffff,28.0,0.0,0.0
832b32fffffffff,2.0,0.0,0.0
832b33fffffffff,88.0,0.0,0.0
832b80fffffffff,112.0,0.0,0.0
832b81fffffffff,1240.0,0.0,0.0
832b82fffffffff,76.0,0.0,0.0
832b83fffffffff,2055.0,46.0,0.0
832b85fffffffff,475.0,0.0,0.0
832b88fffffffff,1912.0,0.0,0.0
832b89fffffffff,8581.0,0.0,0.0
832b8afffffffff,2124.0,0.0,0.0
832b8bfffffffff,950.0,8.0,0.0
832b8cfffffffff,3052.0,28.0,0.0
832b8dfffffffff,7772.0,41.0,0.0
832b8efffffffff,1114.0,4.0,0.0
832b90fffffffff,93.0,0.0,0.0
832b91fffffffff,55.0,0.0,0.0
832b92fffffffff,20.0,0.0,0.0
832b93fffffffff,31.0,0.0,0.0
832b94fffffffff,319.0,0.0,0.0
832b96fffffffff,21.0,0.0,0.0
832b98fffffffff,3123.0,14.0,0.0
832b99fffffffff,5173.0,6.0,0.0
832b9afffffffff,704.0,0.0,0.0
832b9bfffffffff,3649.0,104.0,0.0
832b9cfffffffff,244.0,0.0,0.0
832b9dfffffffff,3257.0,0.0,0.0
832b9efffffffff,306.0,0.0,0.0
832ba0fffffffff,268.0,0.0,0.0
832ba1fffffffff,50.0,0.0,0.0
832ba3fffffffff,5.0,0.0,0.0
832ba5fffffffff,237.0,0.0,0.0
832ba6fffffffff,5.0,0.0,0.0
832ba8fffffffff,956.0,0.0,0.0
832ba9fffffffff,598.0,0.0,0.0
832baafffffffff,4554.0,0.0,0.0
832babfffffffff,1359.0,1.0,0.0
832bacfffffffff,2375.0,0.0,0.0
832badfffffffff,85.0,0.0,0.0
832baefffffffff,839.0,0.0,0.0
832bb0fffffffff,7.0,0.0,0.0
832bb2fffffffff,134.0,0.0,0.0
832bb3fffffffff,111.0,0.0,0.0
832bb5fffffffff,6.0,0.0,0.0
834412fffffffff,214.0,0.0,0.0
834413fffffffff,3271.0,26.0,0.0
83441afffffffff,8448.0,171.0,0.0
83441bfffffffff,218.0,2.0,0.0
83441efffffffff,1632.0,25.0,0.0
834440fffffffff,2930.0,0.0,0.0
834441fffffffff,605.0,0.0,0.0
834442fffffffff,1211.0,0.0,0.0
834443fffffffff,438.0,0.0,0.0
834444fffffffff,613.0,0.0,0.0
834445fffffffff,1195.0,0.0,0.0
834446fffffffff,3384.0,0.0,0.0
834448fffffffff,411.0,0.0,0.0
834449fffffffff,791.0,0.0,0.0
83444afffffffff,414.0,0.0,0.0
83444bfffffffff,1277.0,0.0,0.0
83444cfffffffff,2129.0,0.0,0.0
83444dfffffffff,2767.0,2.0,0.0
83444efffffffff,1469.0,0.0,0.0
834450fffffffff,8066.0,0.0,0.0
834451fffffffff,638.0,0.0,0.0
834452fffffffff,2505.0,0.0,0.0
834453fffffffff,75.0,0.0,0.0
834455fffffffff,5126.0,0.0,0.0
834456fffffffff,1329.0,0.0,0.0
834458fffffffff,187.0,0.0,0.0
834459fffffffff,277.0,0.0,0.0
83445afffffffff,846.0,0.0,0.0
83445bfffffffff,2850.0,0.0,0.0
83445cfffffffff,568.0,0.0,0.0
83445dfffffffff,255.0,0.0,0.0
83445efffffffff,191.0,0.0,0.0
834463fffffffff,50.0,0.0,0.0
834468fffffffff,969.0,0.0,0.0
834469fffffffff,1151.0,0.0,0.0
83446afffffffff,1374.0,0.0,0.0
83446bfffffffff,1650.0,0.0,0.0
83446cfffffffff,7497.0,0.0,0.0
83446dfffffffff,7465.0,0.0,0.0
83446efffffffff,710.0,0.0,0.0
834471fffffffff,40.0,0.0,0.0
834473fffffffff,196.0,0.0,0.0
8344a8fffffffff,296.0,8.0,0.0
8344a9fffffffff,5461.0,52.0,0.0
8344abfffffffff,71.0,8.0,0.0
8344acfffffffff,24.0,0.0,0.0
8344adfffffffff,896.0,11.0,0.0
8344aefffffffff,24.0,0.0,0.0
8344c0fffffffff,5906.0,0.0,0.0
8344c1fffffffff,19504.0,0.0,0.0
8344c2fffffffff,2855.0,0.0,0.0
8344c3fffffffff,5694.0,0.0,0.0
8344c4fffffffff,1348.0,0.0,0.0
8344c5fffffffff,2326.0,0.0,0.0
8344c6fffffffff,592.0,0.0,0.0
8344c8fffffffff,4488.0,0.0,0.0
8344c9fffffffff,1269.0,0.0,0.0
8344cafffffffff,8577.0,182.0,0.0
8344cbfffffffff,2185.0,0.0,0.0
8344ccfffffffff,6104.0,0.0,0.0
8344cdfffffffff,3124.0,0.0,0.0
8344cefffffffff,3417.0,15.0,0.0
8344d0fffffffff,15050.0,0.0,0.0
8344d1fffffffff,3320.0,0.0,0.0
8344d2fffffffff,1164.0,0.0,0.0
8344d3fffffffff,2128.0,0.0,0.0
8344d5fffffffff,7428.0,0.0,0.0
8344d8fffffffff,8459.0,172.0,0.0
8344d9fffffffff,8635.0,986.0,0.0
8344dafffffffff,5684.0,94.0,0.0
8344dbfffffffff,7828.0,176.0,0.0
8344dcfffffffff,1759.0,0.0,0.0
8344ddfffffffff,11521.0,544.0,0.0
8344defffffffff,2692.0,1.0,0.0
8344e0fffffffff,3202.0,129.0,0.0
8344e1fffffffff,541.0,0.0,0.0
8344e2fffffffff,3073.0,83.0,0.0
8344e3fffffffff,1949.0,0.0,0.0
8344e4fffffffff,305.0,3.0,0.0
8344e5fffffffff,1065.0,0.0,0.0
8344e6fffffffff,1441.0,23.0,0.0
8344e8fffffffff,1494.0,0.0,0.0
8344e9fffffffff,501.0,0.0,0.0
8344eafffffffff,1677.0,0.0,0.0
8344ebfffffffff,978.0,0.0,0.0
8344ecfffffffff,626.0,0.0,0.0
8344edfffffffff,2111.0,0.0,0.0
8344eefffffffff,2610.0,0.0,0.0
8344f0fffffffff,6497.0,518.0,0.0
8344f1fffffffff,321.0,0.0,0.0
8344f3fffffffff,4695.0,0.0,0.0
8344f4fffffffff,7927.0,12.0,0.0
8344f5fffffffff,2557.0,9.0,0.0
8344f6fffffffff,1221.0,0.0,0.0
834520fffffffff,7.0,0.0,0.0
834524fffffffff,564.0,0.0,0.0
834525fffffffff,90.0,0.0,22.0
834526fffffffff,216.0,0.0,0.0
834530fffffffff,2.0,0.0,0.0
834534fffffffff,3.0,0.0,0.0
834535fffffffff,87.0,0.0,0.0
834536fffffffff,60.0,0.0,0.0
834802fffffffff,1.0,0.0,0.0
83480afffffffff,36.0,0.0,0.0
83480bfffffffff,1.0,0.0,0.0
834811fffffffff,1.0,0.0,0.0
834814fffffffff,96.0,0.0,0.0
834815fffffffff,1.0,0.0,0.0
834819fffffffff,31.0,0.0,0.0
83481bfffffffff,1.0,0.0,0.0
83481dfffffffff,29.0,0.0,0.0
834832fffffffff,32.0,0.0,0.0
834833fffffffff,205.0,0.0,0.0
834836fffffffff,758.0,0.0,73.0
834880fffffffff,89.0,0.0,0.0
834881fffffffff,45.0,0.0,0.0
834882fffffffff,216.0,0.0,0.0
834883fffffffff,739.0,0.0,0.0
834884fffffffff,2.0,0.0,0.0
834885fffffffff,2.0,0.0,0.0
834886fffffffff,53.0,0.0,0.0
834888fffffffff,6.0,0.0,0.0
834889fffffffff,4.0,0.0,0.0
83488afffffffff,307.0,0.0,0.0
83488bfffffffff,45.0,0.0,0.0
83488cfffffffff,1.0,0.0,0.0
83488dfffffffff,36.0,0.0,0.0
83488efffffffff,208.0,0.0,0.0
834890fffffffff,605.0,0.0,0.0
834891fffffffff,1621.0,0.0,0.0
834892fffffffff,515.0,0.0,0.0
834893fffffffff,1408.0,0.0,0.0
834895fffffffff,595.0,0.0,0.0
834898fffffffff,6464.0,0.0,0.0
834899fffffffff,963.0,0.0,0.0
83489afffffffff,2928.0,0.0,0.0
83489bfffffffff,1121.0,0.0,0.0
83489cfffffffff,6169.0,0.0,0.0
83489dfffffffff,1129.0,0.0,0.0
83489efffffffff,7106.0,0.0,0.0
8348a0fffffffff,46.0,0.0,0.0
8348a2fffffffff,71.0,0.0,0.0
8348a6fffffffff,12.0,0.0,0.0
8348aafffffffff,1.0,0.0,0.0
8348abfffffffff,159.0,0.0,0.0
8348b1fffffffff,115.0,0.0,0.0
8348b2fffffffff,32.0,0.0,0.0
8348b3fffffffff,1475.0,0.0,0.0
8348b4fffffffff,1.0,0.0,0.0
8348c0fffffffff,162.0,0.0,0.0
8348c1fffffffff,21.0,0.0,0.0
8348c3fffffffff,290.0,0.0,0.0
8348c5fffffffff,157.0,0.0,15.0
8348c6fffffffff,73.0,0.0,0.0
8348cefffffffff,2.0,0.0,0.0
8348d0fffffffff,7.0,0.0,0.0
8348d1fffffffff,20.0,0.0,0.0
8348d2fffffffff,9.0,0.0,0.0
8348d3fffffffff,30.0,0.0,0.0
8348d4fffffffff,188.0,0.0,0.0
8348d5fffffffff,4.0,0.0,0.0
8348d6fffffffff,5.0,0.0,0.0
8348d8fffffffff,4897.0,0.0,0.0
8348dafffffffff,52.0,0.0,0.0
8348dbfffffffff,26.0,0.0,0.0
8348dcfffffffff,118.0,0.0,0.0
8348ddfffffffff,22.0,0.0,0.0
8348defffffffff,52.0,0.0,0.0
8348e0fffffffff,9.0,0.0,0.0
8348e1fffffffff,6.0,0.0,0.0
8348e2fffffffff,3.0,0.0,0.0
8348e3fffffffff,6.0,0.0,0.0
8348e4fffffffff,112.0,0.0,0.0
8348e5fffffffff,2.0,0.0,0.0
8348e6fffffffff,50.0,0.0,1.0
8348e8fffffffff,2.0,0.0,0.0
8348ecfffffffff,224.0,0.0,108.0
8348eefffffffff,1945.0,0.0,810.0
8348f2fffffffff,130.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0
8348f6fffffffff,3.0,0.0,0.0
834980fffffffff,248.0,0.0,0.0
834982fffffffff,26.0,0.0,0.0
834983fffffffff,29.0,0.0,0.0
834984fffffffff,1.0,0.0,0.0
834985fffffffff,67.0,0.0,0.0
834986fffffffff,169.0,0.0,0.0
834988fffffffff,47.0,0.0,0.0
834989fffffffff,9.0,0.0,0.0
83498cfffffffff,34.0,0.0,0.0
83498dfffffffff,6.0,0.0,2.0
83498efffffffff,8.0,0.0,0.0
834990fffffffff,77.0,0.0,2.0
834991fffffffff,46.0,0.0,6.0
834994fffffffff,32.0,0.0,0.0
834995fffffffff,107.0,0.0,0.0
834996fffffffff,372.0,0.0,51.0
834998fffffffff,19.0,0.0,0.0
83499bfffffffff,11.0,0.0,0.0
83499cfffffffff,65.0,0.0,13.0
83499dfffffffff,33.0,0.0,0.0
83499efffffffff,3.0,0.0,0.0
8349a8fffffffff,416.0,0.0,15.0
8349a9fffffffff,41.0,0.0,2.0
8349aafffffffff,335.0,0.0,17.0
8349abfffffffff,159.0,0.0,7.0
8349aefffffffff,1.0,0.0,0.0
8349b1fffffffff,8.0,0.0,0.0
8349b2fffffffff,50.0,0.0,0.0
8349b3fffffffff,48.0,0.0,0.0
8349b6fffffffff,4.0,0.0,0.0
836790fffffffff,6.0,0.0,0.0
836792fffffffff,5.0,0.0,0.0
836794fffffffff,17.0,0.0,0.0
8367b2fffffffff,13.0,0.0,0.0
836d20fffffffff,31.0,0.0,3.0
836d21fffffffff,91.0,0.0,25.0
836d23fffffffff,222.0,0.0,20.0
836d28fffffffff,1624.0,0.0,51.0
836d29fffffffff,827.0,0.0,41.0
836d2afffffffff,129.0,0.0,7.0
836d2bfffffffff,164.0,0.0,0.0
836d2cfffffffff,17.0,0.0,0.0
836d2dfffffffff,715.0,0.0,0.0
836d2efffffffff,181.0,0.0,18.0
836d30fffffffff,93.0,0.0,17.0
836d32fffffffff,14.0,0.0,0.0
836d33fffffffff,10.0,0.0,2.0
836d36fffffffff,16.0,0.0,0.0
836d60fffffffff,167.0,0.0,0.0
836d64fffffffff,1137.0,0.0,0.0
836d65fffffffff,407.0,0.0,0.0
836d66fffffffff,330.0,0.0,0.0
836d74fffffffff,60.0,0.0,0.0
