cell_id,Psaltriparus minimus,Psaltriparus minimus [minimus Group],Psaltriparus minimus plumbeus,Psaltriparus minimus [melanotis Group]
8426967ffffffff,76.0,0.0,26.0,0.0
842696bffffffff,58.0,0.0,15.0,0.0
8426981ffffffff,14.0,0.0,0.0,0.0
8426983ffffffff,34.0,0.0,0.0,0.0
8426985ffffffff,20.0,0.0,0.0,0.0
8426987ffffffff,784.0,0.0,0.0,0.0
8426989ffffffff,270.0,0.0,0.0,0.0
842698bffffffff,5.0,0.0,0.0,0.0
842698dffffffff,42.0,0.0,0.0,0.0
8426991ffffffff,42.0,0.0,0.0,0.0
8426993ffffffff,1.0,0.0,0.0,0.0
8426995ffffffff,317.0,0.0,0.0,0.0
8426997ffffffff,98.0,0.0,7.0,0.0
842699bffffffff,8.0,0.0,0.0,0.0
84269a1ffffffff,20.0,0.0,2.0,0.0
84269a5ffffffff,4.0,0.0,0.0,0.0
84269a9ffffffff,23.0,0.0,2.0,0.0
84269abffffffff,54.0,0.0,0.0,0.0
84269adffffffff,10.0,0.0,2.0,0.0
84269b1ffffffff,4.0,0.0,0.0,0.0
84269b7ffffffff,1.0,0.0,1.0,0.0
84269b9ffffffff,115.0,0.0,0.0,0.0
84269bbffffffff,69.0,0.0,4.0,0.0
84269bdffffffff,1.0,0.0,0.0,0.0
84269c1ffffffff,1030.0,0.0,0.0,0.0
84269c3ffffffff,11.0,0.0,0.0,0.0
84269c5ffffffff,298.0,0.0,3.0,0.0
84269c7ffffffff,17.0,0.0,0.0,0.0
84269c9ffffffff,16.0,0.0,0.0,0.0
84269cbffffffff,24.0,0.0,0.0,0.0
84269cdffffffff,532.0,0.0,0.0,0.0
84269d3ffffffff,1.0,0.0,0.0,0.0
84269d5ffffffff,78.0,0.0,0.0,0.0
84269ddffffffff,104.0,0.0,0.0,0.0
84269e1ffffffff,84.0,0.0,5.0,0.0
84269e3ffffffff,15.0,0.0,4.0,0.0
84269e7ffffffff,32.0,0.0,3.0,0.0
84269e9ffffffff,81.0,0.0,0.0,0.0
84269ebffffffff,58.0,0.0,2.0,0.0
84269edffffffff,3.0,0.0,0.0,0.0
8426aa1ffffffff,5.0,0.0,0.0,0.0
8426aa5ffffffff,446.0,0.0,0.0,0.0
8426aa7ffffffff,22.0,0.0,0.0,0.0
8426aadffffffff,2.0,0.0,0.0,0.0
8426b25ffffffff,1.0,0.0,0.0,0.0
8426b33ffffffff,1.0,0.0,0.0,0.0
8426d0bffffffff,3.0,0.0,0.0,0.0
8426d11ffffffff,2.0,0.0,0.0,0.0
8426d15ffffffff,59.0,0.0,0.0,0.0
8426d17ffffffff,3.0,0.0,0.0,0.0
8426d21ffffffff,6.0,0.0,0.0,0.0
8426d23ffffffff,2.0,0.0,0.0,0.0
8426d25ffffffff,20.0,0.0,2.0,0.0
8426d29ffffffff,1.0,0.0,0.0,0.0
8426d2bffffffff,1.0,0.0,0.0,0.0
8426d2dffffffff,11.0,0.0,0.0,0.0
8426d45ffffffff,125.0,0.0,0.0,0.0
8426d67ffffffff,5.0,0.0,0.0,0.0
8426d69ffffffff,1.0,0.0,0.0,0.0
8426d6bffffffff,5.0,0.0,0.0,0.0
8426d6dffffffff,7.0,0.0,0.0,0.0
8426d81ffffffff,2.0,0.0,0.0,0.0
8426d83ffffffff,1.0,0.0,0.0,0.0
8426d85ffffffff,1.0,0.0,0.0,0.0
8426d89ffffffff,2.0,0.0,0.0,0.0
8426d8dffffffff,9.0,0.0,2.0,0.0
8426d95ffffffff,1.0,0.0,0.0,0.0
8426d97ffffffff,3.0,0.0,0.0,0.0
8426db1ffffffff,5.0,0.0,0.0,0.0
8426db7ffffffff,2.0,0.0,0.0,0.0
8426db9ffffffff,2.0,0.0,2.0,0.0
8426dbbffffffff,30.0,0.0,0.0,0.0
8426dbdffffffff,7.0,0.0,0.0,0.0
8426de3ffffffff,6.0,0.0,0.0,0.0
8426de9ffffffff,15.0,0.0,0.0,0.0
8426f27ffffffff,1.0,0.0,0.0,0.0
8428005ffffffff,28.0,6.0,0.0,0.0
8428007ffffffff,25.0,5.0,0.0,0.0
8428021ffffffff,211.0,30.0,0.0,0.0
8428023ffffffff,858.0,160.0,0.0,0.0
8428025ffffffff,29.0,0.0,0.0,0.0
8428027ffffffff,39.0,0.0,0.0,0.0
8428029ffffffff,14.0,0.0,0.0,0.0
842802bffffffff,786.0,135.0,0.0,0.0
842802dffffffff,35.0,0.0,0.0,0.0
8428035ffffffff,22.0,1.0,0.0,0.0
8428061ffffffff,36.0,0.0,0.0,0.0
8428063ffffffff,111.0,9.0,0.0,0.0
8428065ffffffff,54.0,0.0,0.0,0.0
8428067ffffffff,57.0,7.0,0.0,0.0
8428069ffffffff,204.0,0.0,0.0,0.0
842806bffffffff,126.0,0.0,0.0,0.0
842806dffffffff,243.0,0.0,0.0,0.0
8428101ffffffff,11.0,0.0,0.0,0.0
8428103ffffffff,86.0,0.0,0.0,0.0
8428105ffffffff,4.0,0.0,0.0,0.0
8428107ffffffff,11.0,0.0,0.0,0.0
8428109ffffffff,33.0,0.0,0.0,0.0
842810bffffffff,107.0,0.0,0.0,0.0
842810dffffffff,36.0,2.0,0.0,0.0
8428111ffffffff,876.0,0.0,0.0,0.0
8428113ffffffff,197.0,0.0,0.0,0.0
8428115ffffffff,14.0,0.0,0.0,0.0
8428117ffffffff,87.0,0.0,0.0,0.0
8428119ffffffff,17.0,0.0,0.0,0.0
842811bffffffff,15.0,0.0,0.0,0.0
842811dffffffff,56.0,0.0,0.0,0.0
8428121ffffffff,2.0,0.0,0.0,0.0
8428123ffffffff,61.0,0.0,2.0,0.0
8428127ffffffff,4.0,0.0,0.0,0.0
8428129ffffffff,10.0,0.0,0.0,0.0
842812bffffffff,7.0,0.0,0.0,0.0
8428131ffffffff,6.0,0.0,0.0,0.0
8428133ffffffff,134.0,2.0,0.0,0.0
8428135ffffffff,2.0,0.0,0.0,0.0
8428139ffffffff,54.0,0.0,0.0,0.0
842813bffffffff,100.0,0.0,0.0,0.0
8428141ffffffff,172.0,0.0,0.0,0.0
8428143ffffffff,28.0,0.0,0.0,0.0
8428145ffffffff,16.0,0.0,0.0,0.0
8428147ffffffff,52.0,2.0,0.0,0.0
8428149ffffffff,790.0,136.0,0.0,0.0
842814bffffffff,740.0,20.0,0.0,0.0
842814dffffffff,25.0,0.0,0.0,0.0
8428151ffffffff,530.0,7.0,0.0,0.0
8428153ffffffff,194.0,0.0,0.0,0.0
8428155ffffffff,111.0,3.0,0.0,0.0
8428157ffffffff,387.0,0.0,0.0,0.0
8428159ffffffff,90.0,8.0,0.0,0.0
842815bffffffff,9.0,0.0,0.0,0.0
842815dffffffff,296.0,9.0,0.0,0.0
8428161ffffffff,8.0,0.0,1.0,0.0
8428163ffffffff,4.0,0.0,0.0,0.0
8428165ffffffff,5.0,0.0,0.0,0.0
8428169ffffffff,4.0,0.0,0.0,0.0
842816bffffffff,61.0,0.0,0.0,0.0
842816dffffffff,16.0,0.0,1.0,0.0
8428181ffffffff,7.0,2.0,0.0,0.0
8428183ffffffff,173.0,82.0,0.0,0.0
8428185ffffffff,4.0,0.0,0.0,0.0
8428187ffffffff,20.0,1.0,0.0,0.0
8428189ffffffff,19.0,0.0,0.0,0.0
842818bffffffff,57.0,10.0,0.0,0.0
842818dffffffff,113.0,13.0,0.0,0.0
8428195ffffffff,80.0,23.0,0.0,0.0
842819dffffffff,82.0,25.0,0.0,0.0
84281a1ffffffff,7.0,4.0,0.0,0.0
84281a3ffffffff,158.0,43.0,0.0,0.0
84281a5ffffffff,10.0,0.0,0.0,0.0
84281a7ffffffff,18.0,2.0,0.0,0.0
84281a9ffffffff,2.0,0.0,0.0,0.0
84281abffffffff,6.0,0.0,0.0,0.0
84281adffffffff,3.0,0.0,0.0,0.0
84281b1ffffffff,58.0,17.0,0.0,0.0
84281b3ffffffff,288.0,123.0,0.0,0.0
84281b5ffffffff,5038.0,784.0,0.0,0.0
84281b7ffffffff,17.0,2.0,0.0,0.0
84281b9ffffffff,23.0,7.0,0.0,0.0
84281bbffffffff,114.0,21.0,0.0,0.0
84281bdffffffff,5.0,1.0,0.0,0.0
84281c1ffffffff,19.0,0.0,0.0,0.0
84281c3ffffffff,46.0,4.0,0.0,0.0
84281c5ffffffff,5.0,0.0,0.0,0.0
84281c7ffffffff,67.0,10.0,0.0,0.0
84281c9ffffffff,46.0,0.0,0.0,0.0
84281cbffffffff,91.0,2.0,0.0,0.0
84281d5ffffffff,79.0,7.0,0.0,0.0
84281ddffffffff,6.0,0.0,0.0,0.0
84281e1ffffffff,26.0,1.0,0.0,0.0
84281e3ffffffff,80.0,6.0,0.0,0.0
84281e5ffffffff,188.0,32.0,0.0,0.0
84281e7ffffffff,12.0,2.0,0.0,0.0
84281e9ffffffff,794.0,67.0,0.0,0.0
84281ebffffffff,940.0,36.0,0.0,0.0
84281edffffffff,475.0,37.0,0.0,0.0
8428301ffffffff,2693.0,190.0,0.0,0.0
8428303ffffffff,2442.0,90.0,0.0,0.0
8428305ffffffff,4071.0,322.0,0.0,0.0
8428307ffffffff,3733.0,305.0,0.0,0.0
8428309ffffffff,25810.0,1713.0,0.0,0.0
842830bffffffff,8563.0,348.0,0.0,0.0
842830dffffffff,3893.0,273.0,0.0,0.0
8428311ffffffff,97.0,6.0,0.0,0.0
8428313ffffffff,175.0,0.0,0.0,0.0
8428315ffffffff,340.0,17.0,0.0,0.0
8428317ffffffff,294.0,0.0,0.0,0.0
842831dffffffff,1865.0,128.0,0.0,0.0
8428321ffffffff,2873.0,187.0,0.0,0.0
8428323ffffffff,2497.0,167.0,0.0,0.0
8428325ffffffff,176.0,13.0,0.0,0.0
8428327ffffffff,3369.0,0.0,0.0,0.0
8428329ffffffff,2331.0,191.0,0.0,0.0
842832bffffffff,9711.0,843.0,0.0,0.0
842832dffffffff,231.0,26.0,0.0,0.0
8428331ffffffff,2008.0,129.0,0.0,0.0
8428333ffffffff,100.0,14.0,0.0,0.0
8428335ffffffff,1159.0,113.0,0.0,0.0
8428337ffffffff,364.0,24.0,0.0,0.0
8428339ffffffff,614.0,43.0,0.0,0.0
842833bffffffff,489.0,0.0,0.0,0.0
842833dffffffff,245.0,22.0,0.0,0.0
8428341ffffffff,11146.0,1726.0,0.0,0.0
8428343ffffffff,6652.0,1162.0,0.0,0.0
8428345ffffffff,3650.0,88.0,0.0,0.0
8428347ffffffff,14261.0,961.0,0.0,0.0
842834dffffffff,9793.0,3373.0,0.0,0.0
8428357ffffffff,15.0,0.0,0.0,0.0
8428361ffffffff,901.0,74.0,0.0,0.0
8428363ffffffff,70.0,2.0,0.0,0.0
8428365ffffffff,858.0,26.0,0.0,0.0
8428367ffffffff,597.0,12.0,0.0,0.0
8428369ffffffff,681.0,70.0,0.0,0.0
842836bffffffff,1239.0,48.0,0.0,0.0
842836dffffffff,195.0,17.0,0.0,0.0
8428809ffffffff,1.0,0.0,0.0,0.0
8428815ffffffff,3.0,0.0,0.0,0.0
8428819ffffffff,20.0,0.0,0.0,0.0
842881bffffffff,5.0,0.0,0.0,0.0
842881dffffffff,30.0,0.0,0.0,0.0
8428841ffffffff,3.0,0.0,0.0,0.0
8428843ffffffff,18.0,0.0,0.0,0.0
8428847ffffffff,47.0,0.0,0.0,0.0
8428849ffffffff,7.0,0.0,0.0,0.0
842884bffffffff,125.0,0.0,0.0,0.0
8428851ffffffff,4.0,0.0,0.0,0.0
8428859ffffffff,2.0,0.0,0.0,0.0
842885bffffffff,12.0,0.0,0.0,0.0
842885dffffffff,4.0,0.0,0.0,0.0
8428893ffffffff,135.0,0.0,0.0,0.0
8428899ffffffff,6.0,0.0,0.0,0.0
842889bffffffff,95.0,0.0,0.0,0.0
84288d1ffffffff,3.0,0.0,0.0,0.0
84288d3ffffffff,6.0,0.0,0.0,0.0
84288d9ffffffff,23.0,0.0,6.0,0.0
84288dbffffffff,102.0,0.0,21.0,0.0
8428a01ffffffff,1.0,0.0,0.0,0.0
8428a03ffffffff,8.0,0.0,0.0,0.0
8428a0bffffffff,2.0,0.0,0.0,0.0
8428a0dffffffff,2.0,0.0,0.0,0.0
8428a11ffffffff,295.0,0.0,94.0,0.0
8428a13ffffffff,30.0,0.0,5.0,0.0
8428a17ffffffff,55.0,0.0,19.0,0.0
8428a19ffffffff,3.0,0.0,3.0,0.0
8428a1bffffffff,2.0,0.0,0.0,0.0
8428a1dffffffff,5.0,0.0,0.0,0.0
8428a23ffffffff,32.0,0.0,0.0,0.0
8428a25ffffffff,2.0,0.0,0.0,0.0
8428a29ffffffff,6.0,0.0,0.0,0.0
8428a33ffffffff,5.0,0.0,0.0,0.0
8428a35ffffffff,17.0,0.0,0.0,0.0
8428a37ffffffff,28.0,0.0,0.0,0.0
8428a3dffffffff,2.0,0.0,0.0,0.0
8428a41ffffffff,4.0,0.0,0.0,0.0
8428a43ffffffff,1.0,0.0,0.0,0.0
8428a51ffffffff,3.0,0.0,0.0,0.0
8428a53ffffffff,2.0,0.0,0.0,0.0
8428a5bffffffff,1.0,0.0,0.0,0.0
8428a67ffffffff,2.0,0.0,0.0,0.0
8428a69ffffffff,2.0,0.0,0.0,0.0
8428a83ffffffff,5.0,0.0,0.0,0.0
8428a85ffffffff,8.0,0.0,6.0,0.0
8428a87ffffffff,4.0,0.0,0.0,0.0
8428a91ffffffff,720.0,0.0,34.0,0.0
8428a93ffffffff,119.0,0.0,9.0,0.0
8428a95ffffffff,20.0,0.0,0.0,0.0
8428a97ffffffff,251.0,0.0,3.0,0.0
8428a99ffffffff,68.0,0.0,3.0,0.0
8428a9bffffffff,4.0,0.0,0.0,0.0
8428a9dffffffff,6.0,0.0,0.0,0.0
8428aa1ffffffff,10.0,0.0,0.0,0.0
8428aa5ffffffff,6.0,0.0,0.0,0.0
8428aa9ffffffff,21.0,0.0,3.0,0.0
8428aadffffffff,5.0,0.0,0.0,0.0
8428ab1ffffffff,25.0,0.0,0.0,0.0
8428ab3ffffffff,45.0,0.0,7.0,0.0
8428ab5ffffffff,4.0,0.0,0.0,0.0
8428ab7ffffffff,7.0,0.0,0.0,0.0
8428abbffffffff,5.0,0.0,0.0,0.0
8428abdffffffff,5.0,0.0,0.0,0.0
8428ac1ffffffff,2.0,0.0,2.0,0.0
8428ac7ffffffff,2.0,0.0,0.0,0.0
8428ac9ffffffff,22.0,0.0,3.0,0.0
8428acbffffffff,19.0,0.0,3.0,0.0
8428acdffffffff,3.0,0.0,0.0,0.0
8428ad1ffffffff,3.0,0.0,0.0,0.0
8428ad3ffffffff,16.0,0.0,0.0,0.0
8428ad5ffffffff,20.0,0.0,0.0,0.0
8428ad7ffffffff,3.0,0.0,0.0,0.0
8428adbffffffff,1.0,0.0,0.0,0.0
8428addffffffff,52.0,0.0,3.0,0.0
8428ae1ffffffff,332.0,0.0,75.0,0.0
8428ae3ffffffff,67.0,0.0,0.0,0.0
8428ae7ffffffff,1.0,0.0,0.0,0.0
8428ae9ffffffff,297.0,0.0,41.0,0.0
8428aebffffffff,17.0,0.0,0.0,0.0
8428b01ffffffff,8.0,0.0,0.0,0.0
8428b03ffffffff,6.0,0.0,0.0,0.0
8428b07ffffffff,14.0,0.0,0.0,0.0
8428b09ffffffff,205.0,0.0,6.0,0.0
8428b0bffffffff,46.0,0.0,0.0,0.0
8428b0dffffffff,27.0,0.0,0.0,0.0
8428b11ffffffff,28.0,0.0,0.0,0.0
8428b1dffffffff,187.0,0.0,0.0,0.0
8428b21ffffffff,1.0,0.0,0.0,0.0
8428b29ffffffff,2.0,0.0,0.0,0.0
8428b2bffffffff,72.0,0.0,0.0,0.0
8428b31ffffffff,2.0,0.0,0.0,0.0
8428b41ffffffff,2.0,0.0,0.0,0.0
8428b43ffffffff,1.0,0.0,0.0,0.0
8428b4bffffffff,1.0,0.0,0.0,0.0
8428b57ffffffff,22.0,0.0,0.0,0.0
8428b63ffffffff,2.0,0.0,0.0,0.0
8428b69ffffffff,4.0,0.0,2.0,0.0
8428b6bffffffff,2.0,0.0,0.0,0.0
8428b6dffffffff,2.0,0.0,0.0,0.0
8428c21ffffffff,7.0,0.0,0.0,0.0
8428c23ffffffff,10.0,0.0,0.0,0.0
8428c25ffffffff,368.0,46.0,0.0,0.0
8428c27ffffffff,93.0,25.0,0.0,0.0
8428c29ffffffff,5.0,0.0,0.0,0.0
8428c2bffffffff,6.0,2.0,0.0,0.0
8428c2dffffffff,2.0,0.0,0.0,0.0
8428c35ffffffff,1.0,0.0,0.0,0.0
8428c61ffffffff,395.0,100.0,0.0,0.0
8428c63ffffffff,17.0,1.0,0.0,0.0
8428c65ffffffff,62.0,9.0,0.0,0.0
8428c67ffffffff,2.0,0.0,0.0,0.0
8428c69ffffffff,25.0,9.0,0.0,0.0
8428c6dffffffff,56.0,14.0,0.0,0.0
8428d01ffffffff,10.0,0.0,0.0,0.0
8428d03ffffffff,40.0,6.0,0.0,0.0
8428d07ffffffff,42.0,15.0,0.0,0.0
8428d09ffffffff,403.0,68.0,0.0,0.0
8428d0bffffffff,703.0,71.0,0.0,0.0
8428d11ffffffff,319.0,37.0,0.0,0.0
8428d13ffffffff,1216.0,102.0,0.0,0.0
8428d15ffffffff,545.0,92.0,0.0,0.0
8428d17ffffffff,411.0,53.0,0.0,0.0
8428d19ffffffff,2235.0,132.0,0.0,0.0
8428d1bffffffff,7731.0,1489.0,0.0,0.0
8428d1dffffffff,815.0,184.0,0.0,0.0
8428d31ffffffff,23.0,0.0,0.0,0.0
8428d33ffffffff,115.0,0.0,0.0,0.0
8428d37ffffffff,19.0,0.0,0.0,0.0
8428d3bffffffff,612.0,2.0,0.0,0.0
8428d3dffffffff,4.0,0.0,0.0,0.0
8428d41ffffffff,2.0,0.0,0.0,0.0
8428d43ffffffff,203.0,39.0,0.0,0.0
8428d45ffffffff,112.0,0.0,0.0,0.0
8428d47ffffffff,4.0,0.0,0.0,0.0
8428d49ffffffff,8.0,3.0,0.0,0.0
8428d4bffffffff,151.0,26.0,0.0,0.0
8428d4dffffffff,11.0,0.0,0.0,0.0
8428d51ffffffff,713.0,103.0,0.0,0.0
8428d55ffffffff,13962.0,2468.0,0.0,0.0
8428d57ffffffff,597.0,141.0,0.0,0.0
8428d59ffffffff,718.0,116.0,0.0,0.0
8428d5bffffffff,37.0,9.0,0.0,0.0
8428d5dffffffff,4228.0,685.0,0.0,0.0
8428d81ffffffff,6.0,0.0,0.0,0.0
8428d89ffffffff,258.0,0.0,0.0,0.0
8428d8bffffffff,430.0,35.0,0.0,0.0
8428d8dffffffff,6.0,0.0,0.0,0.0
8428d95ffffffff,2.0,0.0,0.0,0.0
8428d9dffffffff,40.0,2.0,0.0,0.0
8428da9ffffffff,2.0,0.0,0.0,0.0
8428dadffffffff,2.0,0.0,0.0,0.0
8428dc1ffffffff,15.0,0.0,0.0,0.0
8428dc3ffffffff,11.0,0.0,0.0,0.0
8428dc5ffffffff,419.0,39.0,0.0,0.0
8428dc7ffffffff,3694.0,83.0,0.0,0.0
8428dc9ffffffff,218.0,95.0,0.0,0.0
8428dcdffffffff,123.0,5.0,0.0,0.0
8428dd5ffffffff,114.0,3.0,0.0,0.0
8428de1ffffffff,1827.0,122.0,0.0,0.0
8428de3ffffffff,54.0,0.0,0.0,0.0
8428de9ffffffff,6401.0,543.0,0.0,0.0
8428debffffffff,62.0,4.0,0.0,0.0
8428dedffffffff,1063.0,89.0,0.0,0.0
8428f01ffffffff,12463.0,1236.0,0.0,0.0
8428f03ffffffff,1089.0,131.0,0.0,0.0
8428f05ffffffff,311.0,16.0,0.0,0.0
8428f07ffffffff,1056.0,29.0,0.0,0.0
8428f09ffffffff,940.0,156.0,0.0,0.0
8428f0bffffffff,1171.0,86.0,0.0,0.0
8428f0dffffffff,120.0,21.0,0.0,0.0
8428f11ffffffff,93.0,0.0,0.0,0.0
8428f15ffffffff,129.0,12.0,0.0,0.0
8428f17ffffffff,175.0,10.0,0.0,0.0
8428f19ffffffff,223.0,16.0,0.0,0.0
8428f1dffffffff,20.0,0.0,0.0,0.0
8428f21ffffffff,67.0,6.0,0.0,0.0
8428f23ffffffff,27.0,6.0,0.0,0.0
8428f25ffffffff,16.0,0.0,0.0,0.0
8428f27ffffffff,2.0,0.0,0.0,0.0
8428f29ffffffff,101.0,10.0,0.0,0.0
8428f2dffffffff,28.0,6.0,0.0,0.0
8428f31ffffffff,23.0,0.0,0.0,0.0
8428f33ffffffff,350.0,30.0,0.0,0.0
8428f35ffffffff,25.0,6.0,0.0,0.0
8428f37ffffffff,3799.0,1136.0,0.0,0.0
8428f39ffffffff,166.0,12.0,0.0,0.0
8428f3bffffffff,31.0,0.0,0.0,0.0
8428f3dffffffff,25.0,0.0,0.0,0.0
8428f41ffffffff,47.0,8.0,0.0,0.0
8428f43ffffffff,2644.0,168.0,0.0,0.0
8428f45ffffffff,4.0,0.0,0.0,0.0
8428f47ffffffff,76.0,0.0,0.0,0.0
8428f49ffffffff,434.0,79.0,0.0,0.0
8428f4bffffffff,3635.0,393.0,0.0,0.0
8428f4dffffffff,4.0,0.0,0.0,0.0
8428f51ffffffff,357.0,81.0,0.0,0.0
8428f55ffffffff,278.0,20.0,0.0,0.0
8428f57ffffffff,152.0,13.0,0.0,0.0
8428f59ffffffff,570.0,67.0,0.0,0.0
8428f5dffffffff,847.0,117.0,0.0,0.0
8428f61ffffffff,61.0,0.0,8.0,0.0
8428f63ffffffff,10.0,0.0,0.0,0.0
8428f65ffffffff,41.0,0.0,6.0,0.0
8428f67ffffffff,279.0,2.0,43.0,0.0
8428f69ffffffff,21.0,0.0,2.0,0.0
8428f6bffffffff,1.0,0.0,0.0,0.0
8428f6dffffffff,17.0,0.0,3.0,0.0
8429121ffffffff,470.0,111.0,0.0,0.0
8429123ffffffff,12.0,0.0,0.0,0.0
8429125ffffffff,2345.0,584.0,0.0,0.0
8429127ffffffff,5902.0,806.0,0.0,0.0
8429135ffffffff,723.0,23.0,0.0,0.0
8429137ffffffff,458.0,93.0,0.0,0.0
84291a5ffffffff,464.0,231.0,0.0,0.0
84291a7ffffffff,7614.0,4368.0,0.0,0.0
8429809ffffffff,1.0,0.0,0.0,0.0
842980dffffffff,81.0,0.0,9.0,0.0
8429811ffffffff,17.0,0.0,0.0,0.0
8429813ffffffff,2.0,0.0,0.0,0.0
8429819ffffffff,2.0,0.0,0.0,0.0
842981bffffffff,75.0,0.0,0.0,0.0
8429821ffffffff,12.0,0.0,2.0,0.0
8429825ffffffff,23.0,0.0,2.0,0.0
842982bffffffff,12.0,0.0,2.0,0.0
8429835ffffffff,3.0,0.0,0.0,0.0
8429837ffffffff,2.0,0.0,0.0,0.0
8429841ffffffff,66.0,0.0,14.0,0.0
8429843ffffffff,1.0,0.0,0.0,0.0
8429845ffffffff,7.0,0.0,0.0,0.0
8429847ffffffff,24.0,0.0,0.0,0.0
842984dffffffff,37.0,0.0,15.0,0.0
8429851ffffffff,18.0,0.0,0.0,0.0
8429853ffffffff,92.0,0.0,0.0,0.0
8429855ffffffff,2.0,0.0,0.0,0.0
8429857ffffffff,2.0,0.0,0.0,0.0
8429859ffffffff,2.0,0.0,0.0,0.0
842985bffffffff,45.0,0.0,0.0,0.0
842985dffffffff,2.0,0.0,0.0,0.0
8429861ffffffff,2.0,0.0,2.0,0.0
8429863ffffffff,54.0,0.0,3.0,0.0
8429865ffffffff,8.0,0.0,0.0,0.0
8429867ffffffff,7.0,0.0,0.0,0.0
