cell_id,Ptilinopus porphyraceus,Ptilinopus porphyraceus porphyraceus,Ptilinopus porphyraceus fasciatus
829a07fffffffff,31.0,0.0,0.0
829a17fffffffff,47.0,0.0,5.0
829a27fffffffff,1.0,0.0,0.0
829b47fffffffff,2.0,0.0,0.0
829b6ffffffffff,2.0,0.0,0.0
829b77fffffffff,1.0,0.0,0.0
829b8ffffffffff,9.0,0.0,0.0
829baffffffffff,1.0,0.0,0.0
