cell_id,Branta bernicla,Branta bernicla bernicla,Branta bernicla hrota,Branta bernicla nigricans,Branta bernicla (Gray-bellied),Branta bernicla bernicla x nigricans,Branta bernicla hrota x nigricans
8400283ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84002d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840130bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840131dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840135bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8401507ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8401515ffffffff,5.0,0.0,1.0,0.0,0.0,0.0,0.0
8401517ffffffff,2.0,0.0,1.0,0.0,0.0,0.0,0.0
8401521ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8401523ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840153bffffffff,59.0,0.0,17.0,0.0,0.0,0.0,0.0
8401567ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
84015a5ffffffff,8.0,0.0,4.0,0.0,0.0,0.0,0.0
84015adffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
84015e1ffffffff,14.0,0.0,14.0,0.0,0.0,0.0,0.0
84015e9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
840219dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84021b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84024c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84024c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84024c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840250bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8402515ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8402cadffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
8402e83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84041abffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
8404cddffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8404eb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840689bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
