cell_id,Aramus guarauna,Aramus guarauna [pictus Group],Aramus guarauna guarauna
826747fffffffff,96.0,0.0,3.0
82674ffffffffff,110.0,0.0,2.0
826757fffffffff,57.0,0.0,1.0
82675ffffffffff,157.0,0.0,0.0
82679ffffffffff,74.0,0.0,0.0
826d07fffffffff,164.0,16.0,0.0
826d17fffffffff,22.0,0.0,0.0
826d27fffffffff,712.0,18.0,0.0
826d2ffffffffff,409.0,0.0,0.0
826d37fffffffff,2685.0,44.0,0.0
826d67fffffffff,752.0,0.0,0.0
826d6ffffffffff,3610.0,0.0,0.0
826d77fffffffff,179.0,0.0,0.0
82800ffffffffff,19.0,0.0,2.0
828017fffffffff,197.0,0.0,2.0
82801ffffffffff,2.0,0.0,0.0
828037fffffffff,45.0,0.0,7.0
828047fffffffff,27.0,0.0,0.0
82804ffffffffff,4.0,0.0,0.0
828057fffffffff,6.0,0.0,0.0
82806ffffffffff,34.0,0.0,0.0
828077fffffffff,2.0,0.0,0.0
828117fffffffff,30.0,0.0,2.0
82811ffffffffff,6.0,0.0,0.0
828127fffffffff,10.0,0.0,1.0
828137fffffffff,25.0,0.0,1.0
828147fffffffff,26.0,0.0,0.0
82814ffffffffff,77.0,0.0,0.0
82815ffffffffff,14.0,0.0,0.0
828167fffffffff,77.0,0.0,4.0
828177fffffffff,60.0,0.0,0.0
828187fffffffff,96.0,0.0,19.0
82818ffffffffff,22.0,0.0,2.0
82819ffffffffff,7.0,0.0,0.0
8281a7fffffffff,17.0,0.0,5.0
8281affffffffff,4.0,0.0,0.0
828a07fffffffff,8.0,0.0,0.0
828a17fffffffff,1.0,0.0,0.0
828a1ffffffffff,2.0,0.0,0.0
828a2ffffffffff,2.0,0.0,0.0
828a37fffffffff,1.0,0.0,1.0
828a47fffffffff,148.0,0.0,1.0
828a57fffffffff,45.0,0.0,0.0
828a6ffffffffff,136.0,0.0,4.0
828a87fffffffff,2.0,0.0,0.0
828a8ffffffffff,33.0,0.0,0.0
828a97fffffffff,2.0,0.0,0.0
828a9ffffffffff,28.0,0.0,0.0
828aaffffffffff,62.0,0.0,1.0
828adffffffffff,69.0,0.0,8.0
828ae7fffffffff,3.0,0.0,0.0
828af7fffffffff,130.0,0.0,5.0
828b07fffffffff,35.0,0.0,0.0
828b0ffffffffff,130.0,0.0,1.0
828b17fffffffff,15.0,0.0,0.0
828b1ffffffffff,9.0,0.0,0.0
828b27fffffffff,545.0,0.0,6.0
828b2ffffffffff,178.0,0.0,6.0
828b37fffffffff,78.0,0.0,0.0
828b47fffffffff,257.0,0.0,17.0
828b57fffffffff,30.0,0.0,4.0
828b5ffffffffff,6.0,0.0,4.0
828b67fffffffff,563.0,0.0,40.0
828b6ffffffffff,147.0,0.0,7.0
828b77fffffffff,120.0,0.0,0.0
828b87fffffffff,1.0,0.0,0.0
828b8ffffffffff,3.0,0.0,0.0
828b9ffffffffff,121.0,0.0,0.0
828ba7fffffffff,42.0,0.0,2.0
828bb7fffffffff,8.0,0.0,0.0
828e67fffffffff,102.0,0.0,0.0
828f0ffffffffff,31.0,0.0,0.0
828f27fffffffff,2.0,0.0,0.0
828f2ffffffffff,1087.0,0.0,0.0
828f47fffffffff,429.0,0.0,27.0
828f4ffffffffff,35.0,0.0,0.0
828f5ffffffffff,41.0,0.0,0.0
828f67fffffffff,19.0,0.0,0.0
828f6ffffffffff,7.0,0.0,0.0
828f77fffffffff,3.0,0.0,0.0
82a807fffffffff,54.0,0.0,2.0
82a80ffffffffff,52.0,0.0,0.0
82a817fffffffff,1384.0,0.0,38.0
82a81ffffffffff,971.0,0.0,5.0
82a827fffffffff,7.0,0.0,0.0
82a82ffffffffff,30.0,0.0,0.0
82a837fffffffff,74.0,0.0,1.0
82a847fffffffff,649.0,0.0,1.0
82a84ffffffffff,16.0,0.0,0.0
82a857fffffffff,25.0,0.0,0.0
82a85ffffffffff,3725.0,0.0,230.0
82a867fffffffff,76.0,0.0,0.0
82a86ffffffffff,35.0,0.0,0.0
82a877fffffffff,29.0,0.0,0.0
82a887fffffffff,38.0,0.0,2.0
82a88ffffffffff,52.0,0.0,3.0
82a897fffffffff,18.0,0.0,0.0
82a8a7fffffffff,426.0,0.0,21.0
82a8affffffffff,43.0,0.0,2.0
82a8b7fffffffff,27.0,0.0,0.0
82a8c7fffffffff,9.0,0.0,0.0
82a8cffffffffff,14.0,0.0,4.0
82a8d7fffffffff,22.0,0.0,0.0
82a8dffffffffff,3.0,0.0,0.0
82a8e7fffffffff,16.0,0.0,0.0
82a8f7fffffffff,23.0,0.0,0.0
82a907fffffffff,423.0,0.0,23.0
82a90ffffffffff,101.0,0.0,0.0
82a91ffffffffff,88.0,0.0,4.0
82a927fffffffff,58.0,0.0,0.0
82a92ffffffffff,461.0,0.0,7.0
82a947fffffffff,2001.0,0.0,0.0
82a94ffffffffff,1871.0,0.0,0.0
82a957fffffffff,415.0,0.0,0.0
82a95ffffffffff,335.0,0.0,0.0
82a967fffffffff,941.0,0.0,5.0
82a96ffffffffff,1060.0,0.0,0.0
82a977fffffffff,214.0,0.0,0.0
82b247fffffffff,94.0,0.0,0.0
82b24ffffffffff,278.0,0.0,0.0
82b25ffffffffff,264.0,0.0,0.0
82b267fffffffff,196.0,0.0,0.0
82b26ffffffffff,147.0,0.0,0.0
82b277fffffffff,41.0,0.0,0.0
82b2e7fffffffff,1.0,0.0,0.0
82b2effffffffff,1.0,0.0,0.0
82b347fffffffff,168.0,0.0,0.0
82b34ffffffffff,61.0,0.0,0.0
82b357fffffffff,34.0,0.0,0.0
82b35ffffffffff,440.0,0.0,0.0
82b367fffffffff,24.0,0.0,0.0
82b36ffffffffff,232.0,0.0,0.0
82c207fffffffff,10.0,0.0,0.0
82c21ffffffffff,114.0,0.0,0.0
82c227fffffffff,4.0,0.0,0.0
82c22ffffffffff,19.0,0.0,0.0
82c2c7fffffffff,1253.0,0.0,0.0
82c2cffffffffff,727.0,0.0,0.0
82c2d7fffffffff,583.0,0.0,3.0
82c2dffffffffff,99.0,0.0,0.0
82c2e7fffffffff,4989.0,0.0,66.0
82c2effffffffff,356.0,0.0,0.0
82c2f7fffffffff,996.0,0.0,3.0
82c34ffffffffff,32.0,0.0,0.0
82c357fffffffff,6.0,0.0,0.0
82c35ffffffffff,4.0,0.0,0.0
