cell_id,Larus glaucoides,Larus glaucoides thayeri,Larus glaucoides kumlieni,Larus glaucoides glaucoides,Larus glaucoides thayeri/kumlieni,Larus glaucoides kumlieni/glaucoides,Larus glaucoides thayeri x glaucoides/kumlieni
820077fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
820127fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820137fffffffff,51.0,0.0,0.0,18.0,0.0,8.0,0.0
820157fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
82015ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820247fffffffff,14.0,14.0,0.0,0.0,0.0,0.0,0.0
82024ffffffffff,37.0,30.0,0.0,0.0,0.0,0.0,0.0
820257fffffffff,13.0,13.0,0.0,0.0,0.0,0.0,0.0
82025ffffffffff,78.0,71.0,0.0,0.0,0.0,7.0,0.0
820277fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
82028ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8202cffffffffff,182.0,180.0,0.0,0.0,0.0,0.0,0.0
8202d7fffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8202dffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8202effffffffff,26.0,24.0,0.0,0.0,0.0,0.0,0.0
820627fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82062ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820637fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
820657fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820687fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82068ffffffffff,36.0,0.0,0.0,7.0,0.0,11.0,0.0
8206cffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8206d7fffffffff,25.0,0.0,0.0,6.0,0.0,8.0,0.0
8206dffffffffff,17.0,0.0,0.0,0.0,0.0,1.0,0.0
8206effffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
820747fffffffff,296.0,0.0,7.0,39.0,0.0,74.0,0.0
82074ffffffffff,58.0,0.0,1.0,18.0,0.0,22.0,0.0
820757fffffffff,186.0,0.0,0.0,22.0,0.0,104.0,0.0
82075ffffffffff,1265.0,0.0,22.0,125.0,0.0,307.0,0.0
820767fffffffff,103.0,0.0,0.0,15.0,0.0,52.0,0.0
820777fffffffff,656.0,0.0,19.0,92.0,0.0,299.0,0.0
820807fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
820817fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82082ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8208effffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
820937fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82095ffffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
820987fffffffff,4.0,0.0,0.0,0.0,0.0,1.0,0.0
820997fffffffff,2.0,0.0,0.0,1.0,0.0,1.0,0.0
82099ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,188.0,185.0,0.0,0.0,0.0,0.0,0.0
820c6ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820d07fffffffff,157.0,157.0,0.0,0.0,0.0,0.0,0.0
820d0ffffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
820d67fffffffff,21.0,21.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
820e07fffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
820e27fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
820e37fffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
820e4ffffffffff,1031.0,0.0,4.0,0.0,0.0,130.0,0.0
820e67fffffffff,11.0,0.0,0.0,0.0,0.0,2.0,0.0
820e87fffffffff,212.0,160.0,0.0,0.0,0.0,38.0,0.0
820ec7fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
820ecffffffffff,61.0,0.0,12.0,0.0,0.0,26.0,0.0
820eeffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820f0ffffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
820f27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820f2ffffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
820f37fffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
820f57fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
820fa7fffffffff,24.0,21.0,0.0,0.0,0.0,1.0,0.0
820fb7fffffffff,20.0,20.0,0.0,0.0,0.0,0.0,0.0
821167fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82121ffffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,68.0,43.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0
821297fffffffff,120.0,107.0,0.0,0.0,0.0,0.0,0.0
82129ffffffffff,377.0,356.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,614.0,611.0,0.0,0.0,0.0,0.0,0.0
8212d7fffffffff,444.0,413.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,15.0,15.0,0.0,0.0,0.0,0.0,0.0
82132ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821357fffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,201.0,201.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,95.0,82.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,162.0,162.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,12.0,12.0,0.0,0.0,0.0,0.0,0.0
821807fffffffff,15.0,0.0,0.0,13.0,0.0,0.0,0.0
82180ffffffffff,5.0,0.0,0.0,3.0,0.0,0.0,0.0
821827fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
82182ffffffffff,42.0,0.0,0.0,39.0,0.0,1.0,0.0
821847fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82184ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821877fffffffff,24.0,0.0,0.0,2.0,0.0,0.0,0.0
821907fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
82190ffffffffff,46.0,0.0,0.0,16.0,0.0,2.0,0.0
821927fffffffff,10.0,0.0,0.0,0.0,0.0,2.0,0.0
82192ffffffffff,39.0,0.0,0.0,16.0,0.0,4.0,0.0
821947fffffffff,93.0,0.0,0.0,11.0,0.0,11.0,0.0
82194ffffffffff,37.0,0.0,0.0,4.0,0.0,0.0,0.0
821957fffffffff,41.0,0.0,0.0,25.0,0.0,0.0,0.0
82195ffffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
821977fffffffff,53.0,0.0,0.0,2.0,0.0,0.0,0.0
821aa7fffffffff,2866.0,0.0,617.0,0.0,0.0,728.0,0.0
821ab7fffffffff,7.0,0.0,0.0,0.0,0.0,4.0,0.0
821b27fffffffff,24.0,0.0,0.0,0.0,0.0,6.0,0.0
821b87fffffffff,40.0,0.0,10.0,0.0,0.0,3.0,0.0
821b8ffffffffff,6.0,0.0,0.0,0.0,0.0,4.0,0.0
821b97fffffffff,8.0,0.0,0.0,0.0,0.0,2.0,0.0
821b9ffffffffff,559.0,0.0,97.0,0.0,0.0,58.0,0.0
821d27fffffffff,50.0,50.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,20.0,18.0,0.0,0.0,0.0,0.0,0.0
822617fffffffff,58.0,31.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,98.0,60.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,130.0,52.0,42.0,0.0,0.0,3.0,0.0
822657fffffffff,44.0,33.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,867.0,477.0,203.0,0.0,0.0,12.0,0.0
822677fffffffff,30.0,24.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,769.0,673.0,0.0,0.0,0.0,0.0,0.0
82268ffffffffff,909.0,735.0,0.0,0.0,0.0,0.0,0.0
822697fffffffff,694.0,605.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,335.0,276.0,0.0,0.0,6.0,0.0,0.0
8226c7fffffffff,31.0,31.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,58.0,36.0,0.0,0.0,2.0,0.0,0.0
8226effffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,68.0,34.0,4.0,0.0,0.0,0.0,0.0
82274ffffffffff,54.0,12.0,17.0,0.0,0.0,0.0,0.0
822757fffffffff,1862.0,1133.0,199.0,0.0,6.0,141.0,0.0
82275ffffffffff,1270.0,732.0,244.0,0.0,1.0,31.0,0.0
822767fffffffff,104.0,10.0,7.0,0.0,0.0,7.0,0.0
82276ffffffffff,57.0,0.0,25.0,0.0,0.0,1.0,0.0
822777fffffffff,36.0,12.0,4.0,0.0,0.0,2.0,0.0
822787fffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,58.0,58.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,109.0,101.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,707.0,689.0,0.0,0.0,0.0,0.0,0.0
82281ffffffffff,920.0,791.0,0.0,0.0,0.0,0.0,0.0
822837fffffffff,11235.0,10112.0,0.0,0.0,0.0,0.0,0.0
822887fffffffff,141.0,141.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,74.0,69.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,34.0,34.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,67.0,57.0,0.0,0.0,0.0,0.0,0.0
8228c7fffffffff,2107.0,1857.0,0.0,0.0,0.0,0.0,0.0
8228cffffffffff,77.0,60.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,4556.0,3569.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,4585.0,3601.0,0.0,0.0,0.0,0.0,0.0
8228e7fffffffff,220.0,213.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,2381.0,2022.0,0.0,0.0,0.0,0.0,0.0
822917fffffffff,183.0,172.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,201.0,193.0,0.0,0.0,0.0,0.0,0.0
822987fffffffff,11.0,9.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,60.0,59.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,710.0,617.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,180.0,154.0,0.0,0.0,0.0,0.0,0.0
822a07fffffffff,488.0,0.0,173.0,0.0,0.0,101.0,0.0
822a17fffffffff,2379.0,0.0,546.0,0.0,0.0,548.0,0.0
822a1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,6304.0,0.0,1733.0,0.0,0.0,1821.0,0.0
822a87fffffffff,32.0,10.0,3.0,0.0,0.0,0.0,0.0
822a97fffffffff,15.0,2.0,0.0,0.0,0.0,3.0,0.0
822aa7fffffffff,822.0,0.0,563.0,0.0,0.0,78.0,0.0
822aaffffffffff,124.0,0.0,37.0,0.0,0.0,34.0,0.0
822ab7fffffffff,1721.0,206.0,411.0,0.0,0.0,256.0,0.0
822af7fffffffff,7.0,0.0,5.0,0.0,0.0,0.0,0.0
822b07fffffffff,2459.0,0.0,197.0,0.0,0.0,485.0,0.0
822b0ffffffffff,2904.0,0.0,330.0,0.0,0.0,814.0,0.0
822b17fffffffff,7726.0,0.0,432.0,0.0,0.0,2049.0,0.0
822b1ffffffffff,1661.0,0.0,236.0,0.0,0.0,360.0,0.0
822b27fffffffff,1588.0,0.0,42.0,0.0,0.0,414.0,0.0
822b2ffffffffff,1330.0,0.0,335.0,0.0,0.0,139.0,0.0
822b37fffffffff,2357.0,0.0,4.0,0.0,0.0,630.0,0.0
822b87fffffffff,688.0,0.0,65.0,0.0,0.0,152.0,0.0
822b8ffffffffff,629.0,0.0,204.0,0.0,0.0,170.0,0.0
822b97fffffffff,22.0,0.0,0.0,0.0,0.0,11.0,0.0
822b9ffffffffff,5897.0,433.0,1844.0,0.0,8.0,1169.0,0.0
822ba7fffffffff,1493.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,1573.0,0.0,1.0,0.0,0.0,340.0,0.0
822bb7fffffffff,25.0,0.0,0.0,0.0,0.0,6.0,0.0
822f5ffffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
82480ffffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,23.0,20.0,0.0,0.0,0.0,0.0,0.0
