cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
840c015ffffffff,2.0,0.0,0.0
840c033ffffffff,4.0,0.0,0.0
840c03bffffffff,29.0,0.0,0.0
840c04bffffffff,38.0,0.0,0.0
840c051ffffffff,4.0,0.0,0.0
840c0b1ffffffff,5.0,0.0,0.0
840c1b1ffffffff,3.0,0.0,0.0
840c231ffffffff,13.0,0.0,0.0
840c251ffffffff,2.0,0.0,0.0
840c29bffffffff,3.0,0.0,0.0
840c2a9ffffffff,33.0,0.0,0.0
840c2cdffffffff,4.0,0.0,0.0
840c2d9ffffffff,2.0,0.0,0.0
840c2dbffffffff,1.0,0.0,0.0
840c341ffffffff,7.0,0.0,0.0
840c415ffffffff,26.0,0.0,0.0
840c42dffffffff,8.0,0.0,0.0
840c451ffffffff,4.0,0.0,0.0
840c455ffffffff,13.0,0.0,0.0
840c461ffffffff,2.0,0.0,0.0
840c465ffffffff,6.0,0.0,0.0
840c503ffffffff,4.0,0.0,0.0
840c50bffffffff,4.0,0.0,0.0
840c51dffffffff,11.0,0.0,0.0
840c54bffffffff,15.0,0.0,0.0
840c551ffffffff,9.0,0.0,0.0
840c555ffffffff,21.0,0.0,0.0
840c55bffffffff,6.0,0.0,0.0
840c609ffffffff,6.0,0.0,0.0
840c60dffffffff,5.0,0.0,0.0
840c617ffffffff,2.0,0.0,0.0
840c621ffffffff,49.0,0.0,0.0
840c623ffffffff,18.0,0.0,0.0
840c625ffffffff,1.0,0.0,0.0
840c629ffffffff,11.0,0.0,0.0
840c62bffffffff,3.0,0.0,0.0
840c639ffffffff,7.0,0.0,0.0
840c63bffffffff,2.0,0.0,0.0
840c63dffffffff,7.0,0.0,0.0
840c641ffffffff,7.0,0.0,0.0
840c647ffffffff,2.0,0.0,0.0
840c64bffffffff,1.0,0.0,0.0
840c651ffffffff,5.0,0.0,0.0
840c655ffffffff,1.0,0.0,0.0
840c659ffffffff,1.0,0.0,0.0
840c65bffffffff,3.0,0.0,0.0
840c65dffffffff,10.0,0.0,0.0
840c663ffffffff,5.0,0.0,0.0
840c665ffffffff,8.0,0.0,0.0
840c667ffffffff,8.0,0.0,0.0
840c68bffffffff,1.0,0.0,0.0
840c705ffffffff,1.0,0.0,0.0
840c70dffffffff,5.0,0.0,0.0
840c715ffffffff,2.0,0.0,0.0
840c71bffffffff,14.0,0.0,0.0
840c731ffffffff,11.0,0.0,0.0
840c733ffffffff,279.0,0.0,0.0
840c73bffffffff,18.0,0.0,0.0
840c73dffffffff,6.0,0.0,0.0
840c741ffffffff,78.0,0.0,0.0
840c745ffffffff,6.0,0.0,0.0
840c747ffffffff,12.0,0.0,0.0
840c749ffffffff,2.0,0.0,0.0
840c74bffffffff,16.0,0.0,0.0
840c74dffffffff,22.0,0.0,0.0
840c759ffffffff,6.0,0.0,0.0
840c769ffffffff,4.0,0.0,0.0
840ce3dffffffff,2.0,0.0,0.0
840d405ffffffff,8.0,0.0,0.0
840d409ffffffff,1.0,0.0,0.0
840d40dffffffff,2.0,0.0,0.0
840d425ffffffff,23.0,0.0,0.0
840d443ffffffff,7.0,0.0,0.0
840d483ffffffff,3.0,0.0,0.0
840d49bffffffff,5.0,0.0,0.0
840d49dffffffff,3.0,0.0,0.0
840d4a1ffffffff,11.0,0.0,0.0
840d4a9ffffffff,4.0,0.0,0.0
840d4d5ffffffff,3.0,0.0,0.0
840d4e7ffffffff,9.0,0.0,0.0
840d521ffffffff,2.0,0.0,0.0
840d527ffffffff,10.0,0.0,0.0
840d529ffffffff,2.0,0.0,0.0
840d537ffffffff,6.0,0.0,0.0
840d585ffffffff,656.0,0.0,0.0
840d587ffffffff,2.0,0.0,0.0
840d58dffffffff,7.0,0.0,0.0
840d593ffffffff,2.0,0.0,0.0
840d595ffffffff,5.0,0.0,0.0
840d597ffffffff,1.0,0.0,0.0
840d5a5ffffffff,8.0,0.0,0.0
840d5a9ffffffff,218.0,0.0,0.0
840d5abffffffff,1.0,0.0,0.0
840d5b9ffffffff,8.0,0.0,0.0
840d5bbffffffff,1.0,0.0,0.0
840d5e3ffffffff,12.0,0.0,0.0
840d5e5ffffffff,6.0,0.0,0.0
840d5e7ffffffff,32.0,0.0,0.0
840d5ebffffffff,3.0,0.0,0.0
840d619ffffffff,2.0,0.0,0.0
840d6cdffffffff,3.0,0.0,0.0
840d737ffffffff,6.0,0.0,0.0
840e0bbffffffff,3.0,0.0,0.0
840e413ffffffff,2.0,0.0,0.0
840e453ffffffff,5.0,0.0,0.0
840e45bffffffff,2.0,0.0,0.0
840e487ffffffff,2.0,0.0,0.0
840e491ffffffff,9.0,0.0,0.0
840e493ffffffff,2.0,0.0,0.0
840e497ffffffff,45.0,2.0,0.0
840e49bffffffff,27.0,0.0,0.0
840e49dffffffff,2.0,0.0,0.0
840e4a9ffffffff,8.0,0.0,0.0
840e4abffffffff,2.0,0.0,0.0
840e4b3ffffffff,2.0,0.0,0.0
840e4cbffffffff,2.0,0.0,0.0
840e4d1ffffffff,5.0,0.0,0.0
840e4d3ffffffff,3.0,0.0,0.0
840e4dbffffffff,92.0,0.0,0.0
840e4e7ffffffff,2.0,0.0,0.0
840e515ffffffff,1.0,0.0,0.0
840e51dffffffff,2.0,0.0,0.0
840e535ffffffff,1.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0
840e53dffffffff,4.0,0.0,0.0
840e583ffffffff,4.0,0.0,0.0
840e59bffffffff,1.0,0.0,0.0
840e59dffffffff,2.0,0.0,0.0
840e5a1ffffffff,2.0,0.0,0.0
840e5adffffffff,7.0,0.0,0.0
840e5b3ffffffff,2.0,0.0,0.0
840e5b7ffffffff,4.0,0.0,0.0
840e5b9ffffffff,2.0,0.0,0.0
840e623ffffffff,2.0,0.0,0.0
840e697ffffffff,1.0,0.0,0.0
840e69bffffffff,3.0,0.0,0.0
840e6b3ffffffff,3.0,0.0,0.0
840e6b5ffffffff,2.0,0.0,0.0
840e6cdffffffff,2.0,0.0,0.0
840e6e7ffffffff,4.0,0.0,0.0
840e805ffffffff,553.0,0.0,0.0
840e807ffffffff,9.0,0.0,0.0
840e835ffffffff,2.0,0.0,0.0
840e891ffffffff,1.0,0.0,0.0
840e89bffffffff,2.0,0.0,0.0
840e911ffffffff,2.0,0.0,0.0
840e945ffffffff,8.0,0.0,0.0
840e963ffffffff,1.0,0.0,0.0
840e9a1ffffffff,1.0,0.0,0.0
840e9a7ffffffff,5.0,0.0,0.0
840ec09ffffffff,1.0,0.0,0.0
840ec0bffffffff,2.0,0.0,0.0
840ec19ffffffff,8.0,0.0,0.0
840ec21ffffffff,23.0,0.0,0.0
840ec29ffffffff,6.0,0.0,0.0
840ec2dffffffff,11.0,0.0,0.0
840ec81ffffffff,6.0,0.0,0.0
840ec85ffffffff,1.0,0.0,0.0
840ec91ffffffff,4.0,0.0,0.0
840ec93ffffffff,2.0,0.0,0.0
840ec95ffffffff,4.0,0.0,0.0
840ec9dffffffff,4.0,2.0,0.0
840ecbdffffffff,4.0,0.0,0.0
840ecc1ffffffff,54.0,0.0,0.0
840ecc9ffffffff,139.0,0.0,0.0
840ecd7ffffffff,3.0,3.0,0.0
840ed13ffffffff,5.0,0.0,0.0
840ed1bffffffff,2.0,0.0,0.0
840ed45ffffffff,5.0,0.0,0.0
840ed49ffffffff,1.0,0.0,0.0
840ed4dffffffff,5.0,0.0,0.0
840ed81ffffffff,1.0,0.0,0.0
840ed99ffffffff,2.0,0.0,0.0
840ee17ffffffff,2.0,0.0,0.0
840ee85ffffffff,7.0,0.0,0.0
840ee91ffffffff,2.0,0.0,0.0
840eea7ffffffff,1185.0,1.0,0.0
840eeb5ffffffff,29.0,0.0,0.0
840eeb9ffffffff,1.0,0.0,0.0
840eebbffffffff,1.0,0.0,0.0
840eec7ffffffff,2.0,0.0,0.0
840eed5ffffffff,2.0,0.0,0.0
840ef03ffffffff,1.0,0.0,0.0
840ef15ffffffff,2.0,0.0,0.0
840ef25ffffffff,1.0,0.0,0.0
840ef2bffffffff,1.0,0.0,0.0
840ef2dffffffff,8.0,0.0,0.0
840ef35ffffffff,4.0,0.0,0.0
840ef39ffffffff,4.0,0.0,0.0
8412017ffffffff,1.0,0.0,0.0
84120a1ffffffff,16.0,0.0,0.0
84120b7ffffffff,1.0,0.0,0.0
8412115ffffffff,4.0,0.0,0.0
841211dffffffff,4.0,0.0,0.0
8412143ffffffff,1.0,0.0,0.0
8412145ffffffff,6.0,0.0,0.0
8412151ffffffff,2.0,0.0,0.0
8412157ffffffff,4.0,0.0,0.0
8412159ffffffff,6.0,0.0,0.0
8412181ffffffff,2.0,0.0,0.0
8412185ffffffff,7.0,0.0,0.0
8412187ffffffff,2.0,0.0,0.0
841218dffffffff,3.0,0.0,0.0
8412191ffffffff,2.0,0.0,0.0
84121a3ffffffff,6.0,0.0,0.0
84121a7ffffffff,34.0,0.0,0.0
84121a9ffffffff,10.0,0.0,0.0
84121abffffffff,18.0,0.0,0.0
84121adffffffff,2.0,0.0,0.0
84121bbffffffff,16.0,0.0,0.0
84121bdffffffff,1.0,0.0,0.0
84121e3ffffffff,54.0,0.0,0.0
84121e7ffffffff,1.0,0.0,0.0
84121ebffffffff,2.0,0.0,0.0
841221dffffffff,2.0,0.0,0.0
841223bffffffff,2.0,0.0,0.0
8412291ffffffff,2.0,0.0,0.0
8412299ffffffff,6.0,0.0,0.0
84122b1ffffffff,3.0,0.0,0.0
84122c3ffffffff,2.0,0.0,0.0
84122d7ffffffff,2.0,0.0,0.0
84122e9ffffffff,5.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0
8412339ffffffff,8.0,0.0,0.0
841233dffffffff,19.0,0.0,0.0
8412433ffffffff,2.0,0.0,0.0
8412437ffffffff,2.0,0.0,0.0
8412445ffffffff,4.0,0.0,0.0
841244bffffffff,2.0,0.0,0.0
841244dffffffff,2.0,0.0,0.0
841246bffffffff,2.0,0.0,0.0
84124b5ffffffff,4.0,0.0,0.0
84124b7ffffffff,1.0,0.0,0.0
84124d3ffffffff,2.0,0.0,0.0
8412501ffffffff,6.0,0.0,0.0
8412505ffffffff,13.0,0.0,0.0
8412507ffffffff,8.0,0.0,0.0
8412509ffffffff,14.0,0.0,0.0
841250bffffffff,1.0,0.0,0.0
8412511ffffffff,4.0,0.0,0.0
8412515ffffffff,58.0,0.0,0.0
841251dffffffff,34.0,0.0,0.0
8412521ffffffff,13.0,0.0,0.0
8412523ffffffff,3.0,0.0,0.0
8412525ffffffff,1.0,0.0,0.0
8412527ffffffff,36.0,0.0,0.0
841252dffffffff,2.0,0.0,0.0
8412531ffffffff,1.0,0.0,0.0
8412535ffffffff,21.0,0.0,0.0
8412537ffffffff,2.0,0.0,0.0
8412539ffffffff,13.0,0.0,0.0
841253bffffffff,2.0,0.0,0.0
841253dffffffff,1.0,0.0,0.0
8412541ffffffff,2.0,0.0,0.0
8412543ffffffff,26.0,0.0,0.0
8412549ffffffff,83.0,0.0,0.0
841254bffffffff,49.0,0.0,0.0
8412555ffffffff,72.0,0.0,0.0
8412565ffffffff,5.0,0.0,0.0
8412567ffffffff,2.0,0.0,0.0
8412591ffffffff,19.0,0.0,0.0
8412593ffffffff,2.0,0.0,0.0
8412595ffffffff,6.0,0.0,0.0
8412597ffffffff,19.0,0.0,0.0
8412599ffffffff,2.0,0.0,0.0
841259dffffffff,2.0,0.0,0.0
84125a5ffffffff,4.0,0.0,0.0
84125abffffffff,2.0,0.0,0.0
84125b7ffffffff,2.0,0.0,0.0
84125bbffffffff,6.0,0.0,0.0
84125c5ffffffff,3.0,0.0,0.0
84125c7ffffffff,2.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0
84125d7ffffffff,6.0,0.0,0.0
84125d9ffffffff,19.0,0.0,0.0
8412639ffffffff,2.0,0.0,0.0
841263dffffffff,2.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0
84126b1ffffffff,2.0,0.0,0.0
8412721ffffffff,64.0,0.0,0.0
8412723ffffffff,86.0,0.0,0.0
8412727ffffffff,1.0,0.0,0.0
8412729ffffffff,7.0,0.0,0.0
841272bffffffff,2.0,0.0,0.0
8412735ffffffff,2.0,0.0,0.0
8412759ffffffff,2.0,0.0,0.0
841275bffffffff,4.0,0.0,0.0
8412801ffffffff,4.0,0.0,0.0
8412805ffffffff,3.0,0.0,0.0
8412847ffffffff,2.0,0.0,0.0
8412851ffffffff,12.0,0.0,0.0
8412853ffffffff,2.0,0.0,0.0
8412885ffffffff,2.0,0.0,0.0
8412887ffffffff,1.0,0.0,0.0
841288dffffffff,34.0,0.0,0.0
8412891ffffffff,10.0,0.0,0.0
8412895ffffffff,2.0,0.0,0.0
8412899ffffffff,5.0,0.0,0.0
841289bffffffff,8.0,0.0,0.0
84128bdffffffff,46.0,0.0,0.0
84128c5ffffffff,2.0,0.0,0.0
84128d1ffffffff,4.0,0.0,0.0
84128d3ffffffff,10.0,0.0,0.0
84128d9ffffffff,8.0,0.0,0.0
84128dbffffffff,8.0,0.0,0.0
84128ddffffffff,8.0,0.0,0.0
84128e1ffffffff,3.0,0.0,0.0
84128e3ffffffff,9.0,0.0,0.0
84128e7ffffffff,2.0,0.0,0.0
8412a25ffffffff,5.0,0.0,0.0
8412a27ffffffff,1.0,0.0,0.0
8412a37ffffffff,2.0,0.0,0.0
8412a87ffffffff,1.0,0.0,0.0
8412a89ffffffff,5.0,0.0,0.0
8412a8dffffffff,3.0,0.0,0.0
8412a97ffffffff,8.0,0.0,0.0
8412a9dffffffff,2.0,0.0,0.0
8412aa3ffffffff,3.0,0.0,0.0
8412aa5ffffffff,1.0,0.0,0.0
8412aa7ffffffff,5.0,0.0,0.0
8412ab3ffffffff,9.0,0.0,0.0
8412ab5ffffffff,13.0,0.0,0.0
8412ab7ffffffff,4.0,0.0,0.0
8412abbffffffff,2.0,0.0,0.0
8412ad7ffffffff,11.0,0.0,0.0
8412aebffffffff,1.0,0.0,0.0
8412b03ffffffff,2.0,0.0,0.0
8412b0bffffffff,2.0,0.0,0.0
8412b4bffffffff,6.0,0.0,0.0
8412c01ffffffff,6.0,0.0,0.0
8412c03ffffffff,7.0,0.0,0.0
8412c05ffffffff,9.0,0.0,0.0
8412c07ffffffff,9.0,0.0,0.0
8412c09ffffffff,6.0,0.0,0.0
8412c0bffffffff,5.0,0.0,0.0
8412c11ffffffff,76.0,0.0,0.0
8412c13ffffffff,13.0,0.0,0.0
8412c15ffffffff,7.0,0.0,0.0
8412c17ffffffff,5.0,0.0,0.0
8412c19ffffffff,7.0,0.0,0.0
8412c1bffffffff,219.0,0.0,0.0
8412c1dffffffff,33.0,0.0,0.0
8412c21ffffffff,37.0,0.0,0.0
8412c27ffffffff,2.0,0.0,0.0
8412c33ffffffff,6.0,0.0,0.0
8412c35ffffffff,7.0,0.0,0.0
8412c39ffffffff,1.0,0.0,0.0
8412c3bffffffff,36.0,0.0,0.0
8412c43ffffffff,2.0,0.0,0.0
8412c45ffffffff,4.0,0.0,0.0
8412c47ffffffff,4.0,0.0,0.0
8412c4dffffffff,11.0,0.0,0.0
8412c53ffffffff,4.0,0.0,0.0
8412c55ffffffff,2.0,0.0,0.0
8412c59ffffffff,5.0,0.0,0.0
8412c5bffffffff,10.0,0.0,0.0
8412c5dffffffff,1.0,0.0,0.0
8412c81ffffffff,6.0,0.0,0.0
8412c83ffffffff,5.0,0.0,0.0
8412c85ffffffff,22.0,0.0,0.0
8412c87ffffffff,9.0,0.0,0.0
8412c89ffffffff,14.0,0.0,0.0
8412c8bffffffff,56.0,0.0,0.0
8412c95ffffffff,2.0,0.0,0.0
8412c97ffffffff,26.0,0.0,0.0
8412c99ffffffff,2.0,0.0,0.0
8412c9bffffffff,5.0,0.0,0.0
8412c9dffffffff,20.0,0.0,0.0
8412ca3ffffffff,2.0,0.0,0.0
8412cabffffffff,7.0,0.0,0.0
8412cadffffffff,21.0,0.0,0.0
8412cb1ffffffff,6.0,0.0,0.0
8412cb5ffffffff,14.0,0.0,0.0
8412cb9ffffffff,5.0,0.0,0.0
8412cbbffffffff,4.0,0.0,0.0
8412cbdffffffff,1.0,0.0,0.0
8412cc1ffffffff,198.0,0.0,0.0
8412cc3ffffffff,2.0,0.0,0.0
8412cc5ffffffff,34.0,0.0,0.0
8412cc7ffffffff,12.0,0.0,0.0
8412cc9ffffffff,241.0,0.0,0.0
8412ccbffffffff,6.0,0.0,0.0
8412ccdffffffff,1259.0,0.0,0.0
8412cd7ffffffff,10.0,0.0,0.0
8412cd9ffffffff,37.0,0.0,0.0
8412cdbffffffff,7.0,0.0,0.0
8412cddffffffff,3.0,0.0,0.0
8412ce3ffffffff,8.0,0.0,0.0
8412ce5ffffffff,2.0,0.0,0.0
8412ce7ffffffff,3.0,0.0,0.0
8412cebffffffff,1.0,0.0,0.0
8412d01ffffffff,9.0,0.0,0.0
8412d03ffffffff,24.0,0.0,0.0
8412d11ffffffff,27.0,0.0,0.0
8412d17ffffffff,186.0,0.0,0.0
8412d19ffffffff,136.0,0.0,0.0
8412d1bffffffff,1.0,0.0,0.0
8412d29ffffffff,9.0,0.0,0.0
8412d33ffffffff,11.0,0.0,0.0
8412d35ffffffff,4.0,0.0,0.0
8412d37ffffffff,13.0,0.0,0.0
8412d39ffffffff,8.0,0.0,0.0
8412d3bffffffff,9.0,0.0,0.0
8412d3dffffffff,3.0,0.0,0.0
8412d41ffffffff,11.0,0.0,0.0
8412d45ffffffff,4.0,0.0,0.0
8412d47ffffffff,3.0,0.0,0.0
8412d4dffffffff,2.0,0.0,0.0
8412d5dffffffff,2.0,0.0,0.0
8412d63ffffffff,4.0,0.0,0.0
