cell_id,Tringa solitaria,Tringa solitaria solitaria,Tringa solitaria cinnamomea
8412d67ffffffff,2.0,0.0,0.0
8412d69ffffffff,4.0,0.0,0.0
8412d6bffffffff,3.0,0.0,0.0
8412d83ffffffff,2.0,0.0,0.0
8412d85ffffffff,2.0,0.0,0.0
8412d87ffffffff,26.0,0.0,0.0
8412d89ffffffff,22.0,0.0,0.0
8412d8bffffffff,1.0,0.0,0.0
8412d8dffffffff,4.0,0.0,0.0
8412d95ffffffff,1.0,0.0,0.0
8412d9dffffffff,12.0,0.0,0.0
8412da5ffffffff,3.0,0.0,0.0
8412dabffffffff,4.0,0.0,0.0
8412db1ffffffff,12.0,0.0,0.0
8412db3ffffffff,25.0,0.0,0.0
8412db5ffffffff,6.0,0.0,0.0
8412db7ffffffff,33.0,0.0,0.0
8412dbbffffffff,5.0,0.0,0.0
8412dc1ffffffff,27.0,0.0,0.0
8412dc3ffffffff,20.0,0.0,0.0
8412dc5ffffffff,1.0,0.0,0.0
8412dc7ffffffff,2.0,0.0,0.0
8412dc9ffffffff,19.0,0.0,0.0
8412dcbffffffff,6.0,0.0,0.0
8412dd3ffffffff,9.0,0.0,0.0
8412dd5ffffffff,12.0,0.0,0.0
8412dd7ffffffff,30.0,0.0,0.0
8412ddbffffffff,213.0,0.0,0.0
8412de3ffffffff,3.0,0.0,0.0
8412de5ffffffff,67.0,0.0,0.0
8412de7ffffffff,5.0,0.0,0.0
8412de9ffffffff,4.0,0.0,0.0
8412e03ffffffff,1.0,0.0,0.0
8412e0bffffffff,6.0,0.0,0.0
8412e13ffffffff,90.0,0.0,0.0
8412e15ffffffff,31.0,0.0,0.0
8412e17ffffffff,5.0,0.0,0.0
8412e1bffffffff,14.0,0.0,0.0
8412e1dffffffff,1.0,0.0,0.0
8412e25ffffffff,4.0,0.0,0.0
8412e27ffffffff,14.0,0.0,0.0
8412e2bffffffff,2.0,0.0,0.0
8412e33ffffffff,10.0,0.0,0.0
8412e3bffffffff,2.0,0.0,0.0
8412e3dffffffff,2.0,0.0,0.0
8412e45ffffffff,2.0,0.0,0.0
8412e4dffffffff,2.0,0.0,0.0
8412e53ffffffff,10.0,0.0,0.0
8412e59ffffffff,5.0,0.0,0.0
8412e5bffffffff,2.0,0.0,0.0
8412e81ffffffff,2.0,0.0,0.0
8412e87ffffffff,10.0,0.0,0.0
8412e8dffffffff,5.0,0.0,0.0
8412e9dffffffff,2.0,0.0,0.0
8412ea1ffffffff,11.0,0.0,0.0
8412ea3ffffffff,31.0,0.0,0.0
8412ea5ffffffff,181.0,0.0,0.0
8412ea7ffffffff,45.0,0.0,0.0
8412ea9ffffffff,13.0,0.0,0.0
8412eabffffffff,4.0,0.0,0.0
8412eb3ffffffff,1.0,0.0,0.0
8412eb5ffffffff,9.0,0.0,0.0
8412eb9ffffffff,4.0,0.0,0.0
8412ebbffffffff,5.0,0.0,0.0
8412ebdffffffff,6.0,0.0,0.0
8412ec1ffffffff,136.0,0.0,0.0
8412ec5ffffffff,57.0,0.0,0.0
8412ec7ffffffff,24.0,0.0,0.0
8412ec9ffffffff,117.0,0.0,0.0
8412ecbffffffff,13.0,0.0,0.0
8412ecdffffffff,63.0,0.0,0.0
8412ed1ffffffff,3.0,0.0,0.0
8412ed3ffffffff,1.0,0.0,0.0
8412ed5ffffffff,2.0,0.0,0.0
8412eddffffffff,2.0,0.0,0.0
8412ee3ffffffff,16.0,0.0,0.0
8412ee5ffffffff,1.0,0.0,0.0
8412ee9ffffffff,1.0,0.0,0.0
8412eebffffffff,2.0,0.0,0.0
8412eedffffffff,7.0,0.0,0.0
8412f11ffffffff,2.0,0.0,0.0
8412f13ffffffff,7.0,0.0,0.0
8412f15ffffffff,5.0,0.0,0.0
8412f27ffffffff,1.0,0.0,0.0
8412f29ffffffff,18.0,0.0,0.0
8412f2dffffffff,2.0,0.0,0.0
8412f33ffffffff,4.0,0.0,0.0
8412f37ffffffff,4.0,0.0,0.0
8412f43ffffffff,7.0,0.0,0.0
8412f47ffffffff,2.0,0.0,0.0
8412f49ffffffff,1.0,0.0,0.0
8412f4dffffffff,2.0,0.0,0.0
8412f63ffffffff,4.0,0.0,0.0
8412f65ffffffff,6.0,0.0,0.0
8412f67ffffffff,2.0,0.0,0.0
8412f6bffffffff,4.0,0.0,0.0
8412f6dffffffff,148.0,0.0,0.0
8413061ffffffff,9.0,0.0,0.0
8413119ffffffff,1.0,0.0,0.0
841311bffffffff,1.0,0.0,0.0
841333bffffffff,1.0,0.0,0.0
8413529ffffffff,14.0,0.0,0.0
841352dffffffff,11.0,0.0,0.0
8413807ffffffff,5.0,0.0,0.0
8413825ffffffff,1.0,0.0,0.0
8413827ffffffff,3.0,0.0,0.0
8413829ffffffff,82.0,0.0,0.0
841382bffffffff,8.0,0.0,0.0
841382dffffffff,23.0,0.0,0.0
8413831ffffffff,1.0,0.0,0.0
8413839ffffffff,7.0,0.0,0.0
841383dffffffff,313.0,0.0,0.0
8413849ffffffff,2.0,0.0,0.0
841384bffffffff,2.0,0.0,0.0
8413861ffffffff,125.0,0.0,0.0
8413865ffffffff,19.0,0.0,0.0
8413867ffffffff,197.0,0.0,0.0
8413885ffffffff,1.0,0.0,0.0
8413889ffffffff,14.0,0.0,0.0
841388dffffffff,2.0,0.0,0.0
841389bffffffff,24.0,0.0,0.0
84138a7ffffffff,2.0,0.0,0.0
84138c1ffffffff,2.0,0.0,0.0
84138c5ffffffff,5.0,0.0,0.0
84138c7ffffffff,360.0,0.0,0.0
84138d3ffffffff,7.0,0.0,0.0
84138d5ffffffff,2.0,0.0,0.0
84138e7ffffffff,1.0,0.0,0.0
84138edffffffff,2.0,0.0,0.0
841390bffffffff,1.0,0.0,0.0
8413917ffffffff,6.0,0.0,0.0
8413919ffffffff,3.0,0.0,0.0
841391dffffffff,3.0,0.0,0.0
8413931ffffffff,1.0,0.0,0.0
8413933ffffffff,2.0,0.0,0.0
8413955ffffffff,1.0,0.0,0.0
841395dffffffff,1.0,0.0,0.0
84139c9ffffffff,7.0,0.0,0.0
84139e1ffffffff,38.0,0.0,0.0
84139edffffffff,9.0,0.0,0.0
8413a35ffffffff,11.0,0.0,0.0
8413a95ffffffff,7.0,0.0,0.0
8413aadffffffff,1.0,0.0,0.0
8413b01ffffffff,4.0,0.0,0.0
8413b03ffffffff,2.0,0.0,0.0
8413b1dffffffff,2.0,0.0,0.0
8413b23ffffffff,8.0,0.0,0.0
8413b29ffffffff,4.0,0.0,0.0
8413b31ffffffff,1.0,0.0,0.0
8413b33ffffffff,11.0,0.0,0.0
8413b35ffffffff,43.0,0.0,0.0
8413b53ffffffff,2.0,0.0,0.0
8413b61ffffffff,3.0,0.0,0.0
8413b69ffffffff,2.0,0.0,0.0
841b92bffffffff,1.0,0.0,0.0
841b96dffffffff,2.0,0.0,0.0
8426003ffffffff,1.0,0.0,0.0
8426005ffffffff,4.0,0.0,0.0
8426007ffffffff,6.0,0.0,0.0
8426009ffffffff,9.0,0.0,0.0
842600bffffffff,41.0,0.0,0.0
8426013ffffffff,8.0,0.0,0.0
8426015ffffffff,15.0,0.0,0.0
8426017ffffffff,37.0,0.0,0.0
842601dffffffff,2.0,0.0,0.0
8426029ffffffff,8.0,0.0,0.0
842602dffffffff,2.0,0.0,0.0
8426031ffffffff,9.0,0.0,0.0
8426033ffffffff,5.0,0.0,0.0
8426035ffffffff,7.0,0.0,0.0
8426037ffffffff,1.0,0.0,0.0
8426039ffffffff,6.0,0.0,0.0
842603bffffffff,7.0,0.0,0.0
842603dffffffff,3.0,0.0,0.0
8426041ffffffff,10.0,0.0,0.0
8426043ffffffff,3.0,0.0,0.0
8426047ffffffff,4.0,0.0,0.0
8426049ffffffff,6.0,0.0,0.0
842604bffffffff,2.0,0.0,0.0
842604dffffffff,3.0,0.0,0.0
8426051ffffffff,11.0,0.0,0.0
8426053ffffffff,12.0,0.0,0.0
8426055ffffffff,3.0,0.0,0.0
8426057ffffffff,4.0,0.0,0.0
8426059ffffffff,5.0,0.0,0.0
842605bffffffff,10.0,0.0,0.0
842605dffffffff,5.0,0.0,0.0
8426061ffffffff,1.0,0.0,0.0
8426063ffffffff,4.0,0.0,0.0
8426067ffffffff,10.0,0.0,0.0
8426085ffffffff,44.0,0.0,0.0
8426087ffffffff,2.0,0.0,0.0
842608dffffffff,2.0,0.0,0.0
8426093ffffffff,1.0,0.0,0.0
8426099ffffffff,5.0,0.0,0.0
842609bffffffff,2.0,0.0,0.0
842609dffffffff,1.0,0.0,0.0
84260a1ffffffff,44.0,0.0,0.0
84260a3ffffffff,1.0,0.0,0.0
84260a5ffffffff,4.0,0.0,0.0
84260a9ffffffff,76.0,0.0,0.0
84260abffffffff,3.0,0.0,0.0
84260adffffffff,30.0,0.0,0.0
84260b3ffffffff,53.0,0.0,0.0
84260b5ffffffff,3.0,0.0,0.0
84260b9ffffffff,129.0,2.0,0.0
84260bbffffffff,52.0,0.0,0.0
84260bdffffffff,4.0,0.0,0.0
84260c1ffffffff,3.0,0.0,0.0
84260c9ffffffff,5.0,0.0,0.0
84260cbffffffff,16.0,0.0,0.0
84260d1ffffffff,5.0,0.0,0.0
84260d5ffffffff,3.0,0.0,0.0
84260d7ffffffff,4.0,0.0,0.0
84260d9ffffffff,45.0,0.0,0.0
84260ddffffffff,11.0,0.0,0.0
84260e3ffffffff,17.0,0.0,0.0
84260e5ffffffff,2.0,0.0,0.0
84260e7ffffffff,5.0,0.0,0.0
84260e9ffffffff,2.0,0.0,0.0
84260ebffffffff,26.0,0.0,0.0
84260edffffffff,2.0,0.0,0.0
8426111ffffffff,2.0,0.0,0.0
8426113ffffffff,3.0,0.0,0.0
8426115ffffffff,6.0,0.0,0.0
8426117ffffffff,2.0,0.0,0.0
842611bffffffff,5.0,0.0,0.0
842611dffffffff,2.0,0.0,0.0
8426123ffffffff,2.0,0.0,0.0
8426125ffffffff,4.0,0.0,0.0
8426127ffffffff,3.0,0.0,0.0
8426135ffffffff,2.0,0.0,0.0
8426147ffffffff,2.0,0.0,0.0
842614bffffffff,6.0,0.0,0.0
8426159ffffffff,5.0,0.0,0.0
