cell_id,Fulica americana,Fulica americana (Red-shielded),Fulica americana (White-shielded)
822887fffffffff,13538.0,5751.0,0.0
82288ffffffffff,15705.0,3835.0,0.0
822897fffffffff,6107.0,1456.0,0.0
82289ffffffffff,4565.0,1645.0,0.0
8228a7fffffffff,663.0,267.0,0.0
8228affffffffff,10708.0,2596.0,0.0
8228b7fffffffff,8137.0,2931.0,0.0
8228c7fffffffff,744.0,279.0,0.0
8228d7fffffffff,30166.0,7734.0,0.0
8228dffffffffff,8024.0,440.0,0.0
8228e7fffffffff,1.0,1.0,0.0
8228f7fffffffff,27945.0,7078.0,0.0
822917fffffffff,8955.0,1251.0,0.0
82291ffffffffff,4063.0,2607.0,0.0
822987fffffffff,10927.0,2056.0,0.0
82298ffffffffff,11359.0,3152.0,0.0
822997fffffffff,5240.0,1510.0,0.0
82299ffffffffff,1015.0,292.0,0.0
8229a7fffffffff,101422.0,25756.0,0.0
8229affffffffff,23467.0,6427.0,0.0
8229b7fffffffff,17846.0,7663.0,0.0
822a07fffffffff,626.0,188.0,0.0
822a17fffffffff,17426.0,5800.0,0.0
822a37fffffffff,6319.0,2376.0,0.0
822a4ffffffffff,935.0,165.0,0.0
822a87fffffffff,3695.0,1399.0,0.0
822a8ffffffffff,4117.0,1427.0,0.0
822a97fffffffff,10074.0,3404.0,0.0
822a9ffffffffff,1088.0,178.0,0.0
822aa7fffffffff,11281.0,6882.0,0.0
822aaffffffffff,24811.0,11655.0,0.0
822ab7fffffffff,31026.0,7146.0,0.0
822ad7fffffffff,1661.0,549.0,0.0
822af7fffffffff,6684.0,2017.0,0.0
822b07fffffffff,272.0,31.0,0.0
822b0ffffffffff,508.0,183.0,0.0
822b17fffffffff,244.0,58.0,0.0
822b1ffffffffff,162.0,26.0,0.0
822b27fffffffff,17.0,1.0,0.0
822b2ffffffffff,14.0,2.0,0.0
822b37fffffffff,31.0,8.0,0.0
822b87fffffffff,793.0,238.0,0.0
822b8ffffffffff,4078.0,2197.0,0.0
822b97fffffffff,310.0,40.0,0.0
822b9ffffffffff,9366.0,3004.0,0.0
822ba7fffffffff,683.0,0.0,0.0
822baffffffffff,4059.0,968.0,0.0
822bb7fffffffff,344.0,112.0,0.0
824417fffffffff,7427.0,3313.0,0.0
82441ffffffffff,8633.0,2577.0,0.0
824437fffffffff,867.0,281.0,0.0
824447fffffffff,6008.0,80.0,0.0
82444ffffffffff,3026.0,1482.0,0.0
824457fffffffff,4034.0,840.0,0.0
82445ffffffffff,1644.0,410.0,0.0
824467fffffffff,516.0,0.0,0.0
82446ffffffffff,20560.0,6607.0,0.0
824477fffffffff,861.0,14.0,0.0
824487fffffffff,1282.0,316.0,0.0
8244a7fffffffff,3661.0,1571.0,0.0
8244affffffffff,31751.0,10440.0,0.0
8244b7fffffffff,1005.0,205.0,0.0
8244c7fffffffff,3147.0,1577.0,0.0
8244cffffffffff,3101.0,448.0,0.0
8244d7fffffffff,9558.0,2884.0,0.0
8244dffffffffff,3250.0,1050.0,0.0
8244e7fffffffff,7369.0,2144.0,0.0
8244effffffffff,1646.0,389.0,0.0
8244f7fffffffff,10673.0,1972.0,0.0
824507fffffffff,213.0,18.0,0.0
82450ffffffffff,1829.0,413.0,0.0
82451ffffffffff,60.0,17.0,0.0
824527fffffffff,1789.0,542.0,0.0
82452ffffffffff,2427.0,587.0,0.0
824537fffffffff,299.0,40.0,0.0
82454ffffffffff,6.0,4.0,0.0
824577fffffffff,184.0,65.0,0.0
824587fffffffff,101.0,9.0,0.0
82458ffffffffff,422.0,159.0,0.0
824597fffffffff,20.0,12.0,0.0
82459ffffffffff,537.0,231.0,0.0
8245a7fffffffff,418.0,149.0,0.0
8245b7fffffffff,382.0,182.0,23.0
824807fffffffff,306.0,28.0,0.0
82480ffffffffff,903.0,174.0,0.0
824817fffffffff,705.0,328.0,0.0
82481ffffffffff,290.0,13.0,0.0
824827fffffffff,747.0,215.0,0.0
82482ffffffffff,865.0,303.0,0.0
824837fffffffff,4394.0,1654.0,0.0
824847fffffffff,67.0,15.0,0.0
82484ffffffffff,294.0,98.0,0.0
824857fffffffff,591.0,146.0,0.0
82485ffffffffff,9230.0,2521.0,0.0
824877fffffffff,402.0,100.0,0.0
824887fffffffff,5130.0,1599.0,0.0
82488ffffffffff,4893.0,1236.0,0.0
824897fffffffff,20055.0,5893.0,0.0
82489ffffffffff,19599.0,6639.0,0.0
8248a7fffffffff,1243.0,316.0,0.0
8248affffffffff,429.0,147.0,0.0
8248b7fffffffff,37395.0,10809.0,0.0
8248c7fffffffff,11684.0,3063.0,0.0
8248cffffffffff,5934.0,1332.0,0.0
8248d7fffffffff,3330.0,1113.0,0.0
8248dffffffffff,11194.0,3595.0,0.0
8248e7fffffffff,254.0,94.0,0.0
8248effffffffff,61381.0,15274.0,0.0
8248f7fffffffff,942.0,304.0,0.0
824987fffffffff,2146.0,407.0,0.0
82498ffffffffff,345.0,130.0,0.0
824997fffffffff,7100.0,1340.0,0.0
82499ffffffffff,226.0,70.0,0.0
8249a7fffffffff,45.0,17.0,0.0
8249affffffffff,2803.0,592.0,0.0
8249b7fffffffff,420.0,83.0,0.0
824c87fffffffff,47.0,0.0,0.0
824c8ffffffffff,134.0,5.0,25.0
824c97fffffffff,53.0,17.0,0.0
824c9ffffffffff,26.0,2.0,0.0
824caffffffffff,7.0,0.0,0.0
824cb7fffffffff,68.0,4.0,0.0
824cc7fffffffff,2513.0,447.0,1061.0
824cd7fffffffff,125.0,14.0,34.0
824ceffffffffff,682.0,65.0,199.0
824cf7fffffffff,24.0,7.0,13.0
824d4ffffffffff,401.0,25.0,212.0
825e47fffffffff,10.0,0.0,2.0
825e4ffffffffff,90.0,31.0,32.0
825e5ffffffffff,413.0,59.0,90.0
825e67fffffffff,134.0,0.0,106.0
825e77fffffffff,108.0,2.0,68.0
825f4ffffffffff,7.0,0.0,0.0
826607fffffffff,4.0,0.0,0.0
82660ffffffffff,1170.0,27.0,0.0
826617fffffffff,2.0,0.0,0.0
82661ffffffffff,495.0,31.0,0.0
826627fffffffff,21.0,6.0,0.0
82662ffffffffff,2.0,0.0,0.0
826637fffffffff,4.0,4.0,0.0
8266a7fffffffff,99.0,84.0,0.0
8266b7fffffffff,736.0,43.0,0.0
8266c7fffffffff,5.0,0.0,0.0
8266d7fffffffff,124.0,14.0,0.0
8266e7fffffffff,4772.0,413.0,0.0
8266f7fffffffff,475.0,46.0,0.0
826727fffffffff,231.0,33.0,86.0
826737fffffffff,282.0,77.0,23.0
826747fffffffff,1402.0,0.0,89.0
82674ffffffffff,1.0,0.0,1.0
826757fffffffff,212.0,0.0,28.0
82675ffffffffff,37.0,0.0,22.0
826777fffffffff,576.0,0.0,427.0
826787fffffffff,34.0,6.0,0.0
826797fffffffff,1.0,1.0,0.0
82679ffffffffff,67.0,8.0,0.0
826d07fffffffff,147.0,0.0,0.0
826d17fffffffff,184.0,0.0,0.0
826d27fffffffff,303.0,16.0,0.0
826d2ffffffffff,3234.0,856.0,0.0
826d37fffffffff,1557.0,0.0,0.0
826d67fffffffff,603.0,191.0,0.0
826d6ffffffffff,311.0,19.0,0.0
826d77fffffffff,297.0,70.0,0.0
