cell_id,Quiscalus mexicanus,Quiscalus mexicanus [graysoni Group],Quiscalus mexicanus [mexicanus Group]
8326c1fffffffff,2058.0,0.0,0.0
8326c2fffffffff,251.0,0.0,0.0
8326c3fffffffff,428.0,0.0,0.0
8326c4fffffffff,114.0,0.0,0.0
8326c5fffffffff,455.0,0.0,0.0
8326c6fffffffff,105.0,0.0,0.0
8326c8fffffffff,6194.0,0.0,44.0
8326c9fffffffff,401.0,0.0,1.0
8326cafffffffff,1525.0,0.0,12.0
8326cbfffffffff,4898.0,0.0,26.0
8326ccfffffffff,117.0,0.0,0.0
8326cdfffffffff,150.0,0.0,1.0
8326cefffffffff,275.0,0.0,0.0
8326d0fffffffff,387.0,0.0,6.0
8326d1fffffffff,1316.0,0.0,27.0
8326d2fffffffff,369.0,0.0,0.0
8326d3fffffffff,972.0,0.0,5.0
8326d4fffffffff,791.0,0.0,2.0
8326d5fffffffff,380.0,0.0,1.0
8326d6fffffffff,188.0,0.0,0.0
8326d8fffffffff,277.0,0.0,1.0
8326d9fffffffff,1524.0,0.0,17.0
8326dafffffffff,886.0,0.0,7.0
8326dbfffffffff,610.0,0.0,6.0
8326dcfffffffff,329.0,0.0,0.0
8326ddfffffffff,696.0,0.0,1.0
8326defffffffff,4176.0,0.0,266.0
8326e0fffffffff,155.0,0.0,0.0
8326e1fffffffff,52.0,0.0,0.0
8326e2fffffffff,1521.0,0.0,0.0
8326e3fffffffff,341.0,0.0,0.0
8326e4fffffffff,58.0,0.0,0.0
8326e5fffffffff,1009.0,0.0,0.0
8326e6fffffffff,143.0,0.0,0.0
8326e8fffffffff,96.0,0.0,0.0
8326e9fffffffff,9.0,0.0,0.0
8326eafffffffff,144.0,0.0,0.0
8326ebfffffffff,29.0,0.0,0.0
8326ecfffffffff,129.0,0.0,0.0
8326edfffffffff,109.0,0.0,0.0
8326eefffffffff,139.0,0.0,0.0
8326f0fffffffff,473.0,0.0,0.0
8326f1fffffffff,494.0,0.0,0.0
8326f2fffffffff,2288.0,0.0,0.0
8326f3fffffffff,715.0,0.0,0.0
8326f4fffffffff,220.0,0.0,0.0
8326f5fffffffff,201.0,0.0,0.0
8326f6fffffffff,346.0,0.0,0.0
832806fffffffff,20.0,0.0,0.0
832810fffffffff,10.0,0.0,0.0
832811fffffffff,48.0,0.0,0.0
832813fffffffff,25.0,0.0,0.0
832814fffffffff,30.0,0.0,0.0
832815fffffffff,194.0,0.0,0.0
832816fffffffff,27.0,0.0,0.0
83281efffffffff,95.0,0.0,0.0
832830fffffffff,4422.0,17.0,0.0
832831fffffffff,60.0,3.0,0.0
832832fffffffff,4081.0,0.0,0.0
832833fffffffff,697.0,3.0,0.0
832834fffffffff,6415.0,531.0,0.0
832836fffffffff,665.0,0.0,0.0
832885fffffffff,25.0,0.0,0.0
832893fffffffff,1.0,0.0,0.0
832894fffffffff,64.0,0.0,0.0
8328a0fffffffff,11.0,0.0,0.0
8328a3fffffffff,2.0,0.0,0.0
8328a4fffffffff,77.0,0.0,0.0
8328a6fffffffff,130.0,0.0,0.0
8328b0fffffffff,78.0,0.0,0.0
8328b1fffffffff,24.0,0.0,0.0
8328b2fffffffff,48.0,0.0,0.0
8328b5fffffffff,9.0,0.0,0.0
8328b6fffffffff,756.0,0.0,0.0
832912fffffffff,4093.0,0.0,0.0
832913fffffffff,229.0,0.0,0.0
83291afffffffff,10.0,3.0,0.0
832980fffffffff,209.0,0.0,0.0
832981fffffffff,43.0,0.0,0.0
832982fffffffff,84.0,0.0,0.0
832984fffffffff,918.0,0.0,0.0
832985fffffffff,923.0,0.0,0.0
832986fffffffff,7276.0,0.0,0.0
832988fffffffff,79.0,0.0,0.0
832989fffffffff,884.0,0.0,0.0
83298afffffffff,10.0,0.0,0.0
83298bfffffffff,19.0,0.0,0.0
83298cfffffffff,313.0,0.0,0.0
83298dfffffffff,94.0,0.0,0.0
83298efffffffff,101.0,0.0,0.0
832990fffffffff,97.0,0.0,0.0
832991fffffffff,51.0,0.0,0.0
832992fffffffff,4.0,0.0,0.0
832993fffffffff,54.0,0.0,0.0
832994fffffffff,161.0,0.0,0.0
832995fffffffff,2321.0,0.0,0.0
832996fffffffff,225.0,0.0,0.0
832998fffffffff,16.0,0.0,0.0
832999fffffffff,30.0,0.0,0.0
83299afffffffff,10.0,0.0,0.0
83299bfffffffff,52.0,0.0,0.0
83299cfffffffff,6.0,0.0,0.0
83299dfffffffff,3.0,0.0,0.0
83299efffffffff,2.0,0.0,0.0
8329a0fffffffff,4939.0,0.0,0.0
8329a1fffffffff,10628.0,0.0,0.0
8329a2fffffffff,229.0,0.0,0.0
8329a3fffffffff,1771.0,0.0,0.0
8329a4fffffffff,7300.0,0.0,0.0
8329a5fffffffff,7216.0,0.0,0.0
8329a6fffffffff,7489.0,0.0,0.0
8329a8fffffffff,667.0,0.0,0.0
8329a9fffffffff,507.0,4.0,0.0
8329aafffffffff,684.0,0.0,0.0
8329abfffffffff,631.0,0.0,0.0
8329acfffffffff,682.0,0.0,0.0
8329adfffffffff,1720.0,17.0,0.0
8329aefffffffff,996.0,0.0,0.0
8329b0fffffffff,2939.0,0.0,0.0
8329b1fffffffff,1840.0,0.0,0.0
8329b2fffffffff,3427.0,0.0,0.0
8329b3fffffffff,110.0,0.0,0.0
8329b4fffffffff,90.0,0.0,0.0
8329b5fffffffff,3401.0,0.0,0.0
8329b6fffffffff,6372.0,0.0,0.0
834424fffffffff,664.0,0.0,0.0
834440fffffffff,196.0,0.0,0.0
834441fffffffff,9.0,0.0,0.0
834444fffffffff,122.0,0.0,0.0
834445fffffffff,2953.0,0.0,0.0
834448fffffffff,93.0,0.0,0.0
834449fffffffff,96.0,0.0,0.0
83444bfffffffff,6.0,0.0,0.0
83444cfffffffff,67.0,0.0,0.0
83444dfffffffff,441.0,0.0,4.0
834463fffffffff,1358.0,0.0,0.0
834468fffffffff,204.0,0.0,3.0
834469fffffffff,526.0,0.0,1.0
83446afffffffff,31.0,0.0,0.0
83446bfffffffff,101.0,0.0,2.0
83446cfffffffff,41616.0,0.0,1300.0
83446dfffffffff,5570.0,0.0,54.0
83446efffffffff,8600.0,0.0,113.0
834501fffffffff,719.0,0.0,10.0
834505fffffffff,5179.0,0.0,463.0
834508fffffffff,1518.0,0.0,0.0
834509fffffffff,5462.0,0.0,0.0
83450afffffffff,8223.0,0.0,0.0
83450bfffffffff,2448.0,0.0,0.0
83450cfffffffff,623.0,0.0,0.0
83450dfffffffff,534.0,0.0,3.0
83450efffffffff,2255.0,0.0,0.0
834519fffffffff,351.0,0.0,0.0
83451dfffffffff,162.0,0.0,0.0
834520fffffffff,2998.0,0.0,63.0
834521fffffffff,6192.0,0.0,209.0
834522fffffffff,3584.0,0.0,0.0
834523fffffffff,3525.0,0.0,120.0
834524fffffffff,3599.0,0.0,0.0
834525fffffffff,1538.0,0.0,311.0
834526fffffffff,4677.0,0.0,25.0
834528fffffffff,365.0,0.0,22.0
834529fffffffff,223.0,0.0,10.0
83452afffffffff,7135.0,0.0,238.0
83452bfffffffff,499.0,0.0,42.0
83452cfffffffff,3929.0,0.0,292.0
83452dfffffffff,188.0,0.0,6.0
83452efffffffff,11699.0,0.0,426.0
834530fffffffff,147.0,0.0,0.0
834531fffffffff,2694.0,0.0,0.0
834532fffffffff,337.0,0.0,0.0
834533fffffffff,272.0,0.0,0.0
834534fffffffff,241.0,0.0,0.0
834535fffffffff,686.0,0.0,0.0
834536fffffffff,188.0,0.0,0.0
834554fffffffff,6.0,0.0,0.0
834564fffffffff,32.0,0.0,0.0
834569fffffffff,64.0,0.0,7.0
83456dfffffffff,71.0,0.0,3.0
834572fffffffff,1813.0,0.0,0.0
834574fffffffff,74.0,0.0,3.0
834576fffffffff,392.0,0.0,48.0
834800fffffffff,2.0,0.0,0.0
834801fffffffff,194.0,0.0,0.0
834802fffffffff,286.0,0.0,0.0
834803fffffffff,59.0,0.0,0.0
834806fffffffff,167.0,0.0,0.0
834808fffffffff,65.0,0.0,0.0
834809fffffffff,410.0,5.0,0.0
83480afffffffff,437.0,3.0,0.0
83480bfffffffff,142.0,1.0,0.0
83480efffffffff,333.0,0.0,0.0
834810fffffffff,111.0,0.0,0.0
834812fffffffff,87.0,0.0,0.0
834813fffffffff,1.0,0.0,0.0
834814fffffffff,606.0,0.0,0.0
834815fffffffff,33.0,0.0,0.0
834816fffffffff,49.0,0.0,0.0
834818fffffffff,2.0,0.0,0.0
834819fffffffff,12.0,0.0,0.0
83481afffffffff,117.0,0.0,0.0
83481bfffffffff,184.0,0.0,0.0
83481dfffffffff,36.0,0.0,0.0
83481efffffffff,15.0,0.0,0.0
834830fffffffff,67.0,0.0,0.0
834832fffffffff,160.0,7.0,0.0
834833fffffffff,1748.0,0.0,0.0
834836fffffffff,8353.0,242.0,0.0
834842fffffffff,30.0,0.0,0.0
834843fffffffff,51.0,0.0,0.0
83484afffffffff,851.0,0.0,0.0
834850fffffffff,10.0,0.0,0.0
834851fffffffff,1.0,0.0,0.0
834852fffffffff,10.0,0.0,0.0
834853fffffffff,2.0,0.0,0.0
834855fffffffff,19.0,0.0,0.0
834856fffffffff,1562.0,13.0,0.0
834858fffffffff,383.0,3.0,0.0
834859fffffffff,719.0,0.0,0.0
83485afffffffff,533.0,0.0,0.0
83485bfffffffff,4125.0,0.0,0.0
83485cfffffffff,13.0,0.0,0.0
83485dfffffffff,18.0,0.0,0.0
83485efffffffff,400.0,9.0,0.0
834873fffffffff,21.0,0.0,0.0
834880fffffffff,3379.0,0.0,63.0
834881fffffffff,427.0,0.0,0.0
834882fffffffff,3039.0,0.0,26.0
834883fffffffff,1985.0,0.0,60.0
834884fffffffff,100.0,0.0,0.0
834885fffffffff,27.0,0.0,0.0
834886fffffffff,2801.0,0.0,17.0
834888fffffffff,257.0,0.0,1.0
834889fffffffff,903.0,0.0,12.0
83488afffffffff,720.0,0.0,0.0
83488bfffffffff,2735.0,0.0,8.0
83488cfffffffff,21.0,0.0,0.0
83488dfffffffff,752.0,0.0,20.0
83488efffffffff,1497.0,0.0,21.0
834890fffffffff,9150.0,0.0,111.0
834891fffffffff,2544.0,0.0,10.0
834892fffffffff,5121.0,0.0,15.0
834893fffffffff,3990.0,0.0,7.0
834895fffffffff,24407.0,0.0,280.0
834898fffffffff,4234.0,0.0,12.0
834899fffffffff,559.0,0.0,2.0
83489afffffffff,2365.0,0.0,10.0
83489bfffffffff,281.0,0.0,0.0
83489cfffffffff,15640.0,0.0,149.0
83489dfffffffff,1304.0,0.0,19.0
83489efffffffff,16293.0,0.0,131.0
8348a0fffffffff,529.0,0.0,0.0
8348a1fffffffff,12.0,0.0,0.0
8348a2fffffffff,4176.0,0.0,0.0
8348a3fffffffff,11.0,0.0,0.0
8348a6fffffffff,245.0,0.0,0.0
8348abfffffffff,466.0,0.0,10.0
8348acfffffffff,5.0,0.0,0.0
8348adfffffffff,5.0,0.0,0.0
8348aefffffffff,5.0,0.0,0.0
8348b0fffffffff,18.0,0.0,3.0
8348b1fffffffff,9821.0,0.0,137.0
8348b2fffffffff,25442.0,0.0,531.0
8348b3fffffffff,58093.0,0.0,635.0
8348b4fffffffff,80.0,0.0,2.0
8348b5fffffffff,253.0,0.0,0.0
8348c0fffffffff,783.0,0.0,0.0
8348c1fffffffff,169.0,0.0,0.0
8348c2fffffffff,360.0,0.0,0.0
8348c3fffffffff,2626.0,0.0,0.0
8348c4fffffffff,28.0,0.0,0.0
8348c5fffffffff,1718.0,0.0,0.0
8348c6fffffffff,3562.0,0.0,25.0
8348c8fffffffff,294.0,0.0,0.0
8348c9fffffffff,355.0,0.0,0.0
8348cafffffffff,67.0,0.0,1.0
8348cbfffffffff,5.0,0.0,0.0
8348ccfffffffff,417.0,0.0,0.0
8348cdfffffffff,401.0,0.0,0.0
8348cefffffffff,29.0,0.0,0.0
8348d0fffffffff,1210.0,0.0,0.0
8348d1fffffffff,699.0,0.0,0.0
8348d2fffffffff,714.0,0.0,10.0
8348d3fffffffff,705.0,0.0,0.0
8348d4fffffffff,807.0,0.0,7.0
8348d5fffffffff,9.0,0.0,0.0
8348d6fffffffff,439.0,0.0,0.0
8348d8fffffffff,5317.0,0.0,0.0
8348dafffffffff,288.0,0.0,0.0
8348dbfffffffff,260.0,0.0,0.0
8348dcfffffffff,883.0,0.0,0.0
8348ddfffffffff,177.0,0.0,0.0
8348defffffffff,691.0,0.0,0.0
8348e0fffffffff,2.0,0.0,0.0
8348e1fffffffff,17.0,1.0,0.0
8348e2fffffffff,93.0,0.0,0.0
8348e3fffffffff,152.0,0.0,0.0
8348e4fffffffff,47.0,7.0,0.0
8348e5fffffffff,159.0,1.0,0.0
8348e6fffffffff,59.0,0.0,0.0
8348e8fffffffff,27498.0,0.0,0.0
8348e9fffffffff,5617.0,0.0,0.0
8348eafffffffff,3736.0,0.0,0.0
8348ebfffffffff,16465.0,0.0,0.0
8348ecfffffffff,7728.0,0.0,0.0
8348edfffffffff,53.0,0.0,0.0
8348eefffffffff,7333.0,4.0,0.0
8348f0fffffffff,3.0,0.0,0.0
8348f2fffffffff,2060.0,0.0,50.0
8348f3fffffffff,569.0,0.0,15.0
8348f4fffffffff,31.0,0.0,0.0
8348f5fffffffff,10.0,0.0,0.0
8348f6fffffffff,230.0,0.0,32.0
834980fffffffff,718.0,0.0,0.0
834981fffffffff,135.0,0.0,0.0
834982fffffffff,424.0,0.0,6.0
834983fffffffff,766.0,0.0,2.0
834985fffffffff,117.0,0.0,0.0
834986fffffffff,675.0,0.0,10.0
834988fffffffff,169.0,0.0,0.0
834989fffffffff,4.0,0.0,0.0
83498bfffffffff,22.0,0.0,14.0
83498cfffffffff,345.0,2.0,6.0
83498dfffffffff,2.0,0.0,0.0
83498efffffffff,355.0,0.0,0.0
834990fffffffff,243.0,0.0,48.0
834991fffffffff,128.0,0.0,2.0
834992fffffffff,223.0,0.0,43.0
834993fffffffff,181.0,0.0,29.0
834994fffffffff,1790.0,0.0,49.0
834995fffffffff,9383.0,0.0,754.0
834996fffffffff,11615.0,0.0,1750.0
834998fffffffff,550.0,0.0,28.0
834999fffffffff,7.0,0.0,0.0
83499afffffffff,16.0,0.0,4.0
83499bfffffffff,211.0,0.0,8.0
83499cfffffffff,202.0,0.0,1.0
83499dfffffffff,77.0,0.0,1.0
83499efffffffff,119.0,0.0,0.0
8349a2fffffffff,269.0,0.0,0.0
8349a3fffffffff,63.0,0.0,0.0
8349a8fffffffff,1398.0,6.0,0.0
8349a9fffffffff,2896.0,109.0,7.0
8349aafffffffff,1244.0,3.0,3.0
8349abfffffffff,533.0,2.0,4.0
8349acfffffffff,22.0,0.0,0.0
8349adfffffffff,60.0,0.0,0.0
8349aefffffffff,23.0,0.0,0.0
8349b0fffffffff,117.0,0.0,0.0
8349b1fffffffff,16.0,0.0,0.0
8349b2fffffffff,302.0,0.0,2.0
8349b3fffffffff,1564.0,0.0,2.0
8349b4fffffffff,29.0,0.0,0.0
8349b5fffffffff,382.0,0.0,0.0
8349b6fffffffff,16.0,0.0,1.0
836600fffffffff,16.0,0.0,0.0
836602fffffffff,36.0,0.0,0.0
836604fffffffff,56.0,0.0,3.0
836606fffffffff,319.0,0.0,3.0
83660afffffffff,21.0,0.0,0.0
83660efffffffff,1.0,0.0,0.0
836610fffffffff,931.0,0.0,0.0
836611fffffffff,310.0,0.0,0.0
836612fffffffff,97.0,0.0,0.0
836613fffffffff,775.0,0.0,0.0
836615fffffffff,21.0,0.0,0.0
836616fffffffff,1507.0,0.0,0.0
836618fffffffff,130.0,0.0,0.0
836619fffffffff,72.0,0.0,0.0
83661afffffffff,357.0,0.0,4.0
83661bfffffffff,132.0,0.0,0.0
83661cfffffffff,1.0,0.0,0.0
83661dfffffffff,16.0,0.0,0.0
83661efffffffff,141.0,0.0,2.0
836620fffffffff,1498.0,0.0,105.0
836621fffffffff,16.0,0.0,3.0
836622fffffffff,2518.0,0.0,210.0
836623fffffffff,11.0,0.0,0.0
836625fffffffff,519.0,0.0,32.0
83662efffffffff,5.0,0.0,0.0
836631fffffffff,1373.0,0.0,42.0
836684fffffffff,89.0,0.0,0.0
8366a0fffffffff,2517.0,0.0,0.0
8366a1fffffffff,1721.0,0.0,0.0
8366a2fffffffff,327.0,0.0,0.0
8366a3fffffffff,744.0,0.0,0.0
8366a5fffffffff,13573.0,0.0,0.0
8366a6fffffffff,566.0,0.0,0.0
8366a9fffffffff,7.0,0.0,0.0
8366adfffffffff,2.0,0.0,0.0
8366aefffffffff,51.0,0.0,0.0
8366b0fffffffff,3134.0,0.0,0.0
8366b1fffffffff,265.0,0.0,0.0
8366b4fffffffff,11243.0,0.0,0.0
8366b5fffffffff,7125.0,0.0,0.0
8366b6fffffffff,1964.0,0.0,0.0
8366c6fffffffff,3.0,0.0,0.0
8366d0fffffffff,120.0,0.0,0.0
8366d2fffffffff,258.0,0.0,0.0
8366d4fffffffff,373.0,0.0,3.0
8366d6fffffffff,21.0,0.0,2.0
8366e4fffffffff,53.0,0.0,0.0
8366e6fffffffff,87.0,0.0,0.0
8366f0fffffffff,365.0,0.0,0.0
8366f1fffffffff,15.0,0.0,0.0
8366f3fffffffff,15.0,0.0,0.0
8366f5fffffffff,30.0,0.0,0.0
836732fffffffff,91.0,0.0,4.0
836743fffffffff,2.0,0.0,0.0
836746fffffffff,40.0,0.0,0.0
836752fffffffff,375.0,0.0,1.0
836753fffffffff,3.0,0.0,0.0
836755fffffffff,2.0,0.0,0.0
836756fffffffff,14.0,0.0,0.0
836773fffffffff,82.0,0.0,0.0
836780fffffffff,2.0,0.0,0.0
836783fffffffff,574.0,0.0,0.0
83678bfffffffff,45.0,0.0,0.0
836790fffffffff,66.0,0.0,0.0
836791fffffffff,100.0,0.0,0.0
836792fffffffff,69.0,0.0,0.0
836793fffffffff,80.0,0.0,0.0
836794fffffffff,96.0,0.0,0.0
836795fffffffff,26.0,0.0,0.0
836796fffffffff,233.0,0.0,0.0
83679afffffffff,4289.0,0.0,0.0
83679bfffffffff,2931.0,0.0,0.0
83679efffffffff,6.0,0.0,0.0
8367b0fffffffff,1.0,0.0,0.0
8367b2fffffffff,75.0,0.0,0.0
836d04fffffffff,865.0,0.0,177.0
836d05fffffffff,922.0,0.0,229.0
836d06fffffffff,119.0,0.0,7.0
836d14fffffffff,233.0,0.0,27.0
836d15fffffffff,976.0,0.0,147.0
836d20fffffffff,423.0,0.0,0.0
836d21fffffffff,536.0,0.0,95.0
836d22fffffffff,80.0,0.0,5.0
836d23fffffffff,2448.0,0.0,436.0
836d24fffffffff,199.0,0.0,4.0
836d25fffffffff,1851.0,0.0,103.0
836d26fffffffff,47.0,0.0,0.0
836d28fffffffff,3386.0,0.0,281.0
836d29fffffffff,5802.0,0.0,759.0
836d2afffffffff,1038.0,0.0,172.0
836d2bfffffffff,4147.0,0.0,389.0
836d2cfffffffff,1199.0,0.0,177.0
836d2dfffffffff,8356.0,0.0,3958.0
836d2efffffffff,387.0,0.0,76.0
836d30fffffffff,664.0,0.0,70.0
836d31fffffffff,1785.0,0.0,239.0
836d32fffffffff,1413.0,0.0,128.0
836d33fffffffff,200.0,0.0,22.0
836d34fffffffff,4458.0,0.0,229.0
836d35fffffffff,3075.0,0.0,318.0
836d36fffffffff,185.0,0.0,16.0
836d60fffffffff,2601.0,0.0,27.0
836d61fffffffff,3985.0,0.0,0.0
836d63fffffffff,744.0,0.0,0.0
836d64fffffffff,6338.0,0.0,131.0
836d65fffffffff,2894.0,0.0,0.0
836d66fffffffff,3022.0,0.0,10.0
836d68fffffffff,6813.0,0.0,142.0
836d69fffffffff,36162.0,0.0,121.0
836d6afffffffff,306.0,0.0,14.0
836d6bfffffffff,1699.0,0.0,3.0
836d6cfffffffff,571.0,0.0,0.0
836d6dfffffffff,5267.0,0.0,0.0
836d6efffffffff,1794.0,0.0,0.0
836d74fffffffff,3922.0,0.0,20.0
836d75fffffffff,1440.0,0.0,0.0
836d76fffffffff,744.0,0.0,56.0
838e62fffffffff,8.0,0.0,0.0
838f0dfffffffff,310.0,0.0,0.0
838f21fffffffff,2.0,0.0,0.0
838f28fffffffff,18.0,0.0,2.0
838f2afffffffff,131.0,0.0,6.0
838f2bfffffffff,806.0,0.0,92.0
838f2cfffffffff,15.0,0.0,0.0
838f2efffffffff,249.0,0.0,9.0
