cell_id,Mimus gilvus,Mimus gilvus gracilis/leucophaeus,Mimus gilvus [gilvus Group],Mimus gilvus magnirostris
834424fffffffff,735.0,23.0,0.0,0.0
83446efffffffff,11.0,11.0,0.0,0.0
834501fffffffff,755.0,14.0,0.0,0.0
834505fffffffff,4760.0,2.0,0.0,0.0
834508fffffffff,1100.0,68.0,0.0,0.0
834509fffffffff,5940.0,1400.0,0.0,0.0
83450afffffffff,7313.0,711.0,0.0,0.0
83450bfffffffff,3077.0,295.0,0.0,0.0
83450cfffffffff,504.0,35.0,0.0,0.0
83450dfffffffff,664.0,200.0,0.0,0.0
83450efffffffff,2021.0,86.0,0.0,0.0
834519fffffffff,231.0,31.0,0.0,0.0
83451dfffffffff,205.0,28.0,0.0,0.0
834520fffffffff,369.0,0.0,0.0,0.0
834521fffffffff,374.0,0.0,0.0,0.0
834522fffffffff,115.0,0.0,0.0,0.0
834523fffffffff,2274.0,3.0,0.0,0.0
834524fffffffff,116.0,0.0,0.0,0.0
834525fffffffff,273.0,23.0,0.0,0.0
834526fffffffff,359.0,0.0,0.0,0.0
834528fffffffff,74.0,12.0,0.0,0.0
834529fffffffff,194.0,9.0,0.0,0.0
83452afffffffff,6298.0,58.0,0.0,0.0
83452bfffffffff,330.0,24.0,0.0,0.0
83452cfffffffff,644.0,13.0,0.0,0.0
83452dfffffffff,54.0,0.0,0.0,0.0
83452efffffffff,2390.0,8.0,0.0,0.0
834530fffffffff,5.0,0.0,0.0,0.0
834531fffffffff,11.0,0.0,0.0,0.0
834532fffffffff,9.0,0.0,0.0,0.0
834534fffffffff,3.0,0.0,0.0,0.0
834535fffffffff,300.0,0.0,0.0,0.0
834554fffffffff,14.0,0.0,0.0,0.0
834572fffffffff,2592.0,801.0,0.0,0.0
834574fffffffff,55.0,2.0,0.0,0.0
834576fffffffff,225.0,12.0,0.0,0.0
834996fffffffff,76.0,7.0,0.0,0.0
835e42fffffffff,45.0,0.0,0.0,0.0
835e43fffffffff,131.0,0.0,0.0,0.0
835e46fffffffff,379.0,0.0,40.0,0.0
835e59fffffffff,1.0,0.0,0.0,0.0
835e5cfffffffff,732.0,0.0,0.0,0.0
835e5dfffffffff,316.0,0.0,0.0,0.0
835e62fffffffff,170.0,0.0,0.0,0.0
835e65fffffffff,11.0,0.0,0.0,0.0
835e66fffffffff,1976.0,0.0,0.0,0.0
835e71fffffffff,204.0,0.0,1.0,0.0
835e75fffffffff,166.0,0.0,0.0,0.0
835f03fffffffff,6.0,0.0,0.0,0.0
835f08fffffffff,172.0,0.0,0.0,0.0
835f09fffffffff,451.0,0.0,0.0,0.0
835f0bfffffffff,58.0,0.0,0.0,0.0
835f0dfffffffff,24.0,0.0,0.0,0.0
835f0efffffffff,3.0,0.0,0.0,0.0
835f11fffffffff,4.0,0.0,0.0,0.0
835f12fffffffff,37.0,0.0,0.0,0.0
835f13fffffffff,35.0,0.0,0.0,0.0
835f1cfffffffff,274.0,0.0,0.0,0.0
835f1dfffffffff,34.0,0.0,0.0,0.0
835f1efffffffff,3.0,0.0,0.0,0.0
835f28fffffffff,1.0,0.0,0.0,0.0
835f29fffffffff,725.0,0.0,0.0,0.0
835f2bfffffffff,255.0,0.0,0.0,0.0
835f2dfffffffff,199.0,0.0,0.0,0.0
835f40fffffffff,113.0,0.0,9.0,0.0
835f41fffffffff,47.0,0.0,0.0,0.0
835f42fffffffff,28.0,0.0,2.0,0.0
835f43fffffffff,25.0,0.0,0.0,0.0
835f46fffffffff,12.0,0.0,2.0,0.0
835f48fffffffff,35.0,0.0,0.0,0.0
835f49fffffffff,88.0,0.0,0.0,0.0
835f4afffffffff,45.0,0.0,0.0,0.0
835f4bfffffffff,785.0,0.0,4.0,0.0
835f4cfffffffff,1.0,0.0,0.0,0.0
835f4dfffffffff,4.0,0.0,0.0,0.0
835f4efffffffff,29.0,0.0,0.0,0.0
835f50fffffffff,2.0,0.0,0.0,0.0
835f54fffffffff,4.0,0.0,0.0,0.0
835f56fffffffff,7.0,0.0,0.0,0.0
835f58fffffffff,3729.0,0.0,0.0,0.0
835f59fffffffff,178.0,0.0,0.0,0.0
835f5afffffffff,1.0,0.0,0.0,0.0
835f5bfffffffff,2059.0,0.0,0.0,0.0
835f5dfffffffff,22.0,0.0,0.0,0.0
835f63fffffffff,2.0,0.0,0.0,0.0
835f66fffffffff,1.0,0.0,0.0,0.0
835f68fffffffff,17.0,0.0,0.0,0.0
835f6afffffffff,1.0,0.0,0.0,0.0
835f70fffffffff,13.0,0.0,0.0,0.0
835f71fffffffff,74.0,0.0,4.0,0.0
835f74fffffffff,1.0,0.0,0.0,0.0
835f75fffffffff,84.0,0.0,2.0,0.0
835f76fffffffff,2.0,0.0,0.0,0.0
836601fffffffff,15.0,0.0,0.0,0.0
836602fffffffff,7.0,0.0,0.0,0.0
836605fffffffff,5.0,0.0,0.0,0.0
836606fffffffff,5.0,0.0,0.0,0.0
836608fffffffff,2684.0,0.0,29.0,0.0
836609fffffffff,143.0,0.0,0.0,0.0
83660afffffffff,131.0,0.0,1.0,0.0
83660bfffffffff,1146.0,0.0,2.0,0.0
83660cfffffffff,372.0,0.0,2.0,0.0
83660dfffffffff,201.0,0.0,0.0,0.0
83660efffffffff,48.0,0.0,0.0,0.0
836610fffffffff,559.0,0.0,0.0,0.0
836611fffffffff,107.0,0.0,0.0,0.0
836612fffffffff,36.0,0.0,3.0,0.0
836613fffffffff,249.0,0.0,0.0,0.0
836616fffffffff,524.0,0.0,19.0,0.0
836618fffffffff,574.0,0.0,14.0,0.0
836619fffffffff,2642.0,0.0,19.0,0.0
83661afffffffff,3.0,0.0,0.0,0.0
83661bfffffffff,1061.0,0.0,25.0,0.0
83661cfffffffff,15.0,0.0,0.0,0.0
83661dfffffffff,333.0,0.0,0.0,0.0
83661efffffffff,47.0,0.0,0.0,0.0
836620fffffffff,1075.0,0.0,127.0,0.0
836621fffffffff,373.0,0.0,47.0,0.0
836622fffffffff,205.0,0.0,25.0,0.0
836623fffffffff,48.0,0.0,2.0,0.0
836625fffffffff,1636.0,0.0,198.0,0.0
836628fffffffff,17.0,0.0,0.0,0.0
836629fffffffff,434.0,0.0,6.0,0.0
83662afffffffff,18.0,0.0,0.0,0.0
83662bfffffffff,225.0,0.0,1.0,0.0
83662cfffffffff,355.0,0.0,0.0,0.0
83662dfffffffff,16.0,0.0,0.0,0.0
83662efffffffff,76.0,0.0,0.0,0.0
836631fffffffff,47.0,0.0,0.0,0.0
836640fffffffff,4.0,0.0,0.0,0.0
836641fffffffff,312.0,0.0,0.0,0.0
836642fffffffff,1.0,0.0,0.0,0.0
836644fffffffff,16.0,0.0,0.0,0.0
836645fffffffff,13.0,0.0,0.0,0.0
836646fffffffff,3.0,0.0,0.0,0.0
83664efffffffff,1.0,0.0,0.0,0.0
836650fffffffff,72.0,0.0,0.0,0.0
836652fffffffff,761.0,0.0,0.0,0.0
836653fffffffff,5.0,0.0,0.0,0.0
836654fffffffff,467.0,0.0,0.0,0.0
836655fffffffff,1.0,0.0,0.0,0.0
836656fffffffff,897.0,0.0,0.0,0.0
83665afffffffff,2.0,0.0,0.0,0.0
83665bfffffffff,2.0,0.0,0.0,0.0
836660fffffffff,21.0,0.0,0.0,0.0
836661fffffffff,3.0,0.0,0.0,0.0
836662fffffffff,8.0,0.0,0.0,0.0
836663fffffffff,167.0,0.0,0.0,0.0
