cell_id,Mimus gilvus,Mimus gilvus gracilis/leucophaeus,Mimus gilvus [gilvus Group],Mimus gilvus magnirostris
836664fffffffff,113.0,0.0,0.0,0.0
836670fffffffff,76.0,0.0,0.0,0.0
836671fffffffff,4.0,0.0,0.0,0.0
836672fffffffff,462.0,0.0,0.0,0.0
836673fffffffff,106.0,0.0,0.0,0.0
836674fffffffff,8.0,0.0,0.0,0.0
836675fffffffff,182.0,0.0,0.0,0.0
836676fffffffff,49.0,0.0,3.0,0.0
8366a0fffffffff,1060.0,0.0,56.0,0.0
8366a1fffffffff,730.0,0.0,59.0,0.0
8366a2fffffffff,28.0,0.0,0.0,0.0
8366a3fffffffff,46.0,0.0,6.0,0.0
8366a5fffffffff,9040.0,0.0,697.0,0.0
8366a6fffffffff,17.0,0.0,2.0,0.0
8366aefffffffff,13.0,0.0,4.0,0.0
8366b0fffffffff,353.0,0.0,0.0,0.0
8366b1fffffffff,106.0,0.0,0.0,0.0
8366b4fffffffff,3743.0,0.0,0.0,0.0
8366b5fffffffff,3136.0,0.0,70.0,0.0
8366b6fffffffff,151.0,0.0,0.0,0.0
8366c0fffffffff,72.0,0.0,0.0,0.0
8366c1fffffffff,24.0,0.0,0.0,0.0
8366c2fffffffff,214.0,0.0,0.0,0.0
8366c3fffffffff,3.0,0.0,0.0,0.0
8366c4fffffffff,410.0,0.0,0.0,0.0
8366c5fffffffff,178.0,0.0,2.0,0.0
8366c6fffffffff,1375.0,0.0,39.0,0.0
8366d0fffffffff,58.0,0.0,0.0,0.0
8366d1fffffffff,165.0,0.0,6.0,0.0
8366d3fffffffff,2326.0,0.0,260.0,0.0
8366d4fffffffff,31.0,0.0,0.0,0.0
8366d5fffffffff,192.0,0.0,0.0,0.0
8366dafffffffff,4.0,0.0,0.0,0.0
8366dcfffffffff,44.0,0.0,0.0,0.0
8366defffffffff,42.0,0.0,1.0,0.0
8366e0fffffffff,2308.0,0.0,13.0,0.0
8366e1fffffffff,1204.0,0.0,0.0,0.0
8366e2fffffffff,247.0,0.0,0.0,0.0
8366e3fffffffff,221.0,0.0,2.0,0.0
8366e4fffffffff,4751.0,0.0,82.0,0.0
8366e5fffffffff,4481.0,0.0,29.0,0.0
8366e6fffffffff,2748.0,0.0,46.0,0.0
8366e8fffffffff,24.0,0.0,0.0,0.0
8366e9fffffffff,6.0,0.0,0.0,0.0
8366eafffffffff,6.0,0.0,0.0,0.0
8366ecfffffffff,427.0,0.0,0.0,0.0
8366eefffffffff,364.0,0.0,0.0,0.0
8366f0fffffffff,154.0,0.0,1.0,0.0
8366f1fffffffff,777.0,0.0,16.0,0.0
8366f3fffffffff,32.0,0.0,0.0,0.0
8366f5fffffffff,662.0,0.0,0.0,0.0
836740fffffffff,90.0,0.0,0.0,0.0
836741fffffffff,2286.0,0.0,16.0,0.0
836742fffffffff,282.0,0.0,2.0,0.0
836743fffffffff,907.0,0.0,28.0,0.0
836744fffffffff,1122.0,0.0,0.0,0.0
836746fffffffff,3659.0,0.0,0.0,0.0
836748fffffffff,5.0,0.0,0.0,0.0
83674afffffffff,230.0,0.0,17.0,0.0
83674cfffffffff,1213.0,0.0,33.0,0.0
83674dfffffffff,28.0,0.0,3.0,0.0
83674efffffffff,711.0,0.0,14.0,0.0
836750fffffffff,24.0,0.0,0.0,0.0
836751fffffffff,238.0,0.0,0.0,0.0
836752fffffffff,1610.0,0.0,0.0,0.0
836753fffffffff,553.0,0.0,0.0,0.0
836755fffffffff,7239.0,0.0,5.0,0.0
836756fffffffff,170.0,0.0,0.0,0.0
836758fffffffff,63.0,0.0,0.0,0.0
836759fffffffff,102.0,0.0,4.0,0.0
83675afffffffff,328.0,0.0,2.0,0.0
83675bfffffffff,28.0,0.0,0.0,0.0
83675cfffffffff,1777.0,0.0,1.0,0.0
83675dfffffffff,35.0,0.0,0.0,0.0
83675efffffffff,137.0,0.0,0.0,0.0
836769fffffffff,139.0,0.0,0.0,0.0
83676bfffffffff,82.0,0.0,3.0,0.0
83676dfffffffff,2.0,0.0,0.0,0.0
836773fffffffff,2673.0,0.0,0.0,0.0
836780fffffffff,1.0,0.0,0.0,0.0
836783fffffffff,644.0,0.0,0.0,253.0
83678bfffffffff,23.0,0.0,0.0,0.0
83679afffffffff,523.0,0.0,0.0,0.0
83679bfffffffff,317.0,0.0,0.0,0.0
836d04fffffffff,125.0,5.0,0.0,0.0
836d05fffffffff,12.0,0.0,0.0,0.0
836d06fffffffff,18.0,0.0,0.0,0.0
836d20fffffffff,42.0,0.0,0.0,0.0
836d21fffffffff,73.0,5.0,0.0,0.0
836d22fffffffff,2.0,0.0,0.0,0.0
836d23fffffffff,599.0,88.0,0.0,0.0
836d24fffffffff,130.0,4.0,0.0,0.0
836d25fffffffff,1361.0,70.0,0.0,0.0
836d26fffffffff,6.0,0.0,0.0,0.0
836d28fffffffff,1434.0,5.0,0.0,0.0
836d29fffffffff,437.0,2.0,0.0,0.0
836d2afffffffff,53.0,0.0,0.0,0.0
836d2bfffffffff,447.0,0.0,0.0,0.0
836d2cfffffffff,50.0,6.0,0.0,0.0
836d2dfffffffff,183.0,0.0,0.0,0.0
836d2efffffffff,242.0,4.0,0.0,0.0
836d31fffffffff,709.0,1.0,0.0,0.0
836d33fffffffff,3.0,0.0,0.0,0.0
836d34fffffffff,336.0,11.0,0.0,0.0
836d35fffffffff,4.0,0.0,0.0,0.0
836d60fffffffff,1340.0,0.0,0.0,0.0
836d61fffffffff,887.0,0.0,0.0,0.0
836d63fffffffff,199.0,0.0,0.0,0.0
836d64fffffffff,1608.0,0.0,0.0,0.0
836d65fffffffff,349.0,0.0,0.0,0.0
836d66fffffffff,880.0,0.0,0.0,0.0
836d68fffffffff,542.0,0.0,0.0,0.0
836d69fffffffff,3665.0,0.0,0.0,0.0
836d6afffffffff,5.0,0.0,0.0,0.0
836d6bfffffffff,11.0,0.0,0.0,0.0
836d6dfffffffff,188.0,0.0,0.0,0.0
836d6efffffffff,58.0,0.0,0.0,0.0
836d74fffffffff,137.0,0.0,0.0,0.0
836d75fffffffff,652.0,0.0,0.0,0.0
836d76fffffffff,40.0,0.0,0.0,0.0
838009fffffffff,2.0,0.0,0.0,0.0
83800efffffffff,3.0,0.0,0.0,0.0
838010fffffffff,33.0,0.0,0.0,0.0
838011fffffffff,2.0,0.0,0.0,0.0
838013fffffffff,5.0,0.0,0.0,0.0
838014fffffffff,1.0,0.0,0.0,0.0
838016fffffffff,102.0,0.0,2.0,0.0
83801cfffffffff,4.0,0.0,0.0,0.0
838030fffffffff,2.0,0.0,0.0,0.0
838046fffffffff,3.0,0.0,0.0,0.0
838054fffffffff,13.0,0.0,0.0,0.0
838055fffffffff,3.0,0.0,0.0,0.0
8380a4fffffffff,5.0,0.0,0.0,0.0
838110fffffffff,2.0,0.0,0.0,0.0
838112fffffffff,12.0,0.0,3.0,0.0
838114fffffffff,1.0,0.0,0.0,0.0
838116fffffffff,35.0,0.0,1.0,0.0
838132fffffffff,11.0,0.0,0.0,0.0
838133fffffffff,2.0,0.0,0.0,0.0
838136fffffffff,2.0,0.0,0.0,0.0
838180fffffffff,10.0,0.0,0.0,0.0
838183fffffffff,2.0,0.0,0.0,0.0
83818bfffffffff,24.0,0.0,0.0,0.0
838199fffffffff,3.0,0.0,0.0,0.0
83819dfffffffff,8.0,0.0,0.0,0.0
8381a1fffffffff,5.0,0.0,3.0,0.0
838a45fffffffff,1.0,0.0,0.0,0.0
838ad1fffffffff,19.0,0.0,0.0,0.0
838ad8fffffffff,2.0,0.0,0.0,0.0
838adafffffffff,177.0,0.0,0.0,0.0
838adbfffffffff,28.0,0.0,0.0,0.0
838adcfffffffff,17.0,0.0,0.0,0.0
838adefffffffff,3.0,0.0,0.0,0.0
83a596fffffffff,152.0,0.0,2.0,0.0
83a882fffffffff,5.0,0.0,0.0,0.0
83a884fffffffff,1.0,0.0,0.0,0.0
83a886fffffffff,4.0,0.0,0.0,0.0
83a891fffffffff,17.0,0.0,0.0,0.0
83a893fffffffff,11.0,0.0,0.0,0.0
83a895fffffffff,111.0,0.0,7.0,0.0
83a89efffffffff,22.0,0.0,0.0,0.0
83a8a0fffffffff,8.0,0.0,0.0,0.0
83a8a1fffffffff,7.0,0.0,0.0,0.0
83a8a2fffffffff,81.0,0.0,0.0,0.0
83a8b1fffffffff,7.0,0.0,0.0,0.0
