cell_id,Rhipidura albiscapa,Rhipidura albiscapa [pelzelni Group],Rhipidura albiscapa keasti,Rhipidura albiscapa alisteri,Rhipidura albiscapa albiscapa,Rhipidura albiscapa preissi,Rhipidura albiscapa albicauda
84b9a63ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a65ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a99ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9aa1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9acbffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9ad1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9ad3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9b21ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9b23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9b2bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9b31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9b35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9b4bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9b51ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84ba69dffffffff,188.0,10.0,0.0,0.0,0.0,0.0,0.0
84be081ffffffff,118.0,0.0,0.0,3.0,0.0,0.0,0.0
84be083ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be085ffffffff,1278.0,0.0,0.0,90.0,0.0,0.0,0.0
84be087ffffffff,679.0,0.0,0.0,70.0,0.0,0.0,0.0
84be089ffffffff,6375.0,0.0,0.0,295.0,0.0,0.0,0.0
84be08bffffffff,62.0,0.0,0.0,12.0,0.0,0.0,0.0
84be08dffffffff,1723.0,0.0,0.0,102.0,0.0,0.0,0.0
84be091ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84be093ffffffff,20.0,0.0,0.0,1.0,0.0,0.0,0.0
84be095ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84be097ffffffff,27.0,0.0,0.0,1.0,0.0,0.0,0.0
84be099ffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0
84be09bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84be09dffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0a1ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0a3ffffffff,180.0,0.0,0.0,1.0,0.0,0.0,0.0
84be0a5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0a7ffffffff,27.0,0.0,0.0,1.0,0.0,0.0,0.0
84be0a9ffffffff,180.0,0.0,0.0,10.0,0.0,0.0,0.0
84be0abffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0adffffffff,698.0,0.0,0.0,19.0,0.0,0.0,0.0
84be0b1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0b3ffffffff,73.0,0.0,0.0,11.0,0.0,0.0,0.0
84be0b5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0b7ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0b9ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0bbffffffff,77.0,0.0,0.0,1.0,0.0,0.0,0.0
84be0bdffffffff,360.0,0.0,0.0,28.0,0.0,0.0,0.0
84be0c3ffffffff,3170.0,0.0,0.0,488.0,0.0,0.0,0.0
84be0c7ffffffff,234.0,0.0,0.0,31.0,0.0,0.0,0.0
84be0d1ffffffff,67.0,0.0,0.0,2.0,0.0,0.0,0.0
84be0d3ffffffff,657.0,0.0,0.0,8.0,0.0,0.0,0.0
84be0d5ffffffff,748.0,0.0,0.0,377.0,0.0,0.0,0.0
84be0d7ffffffff,125.0,0.0,0.0,1.0,0.0,0.0,0.0
84be0d9ffffffff,189.0,0.0,0.0,10.0,0.0,0.0,0.0
84be0dbffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0
84be0ddffffffff,530.0,0.0,0.0,15.0,0.0,0.0,0.0
84be0e3ffffffff,628.0,0.0,0.0,53.0,0.0,0.0,0.0
84be0e7ffffffff,369.0,0.0,0.0,25.0,0.0,0.0,0.0
84be181ffffffff,582.0,0.0,0.0,14.0,0.0,0.0,0.0
84be183ffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0
84be185ffffffff,170.0,0.0,0.0,5.0,0.0,0.0,0.0
84be187ffffffff,156.0,0.0,0.0,4.0,0.0,0.0,0.0
84be189ffffffff,261.0,0.0,0.0,24.0,0.0,0.0,0.0
84be18bffffffff,138.0,0.0,0.0,12.0,0.0,0.0,0.0
84be18dffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
84be191ffffffff,13.0,0.0,0.0,4.0,0.0,0.0,0.0
84be193ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84be195ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84be197ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84be199ffffffff,168.0,0.0,0.0,25.0,0.0,0.0,0.0
84be19bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84be19dffffffff,61.0,0.0,0.0,7.0,0.0,0.0,0.0
84be1a1ffffffff,145.0,0.0,0.0,2.0,0.0,0.0,0.0
84be1a3ffffffff,145.0,0.0,0.0,8.0,0.0,0.0,0.0
84be1a5ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84be1a7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84be1a9ffffffff,115.0,0.0,0.0,2.0,0.0,0.0,0.0
84be1abffffffff,45.0,0.0,0.0,5.0,0.0,0.0,0.0
84be1b1ffffffff,131.0,0.0,0.0,3.0,0.0,0.0,0.0
84be1b3ffffffff,32.0,0.0,0.0,1.0,0.0,0.0,0.0
84be1b5ffffffff,31.0,0.0,0.0,3.0,0.0,0.0,0.0
84be1b7ffffffff,32.0,0.0,0.0,6.0,0.0,0.0,0.0
84be1b9ffffffff,37.0,0.0,0.0,5.0,0.0,0.0,0.0
84be1bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be1bdffffffff,30.0,0.0,0.0,14.0,0.0,0.0,0.0
84be1d1ffffffff,142.0,0.0,0.0,13.0,0.0,0.0,0.0
84be1d3ffffffff,374.0,0.0,0.0,89.0,0.0,0.0,0.0
84be1d5ffffffff,146.0,0.0,0.0,19.0,0.0,0.0,0.0
84be1d7ffffffff,29.0,0.0,0.0,4.0,0.0,0.0,0.0
84be1d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be1dbffffffff,379.0,0.0,0.0,24.0,0.0,0.0,0.0
84be293ffffffff,285.0,0.0,0.0,11.0,0.0,0.0,0.0
84be297ffffffff,45.0,0.0,0.0,2.0,0.0,0.0,0.0
84be29bffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
84be2b3ffffffff,105.0,0.0,0.0,5.0,0.0,0.0,0.0
84be401ffffffff,115.0,0.0,0.0,2.0,0.0,0.0,0.0
84be403ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be405ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
84be407ffffffff,10.0,0.0,0.0,2.0,0.0,0.0,0.0
84be409ffffffff,351.0,0.0,0.0,39.0,0.0,0.0,0.0
84be40bffffffff,8.0,0.0,0.0,2.0,0.0,0.0,0.0
84be40dffffffff,126.0,0.0,0.0,13.0,0.0,0.0,0.0
84be411ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be413ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be417ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84be419ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be41dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84be421ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
84be425ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be427ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be429ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
84be431ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be435ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84be437ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be439ffffffff,39.0,0.0,0.0,2.0,0.0,0.0,0.0
84be43bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be43dffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84be441ffffffff,408.0,0.0,0.0,129.0,0.0,0.0,0.0
84be443ffffffff,293.0,0.0,0.0,51.0,0.0,0.0,0.0
84be445ffffffff,312.0,0.0,0.0,144.0,0.0,0.0,0.0
84be447ffffffff,81.0,0.0,0.0,28.0,0.0,0.0,0.0
84be449ffffffff,193.0,0.0,0.0,51.0,0.0,0.0,0.0
84be44bffffffff,43.0,0.0,0.0,13.0,0.0,0.0,0.0
84be44dffffffff,198.0,0.0,0.0,65.0,0.0,0.0,0.0
84be451ffffffff,61.0,0.0,0.0,2.0,0.0,0.0,0.0
84be453ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be455ffffffff,181.0,0.0,0.0,9.0,0.0,0.0,0.0
84be457ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
84be459ffffffff,170.0,0.0,0.0,5.0,0.0,0.0,0.0
84be45bffffffff,35.0,0.0,0.0,1.0,0.0,0.0,0.0
84be45dffffffff,293.0,0.0,0.0,8.0,0.0,0.0,0.0
84be461ffffffff,17.0,0.0,0.0,9.0,0.0,0.0,0.0
84be463ffffffff,174.0,0.0,0.0,40.0,0.0,0.0,0.0
84be465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be467ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be469ffffffff,118.0,0.0,0.0,26.0,0.0,0.0,0.0
84be46bffffffff,61.0,0.0,0.0,23.0,0.0,0.0,0.0
84be46dffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
84be481ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be483ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be485ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be487ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be48dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be491ffffffff,18.0,0.0,0.0,2.0,0.0,0.0,0.0
84be493ffffffff,201.0,0.0,0.0,8.0,0.0,0.0,0.0
84be495ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be497ffffffff,200.0,0.0,0.0,9.0,0.0,0.0,0.0
84be499ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be49dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4a1ffffffff,51.0,0.0,0.0,4.0,0.0,0.0,0.0
84be4a3ffffffff,29.0,0.0,0.0,2.0,0.0,0.0,0.0
84be4a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4abffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4adffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4b1ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4b3ffffffff,33.0,0.0,0.0,5.0,0.0,0.0,0.0
84be4b5ffffffff,40.0,0.0,0.0,14.0,0.0,0.0,0.0
84be4b7ffffffff,14.0,0.0,0.0,2.0,0.0,0.0,0.0
84be4bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4c5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4c9ffffffff,183.0,0.0,0.0,12.0,0.0,0.0,0.0
84be4cbffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4cdffffffff,85.0,0.0,0.0,7.0,0.0,0.0,0.0
84be4d1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4d3ffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4d5ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4d7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4d9ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4dbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4ddffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4e1ffffffff,13.0,0.0,0.0,3.0,0.0,0.0,0.0
84be4e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4e5ffffffff,124.0,0.0,0.0,16.0,0.0,0.0,0.0
84be4e9ffffffff,74.0,0.0,0.0,5.0,0.0,0.0,0.0
84be4ebffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84be4edffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be503ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84be505ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be507ffffffff,196.0,0.0,0.0,0.0,0.0,0.0,0.0
84be509ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84be50bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84be50dffffffff,12.0,0.0,0.0,2.0,0.0,0.0,0.0
84be511ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be517ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
84be51dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be529ffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0
84be52bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84be531ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be533ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84be539ffffffff,261.0,0.0,0.0,2.0,0.0,0.0,0.0
84be53bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
84be541ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
84be545ffffffff,172.0,0.0,0.0,1.0,0.0,0.0,0.0
84be547ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
84be549ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be54bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be54dffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
84be551ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
84be555ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be557ffffffff,167.0,0.0,0.0,0.0,0.0,0.0,0.0
84be559ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84be55bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be55dffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
84be561ffffffff,38.0,0.0,0.0,5.0,0.0,0.0,0.0
84be563ffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0
84be565ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84be569ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
84be56bffffffff,12.0,0.0,0.0,1.0,0.0,0.0,0.0
84be56dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84be593ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84be5a7ffffffff,5.0,0.0,0.0,2.0,0.0,0.0,0.0
84be5b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be5b9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be5d3ffffffff,14.0,0.0,0.0,1.0,0.0,0.0,0.0
84be5d5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84be5d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be5dbffffffff,14.0,0.0,0.0,2.0,0.0,0.0,0.0
84be5e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be601ffffffff,48.0,0.0,0.0,4.0,0.0,0.0,0.0
84be605ffffffff,292.0,0.0,0.0,3.0,0.0,0.0,0.0
84be607ffffffff,945.0,0.0,0.0,45.0,0.0,0.0,0.0
84be60dffffffff,320.0,0.0,0.0,30.0,2.0,0.0,0.0
84be613ffffffff,222.0,0.0,0.0,4.0,0.0,0.0,0.0
84be617ffffffff,569.0,0.0,0.0,20.0,0.0,0.0,0.0
84be621ffffffff,56.0,0.0,0.0,5.0,0.0,0.0,0.0
84be623ffffffff,878.0,0.0,0.0,104.0,7.0,0.0,0.0
84be625ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be627ffffffff,145.0,0.0,0.0,25.0,0.0,0.0,0.0
84be629ffffffff,472.0,0.0,0.0,7.0,0.0,0.0,0.0
84be62bffffffff,511.0,0.0,0.0,34.0,0.0,0.0,0.0
84be62dffffffff,56.0,0.0,0.0,6.0,0.0,0.0,0.0
84be631ffffffff,1477.0,0.0,0.0,74.0,5.0,0.0,0.0
84be633ffffffff,999.0,0.0,0.0,49.0,6.0,0.0,0.0
84be635ffffffff,1842.0,0.0,0.0,125.0,17.0,0.0,0.0
84be637ffffffff,179.0,0.0,0.0,6.0,0.0,0.0,0.0
84be639ffffffff,606.0,0.0,0.0,5.0,0.0,0.0,0.0
84be63bffffffff,2105.0,0.0,0.0,76.0,21.0,0.0,0.0
84be63dffffffff,2488.0,0.0,0.0,84.0,6.0,0.0,0.0
84be647ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be661ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
84be663ffffffff,353.0,0.0,0.0,19.0,0.0,0.0,0.0
84be665ffffffff,27.0,0.0,0.0,2.0,0.0,0.0,0.0
84be667ffffffff,166.0,0.0,0.0,15.0,0.0,0.0,0.0
84be681ffffffff,83.0,0.0,0.0,7.0,0.0,0.0,0.0
84be683ffffffff,166.0,0.0,0.0,3.0,0.0,0.0,0.0
84be685ffffffff,13.0,0.0,0.0,2.0,0.0,0.0,0.0
84be687ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be689ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84be68bffffffff,14.0,0.0,0.0,3.0,0.0,0.0,0.0
84be68dffffffff,239.0,0.0,0.0,29.0,0.0,0.0,0.0
84be695ffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0
84be697ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6a1ffffffff,248.0,0.0,0.0,18.0,0.0,0.0,0.0
84be6a3ffffffff,18.0,0.0,0.0,1.0,0.0,0.0,0.0
84be6a5ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6a7ffffffff,45.0,0.0,0.0,2.0,0.0,0.0,0.0
84be6a9ffffffff,29.0,0.0,0.0,4.0,0.0,0.0,0.0
84be6abffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6adffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6b1ffffffff,112.0,0.0,0.0,4.0,0.0,0.0,0.0
84be6b3ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6b5ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6b7ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6b9ffffffff,29.0,0.0,0.0,3.0,0.0,0.0,0.0
84be6bbffffffff,192.0,0.0,0.0,4.0,0.0,0.0,0.0
84be6bdffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6c5ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6e1ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6e3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6e5ffffffff,155.0,0.0,0.0,9.0,0.0,0.0,0.0
84be6e7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84be6e9ffffffff,344.0,0.0,0.0,33.0,0.0,0.0,0.0
84be6ebffffffff,129.0,0.0,0.0,17.0,0.0,0.0,0.0
84be6edffffffff,495.0,0.0,0.0,14.0,3.0,0.0,0.0
84be701ffffffff,48.0,0.0,0.0,4.0,0.0,0.0,0.0
84be703ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
84be705ffffffff,36.0,0.0,0.0,4.0,0.0,0.0,0.0
84be707ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
84be709ffffffff,31.0,0.0,0.0,7.0,0.0,0.0,0.0
84be70bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be70dffffffff,54.0,0.0,0.0,3.0,0.0,0.0,0.0
84be711ffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
84be713ffffffff,464.0,0.0,0.0,81.0,0.0,0.0,0.0
84be715ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
84be717ffffffff,728.0,0.0,0.0,51.0,0.0,0.0,0.0
84be719ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be71bffffffff,125.0,0.0,0.0,11.0,0.0,0.0,0.0
84be71dffffffff,75.0,0.0,0.0,2.0,0.0,0.0,0.0
84be721ffffffff,414.0,0.0,0.0,23.0,0.0,0.0,0.0
84be723ffffffff,130.0,0.0,0.0,2.0,0.0,0.0,0.0
84be725ffffffff,786.0,0.0,0.0,2.0,0.0,0.0,0.0
84be727ffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
84be729ffffffff,451.0,0.0,0.0,2.0,0.0,0.0,0.0
84be72bffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
84be72dffffffff,7100.0,0.0,0.0,56.0,0.0,0.0,0.0
84be731ffffffff,9.0,0.0,0.0,1.0,0.0,0.0,0.0
84be735ffffffff,48.0,0.0,0.0,4.0,0.0,0.0,0.0
84be737ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
84be739ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
84be73bffffffff,96.0,0.0,0.0,4.0,0.0,0.0,0.0
84be73dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be741ffffffff,151.0,0.0,0.0,13.0,0.0,0.0,0.0
84be743ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
84be745ffffffff,134.0,0.0,0.0,0.0,0.0,0.0,0.0
84be747ffffffff,30.0,0.0,0.0,1.0,0.0,0.0,0.0
84be749ffffffff,170.0,0.0,0.0,7.0,1.0,0.0,0.0
84be74bffffffff,686.0,0.0,0.0,55.0,0.0,0.0,0.0
84be74dffffffff,1182.0,0.0,0.0,32.0,0.0,0.0,0.0
84be751ffffffff,587.0,0.0,0.0,20.0,0.0,0.0,0.0
84be753ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84be755ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84be757ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84be759ffffffff,430.0,0.0,0.0,35.0,2.0,0.0,0.0
84be75bffffffff,194.0,0.0,0.0,24.0,0.0,0.0,0.0
84be75dffffffff,393.0,0.0,0.0,28.0,0.0,0.0,0.0
84be761ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84be763ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84be765ffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
84be767ffffffff,164.0,0.0,0.0,10.0,0.0,0.0,0.0
84be769ffffffff,237.0,0.0,0.0,2.0,0.0,0.0,0.0
84be76bffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0
84be76dffffffff,138.0,0.0,0.0,3.0,0.0,0.0,0.0
84be881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be883ffffffff,190.0,0.0,0.0,3.0,0.0,0.0,0.0
84be887ffffffff,125.0,0.0,0.0,5.0,0.0,0.0,0.0
84be88bffffffff,796.0,0.0,0.0,29.0,0.0,0.0,0.0
84be891ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
84be895ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84be897ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84be899ffffffff,33.0,0.0,0.0,4.0,0.0,0.0,0.0
84be89bffffffff,218.0,0.0,0.0,14.0,0.0,0.0,0.0
84be89dffffffff,159.0,0.0,0.0,4.0,0.0,0.0,0.0
84be8a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84be8b1ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84be8b3ffffffff,11.0,0.0,0.0,1.0,0.0,0.0,0.0
84be8b5ffffffff,19.0,0.0,0.0,5.0,0.0,0.0,0.0
84be8b7ffffffff,66.0,0.0,0.0,18.0,0.0,0.0,0.0
84be8b9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84be8bbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84be8bdffffffff,38.0,0.0,0.0,6.0,0.0,0.0,0.0
84be8d1ffffffff,6620.0,0.0,0.0,394.0,0.0,0.0,0.0
84be8d3ffffffff,300.0,0.0,0.0,17.0,0.0,0.0,0.0
84be8d5ffffffff,405.0,0.0,0.0,42.0,0.0,0.0,0.0
84be8d7ffffffff,471.0,0.0,0.0,30.0,0.0,0.0,0.0
84be8d9ffffffff,2686.0,0.0,0.0,158.0,0.0,0.0,0.0
84be8dbffffffff,1607.0,0.0,0.0,49.0,0.0,0.0,0.0
84be8ddffffffff,499.0,0.0,0.0,32.0,0.0,0.0,0.0
84bea91ffffffff,126.0,0.0,0.0,14.0,0.0,0.0,0.0
84bea93ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
84bea95ffffffff,448.0,0.0,0.0,0.0,0.0,0.0,0.0
84bea97ffffffff,249.0,0.0,0.0,4.0,0.0,0.0,0.0
84bea9bffffffff,53.0,0.0,0.0,2.0,0.0,0.0,0.0
84beab3ffffffff,1894.0,0.0,0.0,204.0,0.0,0.0,0.0
84beab7ffffffff,13.0,0.0,0.0,1.0,0.0,0.0,0.0
84beabbffffffff,753.0,0.0,0.0,59.0,0.0,0.0,0.0
84bec05ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec07ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec4dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec59ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec5dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec61ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec63ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec69ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec6dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec89ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84bec8bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
