cell_id,Gallinula galeata,Gallinula galeata [galeata Group],Gallinula galeata garmani,Gallinula galeata sandvicensis
84274d5ffffffff,67.0,0.0,0.0,0.0
84274d7ffffffff,38.0,0.0,0.0,0.0
84274dbffffffff,2.0,0.0,0.0,0.0
84274ddffffffff,16.0,0.0,0.0,0.0
84274e1ffffffff,3.0,0.0,0.0,0.0
84274e3ffffffff,134.0,0.0,0.0,0.0
84274edffffffff,4.0,0.0,0.0,0.0
8427513ffffffff,10.0,0.0,0.0,0.0
8427521ffffffff,5.0,0.0,0.0,0.0
8427527ffffffff,14.0,0.0,0.0,0.0
8427537ffffffff,14.0,0.0,0.0,0.0
842753dffffffff,2.0,0.0,0.0,0.0
8427569ffffffff,1.0,0.0,0.0,0.0
8427581ffffffff,83.0,0.0,0.0,0.0
8427583ffffffff,5.0,0.0,0.0,0.0
8427585ffffffff,7.0,0.0,0.0,0.0
8427587ffffffff,3.0,0.0,0.0,0.0
842758bffffffff,5.0,2.0,0.0,0.0
842758dffffffff,4.0,0.0,0.0,0.0
8427591ffffffff,62.0,0.0,0.0,0.0
8427593ffffffff,13.0,0.0,0.0,0.0
8427597ffffffff,5.0,0.0,0.0,0.0
8427599ffffffff,9.0,2.0,0.0,0.0
842759bffffffff,23.0,1.0,0.0,0.0
842759dffffffff,4.0,0.0,0.0,0.0
84275b3ffffffff,2.0,0.0,0.0,0.0
84275b5ffffffff,56.0,0.0,0.0,0.0
84275b7ffffffff,15.0,0.0,0.0,0.0
84275b9ffffffff,1.0,0.0,0.0,0.0
84275c1ffffffff,8.0,0.0,0.0,0.0
84275c3ffffffff,11.0,2.0,0.0,0.0
84275c7ffffffff,2.0,0.0,0.0,0.0
84275c9ffffffff,7.0,0.0,0.0,0.0
84275cdffffffff,33.0,0.0,0.0,0.0
84275d5ffffffff,8.0,0.0,0.0,0.0
84275d7ffffffff,2.0,0.0,0.0,0.0
84275d9ffffffff,1.0,0.0,0.0,0.0
84275ddffffffff,6.0,2.0,0.0,0.0
84275e5ffffffff,9.0,0.0,0.0,0.0
842763bffffffff,46.0,0.0,0.0,0.0
8427685ffffffff,2.0,0.0,0.0,0.0
8427693ffffffff,2.0,0.0,0.0,0.0
8427699ffffffff,6.0,0.0,0.0,0.0
84276a7ffffffff,2.0,0.0,0.0,0.0
84276b5ffffffff,5.0,0.0,0.0,0.0
84276b7ffffffff,35.0,0.0,0.0,0.0
84276c5ffffffff,2.0,0.0,0.0,0.0
84276d5ffffffff,2.0,0.0,0.0,0.0
84276edffffffff,36.0,0.0,0.0,0.0
842771dffffffff,6.0,0.0,0.0,0.0
842802bffffffff,5.0,0.0,0.0,0.0
842806bffffffff,4.0,0.0,0.0,0.0
8428117ffffffff,6.0,0.0,0.0,0.0
842813bffffffff,18.0,0.0,0.0,0.0
8428151ffffffff,8.0,0.0,0.0,0.0
842816bffffffff,2.0,0.0,0.0,0.0
8428301ffffffff,29.0,1.0,0.0,0.0
8428303ffffffff,2.0,0.0,0.0,0.0
8428305ffffffff,9.0,0.0,0.0,0.0
8428307ffffffff,2.0,0.0,0.0,0.0
8428309ffffffff,18.0,1.0,0.0,0.0
842830bffffffff,38.0,9.0,0.0,0.0
842830dffffffff,12.0,0.0,0.0,0.0
8428317ffffffff,9.0,0.0,0.0,0.0
8428321ffffffff,12.0,0.0,0.0,0.0
8428323ffffffff,30.0,0.0,0.0,0.0
8428329ffffffff,8.0,0.0,0.0,0.0
842832bffffffff,3.0,2.0,0.0,0.0
8428335ffffffff,1.0,0.0,0.0,0.0
8428341ffffffff,2.0,0.0,0.0,0.0
8428343ffffffff,38.0,0.0,0.0,0.0
8428347ffffffff,19.0,1.0,0.0,0.0
842834dffffffff,199.0,5.0,0.0,0.0
8428357ffffffff,1.0,0.0,0.0,0.0
8428363ffffffff,343.0,0.0,0.0,0.0
8428365ffffffff,49.0,0.0,0.0,0.0
8428367ffffffff,66.0,0.0,0.0,0.0
8428369ffffffff,2.0,0.0,0.0,0.0
842836bffffffff,126.0,0.0,0.0,0.0
8428843ffffffff,3.0,0.0,0.0,0.0
8428de9ffffffff,2.0,0.0,0.0,0.0
8429127ffffffff,13.0,0.0,0.0,0.0
8429137ffffffff,10.0,3.0,0.0,0.0
84291a7ffffffff,35.0,3.0,0.0,0.0
842982bffffffff,5.0,0.0,0.0,0.0
8429841ffffffff,2.0,0.0,0.0,0.0
8429849ffffffff,2.0,0.0,0.0,0.0
8429855ffffffff,42.0,0.0,0.0,0.0
8429869ffffffff,10.0,0.0,0.0,0.0
8429893ffffffff,1.0,1.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0,0.0
84298b9ffffffff,4.0,0.0,0.0,0.0
84298c3ffffffff,2.0,0.0,0.0,0.0
84298c9ffffffff,8.0,0.0,0.0,0.0
84298cdffffffff,3.0,0.0,0.0,0.0
84298d5ffffffff,4.0,0.0,0.0,0.0
8429951ffffffff,3.0,0.0,0.0,0.0
8429957ffffffff,6.0,0.0,0.0,0.0
8429a01ffffffff,4.0,0.0,0.0,0.0
8429a07ffffffff,11.0,0.0,0.0,0.0
8429a0bffffffff,26.0,9.0,0.0,0.0
8429a17ffffffff,1.0,0.0,0.0,0.0
8429a19ffffffff,2.0,0.0,0.0,0.0
8429a1dffffffff,28.0,0.0,0.0,0.0
8429a31ffffffff,6.0,0.0,0.0,0.0
8429a3dffffffff,2.0,0.0,0.0,0.0
8429a41ffffffff,24.0,24.0,0.0,0.0
8429a43ffffffff,14.0,14.0,0.0,0.0
8429a45ffffffff,43.0,39.0,0.0,0.0
8429a47ffffffff,22.0,17.0,0.0,0.0
8429a4dffffffff,95.0,88.0,0.0,0.0
8429a55ffffffff,2.0,0.0,0.0,0.0
8429a61ffffffff,64.0,0.0,0.0,0.0
8429a63ffffffff,10.0,0.0,0.0,0.0
8429a6dffffffff,24.0,3.0,0.0,0.0
8429a89ffffffff,2.0,2.0,0.0,0.0
8429a97ffffffff,2.0,0.0,0.0,0.0
8429a9bffffffff,3.0,0.0,0.0,0.0
8429aa7ffffffff,20.0,0.0,0.0,0.0
8429ab9ffffffff,2.0,0.0,0.0,0.0
8429abbffffffff,3.0,0.0,0.0,0.0
8429ac3ffffffff,1.0,0.0,0.0,0.0
8429ac9ffffffff,35.0,0.0,0.0,0.0
8429acbffffffff,17.0,4.0,0.0,0.0
8429ad1ffffffff,1.0,0.0,0.0,0.0
8429ad3ffffffff,16.0,0.0,0.0,0.0
8429addffffffff,71.0,1.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0,0.0
8429b01ffffffff,2.0,0.0,0.0,0.0
8429b0bffffffff,1.0,0.0,0.0,0.0
8429b13ffffffff,2.0,0.0,0.0,0.0
8429b2dffffffff,22.0,0.0,0.0,0.0
842a065ffffffff,9.0,0.0,0.0,0.0
842a06dffffffff,2.0,2.0,0.0,0.0
842a101ffffffff,16.0,0.0,0.0,0.0
842a103ffffffff,64.0,0.0,0.0,0.0
842a105ffffffff,31.0,0.0,0.0,0.0
842a107ffffffff,54.0,0.0,0.0,0.0
842a109ffffffff,11.0,5.0,0.0,0.0
842a10bffffffff,141.0,0.0,0.0,0.0
842a10dffffffff,26.0,0.0,0.0,0.0
842a121ffffffff,4.0,0.0,0.0,0.0
842a123ffffffff,3.0,0.0,0.0,0.0
842a129ffffffff,9.0,0.0,0.0,0.0
842a12bffffffff,18.0,2.0,0.0,0.0
842a133ffffffff,55.0,0.0,0.0,0.0
842a135ffffffff,5.0,0.0,0.0,0.0
842a139ffffffff,34.0,0.0,0.0,0.0
842a13dffffffff,19.0,0.0,0.0,0.0
842a141ffffffff,58.0,0.0,0.0,0.0
842a143ffffffff,61.0,1.0,0.0,0.0
842a145ffffffff,7.0,0.0,0.0,0.0
842a147ffffffff,11.0,0.0,0.0,0.0
842a14bffffffff,10.0,1.0,0.0,0.0
842a14dffffffff,21.0,0.0,0.0,0.0
842a151ffffffff,6.0,0.0,0.0,0.0
842a155ffffffff,20.0,0.0,0.0,0.0
842a159ffffffff,7.0,0.0,0.0,0.0
842a15dffffffff,30.0,4.0,0.0,0.0
842a163ffffffff,37.0,0.0,0.0,0.0
842a169ffffffff,4.0,0.0,0.0,0.0
842a1a5ffffffff,214.0,10.0,0.0,0.0
842a301ffffffff,51.0,0.0,0.0,0.0
842a305ffffffff,1.0,0.0,0.0,0.0
842a307ffffffff,93.0,1.0,0.0,0.0
842a30dffffffff,61.0,0.0,0.0,0.0
842a311ffffffff,21.0,0.0,0.0,0.0
842a313ffffffff,202.0,0.0,0.0,0.0
842a315ffffffff,12.0,0.0,0.0,0.0
842a317ffffffff,14.0,0.0,0.0,0.0
842a31dffffffff,4.0,0.0,0.0,0.0
842a321ffffffff,11.0,0.0,0.0,0.0
842a323ffffffff,4.0,0.0,0.0,0.0
842a327ffffffff,16.0,0.0,0.0,0.0
842a329ffffffff,1.0,0.0,0.0,0.0
842a32bffffffff,20.0,0.0,0.0,0.0
842a32dffffffff,11.0,0.0,0.0,0.0
842a331ffffffff,6.0,0.0,0.0,0.0
842a333ffffffff,85.0,0.0,0.0,0.0
842a335ffffffff,3.0,0.0,0.0,0.0
842a337ffffffff,10.0,0.0,0.0,0.0
842a339ffffffff,22.0,0.0,0.0,0.0
842a33bffffffff,65.0,0.0,0.0,0.0
842a33dffffffff,2.0,0.0,0.0,0.0
842a347ffffffff,55.0,0.0,0.0,0.0
842a349ffffffff,4.0,0.0,0.0,0.0
842a361ffffffff,7.0,0.0,0.0,0.0
842a363ffffffff,6.0,0.0,0.0,0.0
842a365ffffffff,39.0,5.0,0.0,0.0
842a369ffffffff,1.0,0.0,0.0,0.0
842a36bffffffff,5.0,0.0,0.0,0.0
842a4c1ffffffff,1.0,1.0,0.0,0.0
842a839ffffffff,2.0,0.0,0.0,0.0
842a841ffffffff,3.0,0.0,0.0,0.0
842a843ffffffff,3.0,0.0,0.0,0.0
842a84bffffffff,7.0,0.0,0.0,0.0
842a851ffffffff,2.0,0.0,0.0,0.0
842a853ffffffff,6.0,0.0,0.0,0.0
842a857ffffffff,3.0,0.0,0.0,0.0
842a859ffffffff,6.0,0.0,0.0,0.0
842a85bffffffff,4.0,0.0,0.0,0.0
842a85dffffffff,3.0,0.0,0.0,0.0
842a861ffffffff,2.0,0.0,0.0,0.0
842a863ffffffff,7.0,0.0,0.0,0.0
842a865ffffffff,8.0,0.0,0.0,0.0
842a86bffffffff,2.0,0.0,0.0,0.0
842a86dffffffff,2.0,0.0,0.0,0.0
842a88dffffffff,1.0,0.0,0.0,0.0
842a897ffffffff,7.0,0.0,0.0,0.0
842a8a9ffffffff,5.0,0.0,0.0,0.0
842a8b5ffffffff,13.0,0.0,0.0,0.0
842a8bbffffffff,3.0,0.0,0.0,0.0
842a8c1ffffffff,11.0,0.0,0.0,0.0
842a8c5ffffffff,2.0,0.0,0.0,0.0
842a8c7ffffffff,7.0,0.0,0.0,0.0
842a8cdffffffff,2.0,0.0,0.0,0.0
842a8d9ffffffff,40.0,0.0,0.0,0.0
842a8e3ffffffff,36.0,1.0,0.0,0.0
842a90bffffffff,6.0,0.0,0.0,0.0
842a919ffffffff,2.0,0.0,0.0,0.0
842a91dffffffff,25.0,0.0,0.0,0.0
842a925ffffffff,2.0,0.0,0.0,0.0
842a931ffffffff,37.0,0.0,0.0,0.0
842a935ffffffff,6.0,0.0,0.0,0.0
842a937ffffffff,1.0,0.0,0.0,0.0
842a943ffffffff,3.0,0.0,0.0,0.0
842a947ffffffff,1.0,0.0,0.0,0.0
842a953ffffffff,7.0,0.0,0.0,0.0
842a955ffffffff,4.0,0.0,0.0,0.0
842a957ffffffff,6.0,0.0,0.0,0.0
842a959ffffffff,6.0,0.0,0.0,0.0
842a95dffffffff,2.0,0.0,0.0,0.0
842a997ffffffff,2.0,0.0,0.0,0.0
842a9b3ffffffff,39.0,0.0,0.0,0.0
842a9bbffffffff,14.0,0.0,0.0,0.0
842aa03ffffffff,6.0,0.0,0.0,0.0
842aa09ffffffff,39.0,0.0,0.0,0.0
842aa0bffffffff,2.0,0.0,0.0,0.0
842aa13ffffffff,11.0,0.0,0.0,0.0
842aa17ffffffff,9.0,0.0,0.0,0.0
842aa19ffffffff,7.0,0.0,0.0,0.0
842aa1dffffffff,26.0,0.0,0.0,0.0
842aa31ffffffff,14.0,0.0,0.0,0.0
842aa33ffffffff,4.0,0.0,0.0,0.0
842aa35ffffffff,2.0,0.0,0.0,0.0
842aa39ffffffff,63.0,0.0,0.0,0.0
842aa3bffffffff,11.0,0.0,0.0,0.0
842aa3dffffffff,2.0,0.0,0.0,0.0
842aa41ffffffff,3.0,0.0,0.0,0.0
842aa43ffffffff,25.0,0.0,0.0,0.0
842aa45ffffffff,2.0,0.0,0.0,0.0
842aa49ffffffff,98.0,0.0,0.0,0.0
842aa4bffffffff,116.0,0.0,0.0,0.0
842aa4dffffffff,24.0,1.0,0.0,0.0
842aa51ffffffff,8.0,0.0,0.0,0.0
842aa53ffffffff,35.0,0.0,0.0,0.0
842aa5bffffffff,14.0,0.0,0.0,0.0
842aa5dffffffff,4.0,0.0,0.0,0.0
842aa63ffffffff,2.0,2.0,0.0,0.0
842aa69ffffffff,11.0,0.0,0.0,0.0
842aa81ffffffff,9.0,0.0,0.0,0.0
842aa83ffffffff,15.0,0.0,0.0,0.0
842aa85ffffffff,32.0,0.0,0.0,0.0
842aa87ffffffff,34.0,0.0,0.0,0.0
842aa89ffffffff,172.0,10.0,0.0,0.0
842aa8bffffffff,23.0,2.0,0.0,0.0
842aa8dffffffff,73.0,4.0,0.0,0.0
842aa91ffffffff,8.0,0.0,0.0,0.0
842aa95ffffffff,2.0,0.0,0.0,0.0
842aa99ffffffff,46.0,2.0,0.0,0.0
842aa9bffffffff,22.0,2.0,0.0,0.0
842aa9dffffffff,11.0,0.0,0.0,0.0
842aaa1ffffffff,5.0,0.0,0.0,0.0
842aaa9ffffffff,85.0,2.0,0.0,0.0
842aaabffffffff,13.0,0.0,0.0,0.0
842aaadffffffff,4.0,0.0,0.0,0.0
842aab3ffffffff,2.0,0.0,0.0,0.0
842aab7ffffffff,2.0,0.0,0.0,0.0
842aabdffffffff,2.0,0.0,0.0,0.0
842aac1ffffffff,28.0,0.0,0.0,0.0
842aac3ffffffff,28.0,0.0,0.0,0.0
842aac7ffffffff,57.0,0.0,0.0,0.0
842aac9ffffffff,20.0,0.0,0.0,0.0
842aacbffffffff,269.0,4.0,0.0,0.0
842aacdffffffff,8.0,2.0,0.0,0.0
842aad1ffffffff,63.0,2.0,0.0,0.0
842aad3ffffffff,2.0,0.0,0.0,0.0
842aad5ffffffff,79.0,0.0,0.0,0.0
842aae1ffffffff,4.0,0.0,0.0,0.0
842aae3ffffffff,4.0,0.0,0.0,0.0
842aae7ffffffff,6.0,0.0,0.0,0.0
842aae9ffffffff,3.0,0.0,0.0,0.0
842aaebffffffff,4.0,2.0,0.0,0.0
842aaedffffffff,6.0,0.0,0.0,0.0
842ab03ffffffff,12.0,0.0,0.0,0.0
842ab05ffffffff,8.0,0.0,0.0,0.0
842ab09ffffffff,50.0,0.0,0.0,0.0
842ab0dffffffff,50.0,0.0,0.0,0.0
842ab13ffffffff,2.0,2.0,0.0,0.0
842ab15ffffffff,4.0,0.0,0.0,0.0
842ab17ffffffff,5.0,0.0,0.0,0.0
842ab21ffffffff,134.0,11.0,0.0,0.0
842ab25ffffffff,4.0,0.0,0.0,0.0
842ab27ffffffff,35.0,0.0,0.0,0.0
842ab29ffffffff,41.0,8.0,0.0,0.0
842ab2bffffffff,43.0,1.0,0.0,0.0
842ab33ffffffff,2.0,0.0,0.0,0.0
842ab3bffffffff,20.0,0.0,0.0,0.0
842ab3dffffffff,2.0,0.0,0.0,0.0
842ab47ffffffff,3.0,0.0,0.0,0.0
842ab49ffffffff,32.0,2.0,0.0,0.0
842ab4bffffffff,32.0,0.0,0.0,0.0
842ab55ffffffff,89.0,12.0,0.0,0.0
842ab57ffffffff,8.0,2.0,0.0,0.0
842ab59ffffffff,4.0,0.0,0.0,0.0
842ab5dffffffff,3.0,0.0,0.0,0.0
842ab61ffffffff,8.0,0.0,0.0,0.0
842ab63ffffffff,47.0,0.0,0.0,0.0
842ab67ffffffff,28.0,0.0,0.0,0.0
842ab6bffffffff,123.0,0.0,0.0,0.0
842ac6dffffffff,6.0,0.0,0.0,0.0
842ad37ffffffff,2.0,2.0,0.0,0.0
842ad39ffffffff,2.0,0.0,0.0,0.0
842ad51ffffffff,13.0,0.0,0.0,0.0
842ad55ffffffff,2.0,0.0,0.0,0.0
842ad59ffffffff,38.0,4.0,0.0,0.0
842ad5bffffffff,4.0,0.0,0.0,0.0
842ad5dffffffff,2.0,0.0,0.0,0.0
842ad6dffffffff,19.0,0.0,0.0,0.0
842af03ffffffff,43.0,0.0,0.0,0.0
842af05ffffffff,60.0,0.0,0.0,0.0
842af0dffffffff,27.0,0.0,0.0,0.0
842af15ffffffff,87.0,0.0,0.0,0.0
842af17ffffffff,33.0,0.0,0.0,0.0
842af31ffffffff,76.0,0.0,0.0,0.0
842af33ffffffff,2.0,0.0,0.0,0.0
842af37ffffffff,3.0,1.0,0.0,0.0
842af61ffffffff,20.0,0.0,0.0,0.0
842af63ffffffff,8.0,0.0,0.0,0.0
842af65ffffffff,21.0,0.0,0.0,0.0
842af69ffffffff,59.0,0.0,0.0,0.0
842af6bffffffff,22.0,0.0,0.0,0.0
842b003ffffffff,21.0,0.0,0.0,0.0
842b007ffffffff,8.0,0.0,0.0,0.0
842b00bffffffff,2.0,0.0,0.0,0.0
842b013ffffffff,11.0,0.0,0.0,0.0
842b02bffffffff,116.0,0.0,0.0,0.0
842b035ffffffff,4.0,0.0,0.0,0.0
842b039ffffffff,2.0,0.0,0.0,0.0
842b0a1ffffffff,16.0,0.0,0.0,0.0
842b0a7ffffffff,2.0,0.0,0.0,0.0
842b0c5ffffffff,17.0,0.0,0.0,0.0
842b115ffffffff,6.0,0.0,0.0,0.0
842b125ffffffff,2.0,0.0,0.0,0.0
842b129ffffffff,2.0,0.0,0.0,0.0
842b133ffffffff,2.0,0.0,0.0,0.0
842b167ffffffff,13.0,0.0,0.0,0.0
842b16bffffffff,4.0,0.0,0.0,0.0
842b187ffffffff,6.0,0.0,0.0,0.0
842b189ffffffff,2.0,0.0,0.0,0.0
842b199ffffffff,2.0,0.0,0.0,0.0
842b1a1ffffffff,7.0,0.0,0.0,0.0
842b1a3ffffffff,12.0,0.0,0.0,0.0
842b1a9ffffffff,21.0,1.0,0.0,0.0
842b1abffffffff,1.0,0.0,0.0,0.0
842b1adffffffff,16.0,0.0,0.0,0.0
842b1cbffffffff,4.0,0.0,0.0,0.0
842b1d1ffffffff,1.0,0.0,0.0,0.0
842b1d9ffffffff,2.0,0.0,0.0,0.0
842b2a5ffffffff,5.0,0.0,0.0,0.0
842b303ffffffff,12.0,0.0,0.0,0.0
842b807ffffffff,1.0,0.0,0.0,0.0
842b811ffffffff,15.0,3.0,0.0,0.0
842b813ffffffff,1.0,0.0,0.0,0.0
842b815ffffffff,10.0,0.0,0.0,0.0
842b817ffffffff,21.0,8.0,0.0,0.0
842b81bffffffff,8.0,1.0,0.0,0.0
842b823ffffffff,2.0,0.0,0.0,0.0
842b831ffffffff,16.0,0.0,0.0,0.0
842b833ffffffff,12.0,0.0,0.0,0.0
842b835ffffffff,117.0,1.0,0.0,0.0
842b83bffffffff,13.0,0.0,0.0,0.0
842b883ffffffff,6.0,0.0,0.0,0.0
842b893ffffffff,4.0,0.0,0.0,0.0
842b899ffffffff,2.0,0.0,0.0,0.0
842b89bffffffff,52.0,0.0,0.0,0.0
842b8a1ffffffff,3.0,0.0,0.0,0.0
842b8a3ffffffff,39.0,0.0,0.0,0.0
842b8a7ffffffff,55.0,0.0,0.0,0.0
842b8adffffffff,27.0,27.0,0.0,0.0
842b8b1ffffffff,28.0,1.0,0.0,0.0
842b8b7ffffffff,9.0,0.0,0.0,0.0
842b8b9ffffffff,18.0,0.0,0.0,0.0
842b8bdffffffff,10.0,0.0,0.0,0.0
842b8cbffffffff,19.0,0.0,0.0,0.0
842b8d1ffffffff,12.0,0.0,0.0,0.0
842b8d5ffffffff,10.0,0.0,0.0,0.0
842b8dbffffffff,11.0,0.0,0.0,0.0
842b8ddffffffff,9.0,0.0,0.0,0.0
842b8e5ffffffff,9.0,0.0,0.0,0.0
842b8e7ffffffff,17.0,0.0,0.0,0.0
842b8e9ffffffff,27.0,3.0,0.0,0.0
842b8edffffffff,4.0,0.0,0.0,0.0
842b909ffffffff,3.0,0.0,0.0,0.0
842b939ffffffff,16.0,0.0,0.0,0.0
842b947ffffffff,8.0,0.0,0.0,0.0
842b981ffffffff,72.0,4.0,0.0,0.0
842b983ffffffff,25.0,1.0,0.0,0.0
842b987ffffffff,9.0,0.0,0.0,0.0
842b98bffffffff,22.0,10.0,0.0,0.0
842b98dffffffff,5.0,4.0,0.0,0.0
842b991ffffffff,70.0,0.0,0.0,0.0
842b993ffffffff,41.0,0.0,0.0,0.0
842b997ffffffff,36.0,0.0,0.0,0.0
842b999ffffffff,2.0,0.0,0.0,0.0
842b99dffffffff,5.0,5.0,0.0,0.0
