cell_id,Regulus regulus,Regulus regulus [regulus Group],Regulus regulus ellenthalerae,Regulus regulus teneriffae,Regulus regulus azoricus,Regulus regulus sanctaemariae,Regulus regulus inermis,Regulus regulus [himalayensis Group]
83099efffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a0fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a4fffffffff,259.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a6fffffffff,91.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8309abfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830bb0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831023fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310c0fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310c2fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310d3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310dcfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310eefffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8310f2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831100fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831103fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831104fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831105fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831106fffffffff,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831113fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831116fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831120fffffffff,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831121fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831122fffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831123fffffffff,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831124fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831125fffffffff,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831126fffffffff,210.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
831128fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83112afffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83112dfffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83112efffffffff,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831130fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831131fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831134fffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831135fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831136fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831154fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831180fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831181fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831185fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831188fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83118afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83118bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83118cfffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83118efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311a4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311a6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311a8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311aafffffffff,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311abfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311acfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311aefffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8311b4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83148cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8314aefffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8314cbfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83159cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831801fffffffff,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831805fffffffff,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83180cfffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831820fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831821fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831823fffffffff,136.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831825fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831828fffffffff,190.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
831829fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83182afffffffff,122.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83182cfffffffff,1317.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
83182dfffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83182efffffffff,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831844fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831845fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831846fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831849fffffffff,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83184afffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83184bfffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83184dfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831859fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83185bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831860fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831861fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831862fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831863fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831865fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831866fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831868fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831869fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83186afffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83186bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83186cfffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83186dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831870fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831871fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831872fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831873fffffffff,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831874fffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831875fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831876fffffffff,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831901fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831908fffffffff,116.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831909fffffffff,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83190afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83190bfffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83190cfffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83190dfffffffff,625.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
83190efffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831926fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831928fffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831929fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83192afffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83192bfffffffff,174.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83192cfffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831940fffffffff,688.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
831941fffffffff,2072.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0
831942fffffffff,1924.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0
831943fffffffff,814.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
831946fffffffff,227.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831948fffffffff,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831949fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83194afffffffff,1714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83194bfffffffff,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83194cfffffffff,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83194dfffffffff,266.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
83194efffffffff,1022.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
831950fffffffff,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831951fffffffff,428.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
831952fffffffff,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831953fffffffff,103.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831954fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831955fffffffff,303.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
831956fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831958fffffffff,458.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
831959fffffffff,1285.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
83195afffffffff,129.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83195bfffffffff,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83195cfffffffff,1082.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83195dfffffffff,1470.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
83195efffffffff,124.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831968fffffffff,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831969fffffffff,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83196bfffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83196cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83196dfffffffff,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831972fffffffff,421.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831973fffffffff,250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831976fffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e00fffffffff,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831e01fffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e02fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e03fffffffff,150.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
831e04fffffffff,152.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
831e05fffffffff,156.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e06fffffffff,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e08fffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e09fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0afffffffff,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0bfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0cfffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0efffffffff,118.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e10fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e11fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e12fffffffff,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e13fffffffff,158.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831e14fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e15fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e16fffffffff,106.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e18fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e19fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1bfffffffff,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1cfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1dfffffffff,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1efffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e20fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e21fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e22fffffffff,381.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831e23fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e24fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e25fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e26fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e28fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e29fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2afffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2bfffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2efffffffff,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e30fffffffff,232.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e31fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e32fffffffff,273.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e33fffffffff,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e34fffffffff,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e35fffffffff,447.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e36fffffffff,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e41fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e42fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e46fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e4dfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e50fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e51fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e52fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e54fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e55fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5cfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e60fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e61fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e63fffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e69fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e6afffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e6bfffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e6dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e6efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e72fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e73fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e74fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e75fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e76fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e80fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e81fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831e82fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
