cell_id,Toxostoma lecontei,Toxostoma lecontei lecontei/macmillanorum,Toxostoma lecontei arenicola
822987fffffffff,173.0,0.0,0.0
82298ffffffffff,18.0,0.0,0.0
8229a7fffffffff,2085.0,0.0,0.0
8229affffffffff,1020.0,0.0,0.0
8229b7fffffffff,784.0,0.0,0.0
824857fffffffff,6.0,0.0,3.0
82485ffffffffff,51.0,16.0,0.0
824877fffffffff,101.0,0.0,42.0
8248effffffffff,16.0,0.0,0.0
