cell_id,Clytorhynchus vitiensis,Clytorhynchus vitiensis powelli,Clytorhynchus vitiensis [vitiensis Group],Clytorhynchus vitiensis fortunae,Clytorhynchus vitiensis keppeli
849b4cdffffffff,2.0,0.0,0.0,0.0,0.0
849b5d9ffffffff,1.0,0.0,0.0,0.0,0.0
849b6a7ffffffff,1.0,0.0,0.0,0.0,0.0
849b6e7ffffffff,1.0,0.0,0.0,0.0,0.0
849b897ffffffff,9.0,1.0,0.0,0.0,0.0
