cell_id,Hirundo rustica,Hirundo rustica rustica,Hirundo rustica savignii,Hirundo rustica transitiva,Hirundo rustica tytleri,Hirundo rustica gutturalis/mandschurica,Hirundo rustica erythrogaster
820127fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820137fffffffff,78.0,8.0,0.0,0.0,0.0,0.0,0.0
8201b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820247fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82024ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8202cffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8204cffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
820747fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
82074ffffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
820757fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82075ffffffffff,37.0,12.0,0.0,0.0,0.0,0.0,0.0
820767fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
820777fffffffff,11.0,11.0,0.0,0.0,0.0,0.0,0.0
820807fffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0
820817fffffffff,134.0,5.0,0.0,0.0,0.0,0.0,0.0
82081ffffffffff,47.0,4.0,0.0,0.0,0.0,0.0,0.0
82082ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
820837fffffffff,97.0,3.0,0.0,0.0,0.0,0.0,0.0
820887fffffffff,638.0,214.0,0.0,0.0,0.0,0.0,0.0
82088ffffffffff,228.0,104.0,0.0,0.0,0.0,0.0,0.0
820897fffffffff,180.0,72.0,0.0,0.0,0.0,0.0,0.0
82089ffffffffff,1647.0,243.0,0.0,0.0,0.0,0.0,0.0
8208a7fffffffff,156.0,35.0,0.0,0.0,0.0,0.0,0.0
8208affffffffff,14.0,7.0,0.0,0.0,0.0,0.0,0.0
8208b7fffffffff,212.0,24.0,0.0,0.0,0.0,0.0,0.0
8208c7fffffffff,75.0,13.0,0.0,0.0,0.0,0.0,0.0
8208cffffffffff,79.0,11.0,0.0,0.0,0.0,0.0,0.0
8208d7fffffffff,322.0,38.0,0.0,0.0,0.0,0.0,0.0
8208dffffffffff,187.0,22.0,0.0,0.0,0.0,0.0,0.0
8208e7fffffffff,23.0,5.0,0.0,0.0,0.0,0.0,0.0
8208effffffffff,29.0,2.0,0.0,0.0,0.0,0.0,0.0
8208f7fffffffff,49.0,10.0,0.0,0.0,0.0,0.0,0.0
82094ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82095ffffffffff,25.0,2.0,0.0,0.0,0.0,0.0,0.0
820987fffffffff,280.0,7.0,0.0,0.0,0.0,0.0,0.0
82098ffffffffff,110.0,9.0,0.0,0.0,0.0,0.0,0.0
820997fffffffff,421.0,4.0,0.0,0.0,0.0,0.0,0.0
82099ffffffffff,465.0,49.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,307.0,23.0,0.0,0.0,0.0,0.0,0.0
8209affffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
820b97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820b9ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
820bb7fffffffff,8.0,1.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
820c6ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
820d4ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820d67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
820d6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,533.0,0.0,0.0,0.0,0.0,0.0,2.0
820e5ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,134.0,0.0,0.0,0.0,0.0,0.0,0.0
820e9ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,1.0
820ecffffffffff,192.0,0.0,0.0,0.0,0.0,0.0,27.0
820ed7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820edffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,1.0
820eeffffffffff,84.0,0.0,0.0,0.0,0.0,0.0,1.0
820ef7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
820f0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821017fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
821027fffffffff,11.0,3.0,0.0,0.0,0.0,0.0,0.0
821037fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821087fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
82108ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821097fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82109ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8210a7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8210b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8210c7fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0
8210d7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8210dffffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
8210effffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8210f7fffffffff,12.0,1.0,0.0,0.0,0.0,0.0,0.0
821107fffffffff,361.0,15.0,0.0,0.0,0.0,0.0,0.0
821117fffffffff,57.0,2.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,222.0,51.0,0.0,0.0,0.0,0.0,0.0
82112ffffffffff,74.0,15.0,0.0,0.0,0.0,0.0,0.0
821137fffffffff,84.0,6.0,0.0,0.0,0.0,0.0,0.0
821157fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821177fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,96.0,14.0,0.0,0.0,0.0,0.0,0.0
82118ffffffffff,371.0,53.0,0.0,0.0,0.0,0.0,0.0
821197fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82119ffffffffff,29.0,2.0,0.0,0.0,0.0,0.0,0.0
8211a7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
