cell_id,Dicrurus forficatus,Dicrurus forficatus forficatus,Dicrurus forficatus potior
83a214fffffffff,2.0,0.0,0.0
83a231fffffffff,1.0,1.0,0.0
83a2a4fffffffff,1.0,1.0,0.0
83a38bfffffffff,1.0,1.0,0.0
