cell_id,Sylvietta leucophrys,Sylvietta leucophrys leucophrys/chloronota,Sylvietta leucophrys chapini
826ac7fffffffff,9.0,1.0,0.0
826adffffffffff,629.0,70.0,0.0
826aeffffffffff,4.0,0.0,0.0
827a47fffffffff,52.0,0.0,0.0
827a4ffffffffff,53.0,1.0,0.0
827a6ffffffffff,64.0,0.0,0.0
8296d7fffffffff,1.0,0.0,0.0
