cell_id,Leptotila verreauxi,Leptotila verreauxi [verreauxi Group],Leptotila verreauxi decolor,Leptotila verreauxi [brasiliensis Group]
828117fffffffff,40.0,0.0,0.0,3.0
82811ffffffffff,20.0,0.0,0.0,0.0
828127fffffffff,256.0,0.0,0.0,7.0
82812ffffffffff,70.0,0.0,0.0,7.0
828137fffffffff,232.0,0.0,0.0,4.0
828147fffffffff,218.0,0.0,0.0,0.0
82814ffffffffff,133.0,0.0,0.0,0.0
828157fffffffff,4.0,0.0,0.0,0.0
82815ffffffffff,34.0,0.0,0.0,1.0
828167fffffffff,150.0,0.0,0.0,0.0
828177fffffffff,260.0,0.0,0.0,0.0
828187fffffffff,304.0,0.0,0.0,38.0
82818ffffffffff,109.0,0.0,0.0,0.0
82819ffffffffff,41.0,0.0,0.0,0.0
8281a7fffffffff,18.0,0.0,0.0,9.0
8281affffffffff,54.0,0.0,0.0,0.0
828a07fffffffff,34.0,0.0,0.0,5.0
828a17fffffffff,11.0,0.0,0.0,0.0
828a1ffffffffff,3.0,0.0,0.0,1.0
828a27fffffffff,10.0,0.0,0.0,0.0
828a37fffffffff,8.0,0.0,0.0,2.0
828a47fffffffff,161.0,0.0,0.0,1.0
828a5ffffffffff,1.0,0.0,0.0,1.0
828a6ffffffffff,271.0,0.0,0.0,0.0
828a77fffffffff,11.0,0.0,0.0,0.0
828a87fffffffff,24.0,0.0,0.0,0.0
828a8ffffffffff,18.0,0.0,0.0,0.0
828a97fffffffff,3.0,0.0,0.0,0.0
828a9ffffffffff,25.0,0.0,0.0,2.0
828aaffffffffff,84.0,0.0,0.0,1.0
828ad7fffffffff,1.0,0.0,0.0,0.0
828adffffffffff,189.0,0.0,0.0,22.0
828ae7fffffffff,2.0,0.0,0.0,0.0
828af7fffffffff,398.0,0.0,0.0,62.0
828b07fffffffff,10.0,0.0,0.0,0.0
828b0ffffffffff,361.0,0.0,0.0,0.0
828b17fffffffff,12.0,0.0,0.0,0.0
828b1ffffffffff,18.0,0.0,0.0,0.0
828b27fffffffff,852.0,0.0,0.0,0.0
828b2ffffffffff,256.0,0.0,0.0,0.0
828b37fffffffff,119.0,0.0,0.0,0.0
828b47fffffffff,29.0,0.0,0.0,0.0
828b4ffffffffff,4.0,0.0,0.0,0.0
828b57fffffffff,40.0,0.0,0.0,1.0
828b5ffffffffff,28.0,0.0,0.0,4.0
828b67fffffffff,123.0,0.0,0.0,0.0
828b6ffffffffff,736.0,0.0,0.0,14.0
828b77fffffffff,203.0,0.0,0.0,0.0
828b87fffffffff,21.0,0.0,0.0,3.0
828b8ffffffffff,8.0,0.0,0.0,0.0
828b9ffffffffff,192.0,0.0,0.0,4.0
828ba7fffffffff,147.0,0.0,0.0,4.0
828bb7fffffffff,421.0,0.0,0.0,34.0
828e67fffffffff,594.0,0.0,0.0,0.0
828e6ffffffffff,291.0,0.0,0.0,0.0
828e77fffffffff,13.0,0.0,0.0,0.0
828f0ffffffffff,1513.0,0.0,127.0,0.0
828f27fffffffff,17.0,0.0,0.0,0.0
828f2ffffffffff,2549.0,0.0,134.0,0.0
828f47fffffffff,1032.0,0.0,10.0,90.0
828f4ffffffffff,186.0,0.0,0.0,0.0
828f57fffffffff,2784.0,0.0,256.0,0.0
828f5ffffffffff,207.0,0.0,0.0,3.0
828f67fffffffff,86.0,0.0,0.0,0.0
828f6ffffffffff,61.0,0.0,0.0,12.0
828f77fffffffff,889.0,0.0,70.0,4.0
82a597fffffffff,39.0,0.0,0.0,0.0
82a807fffffffff,905.0,0.0,0.0,35.0
82a80ffffffffff,94.0,0.0,0.0,0.0
82a817fffffffff,4469.0,0.0,0.0,200.0
82a81ffffffffff,3216.0,0.0,0.0,15.0
82a827fffffffff,460.0,0.0,0.0,6.0
82a82ffffffffff,258.0,0.0,0.0,0.0
82a837fffffffff,512.0,0.0,0.0,8.0
82a847fffffffff,1385.0,0.0,0.0,58.0
82a84ffffffffff,46.0,0.0,0.0,0.0
82a857fffffffff,145.0,0.0,0.0,5.0
82a85ffffffffff,5676.0,0.0,0.0,264.0
82a867fffffffff,246.0,0.0,0.0,0.0
82a86ffffffffff,154.0,0.0,0.0,0.0
82a877fffffffff,153.0,0.0,0.0,1.0
82a887fffffffff,588.0,0.0,0.0,17.0
82a88ffffffffff,205.0,0.0,0.0,3.0
82a897fffffffff,212.0,0.0,0.0,28.0
82a89ffffffffff,12.0,0.0,0.0,0.0
82a8a7fffffffff,2162.0,0.0,0.0,60.0
82a8affffffffff,495.0,0.0,0.0,11.0
82a8b7fffffffff,31.0,0.0,0.0,0.0
82a8c7fffffffff,290.0,0.0,0.0,4.0
82a8cffffffffff,31.0,0.0,0.0,10.0
82a8d7fffffffff,503.0,0.0,0.0,81.0
82a8dffffffffff,181.0,0.0,0.0,40.0
82a8e7fffffffff,69.0,0.0,0.0,0.0
82a8effffffffff,54.0,0.0,0.0,4.0
82a8f7fffffffff,71.0,0.0,0.0,4.0
82a907fffffffff,320.0,0.0,0.0,28.0
82a90ffffffffff,490.0,0.0,0.0,16.0
82a91ffffffffff,639.0,0.0,0.0,25.0
82a927fffffffff,15.0,0.0,0.0,0.0
82a92ffffffffff,977.0,0.0,0.0,6.0
82a947fffffffff,3843.0,0.0,0.0,2.0
82a94ffffffffff,2790.0,0.0,0.0,0.0
82a957fffffffff,4138.0,0.0,0.0,22.0
82a95ffffffffff,786.0,0.0,0.0,0.0
82a967fffffffff,1588.0,0.0,0.0,21.0
82a96ffffffffff,1282.0,0.0,0.0,0.0
82a977fffffffff,522.0,0.0,0.0,0.0
82b20ffffffffff,21.0,0.0,0.0,0.0
82b22ffffffffff,4.0,0.0,0.0,0.0
82b247fffffffff,824.0,0.0,0.0,0.0
82b24ffffffffff,586.0,0.0,0.0,0.0
82b257fffffffff,58.0,0.0,0.0,0.0
82b25ffffffffff,1439.0,0.0,0.0,0.0
82b267fffffffff,822.0,0.0,0.0,0.0
82b26ffffffffff,358.0,0.0,0.0,0.0
82b277fffffffff,496.0,0.0,0.0,0.0
82b327fffffffff,129.0,0.0,0.0,0.0
82b32ffffffffff,13.0,0.0,0.0,0.0
82b347fffffffff,994.0,0.0,0.0,0.0
82b34ffffffffff,385.0,0.0,0.0,0.0
82b357fffffffff,279.0,0.0,0.0,0.0
82b35ffffffffff,2097.0,0.0,0.0,0.0
82b367fffffffff,252.0,0.0,0.0,0.0
82b36ffffffffff,458.0,0.0,0.0,0.0
82b377fffffffff,3.0,0.0,0.0,0.0
82c21ffffffffff,72.0,0.0,0.0,0.0
82c2c7fffffffff,1534.0,0.0,0.0,0.0
82c2cffffffffff,1899.0,0.0,0.0,0.0
82c2d7fffffffff,523.0,0.0,0.0,2.0
82c2dffffffffff,226.0,0.0,0.0,3.0
82c2e7fffffffff,5723.0,0.0,0.0,2.0
82c2effffffffff,331.0,0.0,0.0,0.0
82c2f7fffffffff,1878.0,0.0,0.0,11.0
82c347fffffffff,2.0,0.0,0.0,0.0
82c34ffffffffff,4.0,0.0,0.0,0.0
82c35ffffffffff,2.0,0.0,0.0,0.0
