cell_id,Leptotila verreauxi,Leptotila verreauxi [verreauxi Group],Leptotila verreauxi decolor,Leptotila verreauxi [brasiliensis Group]
824507fffffffff,813.0,6.0,0.0,0.0
82450ffffffffff,6417.0,688.0,0.0,0.0
82451ffffffffff,28.0,2.0,0.0,0.0
824527fffffffff,6898.0,71.0,0.0,0.0
82452ffffffffff,17389.0,347.0,0.0,0.0
824537fffffffff,698.0,0.0,0.0,0.0
824577fffffffff,338.0,87.0,0.0,0.0
824807fffffffff,217.0,0.0,0.0,0.0
82480ffffffffff,1153.0,0.0,0.0,0.0
824817fffffffff,40.0,0.0,0.0,0.0
82481ffffffffff,27.0,0.0,0.0,0.0
824837fffffffff,4692.0,109.0,0.0,0.0
824857fffffffff,4.0,0.0,0.0,0.0
824887fffffffff,1450.0,0.0,0.0,0.0
824897fffffffff,1963.0,0.0,0.0,0.0
82489ffffffffff,228.0,0.0,0.0,0.0
8248a7fffffffff,993.0,0.0,0.0,0.0
8248b7fffffffff,33353.0,1.0,0.0,0.0
8248e7fffffffff,210.0,0.0,0.0,0.0
8248effffffffff,53.0,0.0,0.0,0.0
824987fffffffff,352.0,34.0,0.0,0.0
82498ffffffffff,46.0,0.0,0.0,0.0
824997fffffffff,3802.0,680.0,0.0,0.0
82499ffffffffff,903.0,0.0,0.0,0.0
8249a7fffffffff,158.0,0.0,0.0,0.0
8249affffffffff,3323.0,122.0,0.0,0.0
8249b7fffffffff,1419.0,103.0,0.0,0.0
825e67fffffffff,3.0,0.0,0.0,0.0
825f07fffffffff,9.0,0.0,0.0,0.0
825f0ffffffffff,224.0,0.0,0.0,0.0
825f17fffffffff,58.0,0.0,0.0,0.0
825f1ffffffffff,53.0,0.0,0.0,0.0
825f2ffffffffff,894.0,0.0,0.0,1.0
825f47fffffffff,110.0,0.0,0.0,0.0
825f4ffffffffff,334.0,6.0,0.0,0.0
825f57fffffffff,12.0,0.0,0.0,0.0
825f5ffffffffff,1858.0,51.0,0.0,0.0
825f6ffffffffff,55.0,3.0,0.0,0.0
825f77fffffffff,18.0,0.0,0.0,0.0
826607fffffffff,1499.0,12.0,0.0,0.0
82660ffffffffff,4666.0,65.0,0.0,0.0
826617fffffffff,5563.0,500.0,0.0,0.0
82661ffffffffff,5593.0,103.0,0.0,0.0
826627fffffffff,9380.0,892.0,0.0,0.0
82662ffffffffff,701.0,13.0,0.0,0.0
826637fffffffff,817.0,9.0,0.0,0.0
826647fffffffff,78.0,4.0,0.0,0.0
826657fffffffff,788.0,0.0,0.0,0.0
82665ffffffffff,9.0,0.0,0.0,0.0
826667fffffffff,158.0,0.0,0.0,0.0
82666ffffffffff,5.0,0.0,0.0,0.0
826677fffffffff,564.0,3.0,0.0,0.0
826687fffffffff,20.0,0.0,0.0,0.0
8266a7fffffffff,13316.0,880.0,0.0,0.0
8266affffffffff,1.0,0.0,0.0,0.0
8266b7fffffffff,19055.0,125.0,0.0,0.0
8266c7fffffffff,1755.0,33.0,0.0,0.0
8266cffffffffff,11.0,0.0,0.0,0.0
8266d7fffffffff,6013.0,0.0,578.0,0.0
8266dffffffffff,110.0,0.0,0.0,5.0
8266e7fffffffff,6681.0,116.0,0.0,0.0
8266effffffffff,205.0,0.0,0.0,0.0
8266f7fffffffff,1959.0,47.0,0.0,0.0
826747fffffffff,3460.0,15.0,0.0,0.0
82674ffffffffff,2621.0,80.0,0.0,0.0
826757fffffffff,2822.0,9.0,0.0,0.0
82675ffffffffff,1473.0,8.0,0.0,0.0
82676ffffffffff,19.0,0.0,0.0,0.0
826777fffffffff,102.0,0.0,0.0,0.0
826797fffffffff,21.0,0.0,0.0,0.0
82679ffffffffff,1551.0,3.0,0.0,0.0
8267b7fffffffff,3.0,0.0,0.0,0.0
826d07fffffffff,885.0,113.0,0.0,0.0
826d17fffffffff,1434.0,248.0,0.0,0.0
826d27fffffffff,1686.0,166.0,0.0,0.0
826d2ffffffffff,12188.0,397.0,0.0,0.0
826d37fffffffff,3342.0,319.0,0.0,0.0
826d67fffffffff,6247.0,3.0,0.0,0.0
826d6ffffffffff,33533.0,0.0,0.0,0.0
826d77fffffffff,2238.0,0.0,0.0,0.0
828007fffffffff,23.0,0.0,0.0,0.0
82800ffffffffff,16.0,0.0,0.0,2.0
828017fffffffff,290.0,0.0,0.0,15.0
828027fffffffff,19.0,0.0,0.0,0.0
82802ffffffffff,2.0,0.0,0.0,0.0
828037fffffffff,239.0,0.0,0.0,15.0
828047fffffffff,44.0,0.0,0.0,2.0
82804ffffffffff,1.0,0.0,0.0,0.0
828057fffffffff,6.0,0.0,0.0,0.0
828067fffffffff,20.0,0.0,0.0,0.0
82806ffffffffff,10.0,0.0,0.0,1.0
828077fffffffff,7.0,0.0,0.0,0.0
828107fffffffff,90.0,0.0,0.0,4.0
82810ffffffffff,16.0,0.0,0.0,0.0
