cell_id,Geoffroyus heteroclitus,Geoffroyus heteroclitus heteroclitus,Geoffroyus heteroclitus hyacinthinus
827687fffffffff,6.0,0.0,0.0
82768ffffffffff,1.0,0.0,0.0
82769ffffffffff,69.0,0.0,0.0
827797fffffffff,1.0,0.0,0.0
82779ffffffffff,9.0,0.0,0.0
829c97fffffffff,55.0,6.0,0.0
829ec7fffffffff,15.0,0.0,0.0
829ed7fffffffff,20.0,0.0,0.0
829edffffffffff,22.0,0.0,0.0
