cell_id,Elanus caeruleus,Elanus caeruleus caeruleus,Elanus caeruleus [vociferus Group]
824ba7fffffffff,22.0,0.0,0.0
824baffffffffff,14.0,0.0,1.0
824bb7fffffffff,71.0,0.0,0.0
82521ffffffffff,2.0,0.0,0.0
825337fffffffff,2.0,0.0,0.0
825357fffffffff,6.0,0.0,0.0
825367fffffffff,3.0,0.0,0.0
82536ffffffffff,4.0,0.0,0.0
8254c7fffffffff,1.0,1.0,0.0
8254effffffffff,2.0,2.0,0.0
826007fffffffff,4.0,0.0,0.0
82600ffffffffff,2.0,0.0,0.0
826017fffffffff,3.0,0.0,0.0
82601ffffffffff,3.0,0.0,0.0
826027fffffffff,16.0,0.0,0.0
826037fffffffff,21.0,0.0,0.0
826087fffffffff,2.0,0.0,0.0
82608ffffffffff,5.0,0.0,0.0
826097fffffffff,3.0,0.0,0.0
8260affffffffff,17.0,0.0,1.0
8260b7fffffffff,19.0,0.0,0.0
82618ffffffffff,9.0,0.0,0.0
82619ffffffffff,4.0,0.0,0.0
82648ffffffffff,1.0,0.0,0.0
8264a7fffffffff,2.0,0.0,0.0
826507fffffffff,37.0,0.0,0.0
82650ffffffffff,6.0,0.0,0.0
82651ffffffffff,118.0,0.0,0.0
826527fffffffff,106.0,0.0,1.0
826817fffffffff,7.0,0.0,2.0
826847fffffffff,2.0,0.0,1.0
82696ffffffffff,5.0,0.0,1.0
8272dffffffffff,5.0,0.0,0.0
827a47fffffffff,4.0,0.0,0.0
827a67fffffffff,2.0,2.0,0.0
827a6ffffffffff,18.0,17.0,0.0
827b4ffffffffff,32.0,20.0,0.0
827b5ffffffffff,4.0,4.0,0.0
828db7fffffffff,3.0,0.0,0.0
829697fffffffff,2.0,2.0,0.0
8296b7fffffffff,5.0,5.0,0.0
829757fffffffff,4.0,4.0,0.0
82ac87fffffffff,1.0,1.0,0.0
82aca7fffffffff,1.0,0.0,0.0
82acb7fffffffff,1.0,0.0,0.0
82ad87fffffffff,2.0,0.0,0.0
82bcc7fffffffff,1.0,1.0,0.0
82bcd7fffffffff,1.0,0.0,0.0
82bcdffffffffff,6.0,1.0,0.0
