cell_id,Elanus caeruleus,Elanus caeruleus caeruleus,Elanus caeruleus [vociferus Group]
82099ffffffffff,6.0,0.0,0.0
82184ffffffffff,55.0,0.0,0.0
82185ffffffffff,28.0,0.0,0.0
821867fffffffff,2.0,0.0,0.0
82186ffffffffff,13.0,0.0,0.0
821947fffffffff,1.0,0.0,0.0
82194ffffffffff,3.0,0.0,0.0
82196ffffffffff,7.0,0.0,0.0
821e07fffffffff,4.0,1.0,0.0
821e1ffffffffff,2.0,0.0,0.0
821e2ffffffffff,2.0,0.0,0.0
821e37fffffffff,2.0,0.0,0.0
821eb7fffffffff,2.0,0.0,0.0
821ec7fffffffff,1.0,0.0,0.0
821ecffffffffff,9.0,0.0,0.0
821eeffffffffff,9.0,0.0,1.0
821f07fffffffff,2.0,0.0,0.0
821f0ffffffffff,1.0,0.0,0.0
821f17fffffffff,2.0,0.0,0.0
821f1ffffffffff,11.0,0.0,0.0
821f27fffffffff,1.0,0.0,0.0
821f87fffffffff,6.0,0.0,0.0
821f8ffffffffff,9.0,0.0,0.0
821f97fffffffff,3.0,0.0,0.0
821f9ffffffffff,1.0,0.0,0.0
821fa7fffffffff,7.0,0.0,0.0
821faffffffffff,4.0,0.0,0.0
821fb7fffffffff,2.0,0.0,0.0
822c07fffffffff,3.0,0.0,0.0
822c17fffffffff,2.0,0.0,0.0
822c37fffffffff,3.0,0.0,0.0
822c87fffffffff,21.0,0.0,0.0
822c97fffffffff,15.0,0.0,0.0
822c9ffffffffff,8.0,0.0,0.0
822ce7fffffffff,6.0,0.0,0.0
822cf7fffffffff,24.0,0.0,0.0
822d07fffffffff,1.0,0.0,0.0
822d97fffffffff,10.0,0.0,1.0
822da7fffffffff,47.0,0.0,0.0
822daffffffffff,36.0,0.0,0.0
822db7fffffffff,44.0,0.0,17.0
823017fffffffff,1.0,0.0,0.0
82309ffffffffff,10.0,0.0,2.0
8230e7fffffffff,21.0,0.0,0.0
823187fffffffff,33.0,0.0,0.0
82318ffffffffff,33.0,0.0,0.0
82319ffffffffff,2.0,0.0,0.0
8231affffffffff,64.0,0.0,2.0
823827fffffffff,5.0,0.0,0.0
823867fffffffff,6.0,0.0,0.0
823877fffffffff,10.0,0.0,0.0
823907fffffffff,123.0,17.0,0.0
82390ffffffffff,30.0,0.0,0.0
823917fffffffff,34.0,0.0,0.0
82391ffffffffff,136.0,2.0,0.0
823927fffffffff,84.0,0.0,0.0
82392ffffffffff,69.0,0.0,0.0
823937fffffffff,33.0,0.0,0.0
823947fffffffff,5.0,0.0,0.0
823957fffffffff,9.0,0.0,0.0
823967fffffffff,2.0,0.0,0.0
823977fffffffff,147.0,0.0,0.0
8239affffffffff,2.0,2.0,0.0
823c07fffffffff,5.0,0.0,0.0
823c17fffffffff,4.0,0.0,3.0
823c1ffffffffff,27.0,0.0,10.0
823c37fffffffff,2.0,0.0,0.0
823c5ffffffffff,4.0,0.0,4.0
823c87fffffffff,2.0,0.0,0.0
823c8ffffffffff,18.0,0.0,2.0
823caffffffffff,11.0,0.0,3.0
823ce7fffffffff,6.0,0.0,0.0
823ceffffffffff,6.0,0.0,0.0
823cf7fffffffff,28.0,0.0,8.0
823d17fffffffff,1.0,0.0,0.0
823d37fffffffff,6.0,0.0,0.0
823d87fffffffff,4.0,0.0,2.0
823d9ffffffffff,6.0,0.0,0.0
823daffffffffff,14.0,0.0,7.0
823e6ffffffffff,12.0,0.0,2.0
823e77fffffffff,2.0,0.0,0.0
823f4ffffffffff,2.0,0.0,0.0
82411ffffffffff,33.0,0.0,1.0
824147fffffffff,2.0,0.0,0.0
82415ffffffffff,3.0,0.0,3.0
824177fffffffff,1.0,0.0,1.0
824237fffffffff,5.0,0.0,0.0
8242c7fffffffff,6.0,0.0,1.0
8242cffffffffff,2.0,0.0,2.0
8242effffffffff,3.0,0.0,1.0
824307fffffffff,2.0,0.0,0.0
82431ffffffffff,4.0,0.0,0.0
824337fffffffff,2.0,0.0,0.0
82438ffffffffff,17.0,0.0,0.0
8243a7fffffffff,32.0,0.0,2.0
8243affffffffff,29.0,0.0,4.0
824b87fffffffff,2.0,0.0,0.0
