cell_id,Leptopterus chabert,Leptopterus chabert chabert,Leptopterus chabert schistocercus
82a207fffffffff,4.0,0.0,0.0
82a217fffffffff,173.0,4.0,0.0
82a227fffffffff,165.0,0.0,0.0
82a237fffffffff,430.0,14.0,0.0
82a2a7fffffffff,53.0,2.0,0.0
82a2affffffffff,11.0,0.0,0.0
82a30ffffffffff,42.0,2.0,0.0
82a31ffffffffff,190.0,3.0,0.0
82a357fffffffff,53.0,0.0,0.0
82a377fffffffff,26.0,0.0,0.0
82a38ffffffffff,51.0,0.0,0.0
82a39ffffffffff,405.0,0.0,23.0
82a3affffffffff,4.0,0.0,0.0
