cell_id,Cistothorus platensis,Cistothorus platensis [elegans Group],Cistothorus platensis alticola,Cistothorus platensis aequatorialis,Cistothorus platensis graminicola,Cistothorus platensis minimus,Cistothorus platensis tucumanus,Cistothorus platensis platensis/polyglottus,Cistothorus platensis hornensis/falklandicus
824527fffffffff,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82452ffffffffff,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824537fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825f4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82660ffffffffff,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8266dffffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,21.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
8266effffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826747fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826797fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d2ffffffffff,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828b27fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
828f2ffffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
828f4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
828f5ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8affffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
82a8d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82a92ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a947fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82a967fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b21ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82b24ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b25ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b26ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b277fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
82b2effffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b30ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82b377fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c21ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
82c2c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
82c2effffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c327fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82c34ffffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ce87fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82ce9ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82cea7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82ceaffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
82cf17fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
82cf87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82cf8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82cfa7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82de67fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
82de77fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
82df47fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
82df6ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
