cell_id,Phoenicurus phoenicurus,Phoenicurus phoenicurus phoenicurus,Phoenicurus phoenicurus samamisicus
83346bfffffffff,5.0,0.0,0.0
83346dfffffffff,1.0,0.0,0.0
833816fffffffff,151.0,1.0,0.0
833820fffffffff,13.0,0.0,0.0
833824fffffffff,60.0,7.0,0.0
833825fffffffff,65.0,0.0,0.0
833826fffffffff,7.0,1.0,0.0
833830fffffffff,2.0,0.0,0.0
833832fffffffff,2.0,0.0,0.0
833835fffffffff,2.0,0.0,0.0
833836fffffffff,60.0,8.0,0.0
833840fffffffff,2.0,0.0,0.0
833841fffffffff,2.0,0.0,0.0
833842fffffffff,5.0,0.0,0.0
833843fffffffff,3.0,0.0,0.0
83384afffffffff,10.0,0.0,0.0
83384dfffffffff,2.0,0.0,0.0
83384efffffffff,2.0,0.0,0.0
83385cfffffffff,1.0,0.0,0.0
83385dfffffffff,7.0,0.0,0.0
833865fffffffff,2.0,0.0,0.0
833868fffffffff,3.0,0.0,0.0
833869fffffffff,2.0,0.0,0.0
833900fffffffff,62.0,0.0,0.0
833901fffffffff,61.0,0.0,0.0
833902fffffffff,22.0,0.0,0.0
833903fffffffff,21.0,0.0,0.0
833904fffffffff,82.0,0.0,0.0
833905fffffffff,185.0,0.0,0.0
833906fffffffff,99.0,0.0,0.0
833908fffffffff,79.0,0.0,0.0
833909fffffffff,11.0,0.0,0.0
83390afffffffff,31.0,2.0,0.0
83390bfffffffff,13.0,0.0,0.0
83390cfffffffff,327.0,2.0,0.0
83390dfffffffff,16.0,0.0,0.0
83390efffffffff,134.0,0.0,0.0
833910fffffffff,599.0,6.0,0.0
833911fffffffff,159.0,0.0,0.0
833915fffffffff,142.0,0.0,0.0
833918fffffffff,478.0,6.0,0.0
833919fffffffff,166.0,0.0,0.0
83391afffffffff,411.0,16.0,0.0
83391cfffffffff,78.0,5.0,0.0
83391dfffffffff,8.0,0.0,0.0
83391efffffffff,193.0,4.0,0.0
833921fffffffff,27.0,0.0,0.0
833923fffffffff,64.0,0.0,0.0
833925fffffffff,12.0,0.0,0.0
833928fffffffff,48.0,0.0,0.0
833929fffffffff,241.0,0.0,0.0
83392afffffffff,156.0,0.0,0.0
83392bfffffffff,226.0,2.0,0.0
83392cfffffffff,145.0,3.0,0.0
83392dfffffffff,216.0,2.0,0.0
83392efffffffff,169.0,2.0,0.0
833933fffffffff,48.0,0.0,0.0
833942fffffffff,28.0,0.0,0.0
833943fffffffff,156.0,0.0,0.0
833944fffffffff,323.0,0.0,0.0
833945fffffffff,54.0,0.0,0.0
833946fffffffff,148.0,0.0,0.0
833949fffffffff,6.0,0.0,0.0
833950fffffffff,5.0,0.0,0.0
833951fffffffff,8.0,0.0,0.0
833954fffffffff,229.0,0.0,0.0
833956fffffffff,159.0,0.0,0.0
83395cfffffffff,73.0,0.0,0.0
833960fffffffff,3.0,0.0,0.0
833961fffffffff,21.0,0.0,0.0
833962fffffffff,52.0,0.0,0.0
833963fffffffff,32.0,3.0,0.0
833964fffffffff,9.0,0.0,0.0
833965fffffffff,14.0,0.0,0.0
833966fffffffff,8.0,2.0,0.0
833968fffffffff,67.0,10.0,0.0
833969fffffffff,6.0,1.0,0.0
83396cfffffffff,186.0,15.0,0.0
83396dfffffffff,66.0,5.0,0.0
83396efffffffff,32.0,0.0,0.0
833970fffffffff,96.0,0.0,0.0
833971fffffffff,80.0,4.0,0.0
833972fffffffff,32.0,0.0,0.0
833973fffffffff,145.0,0.0,0.0
833974fffffffff,213.0,0.0,0.0
833975fffffffff,267.0,6.0,0.0
833976fffffffff,90.0,0.0,0.0
833980fffffffff,2.0,0.0,0.0
833981fffffffff,10.0,0.0,0.0
833982fffffffff,6.0,0.0,0.0
833983fffffffff,30.0,4.0,0.0
833985fffffffff,5.0,0.0,0.0
833988fffffffff,36.0,3.0,0.0
833989fffffffff,17.0,0.0,0.0
83398afffffffff,7.0,0.0,0.0
83398bfffffffff,21.0,0.0,0.0
83398cfffffffff,2.0,0.0,0.0
83398dfffffffff,7.0,0.0,0.0
83398efffffffff,65.0,1.0,0.0
833991fffffffff,43.0,15.0,0.0
833992fffffffff,4.0,0.0,0.0
833993fffffffff,11.0,0.0,0.0
833998fffffffff,4.0,0.0,0.0
83399cfffffffff,6.0,4.0,0.0
83399dfffffffff,16.0,0.0,0.0
83399efffffffff,2.0,0.0,0.0
8339a8fffffffff,6.0,2.0,0.0
8339a9fffffffff,10.0,0.0,0.0
8339aafffffffff,8.0,2.0,0.0
8339abfffffffff,50.0,6.0,0.0
833e2dfffffffff,1.0,0.0,0.0
833e34fffffffff,1.0,0.0,0.0
833e41fffffffff,15.0,0.0,0.0
833e45fffffffff,212.0,0.0,5.0
833e4afffffffff,2.0,0.0,0.0
833e4efffffffff,3.0,0.0,0.0
833e58fffffffff,11.0,0.0,0.0
833e5cfffffffff,1.0,0.0,0.0
833e62fffffffff,4.0,0.0,0.0
833e63fffffffff,2.0,0.0,0.0
833e64fffffffff,2.0,0.0,0.0
833e65fffffffff,6.0,0.0,0.0
833e68fffffffff,873.0,67.0,30.0
833e6afffffffff,5.0,0.0,0.0
833e6bfffffffff,4.0,0.0,0.0
833e6cfffffffff,786.0,70.0,65.0
833e6dfffffffff,8.0,0.0,0.0
833e70fffffffff,1.0,0.0,0.0
833e75fffffffff,1.0,0.0,0.0
833ee9fffffffff,2.0,0.0,0.0
833f24fffffffff,2.0,0.0,0.0
833f26fffffffff,2.0,0.0,0.0
833f28fffffffff,3.0,0.0,0.0
833f29fffffffff,4.0,0.0,0.0
833f2bfffffffff,3.0,0.0,0.0
833f2cfffffffff,4.0,0.0,0.0
833f2dfffffffff,9.0,0.0,0.0
833f30fffffffff,36.0,0.0,0.0
833f35fffffffff,3.0,0.0,0.0
833f36fffffffff,133.0,0.0,0.0
833f44fffffffff,5.0,0.0,0.0
833f45fffffffff,8.0,0.0,0.0
833f4dfffffffff,58.0,10.0,4.0
833f5bfffffffff,1.0,0.0,0.0
833f60fffffffff,3.0,0.0,0.0
833f61fffffffff,19.0,0.0,0.0
833f62fffffffff,2.0,0.0,0.0
833f63fffffffff,14.0,0.0,0.0
833f64fffffffff,21.0,0.0,0.0
833f65fffffffff,3.0,0.0,0.0
833f66fffffffff,7.0,0.0,0.0
833f68fffffffff,62.0,0.0,0.0
833f69fffffffff,8.0,0.0,0.0
833f6cfffffffff,4.0,0.0,0.0
833f6dfffffffff,11.0,0.0,0.0
833f6efffffffff,28.0,0.0,0.0
833f70fffffffff,2.0,0.0,0.0
833f72fffffffff,9.0,2.0,0.0
833f73fffffffff,5.0,0.0,0.0
833f75fffffffff,11.0,0.0,0.0
833f76fffffffff,310.0,0.0,0.0
834221fffffffff,8.0,0.0,0.0
834225fffffffff,6.0,0.0,0.0
834301fffffffff,1.0,0.0,0.0
834302fffffffff,2.0,0.0,2.0
834304fffffffff,4.0,0.0,0.0
83430afffffffff,4.0,0.0,0.0
834310fffffffff,2.0,0.0,0.0
834313fffffffff,16.0,0.0,0.0
834316fffffffff,4.0,0.0,0.0
83431cfffffffff,2.0,0.0,0.0
83431efffffffff,27.0,0.0,0.0
834324fffffffff,3.0,0.0,0.0
834326fffffffff,13.0,0.0,0.0
83432cfffffffff,3.0,0.0,0.0
83432efffffffff,8.0,0.0,0.0
834331fffffffff,5.0,0.0,0.0
834333fffffffff,5.0,0.0,0.0
834334fffffffff,5.0,0.0,0.0
834350fffffffff,3.0,0.0,0.0
834360fffffffff,39.0,0.0,0.0
834361fffffffff,4.0,0.0,0.0
834362fffffffff,2.0,0.0,0.0
834365fffffffff,3.0,0.0,0.0
834370fffffffff,3.0,0.0,0.0
834371fffffffff,2.0,0.0,0.0
834381fffffffff,5.0,0.0,3.0
83438cfffffffff,2.0,0.0,0.0
834392fffffffff,5.0,0.0,0.0
834393fffffffff,7.0,0.0,0.0
834396fffffffff,5.0,0.0,0.0
834398fffffffff,2.0,0.0,0.0
8343a0fffffffff,156.0,20.0,23.0
8343a1fffffffff,58.0,16.0,8.0
8343a3fffffffff,2.0,0.0,0.0
8343a4fffffffff,1.0,0.0,0.0
8343a6fffffffff,12.0,6.0,1.0
8343a8fffffffff,1.0,0.0,0.0
8343a9fffffffff,2.0,0.0,0.0
8343acfffffffff,115.0,33.0,14.0
8343aefffffffff,69.0,5.0,5.0
835202fffffffff,52.0,0.0,7.0
835206fffffffff,30.0,0.0,4.0
835211fffffffff,4.0,0.0,0.0
835215fffffffff,8.0,0.0,0.0
83521dfffffffff,1.0,0.0,0.0
835230fffffffff,12.0,0.0,4.0
835233fffffffff,2.0,0.0,0.0
835234fffffffff,6.0,0.0,0.0
83524dfffffffff,1.0,0.0,0.0
835269fffffffff,6.0,0.0,4.0
835283fffffffff,13.0,0.0,0.0
835291fffffffff,2.0,0.0,0.0
835298fffffffff,13.0,0.0,0.0
835299fffffffff,4.0,0.0,0.0
83529bfffffffff,14.0,0.0,0.0
8352b1fffffffff,1.0,0.0,0.0
8352d4fffffffff,4.0,0.0,0.0
8352d6fffffffff,2.0,0.0,0.0
835316fffffffff,2.0,0.0,0.0
835329fffffffff,3.0,0.0,0.0
835345fffffffff,5.0,0.0,0.0
83534cfffffffff,4.0,0.0,0.0
83534dfffffffff,163.0,45.0,22.0
835354fffffffff,2.0,0.0,0.0
835355fffffffff,2.0,0.0,0.0
835363fffffffff,23.0,0.0,2.0
835364fffffffff,105.0,7.0,0.0
835368fffffffff,4.0,2.0,2.0
83536afffffffff,38.0,11.0,2.0
83536bfffffffff,4.0,0.0,0.0
83536efffffffff,22.0,0.0,3.0
835372fffffffff,1.0,0.0,0.0
835373fffffffff,2.0,0.0,0.0
8353a4fffffffff,18.0,0.0,0.0
8353adfffffffff,10.0,0.0,0.0
835402fffffffff,16.0,6.0,0.0
835408fffffffff,7.0,0.0,0.0
835410fffffffff,51.0,21.0,0.0
835411fffffffff,31.0,2.0,0.0
835413fffffffff,26.0,11.0,0.0
835414fffffffff,3.0,0.0,0.0
835415fffffffff,17.0,8.0,0.0
835418fffffffff,5.0,0.0,0.0
83541afffffffff,100.0,16.0,0.0
83541bfffffffff,25.0,3.0,0.0
83541efffffffff,5.0,0.0,0.0
8354a9fffffffff,64.0,2.0,0.0
8354adfffffffff,74.0,6.0,0.0
8354e4fffffffff,24.0,14.0,0.0
8354e5fffffffff,8.0,1.0,0.0
8354f1fffffffff,4.0,0.0,0.0
8354f4fffffffff,5.0,0.0,0.0
8354f6fffffffff,2.0,0.0,0.0
83550afffffffff,10.0,0.0,0.0
835512fffffffff,5.0,3.0,0.0
835513fffffffff,2.0,0.0,0.0
835518fffffffff,5.0,0.0,0.0
83551bfffffffff,3.0,0.0,0.0
83551efffffffff,5.0,0.0,0.0
835534fffffffff,8.0,0.0,0.0
835535fffffffff,4.0,0.0,0.0
8358a4fffffffff,2.0,0.0,0.0
835982fffffffff,4.0,0.0,0.0
835993fffffffff,2.0,0.0,0.0
835998fffffffff,6.0,1.0,0.0
83599afffffffff,1.0,0.0,0.0
836332fffffffff,7.0,0.0,0.0
836a45fffffffff,4.0,0.0,0.0
836a49fffffffff,1.0,0.0,0.0
836a65fffffffff,3.0,0.0,0.0
836a69fffffffff,12.0,0.0,0.0
836ae0fffffffff,4.0,0.0,0.0
836aeafffffffff,2.0,0.0,0.0
836aeefffffffff,5.0,0.0,0.0
836b16fffffffff,1.0,0.0,0.0
836b30fffffffff,1.0,0.0,0.0
837520fffffffff,8.0,3.0,0.0
837a4dfffffffff,1.0,0.0,0.0
837ac1fffffffff,6.0,0.0,0.0
837ac8fffffffff,145.0,0.0,0.0
837ac9fffffffff,2.0,0.0,0.0
837acafffffffff,19.0,0.0,0.0
837accfffffffff,8.0,0.0,0.0
837acdfffffffff,28.0,0.0,0.0
837ad9fffffffff,32.0,0.0,0.0
837ae8fffffffff,7.0,0.0,0.0
837ae9fffffffff,2.0,0.0,0.0
