cell_id,Phylloscopus humei,Phylloscopus humei humei,Phylloscopus humei mandellii
8407635ffffffff,5.0,0.0,0.0
8408b33ffffffff,3.0,0.0,0.0
8409991ffffffff,2.0,0.0,0.0
8410ee1ffffffff,4.0,0.0,0.0
8418281ffffffff,1.0,0.0,0.0
8418495ffffffff,27.0,0.0,0.0
8419401ffffffff,3.0,0.0,0.0
8419411ffffffff,1.0,0.0,0.0
8419413ffffffff,2.0,0.0,0.0
8419415ffffffff,22.0,0.0,0.0
841941bffffffff,2.0,0.0,0.0
8419481ffffffff,15.0,0.0,0.0
8419485ffffffff,11.0,0.0,0.0
84194a1ffffffff,3.0,0.0,0.0
84194a3ffffffff,18.0,0.0,0.0
84194c5ffffffff,2.0,0.0,0.0
84194d5ffffffff,5.0,0.0,0.0
84194d9ffffffff,2.0,0.0,0.0
84194dbffffffff,9.0,0.0,0.0
84194ddffffffff,4.0,0.0,0.0
841953bffffffff,2.0,0.0,0.0
8419583ffffffff,5.0,0.0,0.0
8419693ffffffff,4.0,0.0,0.0
8419699ffffffff,5.0,0.0,0.0
841969dffffffff,3.0,0.0,0.0
84196b9ffffffff,2.0,0.0,0.0
84196d5ffffffff,4.0,0.0,0.0
84196d7ffffffff,2.0,0.0,0.0
84196d9ffffffff,1.0,0.0,0.0
8419733ffffffff,1.0,0.0,0.0
841e0e3ffffffff,1.0,0.0,0.0
841e19dffffffff,1.0,0.0,0.0
841e2d1ffffffff,1.0,0.0,0.0
841e831ffffffff,2.0,0.0,0.0
841ea53ffffffff,6.0,0.0,0.0
841ea55ffffffff,5.0,0.0,0.0
841ec1dffffffff,6.0,0.0,0.0
841ec91ffffffff,7.0,0.0,0.0
841eda7ffffffff,21.0,0.0,0.0
841f051ffffffff,2.0,0.0,0.0
841f055ffffffff,2.0,0.0,0.0
841f05bffffffff,10.0,0.0,0.0
841f0a3ffffffff,8.0,0.0,0.0
841f12bffffffff,2.0,0.0,0.0
841f25dffffffff,1.0,0.0,0.0
841f283ffffffff,1.0,0.0,0.0
841f285ffffffff,1.0,0.0,0.0
841f29dffffffff,6.0,0.0,0.0
841f2a3ffffffff,4.0,4.0,0.0
841f2a9ffffffff,1.0,0.0,0.0
841f33dffffffff,5.0,0.0,0.0
841f4e1ffffffff,4.0,0.0,0.0
841f725ffffffff,12.0,0.0,0.0
841f72dffffffff,17.0,0.0,0.0
841f8edffffffff,2.0,0.0,0.0
841f981ffffffff,2.0,0.0,0.0
841fa4bffffffff,2.0,0.0,0.0
841fa4dffffffff,4.0,0.0,0.0
841fa5bffffffff,2.0,0.0,0.0
841facbffffffff,2.0,0.0,0.0
841fb5dffffffff,1.0,0.0,0.0
8420125ffffffff,4.0,0.0,0.0
8420199ffffffff,2.0,0.0,0.0
84201a1ffffffff,2.0,0.0,0.0
842083bffffffff,2.0,0.0,0.0
84208a7ffffffff,1.0,0.0,0.0
8420999ffffffff,2.0,0.0,0.0
8420a27ffffffff,4.0,0.0,0.0
8420a9bffffffff,8.0,0.0,0.0
8420e07ffffffff,2.0,2.0,0.0
8420e61ffffffff,2.0,0.0,0.0
8420e65ffffffff,9.0,0.0,0.0
8420e69ffffffff,1.0,0.0,0.0
8420f53ffffffff,3.0,0.0,0.0
842512bffffffff,18.0,4.0,0.0
8425135ffffffff,5.0,1.0,0.0
8425a8dffffffff,1.0,1.0,0.0
8425ac3ffffffff,1.0,1.0,0.0
8425ac5ffffffff,3.0,2.0,0.0
8425ac9ffffffff,91.0,31.0,0.0
8425ae9ffffffff,14.0,4.0,0.0
842c903ffffffff,44.0,0.0,0.0
842c933ffffffff,5.0,0.0,0.0
842cc39ffffffff,3.0,0.0,0.0
842cde5ffffffff,1.0,0.0,0.0
842cf31ffffffff,21.0,0.0,0.0
842cf35ffffffff,2.0,0.0,0.0
842d033ffffffff,1.0,0.0,0.0
842da17ffffffff,5.0,0.0,0.0
842da25ffffffff,2.0,0.0,0.0
842db01ffffffff,4.0,0.0,0.0
842db03ffffffff,2.0,0.0,0.0
842db05ffffffff,7.0,0.0,0.0
842db0bffffffff,2.0,0.0,0.0
842db0dffffffff,14.0,0.0,0.0
842db1dffffffff,5.0,0.0,0.0
842db2bffffffff,2.0,0.0,0.0
842db2dffffffff,1.0,0.0,0.0
8430325ffffffff,2.0,0.0,0.0
8430e25ffffffff,1.0,0.0,0.0
8431135ffffffff,2.0,0.0,0.0
8431889ffffffff,1.0,0.0,0.0
84318d1ffffffff,11.0,0.0,0.0
8431a13ffffffff,2.0,0.0,0.0
8431a33ffffffff,1.0,0.0,0.0
8431a87ffffffff,80.0,0.0,0.0
8431aa5ffffffff,1.0,0.0,1.0
8439101ffffffff,5.0,0.0,0.0
8439115ffffffff,38.0,0.0,0.0
84391a9ffffffff,12.0,0.0,0.0
84391e1ffffffff,2.0,0.0,0.0
84391e3ffffffff,3.0,0.0,0.0
843925dffffffff,1.0,0.0,0.0
84392a3ffffffff,47.0,0.0,0.0
8439313ffffffff,18.0,0.0,0.0
8439447ffffffff,27.0,0.0,0.0
843946dffffffff,12.0,0.0,0.0
84395c1ffffffff,3.0,0.0,0.0
843969bffffffff,2.0,0.0,0.0
8439733ffffffff,2.0,0.0,0.0
8439833ffffffff,1.0,0.0,0.0
8439a87ffffffff,2.0,0.0,0.0
843c029ffffffff,2.0,0.0,0.0
843c0a5ffffffff,39.0,0.0,0.0
843c0a9ffffffff,7.0,0.0,0.0
843c0adffffffff,14.0,0.0,0.0
