cell_id,Dicaeum celebicum,Dicaeum celebicum [celebicum Group],Dicaeum celebicum kuehni
8373b0fffffffff,2.0,2.0,0.0
8373b5fffffffff,2.0,2.0,0.0
839566fffffffff,1.0,0.0,0.0
