cell_id,Podargus ocellatus,Podargus ocellatus [ocellatus Group],Podargus ocellatus plumiferus
839c19fffffffff,6.0,2.0,0.0
839c8bfffffffff,5.0,0.0,0.0
839cc6fffffffff,1.0,0.0,0.0
839cd3fffffffff,3.0,1.0,0.0
839cf5fffffffff,4.0,0.0,0.0
839d9bfffffffff,1.0,0.0,0.0
83be8dfffffffff,3.0,0.0,2.0
83beabfffffffff,12.0,0.0,3.0
83bef6fffffffff,5.0,0.0,0.0
