cell_id,Lanius excubitor,Lanius excubitor [excubitor Group],Lanius excubitor [elegans Group],Lanius excubitor aucheri/buryi,Lanius excubitor uncinatus,Lanius excubitor pallidirostris,Lanius excubitor lahtora
831e83fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831ecdfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831eeafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f1bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f51fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f5efffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
831f60fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f81fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f83fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831f8efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831f96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f98fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831f9afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa0fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83200afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832010fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
832033fffffffff,9.0,0.0,0.0,0.0,0.0,8.0,0.0
832099fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8320e3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832400fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
832403fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
83240afffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
83241cfffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
83241dfffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
832431fffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
832450fffffffff,8.0,0.0,0.0,0.0,0.0,8.0,0.0
832451fffffffff,19.0,0.0,0.0,0.0,0.0,19.0,0.0
832452fffffffff,8.0,0.0,0.0,0.0,0.0,8.0,0.0
832456fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
832476fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8324d5fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
832513fffffffff,5.0,0.0,0.0,0.0,0.0,5.0,0.0
8325a8fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
832c0bfffffffff,6.0,2.0,0.0,0.0,0.0,1.0,0.0
832c51fffffffff,17.0,0.0,0.0,0.0,0.0,16.0,0.0
832c56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832c5efffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0
832c83fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
832c90fffffffff,3.0,0.0,0.0,2.0,0.0,1.0,0.0
832c91fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832c93fffffffff,3.0,0.0,0.0,1.0,0.0,2.0,0.0
832c9cfffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
832ce4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d10fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d30fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d33fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832d5cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832db0fffffffff,16.0,0.0,0.0,2.0,0.0,4.0,0.0
832db2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832db6fffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8331a5fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
833824fffffffff,5.0,0.0,0.0,0.0,0.0,5.0,0.0
83384afffffffff,12.0,0.0,12.0,0.0,0.0,0.0,0.0
83384dfffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
83384efffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
833855fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
83385dfffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
833862fffffffff,17.0,0.0,15.0,0.0,0.0,0.0,0.0
83386afffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
833870fffffffff,4.0,0.0,1.0,0.0,0.0,0.0,0.0
833871fffffffff,12.0,0.0,10.0,0.0,0.0,0.0,0.0
833873fffffffff,7.0,0.0,3.0,0.0,0.0,0.0,0.0
833875fffffffff,3.0,0.0,2.0,0.0,0.0,0.0,0.0
8338a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8338abfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8338dbfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83391afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83391cfffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
83392efffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
833945fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
833956fffffffff,7.0,0.0,6.0,0.0,0.0,0.0,0.0
83396cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833973fffffffff,27.0,0.0,0.0,0.0,0.0,27.0,0.0
83399afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83399efffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
833c1cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833ca9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833cabfffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
833cb1fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,15.0
833cb6fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
833cf2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,1.0
833d04fffffffff,10.0,1.0,0.0,0.0,0.0,5.0,0.0
833d34fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833d84fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,68.0
833d85fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,19.0
833d8dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
833d92fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,4.0
833d93fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
833d96fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833d98fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,7.0
833d9afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
833d9bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
833da1fffffffff,207.0,0.0,0.0,0.0,0.0,0.0,3.0
833da2fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,13.0
833da3fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,41.0
833da6fffffffff,167.0,0.0,0.0,0.0,0.0,0.0,165.0
833daafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
833db1fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,26.0
833db4fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,9.0
833db5fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,53.0
833db6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
833e68fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
833e6cfffffffff,7.0,0.0,2.0,0.0,0.0,5.0,0.0
833e71fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
833f36fffffffff,22.0,0.0,21.0,0.0,0.0,0.0,0.0
833f68fffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0
834233fffffffff,2.0,0.0,0.0,1.0,0.0,0.0,0.0
834251fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,21.0
834253fffffffff,214.0,0.0,0.0,0.0,0.0,0.0,209.0
834258fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,19.0
834259fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,82.0
83425afffffffff,31.0,0.0,0.0,0.0,0.0,0.0,31.0
83425dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,5.0
83425efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8342c0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8342c1fffffffff,112.0,0.0,0.0,0.0,0.0,3.0,105.0
8342c2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8342c3fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,4.0
8342c4fffffffff,111.0,0.0,0.0,0.0,0.0,27.0,84.0
8342c5fffffffff,38.0,0.0,0.0,0.0,0.0,14.0,24.0
8342c6fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
8342cafffffffff,11.0,0.0,0.0,0.0,0.0,0.0,2.0
8342cbfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8342ccfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,5.0
8342cdfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8342cefffffffff,10.0,0.0,0.0,0.0,0.0,0.0,4.0
8342d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8342ddfffffffff,10.0,0.0,0.0,0.0,0.0,2.0,4.0
8342e3fffffffff,7.0,0.0,0.0,0.0,0.0,2.0,5.0
8342e4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8342e9fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,11.0
8342eafffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8342ebfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,5.0
8342edfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
834310fffffffff,8.0,0.0,0.0,8.0,0.0,0.0,0.0
834336fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
834363fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8343a1fffffffff,4.0,0.0,0.0,1.0,0.0,3.0,0.0
8343a9fffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
8343acfffffffff,5.0,0.0,0.0,2.0,0.0,3.0,0.0
8343adfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8343aefffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
834bb5fffffffff,201.0,0.0,0.0,0.0,0.0,68.0,0.0
83524dfffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
8352d4fffffffff,10.0,0.0,0.0,10.0,0.0,0.0,0.0
83534dfffffffff,10.0,0.0,0.0,1.0,0.0,9.0,0.0
835355fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
835364fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
83536afffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8353a4fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8354a9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
835858fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
835900fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
835901fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
835904fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835909fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83590efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
835929fffffffff,12.0,0.0,9.0,0.0,0.0,0.0,0.0
835961fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
835964fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
835965fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
835974fffffffff,21.0,0.0,2.0,0.0,0.0,0.0,0.0
836010fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,1.0
836012fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
836015fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
836016fffffffff,243.0,0.0,0.0,0.0,0.0,0.0,95.0
836030fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,23.0
836033fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836035fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
836081fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,10.0
836084fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,2.0
836085fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,2.0
836088fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,22.0
83608afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
83608efffffffff,228.0,0.0,0.0,0.0,0.0,0.0,222.0
836090fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
836091fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
836093fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
836094fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
836096fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
836099fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
83609dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8360a0fffffffff,169.0,0.0,0.0,0.0,0.0,0.0,72.0
8360a1fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,2.0
8360a2fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,6.0
8360a3fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,2.0
8360a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8360a5fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8360a6fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,5.0
8360a8fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,1.0
8360aafffffffff,20.0,0.0,0.0,0.0,0.0,0.0,15.0
8360acfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8360aefffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8360b1fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0
8360b3fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
8360b5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
83611bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83618afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,2.0
83618bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83618dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
836332fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
836336fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
