cell_id,Pseudopipra pipra,Pseudopipra pipra anthracina,Pseudopipra pipra minima,Pseudopipra pipra unica/bolivari,Pseudopipra pipra coracina,Pseudopipra pipra comata/occulta,Pseudopipra pipra pipra,Pseudopipra pipra [microlopha Group],Pseudopipra pipra cephaleucos
84661b1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661cdffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d1ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466291ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846629bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b49ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b5bffffffff,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c45ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8466c4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f5dffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846758dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84675a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84675adffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84675e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84679a5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84679a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d68bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d699ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
