cell_id,Muscicapa williamsoni,Muscicapa williamsoni williamsoni,Muscicapa williamsoni umbrosa
826427fffffffff,6.0,0.0,0.0
826437fffffffff,93.0,41.0,0.0
826507fffffffff,39.0,4.0,0.0
82651ffffffffff,121.0,18.0,0.0
826527fffffffff,35.0,0.0,0.0
