cell_id,Passerculus sandwichensis,Passerculus sandwichensis [sandwichensis Group],Passerculus sandwichensis princeps,Passerculus sandwichensis [guttatus Group],Passerculus sandwichensis sanctorum,Passerculus sandwichensis rostratus/atratus
8312ddfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,4.0,3.0,0.0,0.0,0.0,0.0
8312eafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312ecfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312f1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831380fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83138afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83138cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831393fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831395fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8313a3fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
831a84fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,22.0,0.0,6.0,0.0,0.0,0.0
831aa2fffffffff,41.0,0.0,1.0,0.0,0.0,0.0
831aa3fffffffff,69.0,0.0,10.0,0.0,0.0,0.0
831aa4fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
831aadfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831ab0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831b98fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831b9afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83225afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8322d0fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8322dbfffffffff,40.0,10.0,0.0,0.0,0.0,0.0
832601fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832604fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83260afffffffff,7.0,3.0,0.0,0.0,0.0,0.0
83260bfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83260efffffffff,5.0,3.0,0.0,0.0,0.0,0.0
832611fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
832612fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832618fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83261bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832620fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832621fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832622fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
832623fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832624fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,13.0,3.0,0.0,0.0,0.0,0.0
83262cfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83262dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832636fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832640fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832641fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
832643fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832645fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832646fffffffff,74.0,0.0,0.0,0.0,0.0,0.0
832648fffffffff,29.0,4.0,0.0,0.0,0.0,0.0
832649fffffffff,27.0,1.0,0.0,0.0,0.0,0.0
83264afffffffff,31.0,6.0,0.0,0.0,0.0,0.0
83264bfffffffff,21.0,2.0,0.0,0.0,0.0,0.0
83264cfffffffff,51.0,37.0,0.0,0.0,0.0,0.0
83264dfffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83264efffffffff,64.0,0.0,0.0,0.0,0.0,0.0
832650fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832651fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832653fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832654fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832655fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,36.0,20.0,0.0,0.0,0.0,0.0
83265afffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83265bfffffffff,90.0,0.0,0.0,0.0,0.0,0.0
83265dfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83265efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832660fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832661fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832663fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832664fffffffff,70.0,4.0,0.0,0.0,0.0,0.0
832665fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832666fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
832668fffffffff,3.0,1.0,0.0,0.0,0.0,0.0
83266afffffffff,31.0,0.0,0.0,0.0,0.0,0.0
83266bfffffffff,8.0,2.0,0.0,0.0,0.0,0.0
83266dfffffffff,90.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,45.0,4.0,0.0,0.0,0.0,0.0
832670fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832672fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832674fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832676fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
832681fffffffff,83.0,0.0,0.0,0.0,0.0,0.0
832683fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832684fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832685fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
832688fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832689fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83268afffffffff,13.0,2.0,0.0,0.0,0.0,0.0
83268bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83268cfffffffff,91.0,0.0,0.0,0.0,0.0,0.0
83268dfffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83268efffffffff,40.0,0.0,0.0,0.0,0.0,0.0
832690fffffffff,24.0,3.0,0.0,0.0,0.0,0.0
832692fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832694fffffffff,3.0,2.0,0.0,0.0,0.0,0.0
832696fffffffff,269.0,88.0,0.0,0.0,0.0,0.0
832698fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83269afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,27.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,34.0,0.0,0.0,0.0,0.0,0.0
83269dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83269efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326a1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326a2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326a8fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8326a9fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8326aafffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8326abfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8326acfffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8326adfffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8326aefffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326b2fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8326b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326c3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326c4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8326c5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326c6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326c8fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8326c9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326cbfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8326ccfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326d2fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8326d3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326d4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326d5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326d6fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8326d9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326dbfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326dcfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326e1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e2fffffffff,53.0,0.0,0.0,0.0,0.0,0.0
8326e3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e5fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8326e6fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8326e8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e9fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8326ecfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8326edfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8326eefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326f1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8326f2fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8326f3fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8326f4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326f6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832702fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
832708fffffffff,6.0,4.0,0.0,0.0,0.0,0.0
832709fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83270afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83270efffffffff,35.0,20.0,0.0,0.0,0.0,0.0
832711fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832713fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832718fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832719fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83271cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832740fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832741fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832743fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832744fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
832745fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832746fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832748fffffffff,78.0,0.0,0.0,0.0,0.0,0.0
832749fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
83274bfffffffff,25.0,0.0,0.0,0.0,0.0,0.0
83274cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83274dfffffffff,83.0,0.0,0.0,0.0,0.0,0.0
83274efffffffff,54.0,0.0,0.0,0.0,0.0,0.0
832752fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832753fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832755fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832756fffffffff,20.0,2.0,0.0,0.0,0.0,0.0
832758fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
832759fffffffff,80.0,2.0,0.0,0.0,0.0,0.0
83275afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83275bfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83275cfffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83275dfffffffff,74.0,0.0,0.0,0.0,0.0,0.0
83275efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832761fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832763fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832766fffffffff,7.0,5.0,0.0,0.0,0.0,0.0
832768fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832769fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83276afffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83276bfffffffff,47.0,0.0,0.0,0.0,0.0,0.0
83276cfffffffff,6.0,3.0,0.0,0.0,0.0,0.0
83276dfffffffff,7.0,4.0,0.0,0.0,0.0,0.0
83276efffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832770fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832771fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
832772fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832773fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832774fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832780fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832783fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832785fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832786fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83278efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832792fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832793fffffffff,19.0,6.0,0.0,0.0,0.0,0.0
832796fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832798fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832799fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83279efffffffff,18.0,2.0,0.0,0.0,0.0,0.0
8327a0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8327a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8327a4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8327b1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832802fffffffff,13.0,5.0,0.0,0.0,0.0,0.0
832803fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
832806fffffffff,8.0,4.0,0.0,0.0,0.0,0.0
832810fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
832812fffffffff,9.0,6.0,0.0,0.0,0.0,0.0
832813fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
832814fffffffff,14.0,1.0,0.0,0.0,0.0,0.0
832815fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83281bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83281cfffffffff,5.0,3.0,0.0,0.0,0.0,0.0
83281efffffffff,90.0,0.0,0.0,0.0,0.0,0.0
832830fffffffff,795.0,12.0,0.0,0.0,0.0,14.0
832831fffffffff,5.0,5.0,0.0,0.0,0.0,0.0
832832fffffffff,48.0,10.0,0.0,0.0,0.0,0.0
832833fffffffff,35.0,8.0,0.0,0.0,0.0,0.0
832834fffffffff,107.0,36.0,0.0,0.0,0.0,25.0
832835fffffffff,194.0,151.0,0.0,0.0,0.0,5.0
832836fffffffff,1494.0,7.0,0.0,0.0,0.0,0.0
832880fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832881fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
832883fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832884fffffffff,347.0,0.0,0.0,0.0,0.0,0.0
832885fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
832886fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832888fffffffff,37.0,6.0,0.0,0.0,0.0,0.0
832889fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83288afffffffff,3.0,2.0,0.0,0.0,0.0,0.0
83288dfffffffff,27.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832890fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832892fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832893fffffffff,13.0,1.0,0.0,0.0,0.0,0.0
832894fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832896fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832898fffffffff,26.0,14.0,0.0,0.0,0.0,0.0
83289afffffffff,11.0,6.0,0.0,0.0,0.0,0.0
83289bfffffffff,6.0,1.0,0.0,0.0,0.0,0.0
83289cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83289efffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8328a2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328a9fffffffff,21.0,1.0,0.0,0.0,0.0,0.0
8328adfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8328aefffffffff,3.0,2.0,0.0,0.0,0.0,0.0
8328b0fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8328b1fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8328b2fffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8328b3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328b6fffffffff,61.0,18.0,0.0,0.0,0.0,0.0
8328c0fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8328c3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8328c4fffffffff,8.0,1.0,0.0,0.0,0.0,0.0
8328c6fffffffff,21.0,6.0,0.0,0.0,0.0,0.0
8328d0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328d1fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8328d3fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8328d5fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8328d6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328d8fffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8328dcfffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8328ddfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8328defffffffff,45.0,3.0,0.0,0.0,0.0,0.0
8328f0fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8328f1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328f2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328f4fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8328f5fffffffff,10.0,5.0,0.0,0.0,0.0,0.0
8328f6fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
832912fffffffff,35.0,6.0,0.0,3.0,0.0,24.0
832913fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
83291afffffffff,17.0,13.0,0.0,0.0,0.0,0.0
832984fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832985fffffffff,17.0,2.0,0.0,0.0,0.0,0.0
832986fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832989fffffffff,14.0,7.0,0.0,0.0,0.0,0.0
83298bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,28.0,8.0,0.0,0.0,0.0,0.0
83298dfffffffff,6.0,3.0,0.0,0.0,0.0,0.0
83298efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832990fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832993fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832994fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832995fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83299afffffffff,11.0,8.0,0.0,0.0,0.0,0.0
8329a0fffffffff,76.0,6.0,0.0,0.0,0.0,0.0
8329a1fffffffff,46.0,7.0,0.0,7.0,0.0,1.0
8329a2fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8329a3fffffffff,78.0,0.0,0.0,0.0,0.0,0.0
8329a4fffffffff,281.0,75.0,0.0,13.0,0.0,166.0
8329a5fffffffff,124.0,2.0,0.0,11.0,0.0,98.0
8329a6fffffffff,250.0,93.0,0.0,0.0,0.0,34.0
8329a8fffffffff,8.0,8.0,0.0,0.0,0.0,0.0
8329a9fffffffff,24.0,10.0,0.0,0.0,0.0,0.0
8329aafffffffff,13.0,2.0,0.0,0.0,0.0,0.0
8329abfffffffff,15.0,13.0,0.0,0.0,0.0,0.0
8329acfffffffff,39.0,39.0,0.0,0.0,0.0,0.0
8329adfffffffff,82.0,13.0,0.0,0.0,0.0,64.0
8329b0fffffffff,22.0,6.0,0.0,0.0,0.0,0.0
8329b1fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8329b2fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8329b4fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
8329b5fffffffff,64.0,15.0,0.0,0.0,0.0,0.0
8329b6fffffffff,16.0,10.0,0.0,0.0,0.0,0.0
832a06fffffffff,18.0,4.0,9.0,0.0,0.0,0.0
832a10fffffffff,684.0,110.0,91.0,0.0,0.0,0.0
832a12fffffffff,384.0,22.0,0.0,0.0,0.0,0.0
832a13fffffffff,627.0,44.0,26.0,0.0,0.0,0.0
832a14fffffffff,60.0,14.0,0.0,0.0,0.0,0.0
832a15fffffffff,25.0,9.0,8.0,0.0,0.0,0.0
832a16fffffffff,48.0,6.0,0.0,0.0,0.0,0.0
832a30fffffffff,376.0,70.0,108.0,0.0,0.0,0.0
832a31fffffffff,134.0,47.0,19.0,0.0,0.0,0.0
832a32fffffffff,220.0,44.0,9.0,0.0,0.0,0.0
832a33fffffffff,163.0,44.0,15.0,0.0,0.0,0.0
832a34fffffffff,33.0,9.0,4.0,0.0,0.0,0.0
832a35fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
832a36fffffffff,62.0,0.0,0.0,0.0,0.0,0.0
832a80fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832a81fffffffff,30.0,4.0,0.0,0.0,0.0,0.0
832a82fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832a84fffffffff,13.0,1.0,0.0,0.0,0.0,0.0
832a85fffffffff,15.0,13.0,0.0,0.0,0.0,0.0
832a86fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832a88fffffffff,17.0,5.0,0.0,0.0,0.0,0.0
832a89fffffffff,13.0,7.0,0.0,0.0,0.0,0.0
832a8afffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832a8bfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832a8cfffffffff,115.0,51.0,0.0,0.0,0.0,0.0
832a8dfffffffff,38.0,4.0,0.0,0.0,0.0,0.0
832a8efffffffff,3.0,1.0,0.0,0.0,0.0,0.0
832a90fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832a91fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832a92fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832a93fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
832a94fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832a95fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
832a96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a99fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832a9afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832a9bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a9efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
