cell_id,Regulus regulus,Regulus regulus [regulus Group],Regulus regulus ellenthalerae,Regulus regulus teneriffae,Regulus regulus azoricus,Regulus regulus sanctaemariae,Regulus regulus inermis,Regulus regulus [himalayensis Group]
8407417ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8407465ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84075d1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84075d9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84075ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8407623ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408829ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840882dffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408847ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408867ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408959ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84089abffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a0bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a53ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b67ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a09ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a41ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a45ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a47ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a55ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a69ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8409a6bffffffff,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8418281ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84186c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419099ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419229ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84192cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419401ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419407ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419413ffffffff,43.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
8419415ffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419417ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841941dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419421ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419423ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419427ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419429ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419465ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841946bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194c5ffffffff,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84194e1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194e9ffffffff,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84194edffffffff,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8419511ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419531ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8419555ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419557ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8419591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84195ebffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84196d1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419739ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e049ffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0b3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e341ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e34bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e355ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e6b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841e803ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea09ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea23ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841eb07ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec21ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec39ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecb9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecd5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841eda5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f001ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f051ffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f1a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f1d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f285ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f2a3ffffffff,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
841f33bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f725ffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f727ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f839ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f8e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f8e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f913ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841fa9dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8420995ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8420999ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e65ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842460dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8425ac9ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842c903ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842cf31ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842d849ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842da45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842db1dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842eaddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
842f5d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8430305ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84309b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84309d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8434261ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8438621ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439015ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843903dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439041ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439045ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439057ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439061ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843906dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439081ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84390adffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84390e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439113ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439159ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439181ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439195ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843919bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84391a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84391e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439219ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843923dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439285ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843928dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84392cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84392d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84392ddffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439313ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843931bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439337ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439423ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439427ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439435ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439447ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439561ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84395c1ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84395c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84395d9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439621ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843962dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439723ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843972dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8439739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843973dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843975bffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843c029ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c02dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0a9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
843c0e7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c1dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c521ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c581ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843c595ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d047ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d06dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d109ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d119ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d153ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843d225ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843f365ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843f4dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440439ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440c27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844b26dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844b30bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844b753ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
844ba1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba2bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844ba57ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844bb19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844bb59ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
