cell_id,Synallaxis albescens,Synallaxis albescens [albescens Group],Synallaxis albescens australis
8466139ffffffff,13.0,0.0,0.0
8466a57ffffffff,3.0,0.0,0.0
8466b51ffffffff,5.0,0.0,0.0
8466e6dffffffff,3.0,0.0,0.0
8467413ffffffff,2.0,0.0,0.0
8467435ffffffff,1.0,0.0,0.0
84675cbffffffff,4.0,0.0,0.0
846d693ffffffff,4.0,0.0,0.0
846d697ffffffff,1.0,0.0,0.0
848a069ffffffff,2.0,0.0,0.0
848a313ffffffff,2.0,0.0,0.0
848b717ffffffff,1.0,0.0,0.0
84a9441ffffffff,2.0,0.0,0.0
84a9453ffffffff,2.0,0.0,0.0
84a9461ffffffff,8.0,0.0,0.0
84a9611ffffffff,2.0,0.0,0.0
84a9613ffffffff,18.0,0.0,0.0
84a9617ffffffff,12.0,0.0,0.0
84a9619ffffffff,21.0,0.0,0.0
84a9645ffffffff,22.0,0.0,0.0
84a964dffffffff,3.0,0.0,0.0
84a9653ffffffff,10.0,0.0,0.0
84a96adffffffff,5.0,0.0,0.0
84a96c5ffffffff,1.0,0.0,0.0
84a96d9ffffffff,3.0,0.0,0.0
84a96e7ffffffff,2.0,0.0,0.0
84a96e9ffffffff,2.0,0.0,0.0
84b2091ffffffff,3.0,0.0,0.0
84b2447ffffffff,1.0,0.0,0.0
84b248bffffffff,23.0,0.0,0.0
84b2491ffffffff,1.0,0.0,0.0
84b2493ffffffff,4.0,0.0,0.0
84b2497ffffffff,3.0,0.0,0.0
84b2499ffffffff,36.0,0.0,0.0
84b249bffffffff,1.0,0.0,0.0
84b249dffffffff,12.0,0.0,0.0
84b24abffffffff,3.0,0.0,0.0
84b24b9ffffffff,6.0,0.0,0.0
84b24bbffffffff,6.0,0.0,0.0
84b24c9ffffffff,2.0,0.0,0.0
84b24cbffffffff,2.0,0.0,0.0
84b24d1ffffffff,80.0,0.0,0.0
84b24d3ffffffff,35.0,0.0,0.0
84b24d5ffffffff,18.0,0.0,0.0
84b24d7ffffffff,11.0,0.0,0.0
84b24d9ffffffff,11.0,0.0,0.0
84b24dbffffffff,88.0,0.0,0.0
84b24ddffffffff,2.0,0.0,0.0
84b2581ffffffff,3.0,0.0,0.0
84b25e1ffffffff,2.0,0.0,0.0
84b2613ffffffff,13.0,0.0,0.0
84b2687ffffffff,1.0,0.0,0.0
84b2689ffffffff,2.0,0.0,0.0
84b2691ffffffff,17.0,0.0,0.0
84b2699ffffffff,1.0,0.0,0.0
84b269bffffffff,2.0,0.0,0.0
84b269dffffffff,5.0,0.0,0.0
84b26abffffffff,2.0,0.0,0.0
84b26b1ffffffff,7.0,0.0,0.0
84b26b3ffffffff,4.0,0.0,0.0
84b26b9ffffffff,5.0,0.0,0.0
84b26bbffffffff,3.0,0.0,0.0
84b26bdffffffff,30.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0
84b26d7ffffffff,17.0,0.0,0.0
84b26dbffffffff,1.0,0.0,0.0
84b26ddffffffff,4.0,0.0,0.0
84b2715ffffffff,2.0,0.0,0.0
84b3423ffffffff,4.0,0.0,0.0
84b35e9ffffffff,8.0,0.0,0.0
84c21bbffffffff,2.0,0.0,0.0
84c2c05ffffffff,2.0,0.0,0.0
84c2c17ffffffff,25.0,0.0,0.0
84c2c19ffffffff,7.0,0.0,0.0
84c2c3bffffffff,3.0,0.0,0.0
84c2c53ffffffff,2.0,0.0,0.0
84c2c91ffffffff,12.0,0.0,0.0
84c2c93ffffffff,9.0,0.0,0.0
84c2c95ffffffff,2.0,0.0,0.0
84c2c97ffffffff,19.0,0.0,0.0
84c2c99ffffffff,20.0,0.0,0.0
84c2ca5ffffffff,1.0,0.0,0.0
84c2cbbffffffff,2.0,0.0,0.0
84c2cd3ffffffff,34.0,0.0,0.0
84c2d85ffffffff,4.0,0.0,0.0
84c2d8dffffffff,2.0,0.0,0.0
84c2d93ffffffff,22.0,0.0,0.0
84c2d9bffffffff,23.0,0.0,0.0
84c2db3ffffffff,1.0,0.0,0.0
84c2e21ffffffff,1.0,0.0,0.0
84c2e2dffffffff,1.0,0.0,0.0
84c2e31ffffffff,6.0,0.0,0.0
84c2e3bffffffff,4.0,0.0,0.0
84c2e95ffffffff,2.0,0.0,0.0
84c2e97ffffffff,2.0,0.0,0.0
84c2e99ffffffff,7.0,0.0,0.0
84c2ebbffffffff,16.0,0.0,0.0
84c3297ffffffff,8.0,0.0,0.0
84c349bffffffff,1.0,0.0,0.0
84c34bbffffffff,4.0,0.0,0.0
84c34bdffffffff,3.0,0.0,0.0
84c3553ffffffff,5.0,0.0,0.0
84c356bffffffff,2.0,0.0,0.0
84c376dffffffff,3.0,0.0,0.0
