cell_id,Somateria mollissima,Somateria mollissima mollissima,Somateria mollissima faeroeensis,Somateria mollissima v-nigrum,Somateria mollissima dresseri,Somateria mollissima borealis,Somateria mollissima sedentaria
820697fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8206cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8206d7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8206dffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8206effffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820707fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820747fffffffff,1019.0,0.0,0.0,0.0,0.0,0.0,0.0
82074ffffffffff,174.0,0.0,0.0,0.0,0.0,0.0,0.0
820757fffffffff,736.0,0.0,0.0,0.0,0.0,0.0,0.0
82075ffffffffff,4874.0,0.0,0.0,0.0,0.0,0.0,0.0
820767fffffffff,632.0,0.0,0.0,0.0,0.0,0.0,0.0
820777fffffffff,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
8207affffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
820807fffffffff,60.0,7.0,0.0,0.0,0.0,0.0,0.0
820817fffffffff,263.0,8.0,0.0,0.0,0.0,0.0,0.0
82082ffffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0
820837fffffffff,60.0,5.0,0.0,0.0,0.0,0.0,0.0
820887fffffffff,159.0,45.0,0.0,0.0,0.0,0.0,0.0
82088ffffffffff,109.0,39.0,0.0,0.0,0.0,0.0,0.0
820897fffffffff,202.0,79.0,0.0,0.0,0.0,0.0,0.0
82089ffffffffff,704.0,46.0,0.0,0.0,0.0,0.0,0.0
8208affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8208b7fffffffff,12.0,2.0,0.0,0.0,0.0,0.0,0.0
8208c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8208d7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8208e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8208effffffffff,187.0,12.0,0.0,0.0,0.0,0.0,0.0
8208f7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
820937fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
82094ffffffffff,44.0,4.0,0.0,0.0,0.0,0.0,0.0
82095ffffffffff,74.0,10.0,0.0,0.0,0.0,0.0,0.0
820987fffffffff,350.0,33.0,0.0,0.0,0.0,0.0,0.0
82098ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820997fffffffff,642.0,20.0,0.0,0.0,0.0,0.0,0.0
82099ffffffffff,461.0,129.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,384.0,14.0,3.0,0.0,0.0,0.0,0.0
8209affffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
820c07fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820c17fffffffff,3446.0,0.0,0.0,0.0,0.0,0.0,0.0
820c37fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
820c57fffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0
820c5ffffffffff,251.0,0.0,0.0,0.0,0.0,0.0,0.0
820c6ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
820c87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820ca7fffffffff,1026.0,0.0,0.0,0.0,0.0,0.0,0.0
820caffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
820ccffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820d07fffffffff,1128.0,0.0,0.0,338.0,0.0,0.0,0.0
820d0ffffffffff,33.0,0.0,0.0,9.0,0.0,0.0,0.0
820d17fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820d67fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,285.0,0.0,0.0,28.0,0.0,0.0,0.0
820d8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820d9ffffffffff,13.0,0.0,0.0,11.0,0.0,0.0,0.0
820daffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820e07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820e0ffffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
820e1ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
820e27fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
820e2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820e37fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,2921.0,0.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,1541.0,0.0,0.0,0.0,0.0,0.0,0.0
820ee7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
820f07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820f0ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
820f2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820f57fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820f5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820f8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820fa7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,28.0,2.0,0.0,0.0,0.0,0.0,0.0
821137fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821157fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821167fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
821177fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82132ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
821607fffffffff,11.0,0.0,0.0,9.0,0.0,0.0,0.0
82160ffffffffff,33.0,0.0,0.0,27.0,0.0,0.0,0.0
821617fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
821627fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821657fffffffff,420.0,0.0,0.0,328.0,0.0,0.0,0.0
82165ffffffffff,154.0,0.0,0.0,94.0,0.0,0.0,0.0
821717fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821747fffffffff,28.0,0.0,0.0,18.0,0.0,0.0,0.0
821757fffffffff,32.0,0.0,0.0,25.0,0.0,0.0,0.0
82175ffffffffff,21.0,0.0,0.0,19.0,0.0,0.0,0.0
82176ffffffffff,65.0,0.0,0.0,19.0,0.0,0.0,0.0
821807fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821827fffffffff,56.0,18.0,0.0,0.0,0.0,0.0,0.0
82182ffffffffff,6.0,1.0,0.0,0.0,0.0,0.0,0.0
82184ffffffffff,18.0,3.0,0.0,0.0,0.0,0.0,0.0
821867fffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0
82186ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821877fffffffff,25.0,3.0,0.0,0.0,0.0,0.0,0.0
821907fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
82190ffffffffff,745.0,123.0,0.0,0.0,0.0,0.0,0.0
82191ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821927fffffffff,385.0,0.0,8.0,0.0,0.0,0.0,0.0
82192ffffffffff,838.0,188.0,2.0,0.0,0.0,0.0,0.0
821947fffffffff,574.0,94.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,319.0,45.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,1168.0,397.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,193.0,10.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,817.0,23.0,0.0,0.0,0.0,0.0,0.0
821977fffffffff,2039.0,225.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,1550.0,0.0,0.0,0.0,2.0,84.0,0.0
821ab7fffffffff,8.0,0.0,0.0,0.0,1.0,0.0,0.0
821b27fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,304.0,0.0,0.0,0.0,2.0,0.0,0.0
821b8ffffffffff,28.0,0.0,0.0,0.0,0.0,2.0,0.0
821b97fffffffff,202.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,240.0,0.0,0.0,0.0,4.0,3.0,0.0
821e17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,1194.0,378.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,731.0,142.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,1212.0,841.0,0.0,0.0,0.0,0.0,0.0
821f37fffffffff,1071.0,101.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,73.0,3.0,0.0,0.0,0.0,0.0,0.0
821f6ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,249.0,5.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,13.0,3.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,35.0,6.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8222c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8222d7fffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8222effffffffff,861.0,0.0,0.0,306.0,0.0,0.0,0.0
822a07fffffffff,2400.0,0.0,0.0,0.0,556.0,0.0,0.0
822a17fffffffff,13155.0,0.0,0.0,0.0,804.0,0.0,0.0
822a37fffffffff,85441.0,0.0,0.0,0.0,15452.0,0.0,0.0
822aaffffffffff,3078.0,0.0,0.0,0.0,134.0,0.0,0.0
822ad7fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,590.0,0.0,0.0,0.0,26.0,0.0,0.0
822b07fffffffff,2107.0,0.0,0.0,0.0,10.0,0.0,0.0
822b0ffffffffff,12425.0,0.0,0.0,0.0,136.0,0.0,0.0
822b17fffffffff,29354.0,0.0,0.0,0.0,54.0,0.0,0.0
822b1ffffffffff,33314.0,0.0,0.0,0.0,5340.0,0.0,0.0
822b27fffffffff,1895.0,0.0,0.0,0.0,2.0,0.0,0.0
822b2ffffffffff,1830.0,0.0,0.0,0.0,28.0,0.0,0.0
822b37fffffffff,8663.0,0.0,0.0,0.0,0.0,0.0,0.0
822ba7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,598.0,0.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,91.0,0.0,0.0,0.0,3.0,0.0,0.0
