cell_id,Phoeniculus damarensis,Phoeniculus damarensis damarensis,Phoeniculus damarensis granti
827a47fffffffff,162.0,0.0,42.0
827a67fffffffff,36.0,0.0,0.0
827a6ffffffffff,45.0,0.0,0.0
827a77fffffffff,2.0,0.0,0.0
827b4ffffffffff,4.0,0.0,0.0
82ac87fffffffff,227.0,67.0,0.0
82ac8ffffffffff,41.0,10.0,0.0
82ac9ffffffffff,1.0,0.0,0.0
82aca7fffffffff,111.0,41.0,0.0
82acaffffffffff,23.0,7.0,0.0
82acb7fffffffff,28.0,4.0,0.0
82ad8ffffffffff,2.0,0.0,0.0
