cell_id,Ardea cinerea,Ardea cinerea cinerea/jouyi,Ardea cinerea firasa,Ardea cinerea monicae
830741fffffffff,2.0,0.0,0.0,0.0
830743fffffffff,6.0,0.0,0.0,0.0
830744fffffffff,2.0,0.0,0.0,0.0
830746fffffffff,3.0,0.0,0.0,0.0
830758fffffffff,7.0,0.0,0.0,0.0
830763fffffffff,2.0,0.0,0.0,0.0
830773fffffffff,44.0,0.0,0.0,0.0
830883fffffffff,2.0,0.0,0.0,0.0
830884fffffffff,2.0,2.0,0.0,0.0
830886fffffffff,6.0,6.0,0.0,0.0
83089afffffffff,2.0,0.0,0.0,0.0
83089efffffffff,9.0,0.0,0.0,0.0
8309a4fffffffff,2.0,2.0,0.0,0.0
831181fffffffff,8.0,8.0,0.0,0.0
83118cfffffffff,8.0,8.0,0.0,0.0
83118efffffffff,9.0,9.0,0.0,0.0
8311aafffffffff,1.0,1.0,0.0,0.0
8311abfffffffff,5.0,5.0,0.0,0.0
8311aefffffffff,59.0,59.0,0.0,0.0
83165efffffffff,2.0,0.0,0.0,0.0
83182cfffffffff,1.0,0.0,0.0,0.0
83182efffffffff,2.0,0.0,0.0,0.0
831849fffffffff,27.0,0.0,0.0,0.0
83184bfffffffff,15.0,2.0,0.0,0.0
831859fffffffff,20.0,2.0,0.0,0.0
83185bfffffffff,87.0,12.0,0.0,0.0
831862fffffffff,3.0,0.0,0.0,0.0
83186cfffffffff,9.0,0.0,0.0,0.0
83186efffffffff,2.0,0.0,0.0,0.0
831909fffffffff,1.0,1.0,0.0,0.0
83190cfffffffff,2.0,0.0,0.0,0.0
831942fffffffff,5.0,4.0,0.0,0.0
83194dfffffffff,1.0,0.0,0.0,0.0
831950fffffffff,10.0,10.0,0.0,0.0
83195dfffffffff,1.0,1.0,0.0,0.0
831969fffffffff,4.0,4.0,0.0,0.0
831aa3fffffffff,14.0,0.0,0.0,0.0
831aa4fffffffff,1.0,0.0,0.0,0.0
831aa6fffffffff,4.0,0.0,0.0,0.0
831ab5fffffffff,1.0,0.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0,0.0
831e02fffffffff,13.0,11.0,0.0,0.0
831e04fffffffff,20.0,2.0,0.0,0.0
831e05fffffffff,4.0,0.0,0.0,0.0
831e06fffffffff,5.0,5.0,0.0,0.0
831e08fffffffff,1.0,0.0,0.0,0.0
831e0afffffffff,4.0,2.0,0.0,0.0
831e0bfffffffff,1.0,1.0,0.0,0.0
831e0efffffffff,3.0,0.0,0.0,0.0
831e12fffffffff,3.0,0.0,0.0,0.0
831e13fffffffff,7.0,0.0,0.0,0.0
831e19fffffffff,2.0,0.0,0.0,0.0
831e1bfffffffff,1.0,0.0,0.0,0.0
831e26fffffffff,2.0,0.0,0.0,0.0
831e30fffffffff,3.0,0.0,0.0,0.0
831e31fffffffff,2.0,0.0,0.0,0.0
831e33fffffffff,3.0,0.0,0.0,0.0
831e35fffffffff,2.0,0.0,0.0,0.0
831e42fffffffff,2.0,0.0,0.0,0.0
831e46fffffffff,10.0,0.0,0.0,0.0
831e51fffffffff,6.0,0.0,0.0,0.0
831e52fffffffff,2.0,2.0,0.0,0.0
831e55fffffffff,2.0,0.0,0.0,0.0
831e5cfffffffff,6.0,0.0,0.0,0.0
831e5efffffffff,8.0,0.0,0.0,0.0
831e6afffffffff,13.0,0.0,0.0,0.0
831e6bfffffffff,15.0,0.0,0.0,0.0
831e74fffffffff,3.0,0.0,0.0,0.0
831e76fffffffff,2.0,0.0,0.0,0.0
831e80fffffffff,2.0,2.0,0.0,0.0
831ea0fffffffff,9.0,0.0,0.0,0.0
831ea4fffffffff,1.0,1.0,0.0,0.0
831ea5fffffffff,3.0,0.0,0.0,0.0
