cell_id,Colinus virginianus,Colinus virginianus [virginianus Group],Colinus virginianus graysoni/nigripectus,Colinus virginianus [pectoralis Group],Colinus virginianus [coyoleos Group]
84261b9ffffffff,8.0,0.0,0.0,0.0,0.0
84261bbffffffff,2.0,0.0,0.0,0.0,0.0
84261bdffffffff,2.0,0.0,0.0,0.0,0.0
84261c3ffffffff,1.0,0.0,0.0,0.0,0.0
84261c5ffffffff,11.0,0.0,0.0,0.0,0.0
84261c7ffffffff,10.0,0.0,0.0,0.0,0.0
84261c9ffffffff,2.0,0.0,0.0,0.0,0.0
84261d1ffffffff,6.0,0.0,0.0,0.0,0.0
84261d3ffffffff,11.0,0.0,0.0,0.0,0.0
84261d5ffffffff,4.0,0.0,0.0,0.0,0.0
84261d7ffffffff,8.0,0.0,0.0,0.0,0.0
84261d9ffffffff,4.0,0.0,0.0,0.0,0.0
84261dbffffffff,6.0,0.0,0.0,0.0,0.0
84261ddffffffff,6.0,0.0,0.0,0.0,0.0
84261e7ffffffff,6.0,0.0,0.0,0.0,0.0
84261e9ffffffff,4.0,0.0,0.0,0.0,0.0
84261ebffffffff,2.0,0.0,0.0,0.0,0.0
84262b3ffffffff,3.0,0.0,0.0,0.0,0.0
8426401ffffffff,1.0,0.0,0.0,0.0,0.0
8426403ffffffff,17.0,0.0,0.0,0.0,0.0
8426405ffffffff,71.0,0.0,0.0,0.0,0.0
8426407ffffffff,21.0,0.0,0.0,0.0,0.0
8426409ffffffff,35.0,0.0,0.0,0.0,0.0
842640bffffffff,2.0,0.0,0.0,0.0,0.0
842640dffffffff,413.0,0.0,0.0,0.0,0.0
8426411ffffffff,23.0,0.0,0.0,0.0,0.0
8426413ffffffff,20.0,0.0,0.0,0.0,0.0
8426415ffffffff,107.0,0.0,0.0,0.0,0.0
8426417ffffffff,91.0,0.0,0.0,0.0,0.0
8426419ffffffff,4.0,0.0,0.0,0.0,0.0
842641bffffffff,2.0,0.0,0.0,0.0,0.0
842641dffffffff,11.0,0.0,0.0,0.0,0.0
8426421ffffffff,3.0,0.0,0.0,0.0,0.0
8426423ffffffff,34.0,0.0,0.0,0.0,0.0
8426425ffffffff,169.0,0.0,0.0,0.0,0.0
8426427ffffffff,15.0,0.0,0.0,0.0,0.0
8426429ffffffff,215.0,0.0,0.0,0.0,0.0
842642bffffffff,31.0,0.0,0.0,0.0,0.0
842642dffffffff,10.0,0.0,0.0,0.0,0.0
8426431ffffffff,13.0,0.0,0.0,0.0,0.0
8426433ffffffff,82.0,0.0,0.0,0.0,0.0
8426435ffffffff,4.0,0.0,0.0,0.0,0.0
8426437ffffffff,20.0,0.0,0.0,0.0,0.0
8426439ffffffff,176.0,0.0,0.0,0.0,0.0
842643bffffffff,83.0,0.0,0.0,0.0,0.0
842643dffffffff,26.0,0.0,0.0,0.0,0.0
8426441ffffffff,3.0,0.0,0.0,0.0,0.0
8426443ffffffff,3.0,0.0,0.0,0.0,0.0
8426445ffffffff,2.0,0.0,0.0,0.0,0.0
842644bffffffff,5.0,0.0,0.0,0.0,0.0
842644dffffffff,10.0,0.0,0.0,0.0,0.0
8426451ffffffff,4.0,0.0,0.0,0.0,0.0
8426453ffffffff,7.0,0.0,0.0,0.0,0.0
8426455ffffffff,55.0,0.0,0.0,0.0,0.0
8426457ffffffff,27.0,0.0,0.0,0.0,0.0
8426459ffffffff,131.0,0.0,0.0,0.0,0.0
842645bffffffff,5.0,0.0,0.0,0.0,0.0
842645dffffffff,4.0,0.0,0.0,0.0,0.0
8426461ffffffff,432.0,0.0,0.0,0.0,0.0
8426463ffffffff,383.0,0.0,0.0,0.0,0.0
8426465ffffffff,10.0,0.0,0.0,0.0,0.0
8426467ffffffff,9.0,0.0,0.0,0.0,0.0
8426469ffffffff,14.0,0.0,0.0,0.0,0.0
842646bffffffff,260.0,0.0,0.0,0.0,0.0
842646dffffffff,68.0,0.0,0.0,0.0,0.0
8426481ffffffff,45.0,0.0,0.0,0.0,0.0
8426483ffffffff,13.0,0.0,0.0,0.0,0.0
8426487ffffffff,20.0,0.0,0.0,0.0,0.0
8426489ffffffff,43.0,0.0,0.0,0.0,0.0
842648bffffffff,20.0,0.0,0.0,0.0,0.0
842648dffffffff,13.0,0.0,0.0,0.0,0.0
8426493ffffffff,36.0,0.0,0.0,0.0,0.0
8426495ffffffff,12.0,0.0,0.0,0.0,0.0
8426497ffffffff,89.0,0.0,0.0,0.0,0.0
8426499ffffffff,4.0,0.0,0.0,0.0,0.0
842649bffffffff,81.0,0.0,0.0,0.0,0.0
842649dffffffff,12.0,0.0,0.0,0.0,0.0
84264a3ffffffff,2.0,0.0,0.0,0.0,0.0
84264a5ffffffff,4.0,0.0,0.0,0.0,0.0
84264a7ffffffff,20.0,0.0,0.0,0.0,0.0
84264a9ffffffff,3.0,0.0,0.0,0.0,0.0
84264abffffffff,1.0,0.0,0.0,0.0,0.0
84264b3ffffffff,4.0,0.0,0.0,0.0,0.0
84264b9ffffffff,9.0,0.0,0.0,0.0,0.0
84264bbffffffff,87.0,0.0,0.0,0.0,0.0
84264bdffffffff,9.0,0.0,0.0,0.0,0.0
84264c1ffffffff,39.0,0.0,0.0,0.0,0.0
84264c3ffffffff,56.0,0.0,0.0,0.0,0.0
84264c5ffffffff,26.0,0.0,0.0,0.0,0.0
84264c7ffffffff,36.0,0.0,0.0,0.0,0.0
84264c9ffffffff,4.0,0.0,0.0,0.0,0.0
84264cbffffffff,83.0,0.0,0.0,0.0,0.0
84264cdffffffff,4.0,0.0,0.0,0.0,0.0
84264d1ffffffff,207.0,0.0,0.0,0.0,0.0
84264d3ffffffff,17.0,0.0,0.0,0.0,0.0
84264d5ffffffff,7.0,0.0,0.0,0.0,0.0
84264d7ffffffff,2.0,0.0,0.0,0.0,0.0
84264d9ffffffff,35.0,0.0,0.0,0.0,0.0
84264dbffffffff,110.0,0.0,0.0,0.0,0.0
84264ddffffffff,35.0,0.0,0.0,0.0,0.0
84264e1ffffffff,5.0,0.0,0.0,0.0,0.0
84264e5ffffffff,92.0,0.0,0.0,0.0,0.0
84264e7ffffffff,4.0,0.0,0.0,0.0,0.0
84264ebffffffff,6.0,0.0,0.0,0.0,0.0
84264edffffffff,31.0,0.0,0.0,0.0,0.0
8426501ffffffff,236.0,0.0,0.0,0.0,0.0
8426503ffffffff,3.0,0.0,0.0,0.0,0.0
8426505ffffffff,41.0,0.0,0.0,0.0,0.0
8426507ffffffff,6.0,0.0,0.0,0.0,0.0
8426509ffffffff,26.0,0.0,0.0,0.0,0.0
842650bffffffff,39.0,0.0,0.0,0.0,0.0
842650dffffffff,59.0,0.0,0.0,0.0,0.0
8426511ffffffff,5.0,0.0,0.0,0.0,0.0
8426513ffffffff,17.0,0.0,0.0,0.0,0.0
8426515ffffffff,14.0,0.0,0.0,0.0,0.0
8426517ffffffff,6.0,0.0,0.0,0.0,0.0
8426519ffffffff,26.0,0.0,0.0,0.0,0.0
842651bffffffff,102.0,0.0,0.0,0.0,0.0
842651dffffffff,5.0,0.0,0.0,0.0,0.0
8426521ffffffff,123.0,0.0,0.0,0.0,0.0
8426523ffffffff,49.0,0.0,0.0,0.0,0.0
8426525ffffffff,51.0,0.0,0.0,0.0,0.0
8426527ffffffff,30.0,0.0,0.0,0.0,0.0
8426529ffffffff,53.0,0.0,0.0,0.0,0.0
842652bffffffff,335.0,0.0,0.0,0.0,0.0
842652dffffffff,86.0,0.0,0.0,0.0,0.0
8426531ffffffff,182.0,0.0,0.0,0.0,0.0
8426533ffffffff,130.0,0.0,0.0,0.0,0.0
8426535ffffffff,287.0,0.0,0.0,0.0,0.0
8426537ffffffff,39.0,0.0,0.0,0.0,0.0
8426539ffffffff,24.0,0.0,0.0,0.0,0.0
842653bffffffff,36.0,0.0,0.0,0.0,0.0
842653dffffffff,318.0,0.0,0.0,0.0,0.0
8426541ffffffff,114.0,0.0,0.0,0.0,0.0
8426543ffffffff,80.0,0.0,0.0,0.0,0.0
8426545ffffffff,25.0,0.0,0.0,0.0,0.0
8426547ffffffff,136.0,0.0,0.0,0.0,0.0
8426549ffffffff,23.0,0.0,0.0,0.0,0.0
842654bffffffff,65.0,0.0,0.0,0.0,0.0
842654dffffffff,101.0,0.0,0.0,0.0,0.0
8426551ffffffff,519.0,0.0,0.0,0.0,0.0
8426553ffffffff,18.0,0.0,0.0,0.0,0.0
8426555ffffffff,427.0,0.0,0.0,0.0,0.0
8426557ffffffff,66.0,0.0,0.0,0.0,0.0
8426559ffffffff,122.0,0.0,0.0,0.0,0.0
842655bffffffff,56.0,0.0,0.0,0.0,0.0
842655dffffffff,90.0,0.0,0.0,0.0,0.0
8426561ffffffff,40.0,0.0,0.0,0.0,0.0
8426563ffffffff,397.0,0.0,0.0,0.0,0.0
8426565ffffffff,63.0,0.0,0.0,0.0,0.0
8426567ffffffff,71.0,0.0,0.0,0.0,0.0
8426569ffffffff,33.0,0.0,0.0,0.0,0.0
842656bffffffff,7.0,0.0,0.0,0.0,0.0
842656dffffffff,57.0,0.0,0.0,0.0,0.0
8426581ffffffff,3.0,0.0,0.0,0.0,0.0
8426583ffffffff,5.0,0.0,0.0,0.0,0.0
8426585ffffffff,2.0,0.0,0.0,0.0,0.0
8426587ffffffff,12.0,0.0,0.0,0.0,0.0
8426589ffffffff,1.0,0.0,0.0,0.0,0.0
842658dffffffff,1.0,0.0,0.0,0.0,0.0
8426591ffffffff,2.0,0.0,0.0,0.0,0.0
8426593ffffffff,13.0,0.0,0.0,0.0,0.0
8426595ffffffff,1.0,0.0,0.0,0.0,0.0
8426597ffffffff,9.0,0.0,0.0,0.0,0.0
8426599ffffffff,24.0,0.0,0.0,0.0,0.0
842659bffffffff,241.0,0.0,0.0,0.0,0.0
842659dffffffff,2.0,0.0,0.0,0.0,0.0
84265a1ffffffff,8.0,0.0,0.0,0.0,0.0
84265a3ffffffff,18.0,0.0,0.0,0.0,0.0
84265a5ffffffff,10.0,0.0,0.0,0.0,0.0
84265a7ffffffff,60.0,0.0,0.0,0.0,0.0
84265a9ffffffff,2.0,0.0,0.0,0.0,0.0
84265abffffffff,5.0,0.0,0.0,0.0,0.0
84265adffffffff,3.0,0.0,0.0,0.0,0.0
84265b1ffffffff,21.0,0.0,0.0,0.0,0.0
84265b3ffffffff,24.0,0.0,0.0,0.0,0.0
84265b5ffffffff,192.0,0.0,0.0,0.0,0.0
84265b9ffffffff,92.0,0.0,0.0,0.0,0.0
84265bdffffffff,6.0,0.0,0.0,0.0,0.0
84265c1ffffffff,18.0,0.0,0.0,0.0,0.0
84265c3ffffffff,4.0,0.0,0.0,0.0,0.0
84265c5ffffffff,13.0,0.0,0.0,0.0,0.0
84265c7ffffffff,54.0,0.0,0.0,0.0,0.0
84265c9ffffffff,2.0,0.0,0.0,0.0,0.0
84265cbffffffff,3.0,0.0,0.0,0.0,0.0
84265cdffffffff,8.0,0.0,0.0,0.0,0.0
84265d1ffffffff,4.0,0.0,0.0,0.0,0.0
84265d3ffffffff,5.0,0.0,0.0,0.0,0.0
84265d7ffffffff,2.0,0.0,0.0,0.0,0.0
84265d9ffffffff,159.0,0.0,0.0,0.0,0.0
84265dbffffffff,76.0,0.0,0.0,0.0,0.0
84265ddffffffff,5.0,0.0,0.0,0.0,0.0
84265e1ffffffff,4.0,0.0,0.0,0.0,0.0
84265e3ffffffff,10.0,0.0,0.0,0.0,0.0
84265e5ffffffff,23.0,0.0,0.0,0.0,0.0
84265e7ffffffff,15.0,0.0,0.0,0.0,0.0
84265e9ffffffff,9.0,0.0,0.0,0.0,0.0
84265ebffffffff,62.0,0.0,0.0,0.0,0.0
84265edffffffff,22.0,0.0,0.0,0.0,0.0
8426601ffffffff,2.0,0.0,0.0,0.0,0.0
8426603ffffffff,6.0,0.0,0.0,0.0,0.0
8426607ffffffff,4.0,0.0,0.0,0.0,0.0
8426609ffffffff,292.0,8.0,0.0,0.0,0.0
842660bffffffff,81.0,0.0,0.0,0.0,0.0
8426611ffffffff,13.0,0.0,0.0,0.0,0.0
8426613ffffffff,3.0,0.0,0.0,0.0,0.0
8426615ffffffff,2.0,0.0,0.0,0.0,0.0
8426617ffffffff,31.0,0.0,0.0,0.0,0.0
8426619ffffffff,29.0,0.0,0.0,0.0,0.0
842661dffffffff,32.0,0.0,0.0,0.0,0.0
8426621ffffffff,26.0,0.0,0.0,0.0,0.0
8426623ffffffff,3.0,0.0,0.0,0.0,0.0
8426625ffffffff,66.0,0.0,0.0,0.0,0.0
8426629ffffffff,5.0,0.0,0.0,0.0,0.0
842662bffffffff,2.0,0.0,0.0,0.0,0.0
842662dffffffff,4.0,0.0,0.0,0.0,0.0
8426631ffffffff,4.0,0.0,0.0,0.0,0.0
8426633ffffffff,2.0,0.0,0.0,0.0,0.0
842663bffffffff,11.0,0.0,0.0,0.0,0.0
842663dffffffff,2.0,0.0,0.0,0.0,0.0
8426641ffffffff,6.0,0.0,0.0,0.0,0.0
8426643ffffffff,17.0,0.0,0.0,0.0,0.0
8426647ffffffff,102.0,0.0,0.0,0.0,0.0
8426649ffffffff,1.0,0.0,0.0,0.0,0.0
842664bffffffff,45.0,0.0,0.0,0.0,0.0
8426651ffffffff,10.0,0.0,0.0,0.0,0.0
8426655ffffffff,26.0,0.0,0.0,0.0,0.0
8426657ffffffff,125.0,0.0,0.0,0.0,0.0
8426659ffffffff,2.0,0.0,0.0,0.0,0.0
842665bffffffff,7.0,0.0,0.0,0.0,0.0
842665dffffffff,9.0,0.0,0.0,0.0,0.0
8426661ffffffff,2.0,0.0,0.0,0.0,0.0
8426665ffffffff,8.0,0.0,0.0,0.0,0.0
842666bffffffff,26.0,0.0,0.0,0.0,0.0
842666dffffffff,4.0,0.0,0.0,0.0,0.0
8426681ffffffff,7.0,0.0,0.0,0.0,0.0
8426683ffffffff,16.0,0.0,0.0,0.0,0.0
8426685ffffffff,7.0,0.0,0.0,0.0,0.0
8426687ffffffff,4.0,0.0,0.0,0.0,0.0
8426689ffffffff,71.0,0.0,0.0,0.0,0.0
842668bffffffff,38.0,0.0,0.0,0.0,0.0
842668dffffffff,5.0,0.0,0.0,0.0,0.0
8426691ffffffff,5.0,0.0,0.0,0.0,0.0
8426693ffffffff,5.0,0.0,0.0,0.0,0.0
8426695ffffffff,33.0,0.0,0.0,0.0,0.0
8426697ffffffff,3.0,0.0,0.0,0.0,0.0
8426699ffffffff,21.0,0.0,0.0,0.0,0.0
842669bffffffff,27.0,0.0,0.0,0.0,0.0
842669dffffffff,8.0,0.0,0.0,0.0,0.0
84266a1ffffffff,18.0,0.0,0.0,0.0,0.0
84266a3ffffffff,22.0,0.0,0.0,0.0,0.0
84266a5ffffffff,23.0,0.0,0.0,0.0,0.0
84266a7ffffffff,19.0,0.0,0.0,0.0,0.0
84266a9ffffffff,125.0,0.0,0.0,0.0,0.0
84266abffffffff,2.0,0.0,0.0,0.0,0.0
84266adffffffff,296.0,0.0,0.0,0.0,0.0
84266b1ffffffff,80.0,0.0,0.0,0.0,0.0
84266b3ffffffff,3.0,0.0,0.0,0.0,0.0
84266b5ffffffff,142.0,0.0,0.0,0.0,0.0
84266b7ffffffff,535.0,0.0,0.0,0.0,0.0
84266b9ffffffff,3.0,0.0,0.0,0.0,0.0
84266bbffffffff,32.0,0.0,0.0,0.0,0.0
84266bdffffffff,10.0,0.0,0.0,0.0,0.0
84266c1ffffffff,23.0,0.0,0.0,0.0,0.0
84266c3ffffffff,2.0,0.0,0.0,0.0,0.0
84266c5ffffffff,17.0,0.0,0.0,0.0,0.0
84266c7ffffffff,11.0,0.0,0.0,0.0,0.0
84266c9ffffffff,4.0,0.0,0.0,0.0,0.0
84266cbffffffff,33.0,0.0,0.0,0.0,0.0
84266cdffffffff,39.0,0.0,0.0,0.0,0.0
84266d1ffffffff,13.0,0.0,0.0,0.0,0.0
84266d3ffffffff,265.0,0.0,0.0,0.0,0.0
84266d5ffffffff,73.0,0.0,0.0,0.0,0.0
84266d7ffffffff,12.0,0.0,0.0,0.0,0.0
84266d9ffffffff,8.0,0.0,0.0,0.0,0.0
84266dbffffffff,76.0,0.0,0.0,0.0,0.0
84266ddffffffff,2.0,0.0,0.0,0.0,0.0
84266e1ffffffff,932.0,0.0,0.0,0.0,0.0
84266e3ffffffff,41.0,0.0,0.0,0.0,0.0
84266e5ffffffff,11.0,0.0,0.0,0.0,0.0
84266e7ffffffff,109.0,0.0,0.0,0.0,0.0
84266e9ffffffff,111.0,0.0,0.0,0.0,0.0
84266ebffffffff,57.0,0.0,0.0,0.0,0.0
84266edffffffff,46.0,0.0,0.0,0.0,0.0
8426701ffffffff,4.0,0.0,0.0,0.0,0.0
8426703ffffffff,14.0,0.0,0.0,0.0,0.0
8426705ffffffff,37.0,0.0,0.0,0.0,0.0
8426707ffffffff,32.0,0.0,0.0,0.0,0.0
8426709ffffffff,4.0,0.0,0.0,0.0,0.0
842670dffffffff,17.0,0.0,0.0,0.0,0.0
8426711ffffffff,111.0,0.0,0.0,0.0,0.0
8426713ffffffff,10.0,0.0,0.0,0.0,0.0
8426715ffffffff,6.0,0.0,0.0,0.0,0.0
8426717ffffffff,72.0,0.0,0.0,0.0,0.0
8426719ffffffff,300.0,0.0,0.0,0.0,0.0
842671bffffffff,211.0,0.0,0.0,0.0,0.0
842671dffffffff,4.0,0.0,0.0,0.0,0.0
8426723ffffffff,28.0,0.0,0.0,0.0,0.0
8426727ffffffff,8.0,0.0,0.0,0.0,0.0
8426729ffffffff,2.0,0.0,0.0,0.0,0.0
842672bffffffff,1.0,0.0,0.0,0.0,0.0
842672dffffffff,3.0,0.0,0.0,0.0,0.0
8426731ffffffff,14.0,0.0,0.0,0.0,0.0
8426733ffffffff,91.0,0.0,0.0,0.0,0.0
8426735ffffffff,107.0,0.0,0.0,0.0,0.0
8426737ffffffff,14.0,0.0,0.0,0.0,0.0
8426739ffffffff,13.0,0.0,0.0,0.0,0.0
842673bffffffff,17.0,0.0,0.0,0.0,0.0
842673dffffffff,12.0,0.0,0.0,0.0,0.0
8426745ffffffff,23.0,0.0,0.0,0.0,0.0
8426747ffffffff,20.0,0.0,0.0,0.0,0.0
8426751ffffffff,6.0,0.0,0.0,0.0,0.0
8426753ffffffff,24.0,0.0,0.0,0.0,0.0
8426755ffffffff,2.0,0.0,0.0,0.0,0.0
8426757ffffffff,2.0,0.0,0.0,0.0,0.0
8426759ffffffff,29.0,0.0,0.0,0.0,0.0
842675bffffffff,1.0,0.0,0.0,0.0,0.0
842675dffffffff,3.0,0.0,0.0,0.0,0.0
842676bffffffff,1.0,0.0,0.0,0.0,0.0
8426893ffffffff,6.0,0.0,0.0,0.0,0.0
8426899ffffffff,1.0,0.0,0.0,0.0,0.0
84268d3ffffffff,6.0,0.0,0.0,0.0,0.0
8426a81ffffffff,21.0,0.0,0.0,0.0,0.0
8426a87ffffffff,79.0,0.0,0.0,0.0,0.0
8426a8bffffffff,337.0,0.0,0.0,0.0,0.0
8426a91ffffffff,11.0,0.0,0.0,0.0,0.0
8426a93ffffffff,5.0,0.0,0.0,0.0,0.0
8426a95ffffffff,185.0,0.0,0.0,0.0,0.0
8426a97ffffffff,70.0,0.0,0.0,0.0,0.0
8426a99ffffffff,5.0,0.0,0.0,0.0,0.0
8426a9bffffffff,4.0,0.0,0.0,0.0,0.0
8426a9dffffffff,7.0,0.0,0.0,0.0,0.0
8426aabffffffff,109.0,0.0,0.0,0.0,0.0
8426abbffffffff,11.0,0.0,0.0,0.0,0.0
8426abdffffffff,36.0,0.0,0.0,0.0,0.0
8426ac5ffffffff,2.0,0.0,0.0,0.0,0.0
8426ad1ffffffff,15.0,0.0,0.0,0.0,0.0
8426ad7ffffffff,22.0,0.0,0.0,0.0,0.0
8426adbffffffff,22.0,0.0,0.0,0.0,0.0
8426ae9ffffffff,2.0,0.0,0.0,0.0,0.0
8426c01ffffffff,7.0,0.0,0.0,0.0,0.0
8426c07ffffffff,20.0,0.0,0.0,0.0,0.0
8426c09ffffffff,1.0,0.0,0.0,0.0,0.0
8426c0bffffffff,6.0,0.0,0.0,0.0,0.0
8426c0dffffffff,8.0,0.0,0.0,0.0,0.0
8426c11ffffffff,14.0,0.0,0.0,0.0,0.0
8426c13ffffffff,5.0,0.0,0.0,0.0,0.0
8426c17ffffffff,1.0,0.0,0.0,0.0,0.0
8426c19ffffffff,49.0,0.0,0.0,0.0,0.0
8426c1bffffffff,12.0,0.0,0.0,0.0,0.0
8426c1dffffffff,4.0,0.0,0.0,0.0,0.0
8426c21ffffffff,5.0,0.0,0.0,0.0,0.0
8426c23ffffffff,7.0,0.0,0.0,0.0,0.0
8426c25ffffffff,2.0,0.0,0.0,0.0,0.0
8426c27ffffffff,20.0,0.0,0.0,0.0,0.0
8426c29ffffffff,28.0,0.0,0.0,0.0,0.0
8426c2bffffffff,7.0,0.0,0.0,0.0,0.0
8426c2dffffffff,23.0,0.0,0.0,0.0,0.0
8426c31ffffffff,146.0,0.0,0.0,0.0,0.0
8426c33ffffffff,16.0,0.0,0.0,0.0,0.0
8426c35ffffffff,6.0,0.0,0.0,0.0,0.0
8426c37ffffffff,164.0,0.0,0.0,0.0,0.0
8426c39ffffffff,3.0,0.0,0.0,0.0,0.0
8426c3bffffffff,171.0,0.0,0.0,0.0,0.0
8426c41ffffffff,9.0,0.0,0.0,0.0,0.0
8426c43ffffffff,57.0,0.0,0.0,0.0,0.0
8426c45ffffffff,58.0,0.0,0.0,0.0,0.0
8426c49ffffffff,23.0,0.0,0.0,0.0,0.0
8426c4bffffffff,14.0,0.0,0.0,0.0,0.0
8426c4dffffffff,172.0,0.0,0.0,0.0,0.0
8426c53ffffffff,112.0,0.0,0.0,0.0,0.0
8426c55ffffffff,20.0,0.0,0.0,0.0,0.0
8426c57ffffffff,5.0,0.0,0.0,0.0,0.0
8426c59ffffffff,2.0,0.0,0.0,0.0,0.0
8426c5bffffffff,43.0,0.0,0.0,0.0,0.0
8426c5dffffffff,1.0,0.0,0.0,0.0,0.0
8426c61ffffffff,13.0,0.0,0.0,0.0,0.0
8426c63ffffffff,6.0,0.0,0.0,0.0,0.0
8426c65ffffffff,13.0,0.0,0.0,0.0,0.0
8426c67ffffffff,2.0,0.0,0.0,0.0,0.0
8426c69ffffffff,4.0,0.0,0.0,0.0,0.0
8426c6bffffffff,37.0,0.0,0.0,0.0,0.0
8426c6dffffffff,6.0,0.0,0.0,0.0,0.0
8426c87ffffffff,3.0,0.0,0.0,0.0,0.0
8426c89ffffffff,46.0,0.0,0.0,0.0,0.0
8426c8bffffffff,4.0,0.0,0.0,0.0,0.0
8426c91ffffffff,1.0,0.0,0.0,0.0,0.0
8426c95ffffffff,1.0,0.0,0.0,0.0,0.0
8426c97ffffffff,1.0,0.0,0.0,0.0,0.0
8426c9dffffffff,1.0,0.0,0.0,0.0,0.0
8426ca1ffffffff,1.0,0.0,0.0,0.0,0.0
8426ca3ffffffff,11.0,0.0,0.0,0.0,0.0
8426ca5ffffffff,7.0,0.0,0.0,0.0,0.0
