cell_id,Setophaga pitiayumi,Setophaga pitiayumi nigrilora,Setophaga pitiayumi pulchra,Setophaga pitiayumi insularis,Setophaga pitiayumi graysoni,Setophaga pitiayumi inornata,Setophaga pitiayumi cirrha,Setophaga pitiayumi [pitiayumi Group]
8445289ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844528dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452c3ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452c7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452ebffffffff,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84452edffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445309ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844530dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445319ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844532bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445343ffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445351ffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445355ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844535bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844535dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445365ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445649ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84456dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844802bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448065ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84480a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84480adffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84480e5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844815bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844816bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84481d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84481dbffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448305ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448309ffffffff,65.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
844830dffffffff,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8448329ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844832bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448331ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448333ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448337ffffffff,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844833bffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448347ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448361ffffffff,603.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0
8448363ffffffff,916.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
8448365ffffffff,28.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8448367ffffffff,45.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
8448369ffffffff,376.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
844836dffffffff,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8448849ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844884bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84488e1ffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84488e3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84488e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84488e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448959ffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844895dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448a21ffffffff,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448a23ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448a27ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448a29ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448a2bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448a2dffffffff,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448a67ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b31ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b37ffffffff,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b49ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448b5bffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448e41ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448e49ffffffff,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8448e4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448e55ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8448e5dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449081ffffffff,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
8449083ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
844908bffffffff,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
844980bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844985bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84498c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84498d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84498dbffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8449901ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449903ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449907ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844990dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449911ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449913ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844991dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449929ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844992bffffffff,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8449931ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449933ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449937ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449961ffffffff,229.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8449963ffffffff,507.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
8449965ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449967ffffffff,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8449969ffffffff,224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844996bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844996dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449981ffffffff,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8449983ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449985ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449987ffffffff,377.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
84499b1ffffffff,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84499b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499b5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499c1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499c5ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499cdffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84499e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449a23ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449a2bffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449a3dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449a81ffffffff,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8449a83ffffffff,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8449a85ffffffff,107.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
8449a87ffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8449a89ffffffff,61.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8449a8bffffffff,58.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8449a8dffffffff,71.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8449a91ffffffff,373.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
8449a93ffffffff,259.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
8449a95ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449a97ffffffff,62.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
8449a99ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449a9bffffffff,36.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
8449aa3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449aabffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ab1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ab5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ab7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ab9ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8449ac7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ad5ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ad7ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ae3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449ae9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449b53ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449b57ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f01bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f035ffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f095ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f299ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f29dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f2d1ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f2d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f403ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f407ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f411ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f415ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f42bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f445ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f483ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f487ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4a7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4a9ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4abffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4b3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4b9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f4bdffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f50bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f581ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f583ffffffff,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f587ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f595ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f5b9ffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f711ffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f713ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f755ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845f75dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846601bffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466045ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466061ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466067ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846606bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466081ffffffff,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466083ffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466085ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466087ffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466089ffffffff,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846608bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846608dffffffff,654.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
8466091ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466095ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466099ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846609dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660a3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660a7ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b3ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b5ffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b7ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660b9ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660bbffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660bdffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660c1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660c3ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660c7ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660cbffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660cdffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660d3ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660d9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660ddffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84660ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466105ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466107ffffffff,29.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8466113ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466129ffffffff,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8466131ffffffff,49.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
8466139ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846613bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466163ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466167ffffffff,98.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
8466181ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466183ffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8466185ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466187ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466189ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846618bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846618dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466193ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466195ffffffff,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466197ffffffff,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466199ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846619bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846619dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661b1ffffffff,546.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
84661b3ffffffff,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661b7ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661b9ffffffff,617.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
84661bbffffffff,411.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
84661bdffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d1ffffffff,277.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
84661d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661d5ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661ddffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84661ebffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466201ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466203ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466205ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466207ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846620bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466211ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466213ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466217ffffffff,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466219ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466221ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846622bffffffff,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846623bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466291ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466295ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466299ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846629bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846629dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662b7ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e1ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e5ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662e9ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84662edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466313ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466565ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846656dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466637ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466841ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466849ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
8466a05ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466a29ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8466a2dffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466a33ffffffff,39.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
8466b41ffffffff,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b43ffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b45ffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b47ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b49ffffffff,2490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b4dffffffff,3211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b51ffffffff,716.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
8466b53ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b55ffffffff,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b57ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466b5bffffffff,372.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
8466b5dffffffff,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c0dffffffff,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c21ffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c29ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c2dffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c41ffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c45ffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c47ffffffff,124.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
8466c49ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c4bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c4dffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8466c61ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c63ffffffff,234.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
8466c65ffffffff,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c67ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c69ffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
