cell_id,Galerida cristata,Galerida cristata [cristata Group],Galerida cristata macrorhyncha/randonii
82089ffffffffff,2.0,0.0,0.0
821097fffffffff,4.0,0.0,0.0
821597fffffffff,4.0,0.0,0.0
82159ffffffffff,3.0,0.0,0.0
8215b7fffffffff,4.0,0.0,0.0
82184ffffffffff,180.0,1.0,0.0
82185ffffffffff,20.0,0.0,0.0
82186ffffffffff,26.0,0.0,0.0
82194ffffffffff,36.0,0.0,0.0
82196ffffffffff,2.0,0.0,0.0
821e07fffffffff,348.0,5.0,0.0
821e0ffffffffff,711.0,9.0,0.0
821e17fffffffff,340.0,3.0,0.0
821e1ffffffffff,336.0,12.0,0.0
821e27fffffffff,29.0,8.0,0.0
821e2ffffffffff,4.0,2.0,0.0
821e37fffffffff,73.0,0.0,0.0
821e47fffffffff,52.0,0.0,0.0
821e4ffffffffff,54.0,0.0,0.0
821e57fffffffff,86.0,0.0,0.0
821e5ffffffffff,477.0,0.0,0.0
821e67fffffffff,6.0,0.0,0.0
821e6ffffffffff,43.0,0.0,0.0
821e77fffffffff,3.0,0.0,0.0
821e87fffffffff,254.0,6.0,0.0
821e8ffffffffff,19.0,1.0,0.0
821e9ffffffffff,24.0,0.0,0.0
821ea7fffffffff,14.0,0.0,0.0
821eaffffffffff,124.0,0.0,0.0
821eb7fffffffff,32.0,1.0,0.0
821ec7fffffffff,1913.0,8.0,0.0
821ecffffffffff,1891.0,5.0,0.0
821ed7fffffffff,585.0,14.0,0.0
821edffffffffff,1839.0,0.0,0.0
821ee7fffffffff,68.0,0.0,0.0
821eeffffffffff,391.0,1.0,0.0
821ef7fffffffff,70.0,1.0,0.0
821f07fffffffff,8.0,0.0,0.0
821f0ffffffffff,10.0,3.0,0.0
821f1ffffffffff,22.0,0.0,0.0
821f27fffffffff,19.0,0.0,0.0
821f2ffffffffff,2.0,0.0,0.0
821f47fffffffff,3.0,0.0,0.0
821f4ffffffffff,9.0,0.0,0.0
821f57fffffffff,33.0,4.0,0.0
821f5ffffffffff,14.0,0.0,0.0
821f77fffffffff,5.0,0.0,0.0
821f87fffffffff,17.0,0.0,0.0
821faffffffffff,28.0,0.0,0.0
821fb7fffffffff,12.0,0.0,0.0
82200ffffffffff,34.0,0.0,0.0
822017fffffffff,93.0,0.0,0.0
82201ffffffffff,132.0,0.0,0.0
822037fffffffff,2.0,0.0,0.0
82205ffffffffff,14.0,0.0,0.0
822087fffffffff,31.0,0.0,0.0
8220a7fffffffff,56.0,2.0,0.0
8220affffffffff,48.0,0.0,0.0
8220b7fffffffff,87.0,0.0,0.0
8220c7fffffffff,2.0,0.0,0.0
8220cffffffffff,17.0,2.0,0.0
8220e7fffffffff,77.0,3.0,0.0
8220effffffffff,12.0,0.0,0.0
8220f7fffffffff,23.0,0.0,0.0
822187fffffffff,12.0,0.0,0.0
82218ffffffffff,33.0,0.0,0.0
82219ffffffffff,144.0,0.0,0.0
8221a7fffffffff,1.0,1.0,0.0
8221b7fffffffff,4.0,0.0,0.0
822407fffffffff,11.0,3.0,0.0
82240ffffffffff,72.0,4.0,0.0
82241ffffffffff,3.0,2.0,0.0
82242ffffffffff,5.0,0.0,0.0
822437fffffffff,1.0,0.0,0.0
822447fffffffff,14.0,0.0,0.0
822457fffffffff,124.0,0.0,0.0
822487fffffffff,2.0,0.0,0.0
82248ffffffffff,27.0,0.0,0.0
8224affffffffff,1.0,0.0,0.0
8224c7fffffffff,22.0,1.0,0.0
8224cffffffffff,2.0,0.0,0.0
8224d7fffffffff,22.0,0.0,0.0
8224e7fffffffff,4.0,0.0,0.0
8224effffffffff,2.0,0.0,0.0
8224f7fffffffff,2.0,0.0,0.0
822517fffffffff,2.0,0.0,0.0
822597fffffffff,2.0,0.0,0.0
8225affffffffff,1.0,0.0,0.0
8225b7fffffffff,68.0,0.0,0.0
822c07fffffffff,786.0,3.0,0.0
822c0ffffffffff,564.0,1.0,0.0
822c17fffffffff,213.0,0.0,0.0
822c1ffffffffff,48.0,0.0,0.0
822c27fffffffff,26.0,0.0,0.0
822c2ffffffffff,589.0,0.0,0.0
822c37fffffffff,126.0,3.0,0.0
822c47fffffffff,3.0,0.0,0.0
822c57fffffffff,29.0,0.0,0.0
822c5ffffffffff,1.0,0.0,0.0
822c67fffffffff,9.0,0.0,0.0
822c6ffffffffff,2.0,0.0,0.0
822c77fffffffff,58.0,0.0,0.0
822c87fffffffff,83.0,0.0,0.0
822c8ffffffffff,93.0,0.0,0.0
822c97fffffffff,2569.0,9.0,0.0
822c9ffffffffff,72.0,0.0,0.0
822ca7fffffffff,41.0,0.0,0.0
822caffffffffff,174.0,0.0,0.0
822cc7fffffffff,274.0,0.0,0.0
822ccffffffffff,49.0,0.0,0.0
