cell_id,Galerida cristata,Galerida cristata [cristata Group],Galerida cristata macrorhyncha/randonii
822cd7fffffffff,444.0,0.0,0.0
822cdffffffffff,168.0,0.0,0.0
822ce7fffffffff,238.0,0.0,0.0
822cf7fffffffff,1198.0,0.0,0.0
822d07fffffffff,428.0,3.0,0.0
822d17fffffffff,836.0,8.0,0.0
822d1ffffffffff,85.0,0.0,0.0
822d2ffffffffff,8.0,0.0,0.0
822d37fffffffff,1208.0,4.0,0.0
822d4ffffffffff,1.0,0.0,0.0
822d57fffffffff,1.0,0.0,0.0
822d5ffffffffff,56.0,0.0,0.0
822d67fffffffff,68.0,0.0,0.0
822d77fffffffff,52.0,0.0,0.0
822d87fffffffff,53.0,0.0,0.0
822d8ffffffffff,1.0,0.0,0.0
822d97fffffffff,89.0,1.0,0.0
822da7fffffffff,1525.0,15.0,0.0
822daffffffffff,1009.0,4.0,0.0
822db7fffffffff,10195.0,158.0,0.0
823007fffffffff,4.0,0.0,0.0
8230e7fffffffff,1.0,0.0,0.0
82311ffffffffff,2.0,0.0,0.0
823187fffffffff,114.0,0.0,0.0
8231a7fffffffff,4.0,0.0,0.0
8231affffffffff,22.0,0.0,0.0
823807fffffffff,3.0,2.0,1.0
82380ffffffffff,1.0,1.0,0.0
823817fffffffff,309.0,39.0,265.0
823827fffffffff,1890.0,5.0,0.0
82382ffffffffff,3.0,3.0,0.0
823837fffffffff,73.0,52.0,6.0
823847fffffffff,45.0,42.0,0.0
82384ffffffffff,85.0,85.0,0.0
823857fffffffff,1.0,0.0,1.0
82385ffffffffff,13.0,13.0,0.0
823867fffffffff,39.0,39.0,0.0
82386ffffffffff,158.0,129.0,0.0
823877fffffffff,28.0,24.0,4.0
8238a7fffffffff,17.0,0.0,12.0
823907fffffffff,12872.0,25.0,0.0
82390ffffffffff,5829.0,22.0,0.0
823917fffffffff,11880.0,34.0,0.0
82391ffffffffff,13387.0,149.0,0.0
823927fffffffff,719.0,1.0,0.0
82392ffffffffff,10416.0,64.0,0.0
823937fffffffff,3801.0,8.0,0.0
823947fffffffff,1417.0,3.0,0.0
823957fffffffff,2289.0,15.0,0.0
823967fffffffff,163.0,2.0,0.0
82396ffffffffff,744.0,0.0,0.0
823977fffffffff,11247.0,47.0,0.0
823987fffffffff,466.0,401.0,8.0
82398ffffffffff,670.0,231.0,369.0
823997fffffffff,284.0,204.0,43.0
82399ffffffffff,34.0,18.0,3.0
8239affffffffff,405.0,377.0,0.0
823c17fffffffff,6.0,0.0,0.0
823c37fffffffff,1.0,0.0,0.0
823d07fffffffff,2.0,0.0,0.0
823d17fffffffff,207.0,0.0,0.0
823d37fffffffff,386.0,0.0,0.0
823d87fffffffff,401.0,0.0,0.0
823d8ffffffffff,169.0,0.0,0.0
823d9ffffffffff,19.0,0.0,0.0
823da7fffffffff,2367.0,0.0,0.0
823daffffffffff,72.0,0.0,0.0
823db7fffffffff,136.0,0.0,0.0
823e47fffffffff,4.0,0.0,0.0
823e5ffffffffff,74.0,0.0,0.0
823e67fffffffff,69.0,2.0,0.0
823e6ffffffffff,6818.0,78.0,0.0
823e77fffffffff,72.0,0.0,0.0
823eeffffffffff,3.0,0.0,0.0
823f27fffffffff,5.0,0.0,0.0
823f2ffffffffff,340.0,0.0,0.0
823f37fffffffff,48.0,4.0,0.0
823f47fffffffff,73.0,0.0,0.0
823f4ffffffffff,360.0,6.0,0.0
823f5ffffffffff,3.0,0.0,0.0
823f67fffffffff,1410.0,6.0,0.0
823f6ffffffffff,650.0,2.0,0.0
823f77fffffffff,466.0,0.0,0.0
82408ffffffffff,2.0,0.0,0.0
8240dffffffffff,2.0,0.0,0.0
824207fffffffff,3.0,0.0,0.0
82420ffffffffff,1.0,0.0,0.0
824227fffffffff,44.0,0.0,0.0
824237fffffffff,58.0,0.0,0.0
824247fffffffff,1.0,0.0,0.0
82424ffffffffff,76.0,0.0,0.0
824257fffffffff,297.0,0.0,0.0
82425ffffffffff,76.0,0.0,0.0
82426ffffffffff,100.0,0.0,0.0
824277fffffffff,1.0,0.0,0.0
8242c7fffffffff,2503.0,0.0,0.0
8242cffffffffff,1459.0,0.0,0.0
8242d7fffffffff,2.0,0.0,0.0
8242dffffffffff,467.0,0.0,0.0
8242e7fffffffff,159.0,2.0,0.0
8242effffffffff,53.0,0.0,0.0
824307fffffffff,23.0,0.0,0.0
82430ffffffffff,8.0,0.0,0.0
824317fffffffff,156.0,0.0,0.0
82431ffffffffff,227.0,0.0,0.0
824327fffffffff,49.0,0.0,0.0
82432ffffffffff,11.0,0.0,0.0
824337fffffffff,76.0,0.0,0.0
824357fffffffff,42.0,0.0,0.0
824367fffffffff,579.0,0.0,0.0
824377fffffffff,23.0,0.0,0.0
824387fffffffff,29.0,0.0,0.0
82438ffffffffff,159.0,10.0,0.0
824397fffffffff,6.0,0.0,0.0
82439ffffffffff,51.0,2.0,0.0
8243a7fffffffff,1720.0,39.0,0.0
8243affffffffff,3222.0,65.0,0.0
8243b7fffffffff,6.0,0.0,0.0
825207fffffffff,137.0,4.0,0.0
825217fffffffff,51.0,7.0,0.0
82521ffffffffff,110.0,6.0,0.0
82522ffffffffff,2.0,0.0,0.0
825237fffffffff,25.0,0.0,0.0
82524ffffffffff,184.0,15.0,0.0
82526ffffffffff,57.0,2.0,0.0
8252d7fffffffff,39.0,0.0,0.0
825307fffffffff,2.0,0.0,0.0
82530ffffffffff,6.0,0.0,0.0
825317fffffffff,9.0,0.0,0.0
82531ffffffffff,2.0,0.0,0.0
825327fffffffff,7.0,0.0,0.0
82532ffffffffff,8.0,0.0,0.0
825337fffffffff,4.0,0.0,0.0
825347fffffffff,89.0,0.0,0.0
82534ffffffffff,105.0,0.0,0.0
825357fffffffff,42.0,0.0,0.0
825367fffffffff,171.0,0.0,0.0
82536ffffffffff,472.0,11.0,0.0
825377fffffffff,34.0,2.0,0.0
8253affffffffff,36.0,0.0,0.0
8253b7fffffffff,29.0,0.0,0.0
825417fffffffff,568.0,29.0,0.0
82541ffffffffff,143.0,0.0,0.0
825437fffffffff,18.0,17.0,0.0
825447fffffffff,24.0,0.0,0.0
8254affffffffff,263.0,1.0,0.0
8254e7fffffffff,2.0,0.0,0.0
8254f7fffffffff,95.0,0.0,0.0
825517fffffffff,17.0,8.0,9.0
82551ffffffffff,7.0,5.0,2.0
825527fffffffff,2.0,0.0,2.0
825537fffffffff,12.0,9.0,3.0
82580ffffffffff,4.0,0.0,0.0
82585ffffffffff,2.0,0.0,0.0
8258cffffffffff,2.0,0.0,0.0
8258e7fffffffff,37.0,0.0,0.0
826327fffffffff,61.0,0.0,0.0
826337fffffffff,245.0,12.0,0.0
826a5ffffffffff,23.0,0.0,0.0
826b37fffffffff,6.0,0.0,0.0
826b6ffffffffff,2.0,0.0,0.0
827a5ffffffffff,40.0,0.0,0.0
