cell_id,Luscinia svecica,Luscinia svecica [svecica Group],Luscinia svecica azuricollis,Luscinia svecica cyanecula/namnetum,Luscinia svecica magna
831e13fffffffff,2.0,0.0,0.0,0.0,0.0
831e26fffffffff,4.0,0.0,0.0,0.0,0.0
831e28fffffffff,3.0,0.0,0.0,0.0,0.0
831e2efffffffff,1.0,0.0,0.0,0.0,0.0
831e30fffffffff,2.0,0.0,0.0,0.0,0.0
831e31fffffffff,2.0,0.0,0.0,0.0,0.0
831e34fffffffff,23.0,0.0,0.0,0.0,0.0
831e35fffffffff,13.0,11.0,0.0,0.0,0.0
831e36fffffffff,2.0,0.0,0.0,0.0,0.0
831e51fffffffff,1.0,0.0,0.0,1.0,0.0
831e83fffffffff,4.0,0.0,0.0,0.0,0.0
831ea1fffffffff,8.0,0.0,0.0,0.0,0.0
831ea9fffffffff,1.0,0.0,0.0,0.0,0.0
831eb4fffffffff,2.0,0.0,0.0,0.0,0.0
831ec6fffffffff,1.0,0.0,0.0,0.0,0.0
831ec9fffffffff,7.0,0.0,0.0,0.0,0.0
831ecafffffffff,2.0,0.0,0.0,0.0,0.0
831edafffffffff,15.0,0.0,0.0,0.0,0.0
831edcfffffffff,7.0,0.0,0.0,0.0,0.0
831eebfffffffff,3.0,0.0,0.0,0.0,0.0
831f05fffffffff,8.0,0.0,0.0,5.0,0.0
831f0afffffffff,1.0,0.0,0.0,0.0,0.0
831f0dfffffffff,3.0,2.0,0.0,1.0,0.0
831f21fffffffff,1.0,1.0,0.0,0.0,0.0
831f2afffffffff,10.0,10.0,0.0,0.0,0.0
831f2efffffffff,1.0,0.0,0.0,1.0,0.0
831f31fffffffff,4.0,0.0,0.0,2.0,0.0
831f51fffffffff,4.0,0.0,0.0,4.0,0.0
831f72fffffffff,18.0,10.0,0.0,0.0,0.0
831f83fffffffff,3.0,0.0,0.0,2.0,0.0
831f8efffffffff,3.0,0.0,0.0,0.0,0.0
831f98fffffffff,3.0,0.0,0.0,2.0,0.0
831f9dfffffffff,1.0,1.0,0.0,0.0,0.0
831fa4fffffffff,2.0,0.0,0.0,0.0,0.0
831fb4fffffffff,2.0,0.0,0.0,0.0,0.0
832018fffffffff,1.0,0.0,0.0,0.0,0.0
8320b1fffffffff,3.0,0.0,0.0,0.0,0.0
8320b3fffffffff,11.0,0.0,0.0,0.0,0.0
832156fffffffff,2.0,0.0,0.0,0.0,0.0
8322dbfffffffff,16.0,0.0,0.0,0.0,0.0
832512fffffffff,2.0,2.0,0.0,0.0,0.0
8325acfffffffff,23.0,23.0,0.0,0.0,0.0
8325aefffffffff,1.0,1.0,0.0,0.0,0.0
8329a5fffffffff,5.0,0.0,0.0,0.0,0.0
832c00fffffffff,3.0,0.0,0.0,3.0,0.0
832c04fffffffff,206.0,93.0,0.0,83.0,0.0
832c15fffffffff,3.0,0.0,0.0,0.0,0.0
832c20fffffffff,4.0,0.0,0.0,2.0,0.0
832c23fffffffff,2.0,0.0,0.0,0.0,0.0
832c4cfffffffff,5.0,0.0,0.0,0.0,0.0
832c51fffffffff,2.0,0.0,0.0,0.0,0.0
832c93fffffffff,20.0,5.0,0.0,1.0,0.0
832cc0fffffffff,2.0,0.0,0.0,0.0,0.0
832d33fffffffff,9.0,0.0,0.0,0.0,0.0
832da1fffffffff,5.0,0.0,0.0,0.0,0.0
832da2fffffffff,4.0,0.0,0.0,0.0,0.0
832da6fffffffff,1.0,0.0,0.0,1.0,0.0
832db0fffffffff,25.0,0.0,0.0,0.0,0.0
832db1fffffffff,14.0,0.0,0.0,0.0,0.0
832db2fffffffff,5.0,0.0,0.0,0.0,0.0
832db6fffffffff,2.0,2.0,0.0,0.0,0.0
833000fffffffff,1.0,0.0,0.0,0.0,0.0
83309bfffffffff,5.0,0.0,0.0,0.0,0.0
83318dfffffffff,2.0,0.0,0.0,0.0,0.0
833469fffffffff,3.0,0.0,0.0,0.0,0.0
83346bfffffffff,2.0,0.0,0.0,0.0,0.0
833862fffffffff,2.0,0.0,0.0,0.0,0.0
833871fffffffff,2.0,0.0,0.0,0.0,0.0
833900fffffffff,9.0,0.0,0.0,0.0,0.0
833901fffffffff,16.0,0.0,6.0,0.0,0.0
833902fffffffff,32.0,0.0,0.0,0.0,0.0
833903fffffffff,1.0,0.0,0.0,0.0,0.0
833904fffffffff,7.0,0.0,0.0,0.0,0.0
833905fffffffff,9.0,0.0,0.0,0.0,0.0
833906fffffffff,19.0,0.0,0.0,0.0,0.0
833908fffffffff,2.0,0.0,0.0,0.0,0.0
83390afffffffff,2.0,0.0,0.0,0.0,0.0
833910fffffffff,21.0,0.0,0.0,0.0,0.0
833911fffffffff,6.0,0.0,0.0,0.0,0.0
833915fffffffff,11.0,0.0,0.0,0.0,0.0
833918fffffffff,1.0,0.0,0.0,0.0,0.0
833919fffffffff,4.0,0.0,0.0,1.0,0.0
83391afffffffff,4.0,0.0,0.0,0.0,0.0
83391cfffffffff,6.0,0.0,0.0,0.0,0.0
83391efffffffff,2.0,0.0,0.0,0.0,0.0
833922fffffffff,24.0,0.0,0.0,0.0,0.0
833923fffffffff,7.0,0.0,0.0,0.0,0.0
833924fffffffff,3.0,0.0,0.0,0.0,0.0
833925fffffffff,4.0,0.0,0.0,0.0,0.0
833929fffffffff,9.0,0.0,0.0,0.0,0.0
83392afffffffff,65.0,0.0,0.0,4.0,0.0
83392bfffffffff,1.0,0.0,1.0,0.0,0.0
83392dfffffffff,3.0,0.0,1.0,0.0,0.0
833931fffffffff,15.0,0.0,0.0,0.0,0.0
833933fffffffff,13.0,3.0,0.0,0.0,0.0
833943fffffffff,8.0,0.0,0.0,6.0,0.0
833944fffffffff,2.0,0.0,0.0,0.0,0.0
833945fffffffff,1.0,0.0,0.0,0.0,0.0
833946fffffffff,8.0,0.0,0.0,0.0,0.0
833950fffffffff,2.0,0.0,0.0,0.0,0.0
833951fffffffff,2.0,0.0,0.0,2.0,0.0
833954fffffffff,1.0,0.0,0.0,0.0,0.0
833956fffffffff,2.0,0.0,0.0,2.0,0.0
83395cfffffffff,7.0,0.0,0.0,0.0,0.0
833971fffffffff,19.0,0.0,0.0,0.0,0.0
833972fffffffff,26.0,0.0,0.0,0.0,0.0
833974fffffffff,6.0,0.0,0.0,0.0,0.0
833975fffffffff,6.0,0.0,0.0,0.0,0.0
833985fffffffff,4.0,0.0,0.0,0.0,0.0
8339a9fffffffff,1.0,0.0,0.0,0.0,0.0
833c02fffffffff,8.0,4.0,0.0,0.0,0.0
833c0afffffffff,4.0,0.0,0.0,0.0,0.0
833c0bfffffffff,4.0,3.0,0.0,0.0,0.0
833c19fffffffff,12.0,1.0,0.0,0.0,0.0
833c1bfffffffff,11.0,0.0,0.0,0.0,0.0
833c1cfffffffff,2.0,0.0,0.0,0.0,0.0
833c32fffffffff,2.0,0.0,0.0,0.0,0.0
833c5afffffffff,3.0,3.0,0.0,0.0,0.0
833c8dfffffffff,6.0,0.0,0.0,0.0,0.0
833c9dfffffffff,3.0,0.0,0.0,0.0,0.0
833ca4fffffffff,2.0,0.0,0.0,0.0,0.0
833ca9fffffffff,4.0,0.0,0.0,0.0,0.0
833cb1fffffffff,2.0,0.0,0.0,0.0,0.0
833cc6fffffffff,3.0,0.0,0.0,0.0,0.0
833ce4fffffffff,5.0,0.0,0.0,0.0,0.0
833cf1fffffffff,6.0,3.0,0.0,0.0,0.0
833cf2fffffffff,57.0,0.0,0.0,0.0,0.0
833cf4fffffffff,5.0,0.0,0.0,0.0,0.0
833cf6fffffffff,21.0,0.0,0.0,0.0,0.0
833d04fffffffff,17.0,7.0,0.0,10.0,0.0
833d10fffffffff,2.0,0.0,0.0,0.0,0.0
833d13fffffffff,2.0,0.0,0.0,0.0,0.0
833d22fffffffff,4.0,0.0,0.0,4.0,0.0
833d26fffffffff,2.0,0.0,0.0,2.0,0.0
833d34fffffffff,10.0,0.0,0.0,0.0,0.0
833d85fffffffff,2.0,2.0,0.0,0.0,0.0
833d89fffffffff,1.0,0.0,0.0,0.0,0.0
833d98fffffffff,15.0,0.0,0.0,0.0,0.0
833d9bfffffffff,2.0,0.0,0.0,0.0,0.0
833d9efffffffff,6.0,0.0,0.0,0.0,0.0
833da1fffffffff,14.0,3.0,0.0,0.0,0.0
833da3fffffffff,20.0,13.0,0.0,0.0,0.0
833da9fffffffff,1.0,0.0,0.0,0.0,0.0
833dadfffffffff,5.0,0.0,0.0,0.0,0.0
833db2fffffffff,1.0,0.0,0.0,0.0,0.0
833e45fffffffff,7.0,0.0,0.0,0.0,0.0
833e58fffffffff,2.0,0.0,0.0,0.0,0.0
833e68fffffffff,6.0,2.0,0.0,2.0,0.0
833e6cfffffffff,9.0,5.0,0.0,0.0,0.0
833f29fffffffff,4.0,0.0,0.0,0.0,0.0
833f72fffffffff,3.0,0.0,0.0,0.0,0.0
83411cfffffffff,14.0,0.0,0.0,0.0,0.0
834173fffffffff,4.0,0.0,0.0,0.0,0.0
834184fffffffff,3.0,0.0,0.0,0.0,0.0
8341a0fffffffff,2.0,0.0,0.0,0.0,0.0
83425afffffffff,4.0,0.0,0.0,0.0,0.0
8342c0fffffffff,4.0,0.0,0.0,0.0,0.0
8342c1fffffffff,4.0,0.0,0.0,0.0,0.0
8342c2fffffffff,1.0,0.0,0.0,0.0,0.0
8342c3fffffffff,4.0,2.0,0.0,0.0,0.0
8342c4fffffffff,3.0,0.0,0.0,0.0,0.0
8342c5fffffffff,8.0,0.0,0.0,0.0,0.0
8342cafffffffff,4.0,0.0,0.0,0.0,0.0
8342cefffffffff,15.0,0.0,0.0,0.0,0.0
8342ddfffffffff,4.0,0.0,0.0,0.0,0.0
8342eafffffffff,5.0,0.0,0.0,0.0,0.0
834313fffffffff,3.0,0.0,0.0,3.0,0.0
834360fffffffff,3.0,0.0,0.0,0.0,0.0
834361fffffffff,1.0,0.0,0.0,0.0,0.0
8343a1fffffffff,8.0,0.0,0.0,0.0,0.0
8343acfffffffff,1.0,0.0,0.0,0.0,0.0
8343aefffffffff,1.0,0.0,0.0,0.0,0.0
834b75fffffffff,2.0,0.0,0.0,0.0,0.0
834ba1fffffffff,18.0,0.0,0.0,0.0,0.0
834ba3fffffffff,3.0,0.0,0.0,0.0,0.0
834ba5fffffffff,2.0,0.0,0.0,0.0,0.0
834bb5fffffffff,4.0,0.0,0.0,0.0,0.0
835355fffffffff,2.0,0.0,0.0,0.0,0.0
835534fffffffff,2.0,0.0,0.0,0.0,0.0
835929fffffffff,3.0,0.0,0.0,0.0,0.0
836002fffffffff,18.0,0.0,0.0,0.0,0.0
836011fffffffff,25.0,0.0,0.0,0.0,0.0
836014fffffffff,1.0,0.0,0.0,0.0,0.0
836015fffffffff,6.0,0.0,0.0,0.0,0.0
83601efffffffff,25.0,0.0,0.0,0.0,0.0
836022fffffffff,27.0,0.0,0.0,0.0,0.0
836026fffffffff,2.0,0.0,0.0,0.0,0.0
836030fffffffff,4.0,0.0,0.0,0.0,0.0
836031fffffffff,69.0,0.0,0.0,0.0,0.0
836032fffffffff,4.0,0.0,0.0,0.0,0.0
836033fffffffff,4.0,0.0,0.0,0.0,0.0
836084fffffffff,2.0,0.0,0.0,0.0,0.0
836088fffffffff,4.0,0.0,0.0,0.0,0.0
83608afffffffff,2.0,0.0,0.0,0.0,0.0
83608bfffffffff,6.0,0.0,0.0,0.0,0.0
83608efffffffff,2.0,0.0,0.0,0.0,0.0
836098fffffffff,4.0,0.0,0.0,0.0,0.0
836099fffffffff,30.0,0.0,0.0,0.0,0.0
83609bfffffffff,2.0,0.0,0.0,0.0,0.0
83609efffffffff,8.0,0.0,0.0,0.0,0.0
8360a2fffffffff,42.0,0.0,0.0,0.0,0.0
8360a6fffffffff,13.0,0.0,0.0,0.0,0.0
8360a9fffffffff,70.0,0.0,0.0,0.0,0.0
8360aafffffffff,2.0,0.0,0.0,0.0,0.0
8360abfffffffff,5.0,0.0,0.0,0.0,0.0
8360adfffffffff,4.0,0.0,0.0,0.0,0.0
8360b0fffffffff,6.0,0.0,0.0,0.0,0.0
8360b1fffffffff,169.0,2.0,0.0,0.0,0.0
83618cfffffffff,4.0,0.0,0.0,0.0,0.0
83640bfffffffff,2.0,0.0,0.0,0.0,0.0
8364e4fffffffff,28.0,0.0,0.0,0.0,0.0
836599fffffffff,2.0,0.0,0.0,0.0,0.0
