cell_id,Sittasomus griseicapillus,Sittasomus griseicapillus [griseus Group],Sittasomus griseicapillus aequatorialis,Sittasomus griseicapillus [griseicapillus Group],Sittasomus griseicapillus reiseri,Sittasomus griseicapillus sylviellus/olivaceus
83a884fffffffff,242.0,0.0,0.0,0.0,0.0,13.0
83a885fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83a886fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83a888fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a88afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a88bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a88efffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83a891fffffffff,121.0,0.0,0.0,0.0,0.0,14.0
83a895fffffffff,16.0,0.0,0.0,0.0,0.0,2.0
83a8a0fffffffff,246.0,0.0,0.0,0.0,0.0,2.0
83a8a1fffffffff,1655.0,0.0,0.0,0.0,0.0,133.0
83a8a2fffffffff,948.0,0.0,0.0,0.0,0.0,108.0
83a8a3fffffffff,401.0,0.0,0.0,0.0,0.0,9.0
83a8a5fffffffff,24.0,0.0,0.0,0.0,0.0,4.0
83a8a8fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83a8a9fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83a8aafffffffff,54.0,0.0,0.0,0.0,0.0,0.0
83a8abfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a8acfffffffff,269.0,0.0,0.0,0.0,0.0,23.0
83a8adfffffffff,89.0,0.0,0.0,0.0,0.0,0.0
83a8aefffffffff,35.0,0.0,0.0,0.0,0.0,0.0
83a8c0fffffffff,53.0,0.0,0.0,0.0,0.0,8.0
83a8c2fffffffff,177.0,0.0,0.0,0.0,0.0,67.0
83a8c6fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83a8c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a8d1fffffffff,266.0,0.0,0.0,0.0,6.0,26.0
83a8d3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a8d4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a8d5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a8dbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a8defffffffff,82.0,0.0,0.0,0.0,3.0,0.0
83a8e1fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
83a8eafffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a8ecfffffffff,38.0,0.0,0.0,0.0,0.0,5.0
83a8f4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a901fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
83a903fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a908fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83a909fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83a90afffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83a90bfffffffff,6.0,0.0,0.0,0.0,0.0,2.0
83a90cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83a90dfffffffff,34.0,0.0,0.0,0.0,0.0,0.0
83a90efffffffff,95.0,0.0,0.0,0.0,0.0,3.0
83a918fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83a919fffffffff,99.0,0.0,0.0,0.0,0.0,4.0
83a91bfffffffff,280.0,0.0,0.0,0.0,0.0,6.0
83a91dfffffffff,157.0,0.0,0.0,0.0,0.0,0.0
83a92afffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a92bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a92cfffffffff,422.0,0.0,0.0,0.0,0.0,0.0
83a92dfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83a92efffffffff,59.0,0.0,0.0,0.0,0.0,0.0
83a940fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83a941fffffffff,272.0,0.0,0.0,0.0,0.0,0.0
83a942fffffffff,226.0,0.0,0.0,0.0,0.0,0.0
83a943fffffffff,228.0,0.0,0.0,0.0,0.0,0.0
83a944fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83a945fffffffff,122.0,0.0,0.0,0.0,0.0,0.0
83a946fffffffff,212.0,0.0,0.0,0.0,0.0,0.0
83a948fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83a94afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a94bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a94cfffffffff,119.0,0.0,0.0,0.0,0.0,0.0
83a94dfffffffff,25.0,0.0,0.0,0.0,0.0,0.0
83a94efffffffff,99.0,0.0,0.0,0.0,0.0,0.0
83a950fffffffff,634.0,0.0,0.0,0.0,0.0,1.0
83a951fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83a952fffffffff,163.0,0.0,0.0,0.0,0.0,0.0
83a953fffffffff,2032.0,0.0,0.0,0.0,0.0,10.0
83a954fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83a955fffffffff,215.0,0.0,0.0,0.0,0.0,0.0
83a956fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a959fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83a95afffffffff,86.0,0.0,0.0,0.0,0.0,0.0
83a95bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a95cfffffffff,187.0,0.0,0.0,0.0,0.0,0.0
83a95dfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83a95efffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83a961fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
83a962fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a963fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a965fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a968fffffffff,123.0,0.0,0.0,0.0,0.0,0.0
83a969fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a96afffffffff,221.0,0.0,0.0,0.0,0.0,0.0
83a96bfffffffff,79.0,0.0,0.0,0.0,0.0,0.0
83a96cfffffffff,40.0,0.0,0.0,0.0,0.0,0.0
83a96efffffffff,108.0,0.0,0.0,0.0,0.0,0.0
83a971fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a972fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a973fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
83a976fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
83b261fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b262fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b26dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83b270fffffffff,91.0,0.0,0.0,0.0,0.0,0.0
83b272fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83b274fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
83b275fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83b324fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83b325fffffffff,71.0,0.0,0.0,0.0,0.0,0.0
83b340fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83b342fffffffff,792.0,0.0,0.0,0.0,0.0,0.0
83b343fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
83b344fffffffff,52.0,0.0,0.0,0.0,0.0,0.0
83b346fffffffff,78.0,0.0,0.0,0.0,0.0,0.0
83b348fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83b349fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83b34bfffffffff,41.0,0.0,0.0,0.0,0.0,0.0
83b34cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83b34dfffffffff,47.0,0.0,0.0,0.0,0.0,0.0
83b34efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b351fffffffff,223.0,0.0,0.0,0.0,0.0,0.0
83b358fffffffff,166.0,0.0,0.0,0.0,0.0,0.0
83b35afffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83b35bfffffffff,335.0,0.0,0.0,0.0,0.0,0.0
83b35cfffffffff,233.0,0.0,0.0,0.0,0.0,0.0
83b35dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83b35efffffffff,367.0,0.0,0.0,0.0,0.0,0.0
83b362fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83b363fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b366fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
83b368fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83b369fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83b36dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83c2d3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
