cell_id,Setophaga dominica,Setophaga dominica albilora,Setophaga dominica dominica/stoddardi
842aaddffffffff,229.0,0.0,0.0
842aae1ffffffff,4.0,0.0,0.0
842aae3ffffffff,16.0,0.0,0.0
842aae7ffffffff,239.0,0.0,0.0
842aae9ffffffff,74.0,0.0,0.0
842aaebffffffff,9.0,2.0,0.0
842ab03ffffffff,26.0,0.0,0.0
842ab11ffffffff,10.0,0.0,0.0
842ab13ffffffff,16.0,0.0,0.0
842ab17ffffffff,15.0,0.0,0.0
842ab19ffffffff,2.0,0.0,0.0
842ab1bffffffff,21.0,0.0,0.0
842ab27ffffffff,291.0,0.0,0.0
842ab31ffffffff,47.0,0.0,0.0
842ab33ffffffff,33.0,0.0,0.0
842ab35ffffffff,186.0,0.0,0.0
842ab37ffffffff,14.0,0.0,0.0
842ab39ffffffff,52.0,0.0,0.0
842ab3bffffffff,910.0,0.0,0.0
842ab3dffffffff,2.0,0.0,0.0
842ab57ffffffff,1.0,0.0,0.0
842ad01ffffffff,36.0,0.0,0.0
842ad03ffffffff,260.0,0.0,9.0
842ad05ffffffff,33.0,0.0,0.0
842ad07ffffffff,59.0,0.0,0.0
842ad09ffffffff,3.0,0.0,0.0
842ad0bffffffff,56.0,0.0,0.0
842ad15ffffffff,31.0,0.0,0.0
842ad21ffffffff,23.0,0.0,0.0
842ad23ffffffff,2.0,0.0,0.0
842ad25ffffffff,56.0,0.0,0.0
842ad27ffffffff,24.0,0.0,0.0
842ad29ffffffff,29.0,0.0,0.0
842ad2bffffffff,52.0,0.0,0.0
842ad2dffffffff,31.0,0.0,0.0
842ad31ffffffff,15.0,0.0,0.0
842ad35ffffffff,156.0,0.0,0.0
842ad37ffffffff,234.0,0.0,0.0
842ad39ffffffff,53.0,0.0,0.0
842ad3dffffffff,1.0,0.0,0.0
842ad41ffffffff,3.0,0.0,0.0
842ad43ffffffff,4.0,0.0,0.0
842ad47ffffffff,21.0,0.0,0.0
842ad49ffffffff,51.0,0.0,0.0
842ad4bffffffff,84.0,0.0,0.0
842ad4dffffffff,12.0,0.0,0.0
842ad51ffffffff,76.0,0.0,3.0
842ad55ffffffff,70.0,0.0,1.0
842ad59ffffffff,118.0,0.0,0.0
842ad5bffffffff,2.0,0.0,0.0
842ad5dffffffff,292.0,0.0,22.0
842ad61ffffffff,132.0,0.0,5.0
842ad63ffffffff,5.0,0.0,0.0
842ad65ffffffff,55.0,0.0,0.0
842ad67ffffffff,132.0,0.0,1.0
842ad69ffffffff,160.0,0.0,0.0
842ad6bffffffff,244.0,0.0,3.0
842ad6dffffffff,1535.0,0.0,37.0
842af01ffffffff,3.0,0.0,0.0
842af03ffffffff,25.0,0.0,2.0
842af05ffffffff,25.0,0.0,0.0
842af07ffffffff,70.0,0.0,4.0
842af0dffffffff,10.0,0.0,0.0
842af15ffffffff,20.0,0.0,0.0
842af21ffffffff,12.0,0.0,0.0
842af23ffffffff,33.0,0.0,0.0
842af25ffffffff,57.0,0.0,0.0
842af27ffffffff,11.0,0.0,1.0
842af29ffffffff,399.0,0.0,4.0
842af2bffffffff,20.0,0.0,0.0
842af2dffffffff,94.0,0.0,0.0
842af31ffffffff,87.0,0.0,2.0
842af35ffffffff,19.0,0.0,0.0
842af37ffffffff,230.0,0.0,3.0
842af39ffffffff,203.0,0.0,14.0
842af3dffffffff,50.0,0.0,0.0
842af61ffffffff,462.0,0.0,0.0
842af63ffffffff,66.0,0.0,0.0
842af65ffffffff,2081.0,0.0,0.0
842af67ffffffff,83.0,0.0,0.0
842af69ffffffff,70.0,0.0,0.0
842af6bffffffff,91.0,0.0,0.0
842af6dffffffff,320.0,0.0,0.0
8444121ffffffff,8.0,0.0,0.0
8444123ffffffff,289.0,0.0,8.0
8444125ffffffff,79.0,0.0,0.0
8444127ffffffff,51.0,0.0,0.0
844412dffffffff,473.0,0.0,24.0
8444131ffffffff,1778.0,0.0,0.0
8444133ffffffff,519.0,0.0,0.0
8444135ffffffff,1165.0,0.0,4.0
8444137ffffffff,1240.0,0.0,0.0
844413bffffffff,73.0,0.0,0.0
844413dffffffff,684.0,0.0,5.0
844415dffffffff,232.0,0.0,5.0
8444161ffffffff,224.0,0.0,16.0
8444165ffffffff,953.0,0.0,39.0
844416bffffffff,455.0,0.0,26.0
8444185ffffffff,3.0,0.0,0.0
84441a1ffffffff,740.0,0.0,47.0
84441a3ffffffff,257.0,0.0,14.0
84441a5ffffffff,342.0,0.0,22.0
84441a7ffffffff,568.0,0.0,19.0
84441a9ffffffff,1029.0,0.0,35.0
84441abffffffff,931.0,0.0,28.0
84441adffffffff,597.0,0.0,26.0
84441b3ffffffff,1.0,0.0,0.0
84441b5ffffffff,123.0,0.0,0.0
84441b7ffffffff,186.0,0.0,0.0
84441e1ffffffff,169.0,0.0,17.0
84441e3ffffffff,931.0,0.0,53.0
84441e5ffffffff,1983.0,0.0,62.0
84441e7ffffffff,1657.0,0.0,83.0
84441edffffffff,24.0,0.0,0.0
8444249ffffffff,74.0,0.0,0.0
844424dffffffff,12.0,2.0,0.0
8444301ffffffff,18.0,0.0,0.0
8444305ffffffff,13.0,0.0,0.0
8444309ffffffff,36.0,0.0,0.0
844430dffffffff,332.0,23.0,0.0
8444325ffffffff,335.0,28.0,6.0
8444329ffffffff,395.0,32.0,4.0
844432dffffffff,40.0,4.0,0.0
8444347ffffffff,1.0,0.0,0.0
844434bffffffff,133.0,4.0,0.0
8444363ffffffff,37.0,4.0,0.0
844436bffffffff,3.0,0.0,0.0
8444401ffffffff,27.0,0.0,0.0
8444403ffffffff,10.0,0.0,0.0
8444405ffffffff,11.0,0.0,0.0
8444407ffffffff,1.0,0.0,0.0
8444409ffffffff,119.0,0.0,0.0
844440bffffffff,4.0,0.0,0.0
844440dffffffff,107.0,0.0,0.0
8444413ffffffff,5.0,0.0,0.0
8444415ffffffff,7.0,0.0,0.0
8444417ffffffff,2.0,0.0,0.0
8444419ffffffff,30.0,0.0,0.0
844441bffffffff,1.0,0.0,0.0
8444421ffffffff,2.0,0.0,0.0
8444425ffffffff,1.0,0.0,0.0
8444429ffffffff,5.0,0.0,0.0
844442dffffffff,34.0,0.0,0.0
8444431ffffffff,2.0,0.0,0.0
8444433ffffffff,11.0,0.0,0.0
8444437ffffffff,23.0,0.0,0.0
8444439ffffffff,12.0,0.0,0.0
844443dffffffff,4.0,0.0,0.0
8444441ffffffff,1.0,0.0,0.0
8444443ffffffff,106.0,0.0,0.0
8444445ffffffff,28.0,0.0,0.0
8444447ffffffff,18.0,0.0,0.0
8444453ffffffff,5.0,0.0,0.0
8444455ffffffff,1.0,0.0,0.0
8444457ffffffff,5.0,0.0,0.0
8444459ffffffff,9.0,0.0,0.0
844445bffffffff,15.0,0.0,0.0
844445dffffffff,9.0,0.0,0.0
8444461ffffffff,77.0,0.0,0.0
8444463ffffffff,81.0,0.0,0.0
8444465ffffffff,238.0,0.0,0.0
8444467ffffffff,154.0,0.0,0.0
8444469ffffffff,16.0,0.0,0.0
844446bffffffff,35.0,0.0,0.0
844446dffffffff,84.0,0.0,0.0
8444481ffffffff,31.0,0.0,0.0
8444483ffffffff,4.0,0.0,0.0
8444485ffffffff,6.0,0.0,0.0
8444489ffffffff,1.0,0.0,0.0
844448bffffffff,81.0,0.0,0.0
844448dffffffff,58.0,0.0,0.0
8444491ffffffff,11.0,0.0,0.0
8444493ffffffff,9.0,0.0,0.0
8444495ffffffff,16.0,0.0,0.0
8444497ffffffff,7.0,0.0,0.0
8444499ffffffff,65.0,0.0,0.0
844449bffffffff,104.0,0.0,0.0
844449dffffffff,98.0,0.0,0.0
84444a1ffffffff,10.0,0.0,0.0
84444a3ffffffff,11.0,0.0,0.0
84444a7ffffffff,5.0,0.0,0.0
84444a9ffffffff,3.0,0.0,0.0
84444abffffffff,7.0,0.0,0.0
84444b1ffffffff,17.0,0.0,0.0
84444b3ffffffff,2.0,0.0,0.0
84444b5ffffffff,44.0,0.0,0.0
84444b7ffffffff,21.0,0.0,0.0
84444b9ffffffff,44.0,0.0,0.0
84444bbffffffff,3.0,0.0,0.0
84444bdffffffff,7.0,0.0,0.0
84444c1ffffffff,18.0,0.0,0.0
84444c3ffffffff,49.0,0.0,0.0
84444c5ffffffff,17.0,0.0,0.0
84444c7ffffffff,6.0,0.0,0.0
84444c9ffffffff,23.0,0.0,0.0
84444cbffffffff,12.0,0.0,0.0
84444cdffffffff,9.0,0.0,0.0
84444d1ffffffff,34.0,0.0,0.0
84444d3ffffffff,33.0,0.0,0.0
84444d5ffffffff,45.0,0.0,0.0
84444d7ffffffff,49.0,0.0,0.0
84444d9ffffffff,69.0,0.0,0.0
84444dbffffffff,109.0,0.0,0.0
84444ddffffffff,69.0,0.0,0.0
84444e1ffffffff,96.0,0.0,0.0
84444e3ffffffff,3.0,0.0,0.0
84444e5ffffffff,3.0,0.0,0.0
84444e7ffffffff,15.0,0.0,0.0
84444e9ffffffff,2.0,0.0,0.0
84444ebffffffff,13.0,0.0,0.0
8444501ffffffff,254.0,0.0,0.0
8444505ffffffff,12.0,0.0,0.0
8444507ffffffff,44.0,0.0,0.0
8444509ffffffff,67.0,0.0,0.0
844450bffffffff,49.0,0.0,0.0
844450dffffffff,561.0,0.0,0.0
8444511ffffffff,30.0,0.0,0.0
8444519ffffffff,5.0,0.0,0.0
844451dffffffff,11.0,0.0,0.0
8444521ffffffff,13.0,0.0,0.0
8444523ffffffff,4.0,0.0,0.0
8444525ffffffff,10.0,0.0,0.0
8444527ffffffff,6.0,0.0,0.0
8444529ffffffff,73.0,0.0,0.0
844452bffffffff,5.0,0.0,0.0
844452dffffffff,6.0,0.0,0.0
8444531ffffffff,2.0,0.0,0.0
8444539ffffffff,6.0,0.0,0.0
844453bffffffff,17.0,0.0,0.0
844453dffffffff,1.0,0.0,0.0
8444551ffffffff,23.0,0.0,0.0
8444555ffffffff,74.0,0.0,0.0
8444557ffffffff,3.0,0.0,0.0
844455bffffffff,255.0,0.0,0.0
8444563ffffffff,101.0,0.0,0.0
8444567ffffffff,15.0,0.0,0.0
8444583ffffffff,6.0,0.0,0.0
8444585ffffffff,2.0,0.0,0.0
844458bffffffff,10.0,0.0,0.0
8444593ffffffff,3.0,0.0,0.0
8444595ffffffff,2.0,0.0,0.0
8444597ffffffff,5.0,0.0,0.0
8444599ffffffff,14.0,0.0,0.0
844459bffffffff,28.0,0.0,0.0
84445a1ffffffff,153.0,0.0,0.0
84445a7ffffffff,5.0,0.0,0.0
84445a9ffffffff,199.0,0.0,0.0
84445abffffffff,9.0,0.0,0.0
84445adffffffff,4.0,0.0,0.0
84445b1ffffffff,224.0,0.0,0.0
84445b3ffffffff,20.0,0.0,0.0
84445b7ffffffff,194.0,0.0,0.0
84445b9ffffffff,4.0,0.0,0.0
84445bbffffffff,42.0,0.0,0.0
84445bdffffffff,2.0,0.0,0.0
84445c1ffffffff,37.0,0.0,0.0
84445c3ffffffff,3.0,0.0,0.0
84445c5ffffffff,2.0,0.0,0.0
84445c7ffffffff,50.0,0.0,0.0
84445d1ffffffff,2.0,0.0,0.0
84445d3ffffffff,1.0,0.0,0.0
84445d5ffffffff,4.0,0.0,0.0
84445d7ffffffff,7.0,0.0,0.0
84445e1ffffffff,5.0,0.0,0.0
84445e7ffffffff,1.0,0.0,0.0
84445e9ffffffff,2.0,0.0,0.0
84445edffffffff,9.0,0.0,0.0
8444633ffffffff,79.0,0.0,0.0
8444681ffffffff,25.0,0.0,0.0
8444683ffffffff,4.0,0.0,0.0
8444685ffffffff,417.0,7.0,0.0
8444687ffffffff,4.0,0.0,0.0
8444689ffffffff,33.0,0.0,0.0
844468bffffffff,25.0,0.0,0.0
844468dffffffff,78.0,0.0,0.0
8444693ffffffff,9.0,0.0,0.0
8444695ffffffff,8.0,0.0,0.0
8444697ffffffff,83.0,0.0,0.0
8444699ffffffff,15.0,0.0,0.0
844469bffffffff,9.0,0.0,0.0
84446a1ffffffff,11.0,0.0,0.0
84446a3ffffffff,18.0,0.0,0.0
84446a5ffffffff,6.0,0.0,0.0
84446a7ffffffff,6.0,0.0,0.0
84446a9ffffffff,11.0,0.0,0.0
84446abffffffff,39.0,0.0,0.0
84446adffffffff,4.0,0.0,0.0
84446b1ffffffff,2.0,0.0,0.0
84446b3ffffffff,9.0,0.0,0.0
84446b5ffffffff,36.0,0.0,0.0
84446b7ffffffff,12.0,2.0,0.0
84446b9ffffffff,42.0,0.0,0.0
84446bbffffffff,13.0,0.0,0.0
84446bdffffffff,25.0,0.0,0.0
84446c1ffffffff,56.0,0.0,0.0
84446c3ffffffff,42.0,1.0,0.0
84446c5ffffffff,955.0,4.0,0.0
84446c7ffffffff,43.0,0.0,0.0
84446c9ffffffff,3.0,0.0,0.0
84446cbffffffff,105.0,0.0,0.0
84446cdffffffff,300.0,0.0,0.0
84446d1ffffffff,13.0,0.0,0.0
84446d3ffffffff,14.0,0.0,0.0
84446d5ffffffff,55.0,0.0,0.0
84446d9ffffffff,2.0,0.0,0.0
84446dbffffffff,3.0,0.0,0.0
84446ddffffffff,25.0,0.0,0.0
84446e1ffffffff,10.0,0.0,0.0
84446e3ffffffff,173.0,2.0,0.0
84446e5ffffffff,9.0,0.0,0.0
84446e7ffffffff,6.0,0.0,0.0
84446e9ffffffff,395.0,1.0,0.0
84446ebffffffff,44.0,0.0,0.0
84446edffffffff,214.0,0.0,0.0
8444713ffffffff,3.0,0.0,0.0
8444715ffffffff,14.0,0.0,0.0
8444717ffffffff,12.0,0.0,0.0
8444731ffffffff,156.0,0.0,0.0
8444733ffffffff,19.0,0.0,0.0
844473bffffffff,527.0,0.0,0.0
844480dffffffff,14.0,0.0,0.0
8444843ffffffff,26.0,0.0,0.0
8444847ffffffff,26.0,0.0,0.0
844484bffffffff,433.0,0.0,0.0
8444859ffffffff,136.0,0.0,0.0
844485dffffffff,13.0,0.0,0.0
8444861ffffffff,57.0,0.0,0.0
8444869ffffffff,71.0,0.0,0.0
844486bffffffff,69.0,0.0,0.0
844486dffffffff,33.0,0.0,0.0
84448c9ffffffff,2.0,0.0,0.0
8444a07ffffffff,5.0,0.0,0.0
8444a11ffffffff,955.0,0.0,40.0
8444a13ffffffff,701.0,0.0,12.0
8444a19ffffffff,2231.0,0.0,81.0
8444a1bffffffff,47.0,0.0,0.0
8444a27ffffffff,26.0,0.0,0.0
8444a2dffffffff,16.0,0.0,0.0
8444a37ffffffff,475.0,0.0,0.0
8444a39ffffffff,16.0,0.0,0.0
8444a51ffffffff,77.0,0.0,3.0
8444a53ffffffff,541.0,0.0,11.0
8444a57ffffffff,19.0,0.0,0.0
8444a5bffffffff,496.0,0.0,23.0
8444a81ffffffff,360.0,0.0,3.0
8444a83ffffffff,405.0,0.0,5.0
8444a85ffffffff,14.0,0.0,0.0
8444a87ffffffff,47.0,0.0,2.0
8444a89ffffffff,29.0,0.0,0.0
8444a8bffffffff,96.0,0.0,6.0
8444a8dffffffff,325.0,0.0,6.0
8444a91ffffffff,779.0,0.0,0.0
8444a93ffffffff,771.0,0.0,41.0
8444a95ffffffff,349.0,0.0,2.0
8444a97ffffffff,444.0,0.0,4.0
8444a99ffffffff,375.0,0.0,4.0
8444a9bffffffff,469.0,0.0,56.0
8444a9dffffffff,339.0,0.0,9.0
8444aabffffffff,1.0,0.0,0.0
8444ab3ffffffff,2.0,0.0,0.0
8444ab9ffffffff,150.0,0.0,0.0
8444abbffffffff,425.0,0.0,4.0
8444ac1ffffffff,115.0,0.0,3.0
8444ac3ffffffff,43.0,0.0,1.0
8444ac5ffffffff,78.0,0.0,6.0
8444ac7ffffffff,98.0,0.0,2.0
8444ac9ffffffff,10.0,0.0,0.0
8444acbffffffff,21.0,0.0,0.0
8444acdffffffff,27.0,0.0,0.0
8444ad1ffffffff,106.0,0.0,3.0
8444ad3ffffffff,495.0,0.0,23.0
8444ad5ffffffff,56.0,0.0,1.0
8444ad7ffffffff,141.0,0.0,2.0
8444ad9ffffffff,108.0,0.0,2.0
8444adbffffffff,86.0,0.0,6.0
8444addffffffff,90.0,0.0,0.0
8444ae1ffffffff,1.0,0.0,0.0
8444ae3ffffffff,4.0,0.0,0.0
8444ae9ffffffff,1454.0,0.0,89.0
8444aebffffffff,423.0,0.0,38.0
8444b05ffffffff,14.0,0.0,0.0
8444b07ffffffff,7.0,0.0,0.0
8444b13ffffffff,26.0,0.0,0.0
8444b17ffffffff,40.0,0.0,0.0
8444b1bffffffff,1.0,0.0,0.0
8444b2bffffffff,4.0,0.0,0.0
8444b39ffffffff,3.0,0.0,0.0
8444b51ffffffff,16.0,0.0,0.0
8444b53ffffffff,14.0,0.0,0.0
8444b57ffffffff,644.0,0.0,0.0
8444b59ffffffff,3.0,0.0,0.0
8444b5bffffffff,13.0,0.0,0.0
8444b5dffffffff,16.0,0.0,0.0
8444b63ffffffff,19.0,0.0,0.0
8444b6bffffffff,2.0,0.0,0.0
8444c01ffffffff,114.0,0.0,0.0
8444c03ffffffff,29.0,0.0,0.0
8444c05ffffffff,15.0,0.0,0.0
8444c07ffffffff,23.0,0.0,0.0
8444c09ffffffff,42.0,0.0,0.0
8444c0bffffffff,530.0,0.0,35.0
8444c0dffffffff,75.0,0.0,0.0
8444c11ffffffff,116.0,0.0,4.0
8444c13ffffffff,340.0,0.0,6.0
8444c15ffffffff,28.0,0.0,7.0
8444c17ffffffff,31.0,0.0,0.0
8444c19ffffffff,52.0,0.0,9.0
8444c1bffffffff,112.0,0.0,0.0
8444c1dffffffff,277.0,0.0,10.0
8444c21ffffffff,6.0,0.0,0.0
8444c23ffffffff,40.0,0.0,2.0
8444c25ffffffff,70.0,0.0,0.0
8444c27ffffffff,578.0,0.0,18.0
8444c2bffffffff,2.0,0.0,0.0
8444c2dffffffff,6.0,0.0,0.0
8444c31ffffffff,7.0,0.0,2.0
8444c33ffffffff,3.0,0.0,0.0
8444c35ffffffff,31.0,0.0,0.0
8444c37ffffffff,21.0,0.0,1.0
8444c39ffffffff,125.0,0.0,9.0
8444c3bffffffff,1023.0,0.0,151.0
8444c3dffffffff,10.0,0.0,4.0
8444c43ffffffff,5.0,0.0,0.0
8444c45ffffffff,7.0,0.0,2.0
8444c47ffffffff,3.0,0.0,0.0
8444c49ffffffff,2.0,0.0,0.0
8444c4bffffffff,12.0,0.0,0.0
8444c4dffffffff,13.0,0.0,1.0
8444c51ffffffff,64.0,0.0,1.0
8444c53ffffffff,16.0,0.0,0.0
8444c55ffffffff,8.0,0.0,2.0
8444c57ffffffff,32.0,0.0,0.0
8444c59ffffffff,23.0,0.0,2.0
8444c5bffffffff,30.0,0.0,0.0
8444c5dffffffff,1.0,0.0,0.0
8444c61ffffffff,18.0,0.0,1.0
8444c63ffffffff,20.0,0.0,0.0
8444c65ffffffff,11.0,0.0,0.0
8444c67ffffffff,30.0,0.0,0.0
8444c69ffffffff,12.0,0.0,0.0
8444c6bffffffff,5.0,0.0,0.0
8444c6dffffffff,6.0,0.0,0.0
8444c83ffffffff,90.0,0.0,0.0
8444c85ffffffff,51.0,0.0,0.0
8444c87ffffffff,122.0,0.0,0.0
8444c89ffffffff,49.0,0.0,0.0
8444c8bffffffff,72.0,0.0,0.0
8444c8dffffffff,71.0,0.0,2.0
8444c91ffffffff,84.0,0.0,0.0
8444c93ffffffff,13.0,0.0,0.0
8444c95ffffffff,7.0,0.0,0.0
8444c97ffffffff,18.0,0.0,0.0
8444c99ffffffff,68.0,0.0,0.0
8444c9bffffffff,10.0,0.0,0.0
8444c9dffffffff,50.0,0.0,0.0
8444ca1ffffffff,405.0,0.0,0.0
8444ca3ffffffff,39.0,0.0,0.0
8444ca5ffffffff,205.0,0.0,0.0
8444ca7ffffffff,11.0,0.0,0.0
8444ca9ffffffff,136.0,0.0,0.0
8444cabffffffff,295.0,0.0,0.0
8444cadffffffff,215.0,0.0,0.0
8444cb1ffffffff,20.0,0.0,0.0
8444cb3ffffffff,48.0,0.0,0.0
8444cb5ffffffff,33.0,0.0,0.0
8444cb7ffffffff,35.0,0.0,0.0
8444cb9ffffffff,77.0,0.0,0.0
8444cbbffffffff,35.0,0.0,0.0
8444cbdffffffff,676.0,0.0,0.0
8444cc1ffffffff,15.0,0.0,0.0
8444cc3ffffffff,28.0,0.0,0.0
8444cc5ffffffff,238.0,0.0,26.0
8444cc7ffffffff,122.0,0.0,0.0
8444cc9ffffffff,27.0,0.0,0.0
8444ccbffffffff,24.0,0.0,0.0
8444ccdffffffff,311.0,0.0,15.0
8444cd1ffffffff,106.0,0.0,0.0
8444cd3ffffffff,17.0,0.0,0.0
8444cd5ffffffff,156.0,0.0,0.0
8444cd7ffffffff,28.0,0.0,0.0
8444cd9ffffffff,63.0,0.0,0.0
8444cdbffffffff,9.0,0.0,0.0
8444cddffffffff,14.0,0.0,0.0
8444ce1ffffffff,178.0,0.0,8.0
8444ce3ffffffff,214.0,0.0,25.0
8444ce5ffffffff,102.0,0.0,8.0
8444ce7ffffffff,279.0,0.0,16.0
8444ce9ffffffff,144.0,0.0,1.0
8444cebffffffff,345.0,0.0,5.0
8444d01ffffffff,929.0,0.0,6.0
8444d03ffffffff,2487.0,0.0,0.0
8444d07ffffffff,783.0,0.0,6.0
8444d09ffffffff,140.0,0.0,5.0
8444d0bffffffff,1604.0,0.0,8.0
8444d11ffffffff,14.0,0.0,0.0
8444d13ffffffff,4.0,0.0,0.0
8444d15ffffffff,290.0,0.0,0.0
8444d17ffffffff,490.0,0.0,0.0
8444d19ffffffff,10.0,0.0,0.0
8444d1bffffffff,47.0,0.0,0.0
8444d1dffffffff,70.0,0.0,0.0
8444d23ffffffff,474.0,0.0,0.0
8444d2bffffffff,74.0,0.0,0.0
8444d31ffffffff,15.0,0.0,0.0
8444d33ffffffff,15.0,0.0,0.0
8444d35ffffffff,122.0,0.0,0.0
8444d37ffffffff,104.0,0.0,0.0
8444d39ffffffff,119.0,0.0,0.0
8444d3bffffffff,328.0,0.0,0.0
8444d3dffffffff,387.0,0.0,0.0
8444d51ffffffff,315.0,0.0,4.0
8444d53ffffffff,153.0,0.0,3.0
8444d55ffffffff,741.0,0.0,21.0
8444d57ffffffff,80.0,0.0,0.0
8444d59ffffffff,239.0,0.0,7.0
8444d5bffffffff,93.0,0.0,0.0
8444d5dffffffff,796.0,0.0,75.0
8444d81ffffffff,61.0,0.0,0.0
8444d83ffffffff,2.0,0.0,0.0
8444d85ffffffff,164.0,0.0,4.0
8444d87ffffffff,45.0,0.0,0.0
8444d89ffffffff,84.0,0.0,0.0
8444d8bffffffff,8.0,0.0,0.0
8444d8dffffffff,27.0,0.0,0.0
8444d91ffffffff,79.0,0.0,0.0
8444d93ffffffff,196.0,0.0,0.0
8444d95ffffffff,85.0,0.0,2.0
8444d97ffffffff,293.0,0.0,0.0
8444d99ffffffff,545.0,0.0,0.0
8444d9bffffffff,61.0,0.0,0.0
8444d9dffffffff,53.0,0.0,0.0
8444da1ffffffff,203.0,0.0,2.0
8444da3ffffffff,14.0,0.0,0.0
8444da5ffffffff,340.0,0.0,3.0
8444da7ffffffff,45.0,0.0,0.0
8444da9ffffffff,9.0,0.0,0.0
8444dabffffffff,53.0,0.0,2.0
8444dadffffffff,110.0,0.0,0.0
8444db1ffffffff,2.0,0.0,0.0
8444db3ffffffff,50.0,0.0,0.0
8444db5ffffffff,205.0,0.0,0.0
8444db7ffffffff,39.0,0.0,0.0
8444db9ffffffff,29.0,0.0,0.0
8444dbbffffffff,130.0,0.0,0.0
8444dbdffffffff,4.0,0.0,0.0
8444dc1ffffffff,15.0,0.0,0.0
8444dc3ffffffff,17.0,0.0,0.0
8444dc5ffffffff,208.0,0.0,0.0
8444dc7ffffffff,73.0,0.0,0.0
8444dc9ffffffff,39.0,0.0,0.0
8444dcbffffffff,23.0,0.0,0.0
8444dcdffffffff,3.0,0.0,0.0
8444dd1ffffffff,167.0,0.0,0.0
8444dd3ffffffff,721.0,0.0,3.0
8444dd5ffffffff,47.0,0.0,0.0
8444dd7ffffffff,614.0,0.0,2.0
8444dd9ffffffff,50.0,0.0,0.0
8444ddbffffffff,233.0,0.0,11.0
8444dddffffffff,79.0,0.0,0.0
8444de1ffffffff,41.0,0.0,0.0
8444de3ffffffff,99.0,0.0,0.0
8444de5ffffffff,59.0,0.0,0.0
8444de7ffffffff,116.0,0.0,0.0
8444de9ffffffff,390.0,0.0,0.0
8444debffffffff,13.0,0.0,0.0
8444dedffffffff,122.0,0.0,0.0
8444e01ffffffff,48.0,0.0,1.0
8444e03ffffffff,18.0,0.0,0.0
8444e05ffffffff,281.0,0.0,5.0
8444e07ffffffff,51.0,0.0,0.0
8444e09ffffffff,18.0,0.0,0.0
8444e0bffffffff,7.0,0.0,0.0
8444e0dffffffff,8.0,0.0,0.0
8444e11ffffffff,15.0,0.0,0.0
8444e13ffffffff,2.0,0.0,0.0
8444e17ffffffff,2.0,0.0,0.0
8444e1bffffffff,9.0,0.0,0.0
8444e21ffffffff,20.0,0.0,0.0
8444e25ffffffff,48.0,0.0,0.0
8444e27ffffffff,7.0,0.0,0.0
8444e29ffffffff,258.0,0.0,4.0
8444e2bffffffff,90.0,0.0,0.0
8444e2dffffffff,25.0,0.0,4.0
8444e33ffffffff,36.0,0.0,0.0
8444e35ffffffff,45.0,0.0,0.0
8444e39ffffffff,3.0,0.0,0.0
8444e3bffffffff,7.0,0.0,0.0
8444e3dffffffff,2.0,0.0,0.0
8444e43ffffffff,32.0,0.0,0.0
8444e47ffffffff,190.0,0.0,0.0
8444e51ffffffff,25.0,0.0,0.0
8444e53ffffffff,9.0,0.0,0.0
8444e55ffffffff,38.0,0.0,0.0
8444e57ffffffff,27.0,0.0,0.0
8444e5bffffffff,45.0,0.0,0.0
8444e63ffffffff,1171.0,0.0,0.0
8444e65ffffffff,9.0,0.0,0.0
8444e67ffffffff,45.0,0.0,0.0
8444e6bffffffff,16.0,0.0,0.0
8444e81ffffffff,5.0,0.0,0.0
8444e83ffffffff,40.0,0.0,0.0
8444e87ffffffff,1.0,0.0,0.0
8444e89ffffffff,3.0,0.0,0.0
8444e8bffffffff,38.0,0.0,0.0
8444e8dffffffff,26.0,0.0,0.0
8444e91ffffffff,10.0,0.0,0.0
8444e93ffffffff,137.0,0.0,0.0
8444e97ffffffff,101.0,0.0,0.0
8444e99ffffffff,8.0,0.0,0.0
8444e9bffffffff,4.0,0.0,0.0
8444ea1ffffffff,3.0,0.0,0.0
8444ea3ffffffff,26.0,0.0,0.0
8444ea5ffffffff,49.0,0.0,0.0
8444ea7ffffffff,4.0,0.0,0.0
8444ea9ffffffff,2.0,0.0,0.0
8444eabffffffff,4.0,0.0,0.0
8444eadffffffff,12.0,0.0,0.0
8444eb1ffffffff,1.0,0.0,0.0
8444eb3ffffffff,12.0,0.0,0.0
8444eb5ffffffff,5.0,0.0,0.0
8444eb7ffffffff,2.0,0.0,0.0
8444eb9ffffffff,1.0,0.0,0.0
8444ebdffffffff,28.0,0.0,0.0
8444ec3ffffffff,10.0,0.0,0.0
8444ec7ffffffff,9.0,0.0,0.0
8444ecdffffffff,1.0,0.0,0.0
8444ed1ffffffff,25.0,0.0,0.0
8444ed3ffffffff,106.0,0.0,0.0
8444ed5ffffffff,62.0,0.0,0.0
8444ed7ffffffff,68.0,0.0,0.0
8444ed9ffffffff,6.0,0.0,0.0
8444edbffffffff,6.0,0.0,0.0
8444eddffffffff,6.0,0.0,0.0
8444ee1ffffffff,32.0,0.0,0.0
8444ee3ffffffff,76.0,0.0,0.0
8444ee5ffffffff,20.0,0.0,0.0
8444ee7ffffffff,11.0,0.0,0.0
8444ee9ffffffff,1.0,0.0,0.0
8444eedffffffff,161.0,0.0,0.0
8444f01ffffffff,226.0,0.0,40.0
8444f03ffffffff,101.0,0.0,4.0
8444f05ffffffff,1699.0,0.0,103.0
