cell_id,Setophaga petechia,Setophaga petechia [aestiva Group],Setophaga petechia [erithachorides Group],Setophaga petechia aureola,Setophaga petechia [petechia Group],Setophaga petechia [erithachorides Group x petechia Group]
840c015ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c021ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c033ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
840c037ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840c03bffffffff,62.0,0.0,0.0,0.0,0.0,0.0
840c04bffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840c051ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c061ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c063ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c067ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c0b1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c0b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c141ffffffff,586.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,1301.0,0.0,0.0,0.0,0.0,0.0
840c145ffffffff,108.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,1949.0,0.0,0.0,0.0,0.0,0.0
840c149ffffffff,180.0,0.0,0.0,0.0,0.0,0.0
840c14bffffffff,327.0,0.0,0.0,0.0,0.0,0.0
840c14dffffffff,66.0,0.0,0.0,0.0,0.0,0.0
840c15dffffffff,338.0,0.0,0.0,0.0,0.0,0.0
840c185ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c1b1ffffffff,42.0,5.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,142.0,0.0,0.0,0.0,0.0,0.0
840c213ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c217ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c21bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c231ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840c265ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c2a9ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
840c2cdffffffff,26.0,0.0,0.0,0.0,0.0,0.0
840c2dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c305ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c309ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840c323ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c335ffffffff,135.0,0.0,0.0,0.0,0.0,0.0
840c341ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840c343ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c349ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c353ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c359ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c35bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,441.0,0.0,0.0,0.0,0.0,0.0
840c421ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c425ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
840c427ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,502.0,0.0,0.0,0.0,0.0,0.0
840c441ffffffff,48.0,0.0,0.0,0.0,0.0,0.0
840c443ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c44bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c451ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,231.0,1.0,0.0,0.0,0.0,0.0
840c467ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,33.0,1.0,0.0,0.0,0.0,0.0
840c501ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
840c507ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c50bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c50dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c515ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,104.0,0.0,0.0,0.0,0.0,0.0
840c523ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c551ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840c55bffffffff,54.0,0.0,0.0,0.0,0.0,0.0
840c55dffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,153.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,125.0,0.0,0.0,0.0,0.0,0.0
840c609ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c60dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c617ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c621ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c623ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c629ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c62bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c631ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c635ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c639ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c63bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c63dffffffff,21.0,4.0,0.0,0.0,0.0,0.0
840c641ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c645ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c647ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840c649ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c64bffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840c651ffffffff,16.0,1.0,0.0,0.0,0.0,0.0
840c659ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c65bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c65dffffffff,11.0,2.0,0.0,0.0,0.0,0.0
840c661ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,287.0,38.0,0.0,0.0,0.0,0.0
840c66dffffffff,9.0,6.0,0.0,0.0,0.0,0.0
840c68bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840c69bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c6a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c705ffffffff,33.0,4.0,0.0,0.0,0.0,0.0
840c70dffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840c711ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c715ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c717ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c719ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,37.0,8.0,0.0,0.0,0.0,0.0
840c731ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,1166.0,117.0,0.0,0.0,0.0,0.0
840c735ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c739ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,192.0,12.0,0.0,0.0,0.0,0.0
840c73dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c741ffffffff,127.0,30.0,0.0,0.0,0.0,0.0
840c745ffffffff,27.0,3.0,0.0,0.0,0.0,0.0
840c747ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c749ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c74bffffffff,51.0,10.0,0.0,0.0,0.0,0.0
840c74dffffffff,112.0,16.0,0.0,0.0,0.0,0.0
840c753ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c759ffffffff,198.0,22.0,0.0,0.0,0.0,0.0
840c75dffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840c763ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c769ffffffff,56.0,2.0,0.0,0.0,0.0,0.0
840ca43ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
840ccc3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cce9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840cdd7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ce17ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840ce3dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ce89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce9dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840cec5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cec9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840ced1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ced3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ced7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840cedbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cee5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840cee9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ceedffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cf4bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d039ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d093ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d099ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d09bffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840d0a5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d0b3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d0d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d0d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d19bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d1b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d1b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d405ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
