cell_id,Pelecanus occidentalis,Pelecanus occidentalis carolinensis,Pelecanus occidentalis californicus,Pelecanus occidentalis occidentalis/murphyi,Pelecanus occidentalis urinator
8326e1fffffffff,2.0,0.0,0.0,0.0,0.0
8326e2fffffffff,9.0,2.0,0.0,0.0,0.0
8326e4fffffffff,26.0,0.0,0.0,0.0,0.0
8326e5fffffffff,2.0,0.0,0.0,0.0,0.0
8326eefffffffff,6.0,0.0,0.0,0.0,0.0
8326f2fffffffff,36.0,0.0,0.0,0.0,0.0
8326f5fffffffff,6.0,0.0,0.0,0.0,0.0
832800fffffffff,1.0,0.0,1.0,0.0,0.0
832802fffffffff,15.0,0.0,6.0,0.0,0.0
832803fffffffff,4.0,0.0,1.0,0.0,0.0
832806fffffffff,15.0,0.0,4.0,0.0,0.0
832810fffffffff,1.0,0.0,0.0,0.0,0.0
832819fffffffff,15.0,0.0,0.0,0.0,0.0
83281bfffffffff,2.0,0.0,2.0,0.0,0.0
83281cfffffffff,19.0,0.0,2.0,0.0,0.0
83281dfffffffff,2.0,0.0,2.0,0.0,0.0
83281efffffffff,6.0,0.0,0.0,0.0,0.0
832830fffffffff,303.0,0.0,32.0,0.0,0.0
832831fffffffff,9.0,0.0,2.0,0.0,0.0
832832fffffffff,19.0,0.0,1.0,0.0,0.0
832833fffffffff,4.0,0.0,0.0,0.0,0.0
832834fffffffff,1302.0,0.0,420.0,0.0,0.0
832835fffffffff,603.0,0.0,497.0,0.0,0.0
832836fffffffff,13.0,0.0,2.0,0.0,0.0
83288dfffffffff,2.0,0.0,0.0,0.0,0.0
83289dfffffffff,6.0,0.0,0.0,0.0,0.0
8328a9fffffffff,3.0,0.0,0.0,0.0,0.0
8328b6fffffffff,32.0,0.0,0.0,0.0,0.0
8328c2fffffffff,13.0,0.0,11.0,0.0,0.0
8328c6fffffffff,144.0,0.0,8.0,0.0,0.0
8328d0fffffffff,5.0,0.0,0.0,0.0,0.0
8328d1fffffffff,125.0,0.0,3.0,0.0,0.0
8328d5fffffffff,333.0,0.0,0.0,0.0,0.0
8328d6fffffffff,2.0,0.0,0.0,0.0,0.0
8328d9fffffffff,1.0,0.0,0.0,0.0,0.0
8328dcfffffffff,1.0,0.0,0.0,0.0,0.0
8328ddfffffffff,6.0,0.0,0.0,0.0,0.0
8328defffffffff,100.0,0.0,2.0,0.0,0.0
8328e6fffffffff,2.0,0.0,0.0,0.0,0.0
8328f0fffffffff,13.0,0.0,0.0,0.0,0.0
8328f1fffffffff,13.0,0.0,0.0,0.0,0.0
8328f3fffffffff,2.0,0.0,0.0,0.0,0.0
8328f4fffffffff,1.0,0.0,0.0,0.0,0.0
8328f5fffffffff,5.0,0.0,0.0,0.0,0.0
8328f6fffffffff,5.0,0.0,0.0,0.0,0.0
832912fffffffff,74.0,0.0,12.0,0.0,0.0
832913fffffffff,9.0,0.0,1.0,0.0,0.0
83291afffffffff,45.0,0.0,24.0,0.0,0.0
832985fffffffff,3.0,0.0,0.0,0.0,0.0
832986fffffffff,19.0,0.0,0.0,0.0,0.0
83298cfffffffff,2.0,0.0,0.0,0.0,0.0
832998fffffffff,4.0,0.0,0.0,0.0,0.0
8329a0fffffffff,170.0,0.0,9.0,0.0,0.0
8329a1fffffffff,67.0,0.0,0.0,0.0,0.0
8329a4fffffffff,777.0,0.0,645.0,0.0,0.0
8329a5fffffffff,1183.0,0.0,8.0,0.0,0.0
8329a6fffffffff,159.0,0.0,10.0,0.0,0.0
8329a8fffffffff,7.0,0.0,0.0,0.0,0.0
8329a9fffffffff,12.0,0.0,0.0,0.0,0.0
8329aafffffffff,4.0,0.0,0.0,0.0,0.0
8329adfffffffff,31.0,0.0,4.0,0.0,0.0
8329aefffffffff,14.0,0.0,0.0,0.0,0.0
8329b0fffffffff,106.0,0.0,0.0,0.0,0.0
8329b1fffffffff,1.0,0.0,0.0,0.0,0.0
8329b5fffffffff,44.0,0.0,0.0,0.0,0.0
8329b6fffffffff,36.0,0.0,0.0,0.0,0.0
832a06fffffffff,2.0,0.0,0.0,0.0,0.0
832a10fffffffff,157.0,6.0,0.0,0.0,0.0
832a12fffffffff,12.0,0.0,0.0,0.0,0.0
832a13fffffffff,137.0,13.0,0.0,0.0,0.0
832a14fffffffff,6.0,0.0,0.0,0.0,0.0
832a15fffffffff,61.0,0.0,0.0,0.0,0.0
832a16fffffffff,1.0,0.0,0.0,0.0,0.0
832a1afffffffff,58.0,10.0,0.0,0.0,0.0
832a30fffffffff,44.0,2.0,0.0,0.0,0.0
832a31fffffffff,55.0,7.0,0.0,0.0,0.0
832a33fffffffff,8.0,0.0,0.0,0.0,0.0
832a34fffffffff,9.0,0.0,0.0,0.0,0.0
832a4cfffffffff,20.0,0.0,0.0,0.0,0.0
832a82fffffffff,2.0,0.0,0.0,0.0,0.0
832a84fffffffff,2.0,0.0,0.0,0.0,0.0
832a85fffffffff,13.0,2.0,0.0,0.0,0.0
832a86fffffffff,2.0,0.0,0.0,0.0,0.0
832a88fffffffff,3.0,0.0,0.0,0.0,0.0
832a89fffffffff,4.0,0.0,0.0,0.0,0.0
832a8bfffffffff,7.0,0.0,0.0,0.0,0.0
832a8dfffffffff,8.0,2.0,0.0,0.0,0.0
832a93fffffffff,4.0,0.0,0.0,0.0,0.0
832a94fffffffff,12.0,0.0,0.0,0.0,0.0
832a95fffffffff,1.0,0.0,0.0,0.0,0.0
832a99fffffffff,1.0,0.0,0.0,0.0,0.0
832a9bfffffffff,19.0,4.0,0.0,0.0,0.0
832a9efffffffff,1.0,0.0,0.0,0.0,0.0
832aa3fffffffff,1.0,0.0,0.0,0.0,0.0
832aa4fffffffff,30.0,0.0,0.0,0.0,0.0
832aa6fffffffff,2.0,0.0,0.0,0.0,0.0
832aa8fffffffff,529.0,31.0,0.0,0.0,0.0
832aa9fffffffff,435.0,81.0,0.0,0.0,0.0
832aaafffffffff,2.0,0.0,0.0,0.0,0.0
832aabfffffffff,7.0,2.0,0.0,0.0,0.0
832aacfffffffff,16.0,0.0,0.0,0.0,0.0
832aadfffffffff,713.0,74.0,0.0,0.0,0.0
832aaefffffffff,13.0,0.0,0.0,0.0,0.0
832ab2fffffffff,30.0,8.0,0.0,0.0,0.0
832ab3fffffffff,93.0,0.0,0.0,0.0,0.0
832ab5fffffffff,2.0,0.0,0.0,0.0,0.0
832ac6fffffffff,39.0,12.0,0.0,0.0,0.0
832ad0fffffffff,8.0,0.0,0.0,0.0,0.0
832ad1fffffffff,16.0,0.0,0.0,0.0,0.0
832ad3fffffffff,69.0,11.0,0.0,0.0,0.0
832ad4fffffffff,1.0,0.0,0.0,0.0,0.0
832ad5fffffffff,8.0,0.0,0.0,0.0,0.0
832ad6fffffffff,16.0,0.0,0.0,0.0,0.0
832af0fffffffff,4.0,0.0,0.0,0.0,0.0
832af1fffffffff,16.0,3.0,0.0,0.0,0.0
832af3fffffffff,6.0,2.0,0.0,0.0,0.0
832af6fffffffff,102.0,0.0,0.0,0.0,0.0
832b0cfffffffff,9.0,0.0,0.0,0.0,0.0
832b1bfffffffff,3.0,0.0,0.0,0.0,0.0
832b2cfffffffff,5.0,0.0,0.0,0.0,0.0
832b88fffffffff,1.0,0.0,0.0,0.0,0.0
832b8afffffffff,1.0,0.0,0.0,0.0,0.0
832b8dfffffffff,1.0,0.0,0.0,0.0,0.0
832b8efffffffff,12.0,0.0,0.0,0.0,0.0
832b91fffffffff,2.0,0.0,0.0,0.0,0.0
832b98fffffffff,7.0,0.0,0.0,0.0,0.0
832b9bfffffffff,23.0,0.0,0.0,0.0,0.0
832b9dfffffffff,3.0,0.0,0.0,0.0,0.0
832baafffffffff,1.0,0.0,0.0,0.0,0.0
832baefffffffff,8.0,0.0,0.0,0.0,0.0
834409fffffffff,4.0,0.0,0.0,0.0,0.0
834412fffffffff,3.0,2.0,0.0,0.0,0.0
834413fffffffff,42.0,2.0,0.0,0.0,0.0
834414fffffffff,39.0,34.0,0.0,0.0,0.0
834416fffffffff,3.0,0.0,0.0,0.0,0.0
83441afffffffff,61.0,26.0,0.0,0.0,0.0
83441bfffffffff,4.0,3.0,0.0,0.0,0.0
83441efffffffff,23.0,9.0,0.0,0.0,0.0
834424fffffffff,7.0,7.0,0.0,0.0,0.0
834440fffffffff,109.0,0.0,0.0,0.0,0.0
834441fffffffff,2.0,0.0,0.0,0.0,0.0
834444fffffffff,24.0,0.0,0.0,0.0,0.0
834446fffffffff,74.0,0.0,0.0,0.0,0.0
834449fffffffff,2.0,0.0,0.0,0.0,0.0
83444afffffffff,9.0,0.0,0.0,0.0,0.0
83444cfffffffff,4.0,0.0,0.0,0.0,0.0
83444dfffffffff,2.0,0.0,0.0,0.0,0.0
83444efffffffff,2.0,0.0,0.0,0.0,0.0
834450fffffffff,138.0,4.0,0.0,0.0,0.0
834452fffffffff,2.0,2.0,0.0,0.0,0.0
834454fffffffff,2.0,0.0,0.0,0.0,0.0
834455fffffffff,61.0,0.0,0.0,0.0,0.0
834456fffffffff,10.0,6.0,0.0,0.0,0.0
83445afffffffff,2.0,0.0,0.0,0.0,0.0
83445bfffffffff,5.0,0.0,0.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0,0.0,0.0
834468fffffffff,37.0,0.0,0.0,0.0,0.0
83446cfffffffff,90.0,9.0,0.0,0.0,0.0
83446dfffffffff,9.0,0.0,0.0,0.0,0.0
83446efffffffff,32.0,7.0,0.0,0.0,0.0
834471fffffffff,19.0,0.0,0.0,0.0,0.0
834473fffffffff,33.0,0.0,0.0,0.0,0.0
834484fffffffff,5.0,0.0,0.0,4.0,0.0
834485fffffffff,11.0,0.0,0.0,0.0,0.0
834486fffffffff,3.0,0.0,0.0,0.0,0.0
8344a1fffffffff,17.0,11.0,0.0,0.0,0.0
8344a2fffffffff,3.0,0.0,0.0,0.0,0.0
8344a3fffffffff,7.0,2.0,0.0,0.0,0.0
8344a8fffffffff,17.0,0.0,0.0,0.0,0.0
8344a9fffffffff,20.0,1.0,0.0,0.0,0.0
8344abfffffffff,8.0,1.0,0.0,0.0,0.0
8344acfffffffff,23.0,1.0,0.0,0.0,0.0
8344adfffffffff,21.0,2.0,0.0,0.0,0.0
8344b0fffffffff,4.0,0.0,0.0,0.0,0.0
8344b1fffffffff,5.0,0.0,0.0,0.0,0.0
8344b5fffffffff,3.0,0.0,0.0,0.0,0.0
8344c1fffffffff,4.0,0.0,0.0,0.0,0.0
8344c2fffffffff,56.0,2.0,0.0,0.0,0.0
8344c4fffffffff,2.0,0.0,0.0,0.0,0.0
8344c5fffffffff,1.0,0.0,0.0,0.0,0.0
8344c6fffffffff,2.0,0.0,0.0,0.0,0.0
8344c8fffffffff,3.0,1.0,0.0,0.0,0.0
8344cdfffffffff,7.0,0.0,0.0,0.0,0.0
8344d0fffffffff,145.0,0.0,0.0,0.0,0.0
8344d2fffffffff,178.0,0.0,0.0,0.0,0.0
8344d5fffffffff,18.0,0.0,0.0,0.0,0.0
8344d8fffffffff,1.0,0.0,0.0,0.0,0.0
8344dafffffffff,6.0,0.0,0.0,0.0,0.0
8344e0fffffffff,10.0,0.0,0.0,0.0,0.0
8344e2fffffffff,3.0,0.0,0.0,0.0,0.0
8344e3fffffffff,11.0,0.0,0.0,0.0,0.0
8344e4fffffffff,4.0,0.0,0.0,0.0,0.0
8344e5fffffffff,1.0,1.0,0.0,0.0,0.0
8344e6fffffffff,2.0,0.0,0.0,0.0,0.0
8344edfffffffff,2.0,0.0,0.0,0.0,0.0
8344f0fffffffff,6.0,3.0,0.0,0.0,0.0
8344f3fffffffff,294.0,5.0,0.0,0.0,0.0
8344f4fffffffff,76.0,0.0,0.0,0.0,0.0
8344f5fffffffff,2.0,0.0,0.0,0.0,0.0
8344f6fffffffff,19.0,5.0,0.0,0.0,0.0
834501fffffffff,5.0,5.0,0.0,0.0,0.0
834505fffffffff,8.0,0.0,0.0,0.0,0.0
834509fffffffff,186.0,186.0,0.0,0.0,0.0
83450afffffffff,58.0,54.0,0.0,4.0,0.0
83450bfffffffff,121.0,113.0,0.0,0.0,0.0
83450dfffffffff,2.0,0.0,0.0,0.0,0.0
83450efffffffff,17.0,17.0,0.0,0.0,0.0
834510fffffffff,1.0,0.0,0.0,0.0,0.0
834519fffffffff,3.0,3.0,0.0,0.0,0.0
834520fffffffff,2.0,0.0,0.0,0.0,0.0
834521fffffffff,12.0,0.0,0.0,0.0,0.0
834523fffffffff,4.0,0.0,0.0,0.0,0.0
834524fffffffff,2.0,0.0,0.0,0.0,0.0
834525fffffffff,3.0,0.0,0.0,0.0,0.0
83452afffffffff,41.0,0.0,0.0,0.0,0.0
83452cfffffffff,24.0,2.0,0.0,0.0,0.0
83452dfffffffff,2.0,0.0,0.0,0.0,0.0
83452efffffffff,20.0,0.0,0.0,0.0,0.0
834550fffffffff,22.0,22.0,0.0,0.0,0.0
834564fffffffff,1.0,1.0,0.0,0.0,0.0
834569fffffffff,5.0,0.0,0.0,0.0,0.0
83456dfffffffff,1.0,1.0,0.0,0.0,0.0
834572fffffffff,311.0,307.0,0.0,0.0,0.0
8345a3fffffffff,45.0,0.0,0.0,0.0,0.0
8345b2fffffffff,7.0,0.0,0.0,7.0,0.0
834809fffffffff,4.0,0.0,4.0,0.0,0.0
834810fffffffff,1.0,0.0,0.0,0.0,0.0
834823fffffffff,2.0,0.0,2.0,0.0,0.0
834829fffffffff,10.0,0.0,10.0,0.0,0.0
83482afffffffff,2.0,0.0,2.0,0.0,0.0
834833fffffffff,2.0,0.0,2.0,0.0,0.0
834836fffffffff,1.0,0.0,1.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0,0.0,0.0
83484afffffffff,21.0,0.0,9.0,0.0,0.0
834855fffffffff,2.0,0.0,0.0,0.0,0.0
834858fffffffff,2.0,0.0,0.0,0.0,0.0
834859fffffffff,6.0,0.0,0.0,0.0,0.0
83485bfffffffff,32.0,0.0,0.0,0.0,0.0
83485cfffffffff,11.0,0.0,0.0,0.0,0.0
834872fffffffff,1.0,0.0,0.0,0.0,0.0
834880fffffffff,7.0,0.0,0.0,0.0,0.0
834882fffffffff,1.0,0.0,0.0,0.0,0.0
83488afffffffff,3.0,0.0,0.0,0.0,0.0
83488efffffffff,2.0,0.0,0.0,0.0,0.0
834890fffffffff,196.0,0.0,0.0,0.0,0.0
834891fffffffff,9.0,0.0,0.0,0.0,0.0
834892fffffffff,3.0,1.0,0.0,0.0,0.0
834893fffffffff,4.0,0.0,0.0,0.0,0.0
834895fffffffff,49.0,0.0,0.0,0.0,0.0
834898fffffffff,4.0,0.0,0.0,0.0,0.0
83489afffffffff,25.0,0.0,0.0,0.0,0.0
83489bfffffffff,4.0,0.0,0.0,0.0,0.0
83489cfffffffff,65.0,0.0,0.0,0.0,0.0
83489efffffffff,7.0,0.0,0.0,0.0,0.0
8348a0fffffffff,18.0,0.0,0.0,0.0,0.0
8348a2fffffffff,7.0,0.0,0.0,0.0,0.0
8348abfffffffff,1.0,0.0,0.0,0.0,0.0
8348b1fffffffff,24.0,0.0,0.0,0.0,0.0
8348b3fffffffff,34.0,0.0,0.0,0.0,0.0
8348b4fffffffff,4.0,0.0,0.0,0.0,0.0
8348c0fffffffff,5.0,0.0,0.0,0.0,0.0
8348c2fffffffff,9.0,0.0,0.0,0.0,0.0
8348c3fffffffff,10.0,0.0,0.0,0.0,0.0
8348c6fffffffff,3.0,0.0,0.0,0.0,0.0
8348cdfffffffff,3.0,0.0,0.0,0.0,0.0
8348d3fffffffff,2.0,0.0,0.0,0.0,0.0
8348dafffffffff,11.0,0.0,0.0,0.0,0.0
8348dbfffffffff,2.0,0.0,0.0,0.0,0.0
8348defffffffff,2.0,0.0,0.0,0.0,0.0
8348e8fffffffff,322.0,0.0,2.0,0.0,0.0
8348e9fffffffff,150.0,0.0,0.0,0.0,0.0
8348eafffffffff,32.0,0.0,0.0,0.0,0.0
8348ebfffffffff,196.0,0.0,1.0,0.0,0.0
8348ecfffffffff,90.0,0.0,0.0,0.0,0.0
8348eefffffffff,2.0,0.0,0.0,0.0,0.0
8348f2fffffffff,9.0,0.0,0.0,0.0,0.0
8348f3fffffffff,7.0,0.0,0.0,0.0,0.0
834908fffffffff,2.0,0.0,0.0,0.0,0.0
834982fffffffff,2.0,0.0,0.0,0.0,0.0
834986fffffffff,7.0,0.0,0.0,0.0,0.0
834988fffffffff,3.0,0.0,0.0,0.0,0.0
834992fffffffff,2.0,2.0,0.0,0.0,0.0
834993fffffffff,4.0,2.0,0.0,0.0,0.0
834995fffffffff,28.0,0.0,0.0,0.0,0.0
834996fffffffff,26.0,3.0,0.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0,0.0,0.0
8349a2fffffffff,1.0,0.0,1.0,0.0,0.0
8349a8fffffffff,2.0,0.0,2.0,0.0,0.0
8349a9fffffffff,4.0,2.0,0.0,0.0,0.0
8349aafffffffff,11.0,0.0,0.0,0.0,0.0
8349abfffffffff,4.0,0.0,0.0,0.0,0.0
8349b3fffffffff,5.0,0.0,0.0,0.0,0.0
834c81fffffffff,2.0,0.0,0.0,0.0,0.0
834c88fffffffff,17.0,0.0,0.0,0.0,0.0
834c94fffffffff,2.0,0.0,0.0,0.0,0.0
834caafffffffff,2.0,0.0,0.0,0.0,0.0
834cb3fffffffff,3.0,0.0,0.0,0.0,0.0
834cc5fffffffff,7.0,2.0,0.0,0.0,0.0
834cd4fffffffff,3.0,0.0,0.0,0.0,0.0
834ce8fffffffff,118.0,0.0,0.0,2.0,0.0
834ceafffffffff,48.0,0.0,0.0,0.0,0.0
834cebfffffffff,1.0,0.0,0.0,0.0,0.0
834ceefffffffff,12.0,2.0,0.0,2.0,0.0
834cf3fffffffff,17.0,0.0,0.0,0.0,0.0
834d49fffffffff,2.0,0.0,0.0,0.0,0.0
834d4bfffffffff,1.0,0.0,0.0,0.0,0.0
835e4bfffffffff,6.0,0.0,0.0,0.0,0.0
835e59fffffffff,1.0,0.0,0.0,1.0,0.0
835e62fffffffff,34.0,0.0,0.0,8.0,0.0
835e70fffffffff,13.0,0.0,0.0,0.0,0.0
835e71fffffffff,4.0,0.0,0.0,0.0,0.0
835f0bfffffffff,3.0,3.0,0.0,0.0,0.0
835f4bfffffffff,15.0,0.0,0.0,0.0,0.0
835f58fffffffff,86.0,0.0,0.0,15.0,0.0
835f5bfffffffff,47.0,0.0,0.0,18.0,0.0
835f5dfffffffff,4.0,0.0,0.0,0.0,0.0
836610fffffffff,4.0,0.0,0.0,0.0,0.0
83661afffffffff,6.0,0.0,0.0,0.0,0.0
83661cfffffffff,4.0,0.0,0.0,0.0,0.0
836620fffffffff,2.0,0.0,0.0,0.0,0.0
836621fffffffff,6.0,0.0,0.0,0.0,0.0
836622fffffffff,5.0,0.0,0.0,0.0,0.0
836631fffffffff,5.0,0.0,0.0,5.0,0.0
8366a0fffffffff,4.0,0.0,0.0,0.0,0.0
8366a5fffffffff,20.0,0.0,0.0,0.0,0.0
8366b0fffffffff,3.0,0.0,0.0,0.0,0.0
8366b1fffffffff,1.0,0.0,0.0,0.0,0.0
8366b4fffffffff,1.0,0.0,0.0,0.0,0.0
8366b5fffffffff,2.0,0.0,0.0,0.0,0.0
8366b6fffffffff,4.0,0.0,0.0,0.0,0.0
8366d4fffffffff,4.0,0.0,0.0,0.0,0.0
8366e6fffffffff,6.0,0.0,0.0,0.0,0.0
8366f0fffffffff,3.0,0.0,0.0,0.0,0.0
8366f2fffffffff,2.0,0.0,0.0,0.0,0.0
836732fffffffff,10.0,0.0,0.0,9.0,0.0
836741fffffffff,22.0,4.0,0.0,18.0,0.0
836743fffffffff,5.0,0.0,0.0,3.0,0.0
836744fffffffff,37.0,0.0,0.0,0.0,0.0
836746fffffffff,10.0,0.0,0.0,0.0,0.0
836752fffffffff,2.0,0.0,0.0,0.0,0.0
836755fffffffff,1.0,0.0,0.0,0.0,0.0
836773fffffffff,3.0,0.0,0.0,0.0,0.0
83679afffffffff,1.0,0.0,0.0,0.0,0.0
83679bfffffffff,4.0,0.0,0.0,0.0,0.0
836c59fffffffff,9.0,0.0,0.0,0.0,5.0
836c5afffffffff,13.0,0.0,0.0,0.0,13.0
836c5bfffffffff,9.0,0.0,0.0,0.0,7.0
836c61fffffffff,2.0,0.0,0.0,0.0,0.0
836d04fffffffff,2.0,0.0,0.0,0.0,0.0
836d05fffffffff,2.0,0.0,0.0,0.0,0.0
836d23fffffffff,2.0,0.0,0.0,0.0,0.0
836d24fffffffff,3.0,0.0,0.0,0.0,0.0
836d25fffffffff,2.0,0.0,0.0,0.0,0.0
836d28fffffffff,6.0,0.0,0.0,0.0,0.0
836d29fffffffff,13.0,0.0,0.0,0.0,0.0
836d2afffffffff,7.0,0.0,0.0,0.0,0.0
836d2bfffffffff,12.0,0.0,0.0,0.0,0.0
836d2dfffffffff,16.0,0.0,0.0,0.0,0.0
836d30fffffffff,1.0,0.0,0.0,0.0,0.0
836d32fffffffff,13.0,0.0,0.0,0.0,0.0
836d34fffffffff,8.0,0.0,0.0,0.0,0.0
836d35fffffffff,1.0,1.0,0.0,0.0,0.0
836d66fffffffff,2.0,0.0,0.0,0.0,0.0
836d68fffffffff,2.0,0.0,0.0,0.0,0.0
836d69fffffffff,69.0,3.0,0.0,0.0,0.0
836d6bfffffffff,3.0,0.0,0.0,0.0,0.0
836d6efffffffff,5.0,0.0,0.0,0.0,0.0
836d74fffffffff,8.0,0.0,0.0,0.0,0.0
836d76fffffffff,12.0,0.0,0.0,0.0,0.0
838af0fffffffff,3.0,0.0,0.0,0.0,0.0
838e45fffffffff,2.0,0.0,0.0,0.0,0.0
838e62fffffffff,34.0,0.0,0.0,0.0,0.0
838e63fffffffff,2.0,0.0,0.0,0.0,0.0
838e75fffffffff,2.0,0.0,0.0,0.0,0.0
838f0bfffffffff,3.0,0.0,0.0,0.0,0.0
838f2afffffffff,6.0,0.0,0.0,6.0,0.0
838f50fffffffff,21.0,0.0,0.0,0.0,0.0
838fa4fffffffff,1.0,0.0,0.0,0.0,0.0
838fa6fffffffff,22.0,0.0,0.0,0.0,20.0
83b219fffffffff,8.0,0.0,0.0,0.0,0.0
83b304fffffffff,38.0,0.0,0.0,0.0,0.0
