cell_id,Lonchura punctulata,Lonchura punctulata punctulata,Lonchura punctulata [nisoria Group]
82209ffffffffff,1.0,0.0,0.0
822807fffffffff,2.0,0.0,0.0
822837fffffffff,559.0,4.0,1.0
822917fffffffff,3.0,0.0,0.0
82291ffffffffff,53.0,9.0,0.0
822987fffffffff,3.0,0.0,0.0
8229a7fffffffff,130.0,0.0,0.0
8229affffffffff,20.0,0.0,0.0
822aaffffffffff,31.0,0.0,7.0
822c97fffffffff,3.0,0.0,0.0
82309ffffffffff,7.0,0.0,0.0
823907fffffffff,20.0,0.0,0.0
823917fffffffff,28.0,0.0,0.0
82391ffffffffff,4.0,0.0,0.0
823937fffffffff,28.0,0.0,0.0
823c07fffffffff,7.0,0.0,0.0
823c0ffffffffff,1.0,0.0,0.0
823c17fffffffff,8.0,7.0,0.0
823c1ffffffffff,19.0,0.0,0.0
823c37fffffffff,4.0,0.0,0.0
823c5ffffffffff,9.0,0.0,0.0
823c8ffffffffff,16.0,0.0,0.0
823caffffffffff,32.0,6.0,0.0
823cb7fffffffff,2.0,0.0,0.0
823cdffffffffff,2.0,0.0,0.0
823ce7fffffffff,6.0,0.0,2.0
823ceffffffffff,4.0,0.0,0.0
823cf7fffffffff,59.0,1.0,0.0
823d17fffffffff,5.0,0.0,0.0
823d37fffffffff,1.0,0.0,0.0
823d8ffffffffff,5.0,0.0,0.0
823d9ffffffffff,5.0,0.0,0.0
823da7fffffffff,14.0,0.0,0.0
823daffffffffff,9.0,5.0,0.0
823db7fffffffff,4.0,0.0,0.0
82404ffffffffff,3.0,0.0,2.0
8240b7fffffffff,4.0,0.0,0.0
82411ffffffffff,1.0,0.0,0.0
82414ffffffffff,2.0,0.0,0.0
82416ffffffffff,2.0,0.0,0.0
8241a7fffffffff,3.0,0.0,0.0
8241b7fffffffff,1.0,0.0,1.0
8242cffffffffff,4.0,0.0,0.0
8242dffffffffff,15.0,0.0,0.0
8242effffffffff,4.0,0.0,0.0
8243affffffffff,1.0,0.0,0.0
824417fffffffff,24.0,0.0,0.0
82441ffffffffff,77.0,0.0,4.0
824437fffffffff,1.0,0.0,0.0
824447fffffffff,66.0,1.0,0.0
824457fffffffff,187.0,0.0,0.0
82446ffffffffff,97.0,0.0,0.0
8244a7fffffffff,41.0,0.0,0.0
8244affffffffff,13.0,0.0,0.0
8244b7fffffffff,2.0,0.0,0.0
8244e7fffffffff,3.0,0.0,0.0
82450ffffffffff,13.0,0.0,0.0
824577fffffffff,2.0,0.0,0.0
8245a7fffffffff,33.0,0.0,2.0
8245b7fffffffff,23.0,0.0,0.0
82464ffffffffff,13.0,0.0,2.0
824847fffffffff,4.0,0.0,0.0
82484ffffffffff,5.0,0.0,0.0
82485ffffffffff,23.0,0.0,0.0
824887fffffffff,2.0,0.0,0.0
824897fffffffff,43.0,0.0,0.0
82489ffffffffff,22.0,0.0,0.0
824b87fffffffff,9.0,0.0,0.0
824b9ffffffffff,1.0,0.0,0.0
824ba7fffffffff,100.0,0.0,0.0
824bb7fffffffff,71.0,0.0,0.0
824cc7fffffffff,16.0,0.0,0.0
824cd7fffffffff,3.0,0.0,0.0
824ceffffffffff,23.0,0.0,0.0
82524ffffffffff,2.0,0.0,0.0
825d17fffffffff,11.0,0.0,0.0
825e47fffffffff,2.0,0.0,0.0
826007fffffffff,75.0,2.0,0.0
826017fffffffff,115.0,2.0,0.0
82601ffffffffff,1.0,0.0,0.0
826027fffffffff,13.0,0.0,0.0
826037fffffffff,84.0,3.0,0.0
82608ffffffffff,55.0,0.0,0.0
826097fffffffff,6.0,0.0,0.0
82609ffffffffff,19.0,0.0,0.0
8260affffffffff,50.0,0.0,0.0
8260b7fffffffff,12.0,0.0,0.0
82611ffffffffff,5.0,0.0,0.0
82618ffffffffff,41.0,0.0,0.0
82619ffffffffff,2.0,0.0,0.0
8261affffffffff,5.0,0.0,0.0
826337fffffffff,2.0,0.0,0.0
82640ffffffffff,61.0,0.0,0.0
82648ffffffffff,1.0,0.0,0.0
8264a7fffffffff,3.0,0.0,0.0
8264b7fffffffff,10.0,0.0,0.0
826507fffffffff,107.0,0.0,4.0
82650ffffffffff,4.0,0.0,0.0
82651ffffffffff,265.0,0.0,7.0
826527fffffffff,94.0,0.0,0.0
826587fffffffff,2.0,0.0,0.0
82658ffffffffff,1.0,0.0,0.0
826597fffffffff,4.0,0.0,0.0
8265b7fffffffff,3.0,0.0,0.0
826727fffffffff,2.0,0.0,0.0
826737fffffffff,3.0,0.0,0.0
826817fffffffff,7.0,0.0,3.0
82681ffffffffff,2.0,0.0,0.0
8268cffffffffff,1.0,0.0,1.0
8268d7fffffffff,1.0,0.0,1.0
826947fffffffff,2.0,0.0,0.0
826d67fffffffff,11.0,0.0,0.0
828c17fffffffff,2.0,0.0,2.0
828c97fffffffff,4.0,0.0,0.0
828cd7fffffffff,1.0,0.0,0.0
8295a7fffffffff,1.0,0.0,0.0
829d27fffffffff,2.0,0.0,0.0
82be0ffffffffff,3.0,0.0,0.0
82be8ffffffffff,17.0,0.0,0.0
