cell_id,Haematopus ostralegus,Haematopus ostralegus ostralegus/longipes,Haematopus ostralegus osculans
84082a5ffffffff,2.0,0.0,0.0
84082abffffffff,1.0,0.0,0.0
84082b9ffffffff,2.0,0.0,0.0
84082bbffffffff,2.0,0.0,0.0
84082bdffffffff,2.0,0.0,0.0
84082d1ffffffff,1.0,0.0,0.0
84082dbffffffff,2.0,0.0,0.0
8408305ffffffff,18.0,0.0,0.0
8408321ffffffff,2.0,0.0,0.0
8408329ffffffff,9.0,0.0,0.0
840832bffffffff,5.0,0.0,0.0
840832dffffffff,2.0,0.0,0.0
8408333ffffffff,18.0,0.0,0.0
8408339ffffffff,6.0,0.0,0.0
840833bffffffff,15.0,0.0,0.0
840833dffffffff,7.0,0.0,0.0
8408361ffffffff,15.0,0.0,0.0
8408363ffffffff,8.0,0.0,0.0
8408365ffffffff,19.0,0.0,0.0
840836dffffffff,56.0,0.0,0.0
8408807ffffffff,5.0,0.0,0.0
840880bffffffff,7.0,0.0,0.0
8408823ffffffff,2.0,0.0,0.0
840882bffffffff,1.0,0.0,0.0
840882dffffffff,4.0,0.0,0.0
8408831ffffffff,5.0,3.0,0.0
8408837ffffffff,16.0,0.0,0.0
8408839ffffffff,20.0,1.0,0.0
840883dffffffff,48.0,1.0,0.0
840884bffffffff,2.0,0.0,0.0
8408855ffffffff,7.0,0.0,0.0
8408863ffffffff,6.0,0.0,0.0
8408867ffffffff,73.0,0.0,0.0
8408869ffffffff,2.0,0.0,0.0
840886bffffffff,1.0,0.0,0.0
8408889ffffffff,28.0,0.0,0.0
840888bffffffff,5.0,0.0,0.0
840888dffffffff,22.0,11.0,0.0
8408899ffffffff,2.0,0.0,0.0
84088d3ffffffff,2.0,2.0,0.0
84088e1ffffffff,28.0,26.0,0.0
84088e3ffffffff,2.0,0.0,0.0
84088edffffffff,4.0,0.0,0.0
8408901ffffffff,24.0,0.0,0.0
840890dffffffff,8.0,0.0,0.0
8408933ffffffff,3.0,0.0,0.0
8408937ffffffff,42.0,0.0,0.0
8408959ffffffff,34.0,0.0,0.0
840895bffffffff,28.0,0.0,0.0
8408961ffffffff,12.0,0.0,0.0
8408963ffffffff,4.0,0.0,0.0
8408965ffffffff,36.0,0.0,0.0
840896bffffffff,2.0,0.0,0.0
8408985ffffffff,42.0,0.0,0.0
840898bffffffff,35.0,0.0,0.0
8408995ffffffff,46.0,0.0,0.0
8408997ffffffff,221.0,55.0,0.0
8408999ffffffff,9.0,1.0,0.0
840899dffffffff,7.0,0.0,0.0
84089a5ffffffff,11.0,0.0,0.0
84089a9ffffffff,160.0,0.0,0.0
84089abffffffff,6.0,0.0,0.0
84089adffffffff,15.0,0.0,0.0
84089b1ffffffff,28.0,0.0,0.0
84089b7ffffffff,7.0,0.0,0.0
84089bbffffffff,52.0,0.0,0.0
84089c3ffffffff,3.0,0.0,0.0
84089cbffffffff,19.0,0.0,0.0
84089d1ffffffff,9.0,0.0,0.0
84089d3ffffffff,6.0,0.0,0.0
84089d9ffffffff,8.0,0.0,0.0
84089dbffffffff,5.0,0.0,0.0
84089ddffffffff,15.0,0.0,0.0
84089e1ffffffff,6.0,0.0,0.0
84089e3ffffffff,64.0,0.0,0.0
84089e5ffffffff,9.0,0.0,0.0
84089e7ffffffff,15.0,0.0,0.0
84089ebffffffff,35.0,0.0,0.0
84089edffffffff,5.0,0.0,0.0
8408a45ffffffff,1.0,0.0,0.0
8408a83ffffffff,2.0,0.0,0.0
8408ae3ffffffff,2.0,0.0,0.0
8408b05ffffffff,4.0,2.0,0.0
8408b0dffffffff,13.0,0.0,0.0
8408b11ffffffff,9.0,0.0,0.0
8408b31ffffffff,2.0,0.0,0.0
8408b33ffffffff,5.0,0.0,0.0
8408b35ffffffff,1.0,0.0,0.0
8408b37ffffffff,3.0,0.0,0.0
8408b3dffffffff,13.0,0.0,0.0
8408b41ffffffff,1.0,0.0,0.0
8408b47ffffffff,2.0,0.0,0.0
8408b4dffffffff,2.0,0.0,0.0
8408b51ffffffff,2.0,0.0,0.0
8408c21ffffffff,2.0,0.0,0.0
8408c29ffffffff,8.0,0.0,0.0
8408c63ffffffff,2.0,0.0,0.0
8408c6dffffffff,2.0,0.0,0.0
8408c8bffffffff,3.0,0.0,0.0
8408c8dffffffff,1.0,0.0,0.0
8408c93ffffffff,10.0,0.0,0.0
8408ce1ffffffff,1.0,0.0,0.0
8408d19ffffffff,75.0,4.0,0.0
8408d29ffffffff,1.0,0.0,0.0
8408d37ffffffff,3.0,0.0,0.0
8408d39ffffffff,4.0,0.0,0.0
8408d41ffffffff,2.0,0.0,0.0
8408d43ffffffff,4.0,0.0,0.0
8408d49ffffffff,7.0,0.0,0.0
8408d51ffffffff,6.0,0.0,0.0
8408d53ffffffff,2.0,0.0,0.0
8408d55ffffffff,8.0,0.0,0.0
8408d57ffffffff,18.0,4.0,0.0
8408e59ffffffff,2.0,0.0,0.0
8408e93ffffffff,2.0,0.0,0.0
8408e99ffffffff,3.0,0.0,0.0
8408e9bffffffff,10.0,0.0,0.0
8408ec9ffffffff,7.0,0.0,0.0
8408ed1ffffffff,5.0,0.0,0.0
8408ed3ffffffff,105.0,0.0,0.0
8408ed7ffffffff,11.0,0.0,0.0
8408ed9ffffffff,2.0,0.0,0.0
8408edbffffffff,42.0,0.0,0.0
8408f25ffffffff,2.0,0.0,0.0
8408f29ffffffff,4.0,0.0,0.0
8408f63ffffffff,12.0,0.0,0.0
84094a7ffffffff,11.0,0.0,0.0
84094b3ffffffff,2.0,0.0,0.0
84094b5ffffffff,4.0,0.0,0.0
84094b7ffffffff,10.0,0.0,0.0
8409583ffffffff,3.0,0.0,0.0
8409585ffffffff,15.0,0.0,0.0
8409587ffffffff,13.0,0.0,0.0
840958bffffffff,2.0,0.0,0.0
8409591ffffffff,5.0,0.0,0.0
8409599ffffffff,22.0,0.0,0.0
840959bffffffff,4.0,0.0,0.0
840959dffffffff,9.0,0.0,0.0
84095a7ffffffff,3.0,0.0,0.0
84095a9ffffffff,32.0,0.0,0.0
84095abffffffff,6.0,0.0,0.0
84095adffffffff,16.0,0.0,0.0
84095b1ffffffff,3.0,0.0,0.0
84095b9ffffffff,2.0,0.0,0.0
84095bbffffffff,9.0,0.0,0.0
84095bdffffffff,2.0,0.0,0.0
84095e7ffffffff,2.0,0.0,0.0
8409803ffffffff,3.0,0.0,0.0
8409805ffffffff,26.0,0.0,0.0
8409807ffffffff,2.0,0.0,0.0
8409811ffffffff,22.0,0.0,0.0
8409815ffffffff,3.0,0.0,0.0
8409819ffffffff,13.0,0.0,0.0
840981bffffffff,5.0,0.0,0.0
840981dffffffff,3.0,0.0,0.0
8409821ffffffff,84.0,0.0,0.0
8409823ffffffff,2.0,0.0,0.0
8409825ffffffff,4.0,0.0,0.0
8409829ffffffff,20.0,0.0,0.0
840982bffffffff,46.0,0.0,0.0
840982dffffffff,45.0,0.0,0.0
8409889ffffffff,2.0,0.0,0.0
8409893ffffffff,2.0,0.0,0.0
84098c1ffffffff,6.0,0.0,0.0
84098c3ffffffff,2.0,0.0,0.0
84098c5ffffffff,2.0,0.0,0.0
84098c7ffffffff,11.0,0.0,0.0
84098cdffffffff,3.0,0.0,0.0
84098d1ffffffff,1.0,0.0,0.0
84098d5ffffffff,2.0,0.0,0.0
84098d9ffffffff,4.0,0.0,0.0
84098dbffffffff,18.0,0.0,0.0
84098ddffffffff,8.0,0.0,0.0
84098e9ffffffff,4.0,0.0,0.0
8409911ffffffff,121.0,0.0,0.0
8409913ffffffff,6.0,0.0,0.0
8409917ffffffff,22.0,0.0,0.0
840991bffffffff,237.0,0.0,0.0
8409927ffffffff,2.0,0.0,0.0
8409937ffffffff,10.0,0.0,0.0
8409981ffffffff,17.0,0.0,0.0
8409983ffffffff,16.0,0.0,0.0
8409987ffffffff,8.0,0.0,0.0
8409991ffffffff,24.0,0.0,0.0
8409993ffffffff,98.0,0.0,0.0
8409995ffffffff,6.0,0.0,0.0
8409997ffffffff,11.0,0.0,0.0
84099a7ffffffff,4.0,0.0,0.0
84099b1ffffffff,2.0,0.0,0.0
84099b9ffffffff,45.0,0.0,0.0
84099bdffffffff,20.0,2.0,0.0
84099e1ffffffff,1.0,0.0,0.0
84099e9ffffffff,37.0,0.0,0.0
8409a09ffffffff,122.0,0.0,0.0
8409a41ffffffff,15.0,0.0,0.0
8409a43ffffffff,15.0,0.0,0.0
8409a45ffffffff,38.0,0.0,0.0
8409a47ffffffff,77.0,4.0,0.0
8409a4dffffffff,30.0,0.0,0.0
8409a55ffffffff,35.0,1.0,0.0
8409a69ffffffff,148.0,3.0,0.0
8409a6bffffffff,77.0,3.0,0.0
8409ab1ffffffff,4.0,0.0,0.0
8409ab3ffffffff,3.0,0.0,0.0
8409ab7ffffffff,3.0,0.0,0.0
8409abdffffffff,1.0,0.0,0.0
840a337ffffffff,2.0,0.0,0.0
841012dffffffff,2.0,0.0,0.0
8410167ffffffff,1.0,0.0,0.0
8410231ffffffff,3.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0
8410935ffffffff,2.0,0.0,0.0
8410acbffffffff,2.0,0.0,0.0
8410d27ffffffff,1.0,0.0,0.0
8411049ffffffff,2.0,0.0,0.0
841105bffffffff,2.0,0.0,0.0
8411061ffffffff,5.0,0.0,0.0
8411063ffffffff,1.0,0.0,0.0
8411069ffffffff,8.0,0.0,0.0
841106bffffffff,18.0,0.0,0.0
841120dffffffff,2.0,0.0,0.0
8411221ffffffff,12.0,0.0,0.0
8411223ffffffff,2.0,0.0,0.0
8411235ffffffff,2.0,0.0,0.0
8411245ffffffff,3.0,0.0,0.0
8411249ffffffff,5.0,0.0,0.0
8411251ffffffff,7.0,0.0,0.0
8411261ffffffff,4.0,0.0,0.0
8411265ffffffff,1.0,0.0,0.0
8411267ffffffff,9.0,0.0,0.0
841126bffffffff,3.0,0.0,0.0
841126dffffffff,341.0,87.0,0.0
84112d1ffffffff,1.0,0.0,0.0
8411319ffffffff,1.0,0.0,0.0
841131dffffffff,2.0,0.0,0.0
8411359ffffffff,4.0,0.0,0.0
841150bffffffff,1.0,0.0,0.0
8411549ffffffff,14.0,0.0,0.0
84115c7ffffffff,1.0,0.0,0.0
8411661ffffffff,1.0,0.0,0.0
8411707ffffffff,2.0,0.0,0.0
8411813ffffffff,13.0,0.0,0.0
841181dffffffff,10.0,0.0,0.0
84118cdffffffff,5.0,0.0,0.0
8411ae3ffffffff,5.0,0.0,0.0
8416109ffffffff,2.0,0.0,0.0
84171a7ffffffff,37.0,0.0,0.0
841788bffffffff,20.0,0.0,0.0
8418011ffffffff,44.0,0.0,0.0
8418013ffffffff,14.0,0.0,0.0
8418019ffffffff,105.0,3.0,0.0
841801bffffffff,17.0,0.0,0.0
841801dffffffff,53.0,4.0,0.0
841804bffffffff,25.0,0.0,0.0
8418053ffffffff,212.0,79.0,0.0
8418057ffffffff,6.0,0.0,0.0
8418059ffffffff,73.0,5.0,0.0
841805bffffffff,39.0,2.0,0.0
841805dffffffff,2.0,0.0,0.0
84180c9ffffffff,3.0,0.0,0.0
84180cdffffffff,36.0,0.0,0.0
8418203ffffffff,24.0,0.0,0.0
8418209ffffffff,4.0,0.0,0.0
841820bffffffff,3.0,0.0,0.0
841821dffffffff,2.0,0.0,0.0
8418223ffffffff,4.0,3.0,0.0
8418231ffffffff,2.0,0.0,0.0
8418235ffffffff,104.0,5.0,0.0
8418237ffffffff,51.0,0.0,0.0
8418239ffffffff,5.0,0.0,0.0
841823dffffffff,26.0,25.0,0.0
8418243ffffffff,15.0,0.0,0.0
8418251ffffffff,28.0,4.0,0.0
8418255ffffffff,12.0,0.0,0.0
8418259ffffffff,84.0,0.0,0.0
841825dffffffff,4.0,2.0,0.0
8418281ffffffff,37.0,0.0,0.0
8418287ffffffff,9.0,0.0,0.0
841828bffffffff,404.0,11.0,0.0
8418299ffffffff,139.0,10.0,0.0
84182a3ffffffff,111.0,0.0,0.0
84182a7ffffffff,53.0,1.0,0.0
84182abffffffff,45.0,0.0,0.0
84182adffffffff,9.0,1.0,0.0
84182c1ffffffff,217.0,6.0,0.0
84182c3ffffffff,29.0,0.0,0.0
84182c9ffffffff,355.0,1.0,0.0
84182cbffffffff,415.0,3.0,0.0
84182d3ffffffff,21.0,5.0,0.0
84182d5ffffffff,6.0,0.0,0.0
84182d9ffffffff,6.0,0.0,0.0
84182dbffffffff,3.0,0.0,0.0
84182e3ffffffff,1.0,0.0,0.0
84182e5ffffffff,381.0,124.0,0.0
8418409ffffffff,2.0,0.0,0.0
8418431ffffffff,2.0,0.0,0.0
8418443ffffffff,63.0,0.0,0.0
8418447ffffffff,6.0,2.0,0.0
8418451ffffffff,15.0,0.0,0.0
8418453ffffffff,2.0,0.0,0.0
8418455ffffffff,7.0,0.0,0.0
841845dffffffff,5.0,0.0,0.0
8418461ffffffff,21.0,4.0,0.0
8418469ffffffff,18.0,0.0,0.0
841846bffffffff,17.0,0.0,0.0
841846dffffffff,122.0,7.0,0.0
8418495ffffffff,730.0,0.0,0.0
84184a3ffffffff,4.0,0.0,0.0
84184b9ffffffff,8.0,0.0,0.0
84184bbffffffff,2.0,0.0,0.0
84184bdffffffff,48.0,0.0,0.0
84184c9ffffffff,2.0,0.0,0.0
84184d5ffffffff,2.0,0.0,0.0
84184ddffffffff,5.0,0.0,0.0
8418597ffffffff,19.0,0.0,0.0
84185b1ffffffff,4.0,0.0,0.0
84185b5ffffffff,130.0,0.0,0.0
84185bbffffffff,101.0,0.0,0.0
8418607ffffffff,7.0,0.0,0.0
841860dffffffff,19.0,0.0,0.0
8418623ffffffff,38.0,0.0,0.0
8418625ffffffff,18.0,0.0,0.0
8418627ffffffff,20.0,0.0,0.0
8418629ffffffff,140.0,0.0,0.0
841862bffffffff,36.0,0.0,0.0
841862dffffffff,2.0,0.0,0.0
841863dffffffff,10.0,0.0,0.0
8418655ffffffff,5.0,0.0,0.0
841865dffffffff,4.0,0.0,0.0
8418661ffffffff,25.0,0.0,0.0
8418667ffffffff,92.0,0.0,0.0
84186a1ffffffff,13.0,0.0,0.0
84186a5ffffffff,36.0,0.0,0.0
84186a7ffffffff,6.0,0.0,0.0
84186c1ffffffff,2.0,0.0,0.0
84186e9ffffffff,2.0,0.0,0.0
8418709ffffffff,4.0,0.0,0.0
841870dffffffff,341.0,31.0,0.0
8418711ffffffff,10.0,0.0,0.0
8418715ffffffff,1.0,0.0,0.0
8418717ffffffff,21.0,0.0,0.0
841871bffffffff,45.0,0.0,0.0
8418729ffffffff,214.0,0.0,0.0
841873bffffffff,133.0,19.0,0.0
8418741ffffffff,19.0,12.0,0.0
8418743ffffffff,11.0,0.0,0.0
8418745ffffffff,2.0,2.0,0.0
8418747ffffffff,110.0,2.0,0.0
8418749ffffffff,15.0,3.0,0.0
841874bffffffff,5.0,0.0,0.0
841875dffffffff,29.0,0.0,0.0
8418763ffffffff,13.0,0.0,0.0
841876bffffffff,63.0,2.0,0.0
8419013ffffffff,78.0,0.0,0.0
8419017ffffffff,3.0,0.0,0.0
841901bffffffff,30.0,0.0,0.0
8419053ffffffff,3.0,0.0,0.0
8419081ffffffff,75.0,5.0,0.0
8419083ffffffff,262.0,5.0,0.0
8419085ffffffff,6.0,0.0,0.0
8419087ffffffff,98.0,0.0,0.0
8419089ffffffff,145.0,16.0,0.0
841908bffffffff,56.0,8.0,0.0
841908dffffffff,69.0,11.0,0.0
8419091ffffffff,48.0,0.0,0.0
8419093ffffffff,56.0,0.0,0.0
8419095ffffffff,33.0,1.0,0.0
8419097ffffffff,32.0,0.0,0.0
8419099ffffffff,10.0,0.0,0.0
841909bffffffff,18.0,0.0,0.0
841909dffffffff,48.0,0.0,0.0
84190a9ffffffff,38.0,0.0,0.0
84190b1ffffffff,15.0,0.0,0.0
84190b3ffffffff,103.0,2.0,0.0
84190b9ffffffff,92.0,5.0,0.0
84190bbffffffff,121.0,0.0,0.0
84190bdffffffff,6.0,0.0,0.0
84190c1ffffffff,58.0,0.0,0.0
84190c3ffffffff,12.0,0.0,0.0
84190c5ffffffff,87.0,0.0,0.0
84190c7ffffffff,174.0,12.0,0.0
84190c9ffffffff,19.0,0.0,0.0
84190cbffffffff,29.0,0.0,0.0
84190cdffffffff,7.0,0.0,0.0
84190d1ffffffff,45.0,0.0,0.0
84190d3ffffffff,34.0,0.0,0.0
84190d5ffffffff,4.0,0.0,0.0
84190d7ffffffff,4.0,0.0,0.0
84190d9ffffffff,354.0,17.0,0.0
84190dbffffffff,23.0,0.0,0.0
84190ddffffffff,32.0,0.0,0.0
84190e1ffffffff,106.0,0.0,0.0
84190e3ffffffff,129.0,0.0,0.0
84190e5ffffffff,4.0,0.0,0.0
84190e9ffffffff,69.0,0.0,0.0
84190ebffffffff,131.0,5.0,0.0
84191d9ffffffff,14.0,0.0,0.0
8419229ffffffff,19.0,0.0,0.0
8419261ffffffff,96.0,0.0,0.0
8419265ffffffff,189.0,0.0,0.0
8419267ffffffff,46.0,0.0,0.0
8419269ffffffff,12.0,0.0,0.0
841926dffffffff,139.0,0.0,0.0
8419281ffffffff,82.0,4.0,0.0
8419283ffffffff,19.0,0.0,0.0
8419287ffffffff,33.0,1.0,0.0
8419289ffffffff,65.0,0.0,0.0
841928dffffffff,175.0,0.0,0.0
8419293ffffffff,35.0,1.0,0.0
8419297ffffffff,15.0,0.0,0.0
8419299ffffffff,1.0,0.0,0.0
84192a1ffffffff,31.0,2.0,0.0
84192a3ffffffff,17.0,2.0,0.0
84192a7ffffffff,45.0,0.0,0.0
84192abffffffff,22.0,14.0,0.0
84192b1ffffffff,248.0,0.0,0.0
84192b3ffffffff,113.0,2.0,0.0
84192b5ffffffff,67.0,2.0,0.0
84192b7ffffffff,318.0,23.0,0.0
84192b9ffffffff,8.0,0.0,0.0
84192bbffffffff,81.0,0.0,0.0
84192bdffffffff,4.0,0.0,0.0
84192c3ffffffff,25.0,0.0,0.0
84192c7ffffffff,10.0,0.0,0.0
84192cbffffffff,64.0,0.0,0.0
8419401ffffffff,538.0,66.0,0.0
8419403ffffffff,167.0,21.0,0.0
8419405ffffffff,121.0,9.0,0.0
8419407ffffffff,26.0,0.0,0.0
841940dffffffff,189.0,21.0,0.0
8419411ffffffff,689.0,83.0,0.0
8419413ffffffff,784.0,131.0,0.0
8419415ffffffff,2205.0,321.0,0.0
8419417ffffffff,98.0,11.0,0.0
841941bffffffff,147.0,23.0,0.0
841941dffffffff,61.0,16.0,0.0
8419421ffffffff,123.0,32.0,0.0
8419423ffffffff,27.0,2.0,0.0
8419425ffffffff,17.0,6.0,0.0
8419427ffffffff,229.0,185.0,0.0
8419429ffffffff,43.0,2.0,0.0
841942bffffffff,196.0,54.0,0.0
841942dffffffff,91.0,44.0,0.0
8419431ffffffff,47.0,1.0,0.0
8419433ffffffff,103.0,0.0,0.0
8419435ffffffff,135.0,4.0,0.0
8419437ffffffff,296.0,0.0,0.0
8419439ffffffff,275.0,48.0,0.0
841943bffffffff,116.0,60.0,0.0
841943dffffffff,58.0,19.0,0.0
8419461ffffffff,132.0,13.0,0.0
8419463ffffffff,6.0,0.0,0.0
8419465ffffffff,61.0,1.0,0.0
8419467ffffffff,44.0,15.0,0.0
841946bffffffff,200.0,6.0,0.0
841946dffffffff,73.0,2.0,0.0
8419481ffffffff,36.0,7.0,0.0
8419483ffffffff,9.0,0.0,0.0
8419485ffffffff,352.0,30.0,0.0
841948bffffffff,124.0,0.0,0.0
841948dffffffff,1214.0,154.0,0.0
84194a1ffffffff,62.0,0.0,0.0
84194a3ffffffff,11.0,0.0,0.0
84194a5ffffffff,17.0,0.0,0.0
84194a7ffffffff,54.0,0.0,0.0
84194a9ffffffff,8.0,0.0,0.0
84194abffffffff,270.0,3.0,0.0
84194adffffffff,31.0,0.0,0.0
84194b9ffffffff,165.0,3.0,0.0
84194bbffffffff,4.0,0.0,0.0
84194c5ffffffff,802.0,57.0,0.0
84194d1ffffffff,9.0,0.0,0.0
84194d5ffffffff,193.0,10.0,0.0
84194d7ffffffff,39.0,0.0,0.0
84194d9ffffffff,271.0,6.0,0.0
84194dbffffffff,65.0,1.0,0.0
84194ddffffffff,337.0,17.0,0.0
84194e1ffffffff,52.0,2.0,0.0
84194e3ffffffff,488.0,65.0,0.0
84194e5ffffffff,13.0,0.0,0.0
84194e7ffffffff,296.0,22.0,0.0
84194e9ffffffff,284.0,26.0,0.0
84194ebffffffff,293.0,2.0,0.0
84194edffffffff,160.0,7.0,0.0
8419501ffffffff,235.0,0.0,0.0
8419505ffffffff,3.0,0.0,0.0
8419507ffffffff,420.0,0.0,0.0
8419509ffffffff,9.0,0.0,0.0
841950bffffffff,4.0,0.0,0.0
841950dffffffff,5.0,0.0,0.0
8419511ffffffff,192.0,8.0,0.0
8419513ffffffff,58.0,3.0,0.0
8419517ffffffff,164.0,27.0,0.0
8419519ffffffff,119.0,0.0,0.0
841951bffffffff,106.0,0.0,0.0
841951dffffffff,9.0,0.0,0.0
8419521ffffffff,17.0,0.0,0.0
8419527ffffffff,192.0,2.0,0.0
8419529ffffffff,92.0,2.0,0.0
841952dffffffff,9.0,1.0,0.0
8419531ffffffff,327.0,75.0,0.0
8419533ffffffff,66.0,9.0,0.0
841953bffffffff,248.0,41.0,0.0
8419541ffffffff,13.0,0.0,0.0
8419543ffffffff,64.0,0.0,0.0
8419545ffffffff,5.0,0.0,0.0
8419547ffffffff,6.0,0.0,0.0
8419549ffffffff,6.0,1.0,0.0
841954bffffffff,7.0,0.0,0.0
841954dffffffff,2.0,0.0,0.0
8419551ffffffff,17.0,0.0,0.0
8419553ffffffff,80.0,4.0,0.0
8419555ffffffff,16.0,0.0,0.0
8419557ffffffff,293.0,0.0,0.0
8419559ffffffff,74.0,4.0,0.0
841955bffffffff,41.0,9.0,0.0
841955dffffffff,13.0,1.0,0.0
8419561ffffffff,4.0,0.0,0.0
8419563ffffffff,22.0,0.0,0.0
8419565ffffffff,468.0,0.0,0.0
8419567ffffffff,22.0,0.0,0.0
8419569ffffffff,19.0,0.0,0.0
841956bffffffff,9.0,0.0,0.0
841956dffffffff,19.0,0.0,0.0
8419581ffffffff,188.0,0.0,0.0
8419585ffffffff,4.0,0.0,0.0
8419587ffffffff,76.0,0.0,0.0
8419589ffffffff,42.0,0.0,0.0
841958bffffffff,10.0,0.0,0.0
8419591ffffffff,438.0,35.0,0.0
8419593ffffffff,2.0,0.0,0.0
8419595ffffffff,7.0,0.0,0.0
8419597ffffffff,497.0,4.0,0.0
841959bffffffff,983.0,57.0,0.0
84195a1ffffffff,48.0,2.0,0.0
84195a3ffffffff,21.0,0.0,0.0
84195a5ffffffff,41.0,2.0,0.0
84195a7ffffffff,12.0,0.0,0.0
84195abffffffff,18.0,0.0,0.0
84195adffffffff,9.0,0.0,0.0
84195b1ffffffff,27.0,0.0,0.0
84195b5ffffffff,31.0,1.0,0.0
