cell_id,Athene cunicularia,Athene cunicularia hypugaea/rostrata,Athene cunicularia floridana,Athene cunicularia [guadeloupensis Group],Athene cunicularia [tolimae Group],Athene cunicularia nanodes/juninensis,Athene cunicularia grallaria,Athene cunicularia [cunicularia Group]
84261e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426221ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426223ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426305ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842630bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842632bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426331ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426333ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426335ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426337ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842633dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426361ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426363ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842636bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842681bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426825ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426841ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842684dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426851ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426859ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842685bffffffff,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842685dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426869ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842686bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426881ffffffff,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426883ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426885ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426887ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426889ffffffff,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842688bffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842688dffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426891ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426893ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426895ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426897ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426899ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842689bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842689dffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268a3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268a7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268b3ffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268b9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c5ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c7ffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268c9ffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268cbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268cdffffffff,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268d1ffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268d3ffffffff,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268d5ffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268d7ffffffff,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268d9ffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268dbffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84268ddffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426913ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426925ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426927ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426929ffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842692dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426931ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426933ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842694dffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426953ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426957ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426961ffffffff,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8426963ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426965ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426969ffffffff,1691.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0
842696dffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8426985ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426987ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269abffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84269b1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269c5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84269e3ffffffff,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84269e9ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a05ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a09ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a11ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a13ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a1bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a2bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a3bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a43ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a4bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a53ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a55ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a57ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a5bffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a5dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a69ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a81ffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a83ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a85ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a87ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a89ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a8bffffffff,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a8dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a91ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a93ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a95ffffffff,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a97ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a99ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426a9dffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa1ffffffff,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa3ffffffff,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa5ffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa7ffffffff,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aa9ffffffff,851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aabffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aadffffffff,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab3ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab5ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab7ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ab9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426abbffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426abdffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ac1ffffffff,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ac3ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ac5ffffffff,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ac7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426acbffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426acdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ad1ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ad3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ad5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ad7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426adbffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426addffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ae1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ae3ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ae7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ae9ffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426aedffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b01ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b0bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b13ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b19ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b3bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426b57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c23ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c25ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c2dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c31ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c33ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c37ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c3bffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c45ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c4dffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c61ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c65ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426c6dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426ce5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d01ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d05ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d09ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d0bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d11ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d15ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d17ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d1dffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d23ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d2dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d35ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d37ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d39ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d3bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d41ffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d43ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d45ffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d47ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d49ffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d4bffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d4dffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d55ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d59ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d5bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d5dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d61ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d63ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d65ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d67ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d69ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d6bffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d6dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426d95ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426da1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426da5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426da7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426da9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dabffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dadffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dbbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dbdffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dcbffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dcdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dd9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426de1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426de3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426de5ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426de7ffffffff,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426de9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426debffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426dedffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e21ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e25ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e27ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e2bffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e2dffffffff,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426e67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f01ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f03ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f05ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f07ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f09ffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f0bffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f0dffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f11ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f13ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f15ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f17ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f1bffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f1dffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f21ffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f23ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f25ffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f27ffffffff,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f29ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f2bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f2dffffffff,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f31ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f33ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f35ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f37ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f39ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f3dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f41ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f43ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f51ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f53ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f59ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f5dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f61ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f63ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f67ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f69ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426f6dffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427801ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427805ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842780bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842780dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427817ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8427825ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
