cell_id,Lanius senator,Lanius senator senator,Lanius senator badius,Lanius senator niloticus
842c32dffffffff,1.0,0.0,0.0,0.0
842c333ffffffff,5.0,0.0,0.0,0.0
842c335ffffffff,2.0,0.0,0.0,0.0
842c367ffffffff,3.0,0.0,0.0,0.0
842c56dffffffff,19.0,0.0,0.0,0.0
842c763ffffffff,6.0,0.0,0.0,0.0
842c767ffffffff,4.0,0.0,0.0,0.0
842c853ffffffff,4.0,0.0,0.0,0.0
842c88dffffffff,2.0,0.0,0.0,0.0
842c8a5ffffffff,1.0,0.0,0.0,0.0
842c8adffffffff,2.0,0.0,0.0,0.0
842c901ffffffff,2.0,0.0,0.0,0.0
842c903ffffffff,93.0,0.0,0.0,1.0
842c915ffffffff,44.0,0.0,0.0,0.0
842c931ffffffff,51.0,0.0,0.0,0.0
842c933ffffffff,77.0,0.0,0.0,0.0
842c935ffffffff,148.0,0.0,0.0,0.0
842c937ffffffff,13.0,0.0,0.0,0.0
842c93bffffffff,360.0,0.0,0.0,27.0
842c93dffffffff,2.0,0.0,0.0,0.0
842c9c5ffffffff,2.0,0.0,0.0,0.0
842c9c9ffffffff,10.0,0.0,0.0,0.0
842c9e9ffffffff,6.0,0.0,0.0,1.0
842ca13ffffffff,2.0,0.0,0.0,0.0
842ca4dffffffff,14.0,0.0,0.0,0.0
842caadffffffff,8.0,0.0,0.0,0.0
842cabdffffffff,2.0,0.0,0.0,0.0
842cac1ffffffff,2.0,0.0,0.0,0.0
842cac3ffffffff,7.0,0.0,0.0,0.0
842cac7ffffffff,3.0,0.0,0.0,0.0
842cac9ffffffff,5.0,0.0,0.0,0.0
842cacbffffffff,2.0,0.0,0.0,0.0
842cacdffffffff,4.0,0.0,0.0,0.0
842caebffffffff,2.0,0.0,0.0,0.0
842cc31ffffffff,2.0,0.0,0.0,0.0
842cd5dffffffff,2.0,0.0,0.0,0.0
842ce4bffffffff,1.0,0.0,0.0,0.0
842ce51ffffffff,1.0,0.0,0.0,0.0
842cf07ffffffff,9.0,0.0,0.0,0.0
842cf0bffffffff,1.0,0.0,0.0,0.0
842cf31ffffffff,3.0,0.0,0.0,0.0
842cf35ffffffff,3.0,0.0,0.0,0.0
842cf41ffffffff,2.0,0.0,0.0,0.0
842cf5dffffffff,3.0,0.0,0.0,0.0
842d06dffffffff,2.0,0.0,0.0,0.0
842d107ffffffff,2.0,0.0,0.0,0.0
842d121ffffffff,1.0,0.0,0.0,0.0
842d125ffffffff,19.0,0.0,0.0,0.0
842d127ffffffff,2.0,0.0,0.0,0.0
842d12dffffffff,2.0,0.0,0.0,0.0
842d131ffffffff,3.0,0.0,0.0,0.0
842d14bffffffff,5.0,0.0,0.0,0.0
842d16bffffffff,1.0,0.0,0.0,0.0
842d16dffffffff,3.0,0.0,0.0,0.0
842d1a5ffffffff,3.0,0.0,0.0,0.0
842d1a7ffffffff,2.0,0.0,0.0,0.0
842d1abffffffff,2.0,0.0,0.0,0.0
842d307ffffffff,5.0,0.0,0.0,0.0
842d309ffffffff,6.0,0.0,0.0,0.0
842d315ffffffff,2.0,0.0,0.0,0.0
842d317ffffffff,3.0,0.0,0.0,0.0
842d31dffffffff,2.0,0.0,0.0,0.0
842d325ffffffff,2.0,0.0,0.0,0.0
842d329ffffffff,4.0,0.0,0.0,0.0
842d32dffffffff,2.0,0.0,0.0,0.0
842d331ffffffff,2.0,0.0,0.0,0.0
842d333ffffffff,7.0,0.0,0.0,0.0
842d33bffffffff,1.0,0.0,0.0,0.0
842d345ffffffff,2.0,0.0,0.0,0.0
842d347ffffffff,4.0,0.0,0.0,0.0
842d34bffffffff,2.0,0.0,0.0,0.0
842d34dffffffff,2.0,0.0,0.0,0.0
842d353ffffffff,2.0,0.0,0.0,0.0
842d35dffffffff,2.0,0.0,0.0,0.0
842d361ffffffff,5.0,0.0,0.0,0.0
842d363ffffffff,4.0,0.0,0.0,0.0
842d369ffffffff,10.0,0.0,0.0,0.0
842d36bffffffff,10.0,0.0,0.0,0.0
842d36dffffffff,2.0,0.0,0.0,0.0
842d825ffffffff,1.0,0.0,0.0,0.0
842d849ffffffff,29.0,0.0,0.0,0.0
842d949ffffffff,2.0,0.0,0.0,0.0
842d959ffffffff,7.0,0.0,0.0,0.0
842da09ffffffff,6.0,0.0,0.0,0.0
842da13ffffffff,7.0,0.0,0.0,0.0
842da17ffffffff,60.0,0.0,0.0,0.0
842da19ffffffff,6.0,0.0,0.0,0.0
842da1bffffffff,4.0,0.0,0.0,0.0
842da25ffffffff,4.0,0.0,0.0,0.0
842da27ffffffff,12.0,0.0,0.0,0.0
842da51ffffffff,3.0,0.0,0.0,0.0
842da59ffffffff,2.0,0.0,0.0,0.0
842da5dffffffff,59.0,0.0,0.0,0.0
842da69ffffffff,4.0,0.0,0.0,0.0
842da6bffffffff,15.0,0.0,0.0,0.0
842da81ffffffff,70.0,0.0,0.0,0.0
842da83ffffffff,23.0,0.0,0.0,0.0
842da89ffffffff,86.0,0.0,0.0,0.0
842da8bffffffff,10.0,0.0,0.0,0.0
842da8dffffffff,22.0,0.0,0.0,0.0
842da91ffffffff,49.0,0.0,0.0,0.0
842da95ffffffff,4.0,0.0,0.0,0.0
842da9bffffffff,23.0,0.0,0.0,0.0
842da9dffffffff,4.0,0.0,0.0,0.0
842dab3ffffffff,2.0,0.0,0.0,0.0
842dab9ffffffff,13.0,0.0,0.0,0.0
842dac5ffffffff,13.0,0.0,0.0,0.0
842dac7ffffffff,11.0,0.0,0.0,0.0
842dac9ffffffff,2.0,0.0,0.0,0.0
842dacdffffffff,2.0,0.0,0.0,0.0
842dad3ffffffff,3.0,0.0,0.0,0.0
842dad9ffffffff,2.0,0.0,0.0,0.0
842dae9ffffffff,31.0,0.0,0.0,0.0
842db01ffffffff,54.0,0.0,0.0,0.0
842db03ffffffff,200.0,0.0,0.0,1.0
842db05ffffffff,370.0,0.0,0.0,9.0
842db07ffffffff,12.0,0.0,0.0,0.0
842db0bffffffff,39.0,0.0,0.0,0.0
842db0dffffffff,45.0,0.0,0.0,0.0
842db11ffffffff,557.0,0.0,0.0,29.0
842db15ffffffff,245.0,0.0,0.0,10.0
842db1bffffffff,20.0,0.0,0.0,0.0
842db1dffffffff,110.0,0.0,0.0,10.0
842db21ffffffff,18.0,0.0,0.0,0.0
842db23ffffffff,4.0,0.0,0.0,0.0
842db25ffffffff,19.0,0.0,0.0,0.0
842db29ffffffff,176.0,0.0,0.0,13.0
842db2bffffffff,36.0,0.0,0.0,3.0
842db2dffffffff,11.0,0.0,0.0,0.0
842db31ffffffff,4.0,0.0,0.0,0.0
842db37ffffffff,15.0,0.0,0.0,0.0
842db39ffffffff,6.0,0.0,0.0,0.0
842db3dffffffff,46.0,0.0,0.0,0.0
842db63ffffffff,57.0,0.0,0.0,0.0
842db65ffffffff,4.0,0.0,0.0,0.0
842db67ffffffff,235.0,0.0,0.0,1.0
84344c5ffffffff,2.0,0.0,0.0,0.0
8434695ffffffff,5.0,0.0,0.0,0.0
8434697ffffffff,3.0,0.0,0.0,0.0
84346bbffffffff,3.0,0.0,0.0,0.0
8438161ffffffff,108.0,8.0,0.0,0.0
8438165ffffffff,2.0,0.0,0.0,0.0
8438169ffffffff,37.0,0.0,0.0,0.0
843816dffffffff,114.0,15.0,0.0,0.0
8438209ffffffff,21.0,0.0,0.0,0.0
843820dffffffff,8.0,0.0,0.0,0.0
8438241ffffffff,8.0,0.0,0.0,0.0
8438243ffffffff,17.0,0.0,0.0,0.0
8438245ffffffff,20.0,0.0,0.0,0.0
8438247ffffffff,122.0,0.0,0.0,0.0
8438249ffffffff,3.0,0.0,0.0,0.0
843824bffffffff,15.0,0.0,0.0,0.0
843824dffffffff,13.0,0.0,0.0,0.0
8438251ffffffff,49.0,0.0,0.0,0.0
8438253ffffffff,2.0,0.0,0.0,0.0
8438255ffffffff,2.0,0.0,0.0,0.0
8438259ffffffff,89.0,0.0,0.0,0.0
843825bffffffff,149.0,0.0,0.0,0.0
843825dffffffff,14.0,0.0,0.0,0.0
843826bffffffff,14.0,0.0,0.0,0.0
8438321ffffffff,1.0,0.0,0.0,0.0
8438325ffffffff,4.0,0.0,0.0,0.0
8438353ffffffff,4.0,0.0,0.0,0.0
8438361ffffffff,4.0,0.0,0.0,0.0
8438365ffffffff,6.0,0.0,0.0,0.0
8438367ffffffff,14.0,0.0,0.0,0.0
8438369ffffffff,2.0,2.0,0.0,0.0
8438421ffffffff,2.0,0.0,0.0,0.0
843842bffffffff,2.0,0.0,0.0,0.0
8438433ffffffff,1.0,0.0,0.0,0.0
8438459ffffffff,4.0,0.0,0.0,0.0
843845dffffffff,2.0,0.0,0.0,0.0
84384a1ffffffff,13.0,0.0,0.0,0.0
84384c5ffffffff,2.0,0.0,0.0,0.0
84384d9ffffffff,1.0,0.0,0.0,0.0
84384e5ffffffff,2.0,0.0,0.0,0.0
84384e7ffffffff,2.0,0.0,0.0,0.0
84385d3ffffffff,1.0,0.0,0.0,0.0
84385d9ffffffff,11.0,0.0,0.0,0.0
84385ddffffffff,1.0,0.0,0.0,0.0
8438625ffffffff,27.0,0.0,0.0,0.0
8438627ffffffff,5.0,0.0,0.0,0.0
843862dffffffff,6.0,0.0,0.0,0.0
8438633ffffffff,2.0,0.0,0.0,0.0
8438681ffffffff,1.0,0.0,0.0,0.0
8438685ffffffff,8.0,0.0,0.0,0.0
8438695ffffffff,4.0,0.0,0.0,0.0
8438699ffffffff,2.0,0.0,0.0,0.0
843869bffffffff,2.0,0.0,0.0,0.0
84386a1ffffffff,5.0,0.0,0.0,0.0
84386a3ffffffff,3.0,0.0,0.0,0.0
84386a5ffffffff,1.0,0.0,0.0,0.0
84386a7ffffffff,1.0,0.0,0.0,0.0
84386a9ffffffff,8.0,0.0,0.0,0.0
84386d3ffffffff,2.0,0.0,0.0,0.0
84386e1ffffffff,5.0,0.0,0.0,0.0
84386e3ffffffff,7.0,0.0,0.0,0.0
84386e5ffffffff,1.0,0.0,0.0,0.0
84386e9ffffffff,4.0,0.0,0.0,0.0
8438711ffffffff,2.0,0.0,0.0,0.0
8438751ffffffff,2.0,0.0,0.0,0.0
8438753ffffffff,1.0,0.0,0.0,0.0
8438759ffffffff,1.0,0.0,0.0,0.0
8438a49ffffffff,1.0,0.0,0.0,0.0
8439001ffffffff,54.0,0.0,0.0,0.0
8439003ffffffff,601.0,0.0,0.0,0.0
8439005ffffffff,50.0,0.0,0.0,0.0
8439007ffffffff,114.0,0.0,0.0,0.0
8439009ffffffff,177.0,0.0,0.0,0.0
843900bffffffff,252.0,0.0,0.0,0.0
843900dffffffff,317.0,0.0,0.0,0.0
8439011ffffffff,100.0,0.0,0.0,0.0
8439013ffffffff,9.0,0.0,0.0,0.0
8439015ffffffff,129.0,0.0,0.0,0.0
8439017ffffffff,7.0,0.0,0.0,0.0
8439019ffffffff,58.0,0.0,0.0,0.0
843901bffffffff,150.0,0.0,0.0,0.0
843901dffffffff,927.0,0.0,0.0,0.0
8439021ffffffff,31.0,0.0,0.0,0.0
8439023ffffffff,27.0,0.0,0.0,0.0
8439025ffffffff,111.0,1.0,0.0,0.0
8439027ffffffff,53.0,0.0,0.0,0.0
8439029ffffffff,157.0,0.0,0.0,0.0
843902bffffffff,65.0,0.0,0.0,0.0
843902dffffffff,59.0,0.0,0.0,0.0
8439031ffffffff,28.0,0.0,0.0,0.0
8439033ffffffff,101.0,0.0,0.0,0.0
8439035ffffffff,102.0,0.0,0.0,0.0
8439039ffffffff,148.0,0.0,0.0,0.0
843903bffffffff,56.0,0.0,0.0,0.0
843903dffffffff,120.0,0.0,0.0,0.0
8439041ffffffff,82.0,0.0,0.0,0.0
8439043ffffffff,136.0,0.0,0.0,0.0
8439045ffffffff,2.0,0.0,0.0,0.0
8439047ffffffff,294.0,0.0,0.0,0.0
8439049ffffffff,2.0,0.0,0.0,0.0
843904bffffffff,82.0,0.0,0.0,0.0
8439051ffffffff,60.0,0.0,0.0,0.0
8439053ffffffff,105.0,0.0,0.0,0.0
8439055ffffffff,42.0,0.0,0.0,0.0
8439057ffffffff,180.0,0.0,0.0,0.0
8439059ffffffff,125.0,0.0,0.0,0.0
843905bffffffff,99.0,0.0,0.0,0.0
843905dffffffff,188.0,0.0,0.0,0.0
8439061ffffffff,46.0,0.0,0.0,0.0
8439063ffffffff,123.0,0.0,0.0,0.0
8439065ffffffff,15.0,0.0,0.0,0.0
8439067ffffffff,71.0,0.0,0.0,0.0
8439069ffffffff,8.0,0.0,0.0,0.0
843906bffffffff,79.0,0.0,0.0,0.0
843906dffffffff,47.0,0.0,0.0,0.0
8439081ffffffff,2.0,0.0,0.0,0.0
8439085ffffffff,3.0,0.0,0.0,0.0
8439087ffffffff,21.0,0.0,0.0,0.0
8439089ffffffff,94.0,0.0,0.0,0.0
843908bffffffff,11.0,0.0,0.0,0.0
843908dffffffff,93.0,0.0,0.0,0.0
8439091ffffffff,2.0,0.0,0.0,0.0
8439093ffffffff,6.0,0.0,0.0,0.0
8439095ffffffff,10.0,0.0,0.0,0.0
8439097ffffffff,18.0,0.0,0.0,0.0
8439099ffffffff,4.0,0.0,0.0,0.0
843909bffffffff,12.0,0.0,0.0,0.0
843909dffffffff,6.0,0.0,0.0,0.0
84390a1ffffffff,34.0,0.0,0.0,0.0
84390a3ffffffff,1.0,0.0,0.0,0.0
84390a5ffffffff,9.0,0.0,0.0,0.0
84390a7ffffffff,3.0,0.0,0.0,0.0
84390a9ffffffff,21.0,0.0,0.0,0.0
84390abffffffff,6.0,0.0,0.0,0.0
84390adffffffff,61.0,0.0,0.0,0.0
84390b1ffffffff,12.0,0.0,0.0,0.0
84390b3ffffffff,19.0,0.0,0.0,0.0
84390b5ffffffff,10.0,0.0,0.0,0.0
84390b7ffffffff,20.0,0.0,0.0,0.0
84390b9ffffffff,6.0,0.0,0.0,0.0
84390bdffffffff,3.0,0.0,0.0,0.0
84390c1ffffffff,59.0,0.0,0.0,0.0
84390c3ffffffff,22.0,0.0,0.0,0.0
84390c5ffffffff,18.0,0.0,0.0,0.0
84390c7ffffffff,12.0,0.0,0.0,0.0
84390c9ffffffff,229.0,0.0,0.0,0.0
84390cbffffffff,301.0,0.0,0.0,0.0
84390cdffffffff,19.0,0.0,0.0,0.0
84390d1ffffffff,7.0,0.0,0.0,0.0
84390d3ffffffff,53.0,0.0,0.0,0.0
84390d5ffffffff,2.0,0.0,0.0,0.0
84390d7ffffffff,4.0,0.0,0.0,0.0
84390d9ffffffff,9.0,0.0,0.0,0.0
84390dbffffffff,2.0,0.0,0.0,0.0
84390ddffffffff,16.0,0.0,0.0,0.0
84390e3ffffffff,76.0,0.0,0.0,0.0
84390e5ffffffff,5.0,0.0,0.0,0.0
84390e7ffffffff,43.0,0.0,0.0,0.0
84390e9ffffffff,20.0,0.0,0.0,0.0
84390ebffffffff,13.0,0.0,0.0,0.0
84390edffffffff,4.0,0.0,0.0,0.0
8439101ffffffff,339.0,0.0,0.0,0.0
8439103ffffffff,123.0,0.0,0.0,0.0
843910bffffffff,13.0,0.0,0.0,0.0
8439111ffffffff,245.0,0.0,0.0,0.0
8439113ffffffff,56.0,0.0,0.0,0.0
8439115ffffffff,198.0,0.0,0.0,0.0
8439117ffffffff,15.0,0.0,0.0,0.0
8439119ffffffff,395.0,0.0,0.0,0.0
843911bffffffff,5.0,0.0,0.0,0.0
843911dffffffff,103.0,0.0,0.0,0.0
8439151ffffffff,36.0,0.0,0.0,0.0
8439153ffffffff,69.0,0.0,0.0,0.0
8439155ffffffff,43.0,0.0,0.0,0.0
8439157ffffffff,225.0,0.0,0.0,0.0
8439159ffffffff,104.0,0.0,0.0,0.0
843915bffffffff,196.0,0.0,0.0,0.0
843915dffffffff,24.0,0.0,0.0,0.0
8439181ffffffff,257.0,0.0,0.0,0.0
8439183ffffffff,160.0,0.0,0.0,0.0
8439185ffffffff,138.0,0.0,0.0,0.0
8439187ffffffff,21.0,0.0,0.0,0.0
8439189ffffffff,56.0,0.0,0.0,0.0
