cell_id,Lanius senator,Lanius senator senator,Lanius senator badius,Lanius senator niloticus
8418495ffffffff,30.0,0.0,0.0,0.0
8418497ffffffff,1.0,0.0,0.0,0.0
841849bffffffff,1.0,0.0,0.0,0.0
84184b3ffffffff,4.0,0.0,0.0,0.0
84184b9ffffffff,2.0,0.0,0.0,0.0
84184bbffffffff,1.0,0.0,0.0,0.0
84184c3ffffffff,2.0,0.0,0.0,0.0
84186c1ffffffff,2.0,0.0,0.0,0.0
84186cbffffffff,2.0,0.0,0.0,0.0
841e5d9ffffffff,2.0,0.0,0.0,0.0
841e5ddffffffff,3.0,0.0,0.0,0.0
841e805ffffffff,2.0,0.0,0.0,0.0
841e82bffffffff,8.0,0.0,0.0,0.0
841e831ffffffff,4.0,0.0,0.0,0.0
841e833ffffffff,4.0,0.0,0.0,0.0
841e835ffffffff,17.0,0.0,0.0,0.0
841e849ffffffff,4.0,0.0,0.0,0.0
841e84bffffffff,1.0,0.0,0.0,0.0
841e869ffffffff,2.0,0.0,0.0,0.0
841e86bffffffff,5.0,0.0,0.0,0.0
841e8abffffffff,8.0,0.0,0.0,0.0
841e8c5ffffffff,2.0,0.0,0.0,0.0
841e8dbffffffff,1.0,0.0,0.0,0.0
841e905ffffffff,1.0,0.0,0.0,0.0
841e90dffffffff,6.0,0.0,0.0,0.0
841e929ffffffff,1.0,0.0,0.0,0.0
841e945ffffffff,2.0,0.0,0.0,0.0
841e947ffffffff,2.0,0.0,2.0,0.0
841e961ffffffff,2.0,0.0,0.0,0.0
841e96bffffffff,2.0,0.0,0.0,0.0
841e9a9ffffffff,2.0,0.0,0.0,0.0
841e9bbffffffff,2.0,0.0,0.0,0.0
841e9d9ffffffff,1.0,0.0,0.0,0.0
841ea19ffffffff,4.0,0.0,0.0,0.0
841ea1bffffffff,2.0,0.0,0.0,0.0
841ea81ffffffff,3.0,0.0,0.0,0.0
841ea83ffffffff,11.0,0.0,0.0,0.0
841ea85ffffffff,31.0,0.0,0.0,0.0
841ea87ffffffff,6.0,0.0,0.0,0.0
841ea8dffffffff,19.0,0.0,0.0,0.0
841eab1ffffffff,1.0,0.0,0.0,0.0
841eab3ffffffff,4.0,0.0,0.0,0.0
841eac5ffffffff,4.0,0.0,0.0,0.0
841eae3ffffffff,2.0,0.0,0.0,0.0
841eaebffffffff,29.0,0.0,0.0,0.0
841eb01ffffffff,3.0,0.0,1.0,0.0
841eb03ffffffff,7.0,0.0,0.0,0.0
841eb05ffffffff,1.0,0.0,0.0,0.0
841eb07ffffffff,7.0,0.0,0.0,0.0
841eb0bffffffff,16.0,3.0,4.0,0.0
841eb2bffffffff,2.0,0.0,0.0,0.0
841eb3dffffffff,16.0,0.0,5.0,0.0
841eb53ffffffff,3.0,0.0,0.0,0.0
841ec03ffffffff,18.0,0.0,0.0,0.0
841ec05ffffffff,5.0,0.0,0.0,0.0
841ec07ffffffff,2.0,0.0,0.0,0.0
841ec09ffffffff,4.0,0.0,0.0,0.0
841ec11ffffffff,2.0,0.0,0.0,0.0
841ec13ffffffff,3.0,0.0,0.0,0.0
841ec15ffffffff,14.0,0.0,0.0,0.0
841ec17ffffffff,12.0,0.0,0.0,0.0
841ec19ffffffff,2.0,0.0,0.0,0.0
841ec1bffffffff,2.0,0.0,0.0,0.0
841ec1dffffffff,23.0,0.0,0.0,0.0
841ec21ffffffff,23.0,0.0,0.0,0.0
841ec23ffffffff,58.0,0.0,0.0,0.0
841ec27ffffffff,31.0,0.0,0.0,0.0
841ec29ffffffff,2.0,0.0,0.0,0.0
841ec2bffffffff,24.0,0.0,0.0,0.0
841ec2dffffffff,5.0,0.0,0.0,0.0
841ec33ffffffff,13.0,0.0,0.0,0.0
841ec35ffffffff,3.0,0.0,0.0,0.0
841ec37ffffffff,13.0,0.0,0.0,0.0
841ec3bffffffff,4.0,0.0,0.0,0.0
841ec3dffffffff,12.0,0.0,0.0,0.0
841ec47ffffffff,2.0,0.0,0.0,0.0
841ec4dffffffff,2.0,0.0,0.0,0.0
841ec53ffffffff,2.0,0.0,0.0,0.0
841ec57ffffffff,2.0,0.0,0.0,0.0
841ec63ffffffff,1.0,0.0,0.0,0.0
841ec65ffffffff,1.0,0.0,0.0,0.0
841ec67ffffffff,3.0,0.0,0.0,0.0
841ec6dffffffff,2.0,0.0,0.0,0.0
841ec81ffffffff,5.0,0.0,0.0,0.0
841ec85ffffffff,5.0,0.0,0.0,0.0
841ec89ffffffff,1.0,0.0,0.0,0.0
841ec8dffffffff,7.0,0.0,0.0,0.0
841ec91ffffffff,8.0,0.0,0.0,0.0
841ec93ffffffff,17.0,0.0,0.0,0.0
841ec97ffffffff,15.0,0.0,0.0,0.0
841ec99ffffffff,7.0,0.0,0.0,0.0
841ec9bffffffff,16.0,0.0,0.0,0.0
841ec9dffffffff,14.0,0.0,0.0,0.0
841eca1ffffffff,39.0,0.0,0.0,0.0
841eca3ffffffff,1.0,0.0,0.0,0.0
841eca5ffffffff,70.0,0.0,0.0,0.0
841eca7ffffffff,3.0,0.0,0.0,0.0
841eca9ffffffff,52.0,0.0,0.0,0.0
841ecadffffffff,14.0,0.0,0.0,0.0
841ecb1ffffffff,3.0,0.0,0.0,0.0
841ecb5ffffffff,43.0,0.0,0.0,0.0
841ecb9ffffffff,1.0,0.0,0.0,0.0
841ecbbffffffff,16.0,0.0,0.0,0.0
841ecc1ffffffff,3.0,0.0,0.0,0.0
841ecc3ffffffff,37.0,0.0,0.0,0.0
841ecc5ffffffff,30.0,0.0,0.0,0.0
841eccbffffffff,3.0,0.0,0.0,0.0
841eccdffffffff,9.0,0.0,0.0,0.0
841ecd5ffffffff,3.0,0.0,0.0,0.0
841ecddffffffff,11.0,0.0,0.0,0.0
841ece1ffffffff,47.0,0.0,0.0,0.0
841ece3ffffffff,3.0,0.0,0.0,0.0
841ece5ffffffff,31.0,1.0,0.0,0.0
841ece7ffffffff,28.0,0.0,0.0,0.0
841ece9ffffffff,94.0,0.0,0.0,0.0
841ecedffffffff,3.0,0.0,0.0,0.0
841ed03ffffffff,2.0,0.0,0.0,0.0
841ed05ffffffff,5.0,0.0,0.0,0.0
841ed0bffffffff,11.0,0.0,0.0,0.0
841ed0dffffffff,3.0,0.0,0.0,0.0
841ed13ffffffff,2.0,0.0,0.0,0.0
841ed15ffffffff,5.0,0.0,0.0,0.0
841ed19ffffffff,4.0,0.0,0.0,0.0
841ed1bffffffff,14.0,0.0,0.0,0.0
841ed21ffffffff,6.0,0.0,0.0,0.0
841ed29ffffffff,16.0,0.0,0.0,0.0
841ed2bffffffff,6.0,0.0,0.0,0.0
841ed3bffffffff,8.0,0.0,0.0,0.0
841ed41ffffffff,2.0,0.0,0.0,0.0
841ed45ffffffff,7.0,0.0,0.0,0.0
841ed49ffffffff,4.0,0.0,0.0,0.0
841ed4dffffffff,6.0,0.0,0.0,0.0
841ed57ffffffff,7.0,0.0,0.0,0.0
841ed5bffffffff,1.0,0.0,0.0,0.0
841ed63ffffffff,4.0,0.0,0.0,0.0
841ed6bffffffff,11.0,0.0,0.0,0.0
841ed87ffffffff,2.0,0.0,0.0,0.0
841ed91ffffffff,123.0,0.0,0.0,0.0
841ed93ffffffff,127.0,5.0,0.0,0.0
841ed9bffffffff,78.0,0.0,0.0,0.0
841eda1ffffffff,11.0,0.0,0.0,0.0
841eda3ffffffff,135.0,0.0,0.0,0.0
841eda7ffffffff,10.0,0.0,0.0,0.0
841edabffffffff,1.0,0.0,0.0,0.0
841edadffffffff,7.0,0.0,0.0,0.0
841edbbffffffff,4.0,0.0,0.0,0.0
841edc1ffffffff,5.0,0.0,0.0,0.0
841edc7ffffffff,5.0,0.0,0.0,0.0
841edc9ffffffff,49.0,0.0,0.0,0.0
841edcdffffffff,15.0,0.0,0.0,0.0
841edd3ffffffff,2.0,0.0,0.0,0.0
841ede1ffffffff,58.0,0.0,0.0,0.0
841ede5ffffffff,1.0,0.0,0.0,0.0
841ede9ffffffff,12.0,0.0,0.0,0.0
841ee83ffffffff,6.0,0.0,0.0,0.0
841ee91ffffffff,5.0,0.0,0.0,0.0
841ee97ffffffff,24.0,0.0,0.0,0.0
841eea3ffffffff,4.0,0.0,0.0,0.0
841eeb1ffffffff,8.0,0.0,0.0,0.0
841eeb5ffffffff,12.0,0.0,0.0,0.0
841eeb7ffffffff,23.0,0.0,0.0,0.0
841eebdffffffff,1.0,0.0,0.0,0.0
841eedbffffffff,6.0,0.0,0.0,0.0
841ef1bffffffff,4.0,0.0,0.0,0.0
841ef23ffffffff,2.0,0.0,0.0,0.0
841ef27ffffffff,9.0,0.0,0.0,0.0
841ef37ffffffff,2.0,0.0,0.0,0.0
841ef57ffffffff,2.0,0.0,0.0,0.0
841ef6dffffffff,2.0,0.0,0.0,0.0
841f85dffffffff,2.0,0.0,0.0,0.0
841f931ffffffff,3.0,0.0,0.0,0.0
841f96dffffffff,1.0,0.0,0.0,0.0
841f9a3ffffffff,2.0,0.0,0.0,0.0
841fa21ffffffff,2.0,0.0,0.0,0.0
841fb1bffffffff,2.0,0.0,0.0,0.0
842c001ffffffff,1.0,0.0,0.0,0.0
842c003ffffffff,51.0,0.0,0.0,0.0
842c007ffffffff,2.0,0.0,0.0,0.0
842c00bffffffff,3.0,0.0,0.0,0.0
842c011ffffffff,2.0,0.0,0.0,0.0
842c015ffffffff,4.0,0.0,0.0,0.0
842c01bffffffff,2.0,0.0,0.0,0.0
842c033ffffffff,3.0,0.0,0.0,0.0
842c035ffffffff,5.0,0.0,0.0,0.0
842c037ffffffff,4.0,0.0,0.0,0.0
842c039ffffffff,3.0,0.0,0.0,0.0
842c03bffffffff,4.0,0.0,0.0,0.0
842c043ffffffff,32.0,0.0,0.0,0.0
842c057ffffffff,4.0,0.0,0.0,0.0
842c059ffffffff,2.0,0.0,0.0,0.0
842c065ffffffff,2.0,0.0,0.0,0.0
842c067ffffffff,1.0,0.0,0.0,0.0
842c097ffffffff,1.0,0.0,0.0,0.0
842c0b3ffffffff,1.0,0.0,0.0,0.0
842c0b7ffffffff,9.0,0.0,0.0,0.0
842c0bbffffffff,1.0,0.0,0.0,0.0
842c0c1ffffffff,20.0,0.0,0.0,0.0
842c0c3ffffffff,4.0,0.0,0.0,0.0
842c0c7ffffffff,6.0,0.0,0.0,0.0
842c0c9ffffffff,23.0,0.0,0.0,0.0
842c0cbffffffff,17.0,0.0,0.0,0.0
842c101ffffffff,6.0,0.0,0.0,0.0
842c105ffffffff,1.0,0.0,0.0,0.0
842c107ffffffff,2.0,0.0,0.0,0.0
842c10bffffffff,6.0,0.0,0.0,0.0
842c123ffffffff,10.0,0.0,0.0,0.0
842c12bffffffff,2.0,0.0,0.0,0.0
842c135ffffffff,6.0,0.0,0.0,0.0
842c13bffffffff,3.0,0.0,0.0,0.0
842c141ffffffff,2.0,0.0,0.0,0.0
842c143ffffffff,3.0,0.0,0.0,0.0
842c145ffffffff,1.0,0.0,0.0,0.0
842c149ffffffff,1.0,0.0,0.0,0.0
842c15bffffffff,2.0,0.0,0.0,0.0
842c163ffffffff,2.0,0.0,0.0,0.0
842c1d1ffffffff,2.0,0.0,0.0,0.0
842c1ddffffffff,14.0,0.0,0.0,0.0
842c203ffffffff,3.0,0.0,0.0,0.0
842c20dffffffff,1.0,0.0,0.0,0.0
842c263ffffffff,1.0,0.0,0.0,0.0
842c285ffffffff,2.0,0.0,0.0,0.0
842c2a1ffffffff,15.0,0.0,0.0,0.0
842c2a3ffffffff,86.0,0.0,0.0,0.0
842c2abffffffff,3.0,0.0,0.0,0.0
842c2b3ffffffff,2.0,0.0,0.0,0.0
842c2bdffffffff,1.0,0.0,0.0,0.0
842c2e5ffffffff,2.0,0.0,0.0,0.0
842c2edffffffff,2.0,0.0,0.0,0.0
842c317ffffffff,2.0,0.0,0.0,0.0
