cell_id,Ptilinopus porphyraceus,Ptilinopus porphyraceus porphyraceus,Ptilinopus porphyraceus fasciatus
839a02fffffffff,31.0,0.0,0.0
839a14fffffffff,3.0,0.0,3.0
839a15fffffffff,44.0,0.0,2.0
839a16fffffffff,8.0,0.0,0.0
839a22fffffffff,1.0,0.0,0.0
839b42fffffffff,1.0,0.0,0.0
839b5cfffffffff,1.0,0.0,0.0
839b6afffffffff,1.0,0.0,0.0
839b6efffffffff,1.0,0.0,0.0
839b73fffffffff,1.0,0.0,0.0
839b89fffffffff,1.0,0.0,0.0
839badfffffffff,1.0,0.0,0.0
