cell_id,Gallinula galeata,Gallinula galeata [galeata Group],Gallinula galeata garmani,Gallinula galeata sandvicensis
820ecffffffffff,2.0,0.0,0.0,0.0
821aa7fffffffff,31.0,3.0,0.0,0.0
822607fffffffff,17.0,0.0,0.0,0.0
82260ffffffffff,35.0,1.0,0.0,0.0
822617fffffffff,2.0,0.0,0.0,0.0
82261ffffffffff,6.0,0.0,0.0,0.0
822627fffffffff,72.0,1.0,0.0,0.0
82262ffffffffff,195.0,3.0,0.0,0.0
822637fffffffff,4.0,0.0,0.0,0.0
822647fffffffff,36.0,3.0,0.0,0.0
82264ffffffffff,37.0,0.0,0.0,0.0
822657fffffffff,39.0,0.0,0.0,0.0
82265ffffffffff,4.0,0.0,0.0,0.0
822667fffffffff,266.0,0.0,0.0,0.0
82266ffffffffff,41.0,0.0,0.0,0.0
822677fffffffff,30.0,0.0,0.0,0.0
822687fffffffff,1.0,0.0,0.0,0.0
82268ffffffffff,71.0,0.0,0.0,0.0
822697fffffffff,2.0,0.0,0.0,0.0
8226affffffffff,92.0,0.0,0.0,0.0
8226cffffffffff,134.0,7.0,0.0,0.0
8226dffffffffff,19.0,0.0,0.0,0.0
8226e7fffffffff,44.0,3.0,0.0,0.0
8226effffffffff,5.0,0.0,0.0,0.0
822717fffffffff,2.0,0.0,0.0,0.0
822747fffffffff,161.0,0.0,0.0,0.0
82274ffffffffff,505.0,0.0,0.0,0.0
822757fffffffff,32.0,0.0,0.0,0.0
82275ffffffffff,379.0,9.0,0.0,0.0
822767fffffffff,82.0,0.0,0.0,0.0
82276ffffffffff,52.0,0.0,0.0,0.0
822777fffffffff,6.0,0.0,0.0,0.0
822807fffffffff,9.0,0.0,0.0,0.0
822817fffffffff,35.0,1.0,0.0,0.0
822837fffffffff,1018.0,19.0,0.0,0.0
822887fffffffff,3.0,0.0,0.0,0.0
8228dffffffffff,2.0,0.0,0.0,0.0
822917fffffffff,55.0,3.0,0.0,0.0
82291ffffffffff,35.0,3.0,0.0,0.0
822987fffffffff,63.0,0.0,0.0,0.0
82298ffffffffff,21.0,0.0,0.0,0.0
822997fffffffff,9.0,0.0,0.0,0.0
8229a7fffffffff,368.0,191.0,0.0,0.0
8229affffffffff,145.0,7.0,0.0,0.0
8229b7fffffffff,25.0,0.0,0.0,0.0
822a07fffffffff,114.0,0.0,0.0,0.0
822a17fffffffff,786.0,13.0,0.0,0.0
822a37fffffffff,728.0,8.0,0.0,0.0
822a4ffffffffff,1.0,1.0,0.0,0.0
822a87fffffffff,56.0,2.0,0.0,0.0
822a8ffffffffff,148.0,1.0,0.0,0.0
822a97fffffffff,106.0,0.0,0.0,0.0
822a9ffffffffff,55.0,0.0,0.0,0.0
822aa7fffffffff,562.0,3.0,0.0,0.0
822aaffffffffff,1359.0,42.0,0.0,0.0
822ab7fffffffff,761.0,34.0,0.0,0.0
822ad7fffffffff,62.0,5.0,0.0,0.0
822af7fffffffff,466.0,0.0,0.0,0.0
822b07fffffffff,158.0,0.0,0.0,0.0
822b0ffffffffff,46.0,0.0,0.0,0.0
